# event_ticker=KXATPMATCH-26MAY06BERATM
# final_score=6-3 6-4
# match_winner=Terence Atmane
# fav_player=Terence Atmane
# dog_player=Zizou Bergs
# kalshi_date=2026-05-06
timestamp,Zizou Bergs,Terence Atmane
2026-05-06T21:37:00Z,,46.00
2026-05-06T22:00:00Z,54.00,46.00
2026-05-06T22:03:00Z,54.00,46.00
2026-05-06T22:15:00Z,54.00,46.00
2026-05-06T22:36:00Z,55.00,46.00
2026-05-06T22:38:00Z,55.00,46.00
2026-05-06T22:49:00Z,55.00,46.00
2026-05-06T23:05:00Z,55.00,46.00
2026-05-06T23:24:00Z,55.00,46.00
2026-05-06T23:39:00Z,55.00,46.00
2026-05-06T23:42:00Z,55.00,46.00
2026-05-06T23:58:00Z,55.00,46.00
2026-05-07T00:09:00Z,55.00,46.00
2026-05-07T00:14:00Z,55.00,46.00
2026-05-07T00:17:00Z,55.00,46.00
2026-05-07T00:21:00Z,55.00,46.00
2026-05-07T00:25:00Z,55.00,46.00
2026-05-07T00:37:00Z,55.00,46.00
2026-05-07T00:55:00Z,55.00,46.00
2026-05-07T01:22:00Z,55.00,46.00
2026-05-07T01:44:00Z,55.00,46.00
2026-05-07T02:00:00Z,55.00,46.00
2026-05-07T02:10:00Z,55.00,46.00
2026-05-07T02:12:00Z,55.00,46.00
2026-05-07T02:13:00Z,55.00,46.00
2026-05-07T02:14:00Z,55.00,46.00
2026-05-07T02:19:00Z,55.00,46.00
2026-05-07T02:21:00Z,55.00,46.00
2026-05-07T02:22:00Z,55.00,46.00
2026-05-07T02:23:00Z,55.00,46.00
2026-05-07T02:25:00Z,55.00,46.00
2026-05-07T02:27:00Z,55.00,46.00
2026-05-07T02:31:00Z,55.00,46.00
2026-05-07T02:35:00Z,55.00,46.00
2026-05-07T02:36:00Z,55.00,46.00
2026-05-07T02:42:00Z,55.00,46.00
2026-05-07T02:44:00Z,55.00,46.00
2026-05-07T02:46:00Z,55.00,46.00
2026-05-07T02:47:00Z,55.00,46.00
2026-05-07T02:49:00Z,55.00,46.00
2026-05-07T02:52:00Z,55.00,46.00
2026-05-07T02:53:00Z,55.00,46.00
2026-05-07T02:55:00Z,55.00,46.00
2026-05-07T02:57:00Z,55.00,46.00
2026-05-07T03:06:00Z,55.00,46.00
2026-05-07T03:07:00Z,55.00,46.00
2026-05-07T03:08:00Z,55.00,46.00
2026-05-07T03:12:00Z,55.00,46.00
2026-05-07T03:14:00Z,55.00,46.00
2026-05-07T03:15:00Z,55.00,46.00
2026-05-07T03:16:00Z,55.00,46.00
2026-05-07T03:26:00Z,55.00,46.00
2026-05-07T03:27:00Z,55.00,46.00
2026-05-07T03:36:00Z,55.00,46.00
2026-05-07T03:37:00Z,55.00,46.00
2026-05-07T03:42:00Z,55.00,46.00
2026-05-07T03:44:00Z,55.00,46.00
2026-05-07T03:45:00Z,55.00,46.00
2026-05-07T03:46:00Z,55.00,46.00
2026-05-07T03:47:00Z,55.00,46.00
2026-05-07T03:49:00Z,55.00,46.00
2026-05-07T03:51:00Z,55.00,46.00
2026-05-07T03:52:00Z,55.00,46.00
2026-05-07T03:54:00Z,55.00,46.00
2026-05-07T03:58:00Z,55.00,46.00
2026-05-07T03:59:00Z,55.00,46.00
2026-05-07T04:01:00Z,55.00,46.00
2026-05-07T04:02:00Z,55.00,46.00
2026-05-07T04:03:00Z,55.00,46.00
2026-05-07T04:05:00Z,55.00,46.00
2026-05-07T04:10:00Z,55.00,46.00
2026-05-07T04:11:00Z,55.00,46.00
2026-05-07T04:12:00Z,55.00,46.00
2026-05-07T04:13:00Z,55.00,46.00
2026-05-07T04:15:00Z,55.00,46.00
2026-05-07T04:16:00Z,55.00,46.00
2026-05-07T04:17:00Z,55.00,46.00
2026-05-07T04:18:00Z,55.00,46.00
2026-05-07T04:19:00Z,55.00,46.00
2026-05-07T04:20:00Z,55.00,46.00
2026-05-07T04:22:00Z,54.91,46.00
2026-05-07T04:24:00Z,55.00,46.00
2026-05-07T04:26:00Z,55.00,46.00
2026-05-07T04:27:00Z,55.00,46.00
2026-05-07T04:28:00Z,55.00,46.00
2026-05-07T04:29:00Z,55.00,46.00
2026-05-07T04:30:00Z,55.00,46.00
2026-05-07T04:31:00Z,55.00,46.00
2026-05-07T04:32:00Z,55.00,46.00
2026-05-07T04:33:00Z,55.00,46.00
2026-05-07T04:34:00Z,55.00,46.00
2026-05-07T04:35:00Z,55.00,46.00
2026-05-07T04:36:00Z,54.79,46.00
2026-05-07T04:37:00Z,54.27,46.00
2026-05-07T04:38:00Z,55.00,46.00
2026-05-07T04:39:00Z,55.00,46.00
2026-05-07T04:40:00Z,55.00,46.00
2026-05-07T04:41:00Z,55.00,46.00
2026-05-07T04:42:00Z,55.00,46.00
2026-05-07T04:43:00Z,55.00,46.00
2026-05-07T04:44:00Z,55.00,46.00
2026-05-07T04:45:00Z,55.00,46.00
2026-05-07T04:46:00Z,55.00,46.00
2026-05-07T04:48:00Z,55.00,46.00
2026-05-07T04:50:00Z,55.00,46.00
2026-05-07T04:51:00Z,55.00,46.00
2026-05-07T04:52:00Z,55.00,46.00
2026-05-07T04:53:00Z,55.00,46.00
2026-05-07T04:54:00Z,55.00,46.00
2026-05-07T04:56:00Z,55.00,46.00
2026-05-07T04:57:00Z,55.00,46.00
2026-05-07T04:58:00Z,55.00,46.00
2026-05-07T05:01:00Z,55.00,46.00
2026-05-07T05:04:00Z,55.00,46.00
2026-05-07T05:10:00Z,55.00,46.00
2026-05-07T05:11:00Z,55.00,46.00
2026-05-07T05:12:00Z,55.00,46.00
2026-05-07T05:13:00Z,55.00,46.00
2026-05-07T05:15:00Z,55.00,46.00
2026-05-07T05:17:00Z,54.00,46.00
2026-05-07T05:18:00Z,55.00,46.00
2026-05-07T05:21:00Z,55.00,46.00
2026-05-07T05:22:00Z,55.00,46.00
2026-05-07T05:23:00Z,55.00,46.00
2026-05-07T05:24:00Z,55.00,46.00
2026-05-07T05:25:00Z,55.00,46.00
2026-05-07T05:26:00Z,55.00,46.00
2026-05-07T05:27:00Z,55.00,46.00
2026-05-07T05:29:00Z,55.00,46.00
2026-05-07T05:30:00Z,55.00,46.00
2026-05-07T05:32:00Z,55.00,46.00
2026-05-07T05:33:00Z,55.00,46.00
2026-05-07T05:34:00Z,55.00,46.00
2026-05-07T05:35:00Z,55.00,46.00
2026-05-07T05:36:00Z,55.00,46.00
2026-05-07T05:37:00Z,55.00,46.00
2026-05-07T05:38:00Z,55.00,46.00
2026-05-07T05:41:00Z,55.00,46.00
2026-05-07T05:42:00Z,55.00,46.00
2026-05-07T05:45:00Z,55.00,46.00
2026-05-07T05:47:00Z,55.00,46.00
2026-05-07T05:48:00Z,54.09,46.00
2026-05-07T05:49:00Z,55.00,46.00
2026-05-07T05:50:00Z,55.00,46.00
2026-05-07T05:53:00Z,55.00,46.00
2026-05-07T05:54:00Z,55.00,46.00
2026-05-07T05:56:00Z,55.00,46.00
2026-05-07T05:57:00Z,55.00,46.00
2026-05-07T05:58:00Z,55.00,46.00
2026-05-07T05:59:00Z,55.00,46.00
2026-05-07T06:00:00Z,55.00,46.00
2026-05-07T06:03:00Z,55.00,46.00
2026-05-07T06:04:00Z,55.00,46.00
2026-05-07T06:08:00Z,55.00,46.00
2026-05-07T06:09:00Z,55.00,46.00
2026-05-07T06:10:00Z,55.00,46.00
2026-05-07T06:12:00Z,55.00,46.00
2026-05-07T06:13:00Z,55.00,46.00
2026-05-07T06:14:00Z,55.00,46.00
2026-05-07T06:16:00Z,55.00,46.00
2026-05-07T06:17:00Z,55.00,46.00
2026-05-07T06:18:00Z,55.00,46.00
2026-05-07T06:19:00Z,55.00,46.00
2026-05-07T06:22:00Z,55.00,47.00
2026-05-07T06:23:00Z,55.00,47.00
2026-05-07T06:24:00Z,55.00,47.00
2026-05-07T06:25:00Z,55.00,47.00
2026-05-07T06:29:00Z,55.00,47.00
2026-05-07T06:30:00Z,55.00,47.00
2026-05-07T06:32:00Z,55.00,47.00
2026-05-07T06:37:00Z,55.00,47.00
2026-05-07T06:38:00Z,55.00,47.55
2026-05-07T06:39:00Z,55.00,47.55
2026-05-07T06:40:00Z,55.00,47.55
2026-05-07T06:42:00Z,55.00,48.00
2026-05-07T06:44:00Z,55.00,47.00
2026-05-07T06:49:00Z,55.00,47.00
2026-05-07T06:52:00Z,55.00,47.00
2026-05-07T06:55:00Z,55.00,47.00
2026-05-07T06:56:00Z,55.00,47.00
