# event_ticker=KXATPMATCH-25OCT15STRMCD
# final_score=2-6 6-3 6-4
# match_winner=Jan-Lennard Struff
# fav_player=Jan-Lennard Struff
# dog_player=Mackenzie McDonald
# kalshi_date=2025-10-15
timestamp,Jan-Lennard Struff,Mackenzie McDonald
2025-10-14T20:23:00Z,,42.00
2025-10-14T20:26:00Z,,42.00
2025-10-14T22:30:00Z,,41.00
2025-10-14T22:41:00Z,61.00,41.00
2025-10-14T23:01:00Z,61.00,41.00
2025-10-14T23:09:00Z,61.00,41.00
2025-10-14T23:37:00Z,61.00,41.00
2025-10-15T00:21:00Z,61.00,41.00
2025-10-15T00:32:00Z,61.00,41.00
2025-10-15T00:34:00Z,61.00,41.00
2025-10-15T00:41:00Z,61.00,41.00
2025-10-15T01:18:00Z,60.00,41.00
2025-10-15T01:24:00Z,60.00,42.00
2025-10-15T01:32:00Z,59.00,42.00
2025-10-15T01:33:00Z,59.00,42.00
2025-10-15T01:35:00Z,59.00,42.00
2025-10-15T01:37:00Z,59.00,42.00
2025-10-15T01:38:00Z,59.00,42.00
2025-10-15T01:59:00Z,59.00,42.00
2025-10-15T02:07:00Z,59.00,42.00
2025-10-15T02:12:00Z,59.00,41.00
2025-10-15T02:26:00Z,59.00,41.00
2025-10-15T02:30:00Z,59.00,41.00
2025-10-15T02:31:00Z,59.00,42.00
2025-10-15T02:42:00Z,59.00,42.00
2025-10-15T02:53:00Z,59.00,42.00
2025-10-15T02:57:00Z,59.00,42.00
2025-10-15T03:03:00Z,59.00,42.00
2025-10-15T03:11:00Z,59.00,42.00
2025-10-15T03:12:00Z,59.00,42.00
2025-10-15T03:18:00Z,58.13,42.00
2025-10-15T03:23:00Z,59.00,42.00
2025-10-15T03:28:00Z,59.00,42.00
2025-10-15T03:33:00Z,59.00,42.00
2025-10-15T03:34:00Z,59.00,42.00
2025-10-15T03:40:00Z,59.00,42.00
2025-10-15T03:41:00Z,59.00,42.00
2025-10-15T03:48:00Z,59.00,42.00
2025-10-15T03:54:00Z,59.00,42.00
2025-10-15T03:55:00Z,59.00,42.00
2025-10-15T03:56:00Z,59.00,42.00
2025-10-15T04:06:00Z,59.00,42.00
2025-10-15T04:11:00Z,59.00,42.00
2025-10-15T04:23:00Z,59.00,42.00
2025-10-15T04:32:00Z,59.00,42.00
2025-10-15T04:35:00Z,59.00,42.00
2025-10-15T04:39:00Z,59.00,42.40
2025-10-15T04:40:00Z,59.00,42.00
2025-10-15T04:42:00Z,59.00,42.99
2025-10-15T04:43:00Z,59.00,43.00
2025-10-15T04:48:00Z,59.00,43.00
2025-10-15T04:49:00Z,59.00,43.00
2025-10-15T04:51:00Z,57.30,43.00
2025-10-15T04:53:00Z,57.30,44.00
2025-10-15T04:58:00Z,57.30,44.00
2025-10-15T05:00:00Z,57.30,44.00
2025-10-15T05:01:00Z,57.00,43.00
2025-10-15T05:03:00Z,57.00,43.00
2025-10-15T05:07:00Z,57.00,43.00
2025-10-15T05:09:00Z,57.00,44.00
2025-10-15T05:12:00Z,57.00,43.00
2025-10-15T05:13:00Z,57.00,43.00
2025-10-15T05:17:00Z,57.63,43.00
2025-10-15T05:18:00Z,57.63,44.00
2025-10-15T05:19:00Z,57.63,44.00
2025-10-15T05:21:00Z,57.63,44.00
2025-10-15T05:22:00Z,57.63,43.00
2025-10-15T05:23:00Z,58.00,43.00
2025-10-15T05:24:00Z,58.00,42.00
2025-10-15T05:27:00Z,58.00,43.71
2025-10-15T05:28:00Z,58.00,43.71
2025-10-15T05:29:00Z,58.00,43.00
2025-10-15T05:31:00Z,58.00,43.25
2025-10-15T05:33:00Z,58.00,44.00
2025-10-15T05:34:00Z,58.00,44.00
2025-10-15T05:38:00Z,58.00,43.00
2025-10-15T05:39:00Z,58.00,43.00
2025-10-15T05:40:00Z,58.00,43.43
2025-10-15T05:41:00Z,58.00,43.43
2025-10-15T05:42:00Z,58.00,43.00
2025-10-15T05:43:00Z,58.00,43.00
2025-10-15T05:44:00Z,57.00,43.00
2025-10-15T05:46:00Z,58.00,43.00
2025-10-15T05:48:00Z,58.00,43.00
2025-10-15T05:49:00Z,58.00,43.00
