# event_ticker=KXATPMATCH-25OCT15STRMCD
# final_score=2-6 6-3 6-4
# match_winner=Jan-Lennard Struff
# fav_player=Jan-Lennard Struff
# dog_player=Mackenzie McDonald
# kalshi_date=2025-10-15
timestamp,Jan-Lennard Struff,Mackenzie McDonald
2025-10-15T05:50:00Z,58.00,43.00
2025-10-15T05:51:00Z,58.00,43.23
2025-10-15T05:52:00Z,58.00,43.00
2025-10-15T05:53:00Z,58.00,43.00
2025-10-15T05:54:00Z,58.00,43.00
2025-10-15T05:55:00Z,58.00,43.00
2025-10-15T05:56:00Z,58.00,42.44
2025-10-15T05:57:00Z,58.00,42.44
2025-10-15T05:58:00Z,58.97,42.44
2025-10-15T06:01:00Z,59.00,41.00
2025-10-15T06:02:00Z,59.00,42.84
2025-10-15T06:03:00Z,59.00,43.00
2025-10-15T06:04:00Z,59.00,43.00
2025-10-15T06:05:00Z,59.00,43.00
2025-10-15T06:07:00Z,59.27,43.00
2025-10-15T06:08:00Z,60.00,42.00
2025-10-15T06:09:00Z,60.00,41.16
2025-10-15T06:10:00Z,62.73,39.96
2025-10-15T06:11:00Z,56.17,43.57
2025-10-15T06:12:00Z,46.77,53.00
2025-10-15T06:13:00Z,40.63,58.08
2025-10-15T06:14:00Z,38.41,63.44
2025-10-15T06:15:00Z,39.29,60.00
2025-10-15T06:16:00Z,39.29,62.00
2025-10-15T06:18:00Z,40.30,63.00
2025-10-15T06:19:00Z,40.00,61.00
2025-10-15T06:20:00Z,40.89,61.00
2025-10-15T06:21:00Z,44.00,58.15
2025-10-15T06:22:00Z,46.77,55.00
2025-10-15T06:23:00Z,43.91,58.45
2025-10-15T06:24:00Z,39.00,62.41
2025-10-15T06:25:00Z,39.00,65.98
2025-10-15T06:26:00Z,35.42,70.00
2025-10-15T06:27:00Z,29.77,73.00
2025-10-15T06:28:00Z,25.73,73.19
2025-10-15T06:29:00Z,27.01,75.00
2025-10-15T06:30:00Z,26.00,75.00
2025-10-15T06:31:00Z,25.02,75.00
2025-10-15T06:32:00Z,26.99,74.58
2025-10-15T06:33:00Z,21.42,78.98
2025-10-15T06:34:00Z,16.22,83.99
2025-10-15T06:35:00Z,17.85,83.00
2025-10-15T06:36:00Z,24.46,77.24
2025-10-15T06:37:00Z,28.00,77.24
2025-10-15T06:38:00Z,28.00,79.00
2025-10-15T06:39:00Z,25.05,76.95
2025-10-15T06:40:00Z,26.38,76.95
2025-10-15T06:41:00Z,27.00,74.00
2025-10-15T06:42:00Z,27.46,74.00
2025-10-15T06:43:00Z,29.60,70.89
2025-10-15T06:44:00Z,38.87,64.03
2025-10-15T06:45:00Z,43.88,57.49
2025-10-15T06:46:00Z,51.09,51.57
2025-10-15T06:47:00Z,52.98,47.00
2025-10-15T06:48:00Z,50.98,47.00
2025-10-15T06:49:00Z,53.26,47.00
2025-10-15T06:50:00Z,51.49,48.90
2025-10-15T06:51:00Z,53.38,48.77
2025-10-15T06:52:00Z,54.83,48.00
2025-10-15T06:53:00Z,55.60,47.00
2025-10-15T06:54:00Z,54.97,47.79
2025-10-15T06:55:00Z,58.48,46.69
2025-10-15T06:56:00Z,56.75,44.01
2025-10-15T06:57:00Z,57.00,43.89
2025-10-15T06:58:00Z,58.09,43.35
2025-10-15T06:59:00Z,55.79,44.55
2025-10-15T07:00:00Z,54.25,47.06
2025-10-15T07:01:00Z,51.23,49.33
2025-10-15T07:02:00Z,56.00,47.21
2025-10-15T07:03:00Z,54.00,46.88
2025-10-15T07:04:00Z,56.07,48.00
2025-10-15T07:05:00Z,57.31,45.84
2025-10-15T07:06:00Z,50.50,51.59
2025-10-15T07:07:00Z,50.50,53.05
2025-10-15T07:08:00Z,53.50,44.00
2025-10-15T07:09:00Z,53.04,46.11
2025-10-15T07:10:00Z,52.00,47.00
2025-10-15T07:11:00Z,65.62,42.16
2025-10-15T07:12:00Z,78.10,20.39
2025-10-15T07:13:00Z,82.00,15.55
2025-10-15T07:14:00Z,83.59,20.52
2025-10-15T07:15:00Z,85.58,13.07
2025-10-15T07:16:00Z,87.34,14.59
2025-10-15T07:17:00Z,87.19,18.42
2025-10-15T07:18:00Z,86.00,17.08
2025-10-15T07:19:00Z,83.81,20.47
2025-10-15T07:20:00Z,73.81,28.08
2025-10-15T07:21:00Z,78.25,26.14
2025-10-15T07:22:00Z,86.40,11.99
2025-10-15T07:23:00Z,87.59,13.87
2025-10-15T07:24:00Z,87.89,14.02
2025-10-15T07:25:00Z,89.00,14.35
2025-10-15T07:26:00Z,86.73,15.54
2025-10-15T07:27:00Z,93.81,10.54
2025-10-15T07:28:00Z,95.42,6.73
2025-10-15T07:29:00Z,93.15,7.92
2025-10-15T07:30:00Z,90.11,8.57
2025-10-15T07:31:00Z,92.18,7.98
2025-10-15T07:32:00Z,91.77,8.22
2025-10-15T07:33:00Z,97.49,6.51
2025-10-15T07:34:00Z,98.01,1.26
2025-10-15T07:35:00Z,99.00,1.26
2025-10-15T07:36:00Z,99.00,1.26
2025-10-15T07:37:00Z,99.00,1.26
2025-10-15T07:39:00Z,99.00,1.26
2025-10-15T07:40:00Z,99.00,1.00
2025-10-15T07:41:00Z,99.00,1.00
