# event_ticker=KXATPCHALLENGERMATCH-26JUN03SHIMAY
# final_score=6-2 2-6 6-2
# score_resolution=2-6 6-2 2-6
# match_winner=Braden Shick
# fav_player=Aidan Mayo
# dog_player=Braden Shick
# kalshi_date=2026-06-03
timestamp,Braden Shick,Aidan Mayo
2026-06-03T19:32:00Z,,61.00
2026-06-03T19:33:00Z,,61.00
2026-06-03T19:35:00Z,,61.00
2026-06-03T19:52:00Z,,60.00
2026-06-03T20:02:00Z,,60.00
2026-06-03T20:27:00Z,,60.00
2026-06-03T20:29:00Z,,60.00
2026-06-03T20:39:00Z,,60.00
2026-06-03T20:43:00Z,,60.00
2026-06-03T20:52:00Z,41.00,60.00
2026-06-03T20:56:00Z,41.00,60.00
2026-06-03T21:06:00Z,41.00,60.00
2026-06-03T21:24:00Z,41.00,60.00
2026-06-03T21:27:00Z,41.00,60.79
2026-06-03T21:33:00Z,41.00,61.00
2026-06-03T21:42:00Z,41.00,61.00
2026-06-03T21:43:00Z,42.00,61.00
2026-06-03T21:47:00Z,42.00,61.00
2026-06-03T21:49:00Z,42.00,61.00
2026-06-03T21:51:00Z,42.00,61.00
2026-06-03T21:54:00Z,39.11,64.17
2026-06-03T21:55:00Z,40.00,64.17
2026-06-03T21:56:00Z,40.00,64.17
2026-06-03T21:59:00Z,40.00,61.00
2026-06-03T22:01:00Z,40.00,61.00
2026-06-03T22:02:00Z,40.00,62.84
2026-06-03T22:03:00Z,40.00,62.84
2026-06-03T22:07:00Z,40.00,62.00
2026-06-03T22:08:00Z,40.00,62.00
2026-06-03T22:09:00Z,40.00,61.00
2026-06-03T22:10:00Z,40.00,61.61
2026-06-03T22:11:00Z,40.00,61.00
2026-06-03T22:12:00Z,40.00,61.00
2026-06-03T22:13:00Z,40.00,61.00
2026-06-03T22:14:00Z,41.00,61.00
2026-06-03T22:15:00Z,41.00,61.00
2026-06-03T22:17:00Z,40.00,61.00
2026-06-03T22:19:00Z,40.85,62.00
2026-06-03T22:20:00Z,40.00,62.00
2026-06-03T22:21:00Z,41.00,61.94
2026-06-03T22:22:00Z,41.00,62.00
2026-06-03T22:23:00Z,41.00,62.00
2026-06-03T22:24:00Z,36.90,63.38
2026-06-03T22:25:00Z,42.68,61.40
2026-06-03T22:26:00Z,42.13,58.62
2026-06-03T22:27:00Z,39.69,61.07
2026-06-03T22:28:00Z,37.24,62.32
2026-06-03T22:29:00Z,40.83,60.79
2026-06-03T22:30:00Z,41.19,60.98
2026-06-03T22:31:00Z,40.00,61.00
2026-06-03T22:32:00Z,41.00,61.00
2026-06-03T22:33:00Z,39.62,61.94
2026-06-03T22:34:00Z,40.04,61.88
2026-06-03T22:35:00Z,40.46,62.18
2026-06-03T22:36:00Z,39.15,62.06
2026-06-03T22:37:00Z,40.27,61.43
2026-06-03T22:38:00Z,40.49,61.17
2026-06-03T22:39:00Z,39.00,62.08
2026-06-03T22:40:00Z,40.66,60.29
2026-06-03T22:41:00Z,40.56,60.78
2026-06-03T22:42:00Z,39.11,62.18
2026-06-03T22:43:00Z,37.83,63.00
2026-06-03T22:44:00Z,39.48,63.90
2026-06-03T22:45:00Z,40.00,60.24
2026-06-03T22:46:00Z,40.01,59.98
2026-06-03T22:47:00Z,43.58,55.09
2026-06-03T22:48:00Z,48.75,52.83
2026-06-03T22:49:00Z,53.99,48.79
2026-06-03T22:50:00Z,61.10,40.66
2026-06-03T22:51:00Z,61.72,39.01
2026-06-03T22:52:00Z,63.89,38.26
2026-06-03T22:53:00Z,65.06,34.60
2026-06-03T22:54:00Z,65.16,35.98
2026-06-03T22:55:00Z,66.91,33.56
2026-06-03T22:56:00Z,66.51,35.81
2026-06-03T22:57:00Z,62.55,34.17
2026-06-03T22:58:00Z,70.22,31.24
2026-06-03T22:59:00Z,73.29,27.75
2026-06-03T23:00:00Z,75.60,27.48
2026-06-03T23:01:00Z,74.38,26.92
2026-06-03T23:02:00Z,72.06,27.17
2026-06-03T23:03:00Z,72.17,25.43
2026-06-03T23:04:00Z,76.65,22.95
2026-06-03T23:05:00Z,79.10,19.87
2026-06-03T23:06:00Z,78.15,22.18
2026-06-03T23:07:00Z,74.58,28.82
2026-06-03T23:08:00Z,64.91,33.51
2026-06-03T23:09:00Z,58.36,44.30
2026-06-03T23:10:00Z,54.51,47.16
2026-06-03T23:11:00Z,50.47,49.90
2026-06-03T23:12:00Z,51.72,50.27
2026-06-03T23:13:00Z,50.96,49.02
2026-06-03T23:14:00Z,51.51,48.48
2026-06-03T23:15:00Z,54.00,46.79
2026-06-03T23:16:00Z,52.90,48.46
2026-06-03T23:17:00Z,51.82,49.45
2026-06-03T23:18:00Z,50.15,50.00
