# event_ticker=KXATPCHALLENGERMATCH-26JUN03SHIMAY
# final_score=6-2 2-6 6-2
# score_resolution=2-6 6-2 2-6
# match_winner=Braden Shick
# fav_player=Aidan Mayo
# dog_player=Braden Shick
# kalshi_date=2026-06-03
timestamp,Braden Shick,Aidan Mayo
2026-06-03T23:19:00Z,50.62,50.00
2026-06-03T23:20:00Z,51.27,49.95
2026-06-03T23:21:00Z,51.67,50.72
2026-06-03T23:22:00Z,50.63,50.93
2026-06-03T23:23:00Z,51.07,50.61
2026-06-03T23:24:00Z,48.39,54.15
2026-06-03T23:25:00Z,44.80,56.47
2026-06-03T23:26:00Z,44.91,56.00
2026-06-03T23:27:00Z,43.55,56.38
2026-06-03T23:28:00Z,43.04,56.98
2026-06-03T23:29:00Z,43.40,57.89
2026-06-03T23:30:00Z,43.45,57.98
2026-06-03T23:31:00Z,42.65,58.00
2026-06-03T23:32:00Z,42.06,57.79
2026-06-03T23:33:00Z,42.53,57.61
2026-06-03T23:34:00Z,41.97,58.11
2026-06-03T23:35:00Z,41.03,58.52
2026-06-03T23:36:00Z,42.65,58.96
2026-06-03T23:37:00Z,43.00,58.98
2026-06-03T23:38:00Z,37.61,62.69
2026-06-03T23:39:00Z,39.62,61.00
2026-06-03T23:40:00Z,42.24,57.41
2026-06-03T23:41:00Z,46.50,56.87
2026-06-03T23:42:00Z,53.66,48.22
2026-06-03T23:43:00Z,46.24,57.13
2026-06-03T23:44:00Z,45.21,55.27
2026-06-03T23:45:00Z,51.17,48.86
2026-06-03T23:46:00Z,52.86,46.89
2026-06-03T23:47:00Z,50.52,52.92
2026-06-03T23:48:00Z,45.91,54.69
2026-06-03T23:49:00Z,44.21,57.41
2026-06-03T23:50:00Z,44.58,55.72
2026-06-03T23:51:00Z,48.52,51.51
2026-06-03T23:52:00Z,48.89,51.50
2026-06-03T23:53:00Z,48.51,53.30
2026-06-03T23:54:00Z,48.11,54.03
2026-06-03T23:55:00Z,48.15,53.42
2026-06-03T23:56:00Z,57.24,49.08
2026-06-03T23:57:00Z,56.91,44.46
2026-06-03T23:58:00Z,68.82,33.40
2026-06-03T23:59:00Z,80.41,19.72
2026-06-04T00:00:00Z,88.14,11.44
2026-06-04T00:01:00Z,89.30,11.65
2026-06-04T00:02:00Z,90.01,12.54
2026-06-04T00:03:00Z,91.14,9.91
2026-06-04T00:04:00Z,96.62,3.05
2026-06-04T00:05:00Z,98.11,1.72
2026-06-04T00:06:00Z,98.70,1.16
2026-06-04T00:07:00Z,98.78,1.07
2026-06-04T00:08:00Z,98.82,1.84
2026-06-04T00:09:00Z,98.22,2.04
2026-06-04T00:10:00Z,95.01,4.06
2026-06-04T00:11:00Z,93.97,7.40
2026-06-04T00:12:00Z,94.85,5.82
2026-06-04T00:13:00Z,93.31,6.62
2026-06-04T00:14:00Z,95.72,5.68
2026-06-04T00:15:00Z,98.24,2.70
2026-06-04T00:16:00Z,99.00,1.00
2026-06-04T00:17:00Z,99.00,1.00
2026-06-04T00:18:00Z,99.00,1.00
2026-06-04T00:19:00Z,99.00,1.00
2026-06-04T00:20:00Z,99.00,1.00
2026-06-04T00:21:00Z,99.00,1.00
2026-06-04T00:22:00Z,99.00,1.00
