# event_ticker=KXATPCHALLENGERMATCH-26MAR15OLIROC
# final_score=6-4 6-4
# score_resolution=4-6 4-6
# match_winner=Genaro Alberto Olivieri
# fav_player=Henrique Rocha
# dog_player=Genaro Alberto Olivieri
# kalshi_date=2026-03-15
timestamp,Henrique Rocha,Genaro Alberto Olivieri
2026-03-15T20:18:00Z,27.46,73.74
2026-03-15T20:19:00Z,31.40,67.25
2026-03-15T20:20:00Z,36.95,67.25
2026-03-15T20:21:00Z,39.25,61.40
2026-03-15T20:22:00Z,45.40,57.84
2026-03-15T20:23:00Z,40.98,61.37
2026-03-15T20:24:00Z,41.13,60.00
2026-03-15T20:25:00Z,42.98,54.90
2026-03-15T20:26:00Z,46.87,52.62
2026-03-15T20:27:00Z,47.80,51.01
2026-03-15T20:28:00Z,42.28,56.78
2026-03-15T20:29:00Z,40.34,60.23
2026-03-15T20:30:00Z,38.03,65.60
2026-03-15T20:31:00Z,25.41,76.62
2026-03-15T20:32:00Z,33.72,70.20
2026-03-15T20:33:00Z,22.59,76.40
2026-03-15T20:34:00Z,21.78,77.80
2026-03-15T20:35:00Z,19.72,80.73
2026-03-15T20:36:00Z,12.13,85.69
2026-03-15T20:37:00Z,14.08,86.48
2026-03-15T20:38:00Z,16.09,85.30
2026-03-15T20:39:00Z,14.17,85.36
2026-03-15T20:40:00Z,16.80,83.01
2026-03-15T20:41:00Z,11.98,88.53
2026-03-15T20:42:00Z,8.95,93.95
2026-03-15T20:43:00Z,3.34,97.19
2026-03-15T20:44:00Z,2.85,97.96
2026-03-15T20:45:00Z,4.43,96.80
2026-03-15T20:46:00Z,7.29,94.28
2026-03-15T20:47:00Z,5.74,96.56
2026-03-15T20:48:00Z,4.15,96.84
2026-03-15T20:49:00Z,3.74,97.02
2026-03-15T20:50:00Z,2.85,98.02
2026-03-15T20:51:00Z,4.09,96.62
2026-03-15T20:52:00Z,2.19,97.02
2026-03-15T20:53:00Z,5.24,96.71
2026-03-15T20:54:00Z,7.95,92.31
2026-03-15T20:55:00Z,10.21,90.53
2026-03-15T20:56:00Z,12.61,88.24
2026-03-15T20:57:00Z,12.70,86.12
2026-03-15T20:58:00Z,13.14,86.87
2026-03-15T20:59:00Z,13.19,87.30
2026-03-15T21:00:00Z,10.65,90.74
2026-03-15T21:01:00Z,10.65,95.38
2026-03-15T21:02:00Z,13.49,88.34
2026-03-15T21:03:00Z,6.33,96.73
2026-03-15T21:04:00Z,1.00,99.00
2026-03-15T21:05:00Z,1.00,99.00
2026-03-15T21:06:00Z,1.00,99.00
2026-03-15T21:07:00Z,1.00,99.00
2026-03-15T21:08:00Z,1.00,99.00
2026-03-15T21:09:00Z,1.00,99.00
2026-03-15T21:11:00Z,1.00,99.00
2026-03-15T21:12:00Z,1.00,99.00
