# event_ticker=KXATPCHALLENGERMATCH-26MAR15OLIROC
# final_score=6-4 6-4
# score_resolution=4-6 4-6
# match_winner=Genaro Alberto Olivieri
# fav_player=Henrique Rocha
# dog_player=Genaro Alberto Olivieri
# kalshi_date=2026-03-15
timestamp,Henrique Rocha,Genaro Alberto Olivieri
2026-03-15T07:22:00Z,,8.00
2026-03-15T07:27:00Z,75.00,8.00
2026-03-15T07:47:00Z,75.00,29.00
2026-03-15T08:14:00Z,75.00,28.00
2026-03-15T08:19:00Z,74.00,28.00
2026-03-15T08:33:00Z,74.00,28.00
2026-03-15T09:26:00Z,74.00,28.00
2026-03-15T09:38:00Z,74.00,29.00
2026-03-15T09:57:00Z,74.00,28.38
2026-03-15T10:36:00Z,73.00,28.38
2026-03-15T10:50:00Z,73.68,28.38
2026-03-15T11:17:00Z,73.68,28.00
2026-03-15T11:50:00Z,74.00,28.00
2026-03-15T11:52:00Z,74.00,28.00
2026-03-15T12:03:00Z,74.00,28.00
2026-03-15T12:09:00Z,74.00,28.00
2026-03-15T12:17:00Z,74.00,28.00
2026-03-15T12:41:00Z,74.00,28.00
2026-03-15T12:53:00Z,74.00,28.00
2026-03-15T13:14:00Z,74.00,28.00
2026-03-15T13:22:00Z,74.00,28.00
2026-03-15T13:28:00Z,74.00,28.00
2026-03-15T13:38:00Z,74.00,28.00
2026-03-15T13:43:00Z,74.00,28.00
2026-03-15T13:47:00Z,74.00,28.00
2026-03-15T13:54:00Z,74.00,28.00
2026-03-15T14:02:00Z,74.00,26.00
2026-03-15T14:24:00Z,74.00,26.00
2026-03-15T14:35:00Z,74.00,26.00
2026-03-15T14:38:00Z,74.00,26.00
2026-03-15T14:43:00Z,74.00,26.00
2026-03-15T14:44:00Z,74.00,26.00
2026-03-15T15:02:00Z,74.00,26.00
2026-03-15T15:08:00Z,72.00,28.00
2026-03-15T15:09:00Z,72.00,28.00
2026-03-15T15:10:00Z,72.00,28.00
2026-03-15T15:11:00Z,74.00,28.00
2026-03-15T15:17:00Z,74.00,28.00
2026-03-15T15:30:00Z,74.00,28.00
2026-03-15T15:46:00Z,74.00,26.00
2026-03-15T15:49:00Z,74.00,26.00
2026-03-15T15:50:00Z,74.00,26.00
2026-03-15T15:51:00Z,74.00,26.00
2026-03-15T16:17:00Z,72.00,28.00
2026-03-15T16:18:00Z,72.00,28.00
2026-03-15T16:32:00Z,74.00,28.00
2026-03-15T16:51:00Z,72.00,28.00
2026-03-15T16:52:00Z,74.00,28.00
2026-03-15T17:12:00Z,74.00,28.00
2026-03-15T17:17:00Z,74.00,28.00
2026-03-15T17:21:00Z,73.09,28.00
2026-03-15T17:27:00Z,73.09,27.73
2026-03-15T17:31:00Z,73.00,26.00
2026-03-15T17:41:00Z,73.00,26.00
2026-03-15T18:27:00Z,73.00,26.00
2026-03-15T18:32:00Z,74.00,26.00
2026-03-15T18:34:00Z,74.00,26.00
2026-03-15T18:43:00Z,74.00,26.00
2026-03-15T18:45:00Z,74.00,26.00
2026-03-15T18:48:00Z,74.00,26.00
2026-03-15T18:53:00Z,74.00,26.00
2026-03-15T18:57:00Z,74.00,26.00
2026-03-15T18:58:00Z,74.00,26.00
2026-03-15T18:59:00Z,74.00,26.00
2026-03-15T19:00:00Z,74.00,26.00
2026-03-15T19:01:00Z,73.00,26.00
2026-03-15T19:02:00Z,76.31,26.00
2026-03-15T19:03:00Z,76.31,25.00
2026-03-15T19:04:00Z,76.00,25.00
2026-03-15T19:05:00Z,76.00,25.35
2026-03-15T19:07:00Z,76.00,25.00
2026-03-15T19:08:00Z,75.00,25.00
2026-03-15T19:09:00Z,76.00,26.00
2026-03-15T19:10:00Z,76.00,26.00
2026-03-15T19:11:00Z,76.00,26.00
2026-03-15T19:12:00Z,76.00,26.00
2026-03-15T19:13:00Z,75.70,30.65
2026-03-15T19:14:00Z,70.90,29.98
2026-03-15T19:15:00Z,73.55,26.05
2026-03-15T19:16:00Z,74.00,32.50
2026-03-15T19:17:00Z,74.00,27.65
2026-03-15T19:18:00Z,69.00,34.55
2026-03-15T19:19:00Z,63.02,36.94
2026-03-15T19:20:00Z,64.67,37.61
2026-03-15T19:21:00Z,63.85,36.79
2026-03-15T19:22:00Z,69.89,34.24
2026-03-15T19:23:00Z,69.02,33.49
2026-03-15T19:24:00Z,72.61,26.29
2026-03-15T19:25:00Z,73.97,26.59
2026-03-15T19:26:00Z,74.05,23.79
2026-03-15T19:27:00Z,77.00,23.50
2026-03-15T19:28:00Z,77.64,23.95
2026-03-15T19:29:00Z,82.86,17.26
2026-03-15T19:30:00Z,84.67,16.39
2026-03-15T19:31:00Z,85.46,15.35
2026-03-15T19:32:00Z,86.31,13.36
2026-03-15T19:33:00Z,85.96,14.88
2026-03-15T19:34:00Z,87.03,12.71
2026-03-15T19:35:00Z,86.09,14.65
2026-03-15T19:36:00Z,84.87,16.56
2026-03-15T19:37:00Z,80.54,20.97
2026-03-15T19:38:00Z,75.00,24.67
2026-03-15T19:39:00Z,75.00,25.00
2026-03-15T19:40:00Z,73.13,28.31
2026-03-15T19:41:00Z,75.66,25.29
2026-03-15T19:42:00Z,71.00,27.38
2026-03-15T19:43:00Z,70.11,31.19
2026-03-15T19:44:00Z,70.88,34.15
2026-03-15T19:45:00Z,61.35,37.87
2026-03-15T19:46:00Z,60.87,45.04
2026-03-15T19:47:00Z,58.72,43.87
2026-03-15T19:48:00Z,55.46,44.88
2026-03-15T19:49:00Z,54.00,46.99
2026-03-15T19:50:00Z,60.21,40.49
2026-03-15T19:51:00Z,55.21,44.20
2026-03-15T19:52:00Z,51.40,49.03
2026-03-15T19:53:00Z,45.35,57.50
2026-03-15T19:54:00Z,48.39,51.56
2026-03-15T19:55:00Z,48.15,51.04
2026-03-15T19:56:00Z,49.41,50.93
2026-03-15T19:57:00Z,50.21,55.43
2026-03-15T19:58:00Z,51.56,49.17
2026-03-15T19:59:00Z,55.25,46.16
2026-03-15T20:00:00Z,46.07,51.82
2026-03-15T20:01:00Z,56.16,45.21
2026-03-15T20:02:00Z,49.43,46.66
2026-03-15T20:03:00Z,41.96,57.68
2026-03-15T20:04:00Z,42.59,57.13
2026-03-15T20:05:00Z,43.00,57.12
2026-03-15T20:06:00Z,43.00,57.24
2026-03-15T20:07:00Z,44.13,56.83
2026-03-15T20:08:00Z,42.94,58.57
2026-03-15T20:09:00Z,42.82,57.94
2026-03-15T20:10:00Z,42.05,59.14
2026-03-15T20:11:00Z,42.40,58.27
2026-03-15T20:12:00Z,34.86,64.91
2026-03-15T20:13:00Z,34.52,62.73
2026-03-15T20:14:00Z,42.58,58.36
2026-03-15T20:15:00Z,31.37,69.87
2026-03-15T20:16:00Z,26.58,72.24
2026-03-15T20:17:00Z,30.94,72.52
