# event_ticker=KXATPCHALLENGERMATCH-26MAR08OLIHEI
# final_score=3-6 6-3 4-0 RET
# match_winner=Genaro Alberto Olivieri
# fav_player=Genaro Alberto Olivieri
# dog_player=Gustavo Heide
# kalshi_date=2026-03-08
timestamp,Genaro Alberto Olivieri,Gustavo Heide
2026-03-10T02:10:00Z,24.00,
2026-03-10T03:02:00Z,24.00,
2026-03-10T05:16:00Z,24.00,76.00
2026-03-10T05:45:00Z,24.00,76.00
2026-03-10T06:18:00Z,24.00,79.00
2026-03-10T06:37:00Z,24.00,79.00
2026-03-10T06:39:00Z,24.00,79.00
2026-03-10T07:12:00Z,24.00,79.00
2026-03-10T08:13:00Z,24.00,79.00
2026-03-10T10:54:00Z,24.00,79.00
2026-03-10T11:38:00Z,22.00,80.00
2026-03-10T11:43:00Z,22.00,80.00
2026-03-10T11:54:00Z,22.00,80.00
2026-03-10T12:33:00Z,24.00,80.00
2026-03-10T12:36:00Z,22.00,80.00
2026-03-10T12:53:00Z,24.00,79.00
2026-03-10T12:57:00Z,24.00,75.41
2026-03-10T13:04:00Z,25.00,75.41
2026-03-10T13:05:00Z,25.00,78.00
2026-03-10T13:06:00Z,25.00,78.00
2026-03-10T13:07:00Z,25.00,78.00
2026-03-10T13:09:00Z,25.00,78.00
2026-03-10T13:10:00Z,22.00,82.90
2026-03-10T13:11:00Z,18.00,83.00
2026-03-10T13:12:00Z,21.28,79.00
2026-03-10T13:13:00Z,21.24,79.00
2026-03-10T13:14:00Z,24.77,79.00
2026-03-10T13:15:00Z,25.00,80.00
2026-03-10T13:16:00Z,22.00,80.00
2026-03-10T13:17:00Z,24.40,80.00
2026-03-10T13:18:00Z,24.40,75.00
2026-03-10T13:19:00Z,23.10,78.00
2026-03-10T13:20:00Z,24.48,84.00
2026-03-10T13:21:00Z,25.00,84.00
2026-03-10T13:22:00Z,22.00,84.00
2026-03-10T13:23:00Z,18.00,84.00
2026-03-10T13:24:00Z,17.72,84.29
2026-03-10T13:25:00Z,17.72,83.63
2026-03-10T13:26:00Z,22.43,78.09
2026-03-10T13:27:00Z,27.00,73.63
2026-03-10T13:29:00Z,24.00,74.00
2026-03-10T13:30:00Z,24.00,85.00
2026-03-10T13:31:00Z,18.52,77.00
2026-03-10T13:32:00Z,18.52,82.00
2026-03-10T13:33:00Z,18.52,82.00
2026-03-10T13:34:00Z,19.23,82.00
2026-03-10T13:36:00Z,14.79,87.30
2026-03-10T13:37:00Z,14.45,85.00
2026-03-10T13:39:00Z,19.00,82.00
2026-03-10T13:40:00Z,19.01,84.00
2026-03-10T13:41:00Z,19.13,81.00
2026-03-10T13:42:00Z,20.61,81.00
2026-03-10T13:43:00Z,20.08,84.00
2026-03-10T13:44:00Z,21.66,82.03
2026-03-10T13:45:00Z,16.23,86.00
2026-03-10T13:46:00Z,16.23,86.00
2026-03-10T13:47:00Z,16.42,85.13
2026-03-10T13:48:00Z,15.00,86.50
2026-03-10T13:49:00Z,20.00,84.00
2026-03-10T13:54:00Z,18.00,84.00
2026-03-10T13:55:00Z,18.00,84.69
2026-03-10T13:56:00Z,17.00,83.00
2026-03-10T13:57:00Z,16.96,83.00
2026-03-10T13:58:00Z,16.96,86.03
2026-03-10T13:59:00Z,11.26,86.03
2026-03-10T14:00:00Z,12.00,88.00
2026-03-10T14:02:00Z,11.00,88.00
2026-03-10T14:03:00Z,13.00,87.83
2026-03-10T14:04:00Z,15.00,84.00
2026-03-10T14:05:00Z,17.50,83.00
2026-03-10T14:06:00Z,22.00,83.00
2026-03-10T14:07:00Z,22.59,84.01
2026-03-10T14:08:00Z,15.00,85.01
2026-03-10T14:09:00Z,15.00,84.37
2026-03-10T14:10:00Z,17.00,85.22
2026-03-10T14:11:00Z,22.29,81.76
2026-03-10T14:12:00Z,23.14,75.00
2026-03-10T14:13:00Z,30.87,71.50
2026-03-10T14:14:00Z,34.60,65.84
2026-03-10T14:15:00Z,33.81,66.39
2026-03-10T14:16:00Z,38.14,64.00
2026-03-10T14:17:00Z,38.23,62.19
2026-03-10T14:18:00Z,41.18,58.67
2026-03-10T14:19:00Z,39.37,63.91
2026-03-10T14:20:00Z,42.46,63.91
2026-03-10T14:21:00Z,44.80,55.95
2026-03-10T14:22:00Z,45.07,57.00
2026-03-10T14:23:00Z,42.55,59.00
2026-03-10T14:24:00Z,42.82,59.58
2026-03-10T14:25:00Z,43.25,55.00
2026-03-10T14:26:00Z,40.78,59.65
2026-03-10T14:27:00Z,44.06,53.29
2026-03-10T14:28:00Z,56.57,51.10
2026-03-10T14:29:00Z,54.13,50.64
2026-03-10T14:30:00Z,44.40,54.18
2026-03-10T14:31:00Z,47.79,57.09
2026-03-10T14:32:00Z,50.06,45.15
2026-03-10T14:33:00Z,50.65,50.47
2026-03-10T14:34:00Z,52.88,47.45
2026-03-10T14:35:00Z,55.93,49.04
2026-03-10T14:36:00Z,54.12,50.58
2026-03-10T14:37:00Z,50.27,49.99
2026-03-10T14:38:00Z,50.45,49.44
2026-03-10T14:39:00Z,46.06,57.34
2026-03-10T14:40:00Z,40.97,64.97
2026-03-10T14:41:00Z,39.28,58.93
2026-03-10T14:42:00Z,38.30,63.60
2026-03-10T14:43:00Z,43.67,60.67
2026-03-10T14:44:00Z,47.14,54.59
2026-03-10T14:45:00Z,44.96,56.96
2026-03-10T14:46:00Z,42.00,55.39
2026-03-10T14:47:00Z,48.72,52.12
2026-03-10T14:48:00Z,51.66,49.48
2026-03-10T14:49:00Z,49.20,50.62
2026-03-10T14:50:00Z,52.59,43.13
2026-03-10T14:51:00Z,52.19,49.23
2026-03-10T14:52:00Z,48.24,51.07
2026-03-10T14:53:00Z,51.00,50.60
2026-03-10T14:54:00Z,52.08,47.00
2026-03-10T14:55:00Z,53.24,49.60
2026-03-10T14:56:00Z,54.08,52.14
2026-03-10T14:57:00Z,57.84,43.96
2026-03-10T14:58:00Z,59.89,40.96
2026-03-10T14:59:00Z,66.36,33.30
2026-03-10T15:00:00Z,73.94,25.10
2026-03-10T15:01:00Z,79.48,21.27
2026-03-10T15:02:00Z,82.57,22.59
2026-03-10T15:03:00Z,89.68,12.68
2026-03-10T15:04:00Z,93.77,6.46
2026-03-10T15:05:00Z,92.75,11.59
2026-03-10T15:06:00Z,95.32,5.81
2026-03-10T15:07:00Z,93.61,9.06
2026-03-10T15:08:00Z,91.34,10.30
2026-03-10T15:09:00Z,94.65,6.57
2026-03-10T15:10:00Z,91.30,12.22
2026-03-10T15:11:00Z,92.48,10.12
2026-03-10T15:12:00Z,98.72,2.82
2026-03-10T15:13:00Z,99.00,1.00
2026-03-10T15:14:00Z,99.00,1.00
2026-03-10T15:15:00Z,99.00,1.00
2026-03-10T15:16:00Z,99.00,1.00
2026-03-10T15:17:00Z,99.00,1.00
2026-03-10T15:18:00Z,99.00,1.00
