# event_ticker=KXATPMATCH-26APR22BRONAV
# final_score=6-3 7-5
# match_winner=Emilio Nava
# fav_player=Emilio Nava
# dog_player=Jenson Brooksby
# kalshi_date=2026-04-22
timestamp,Jenson Brooksby,Emilio Nava
2026-04-21T21:18:00Z,37.00,
2026-04-21T21:27:00Z,37.00,64.00
2026-04-21T21:32:00Z,37.00,65.00
2026-04-21T22:11:00Z,37.00,63.00
2026-04-21T22:13:00Z,37.00,64.00
2026-04-21T22:23:00Z,37.00,64.00
2026-04-21T22:33:00Z,37.00,64.00
2026-04-21T22:51:00Z,37.00,65.00
2026-04-21T23:06:00Z,37.00,65.00
2026-04-21T23:15:00Z,37.00,65.00
2026-04-21T23:48:00Z,37.00,65.00
2026-04-21T23:59:00Z,37.00,65.00
2026-04-22T00:01:00Z,35.00,65.00
2026-04-22T00:07:00Z,37.00,65.00
2026-04-22T00:13:00Z,37.00,65.00
2026-04-22T00:17:00Z,37.00,65.00
2026-04-22T00:24:00Z,37.00,65.00
2026-04-22T00:34:00Z,37.00,65.00
2026-04-22T00:44:00Z,37.00,65.00
2026-04-22T00:55:00Z,37.00,65.00
2026-04-22T01:02:00Z,37.00,65.00
2026-04-22T01:10:00Z,37.00,65.00
2026-04-22T01:19:00Z,37.00,65.00
2026-04-22T01:23:00Z,37.00,65.00
2026-04-22T01:32:00Z,37.00,65.00
2026-04-22T01:33:00Z,37.00,65.00
2026-04-22T01:34:00Z,37.00,65.00
2026-04-22T01:35:00Z,37.00,65.00
2026-04-22T01:40:00Z,37.00,65.00
2026-04-22T01:46:00Z,36.58,65.00
2026-04-22T01:48:00Z,37.00,65.00
2026-04-22T01:54:00Z,37.00,66.00
2026-04-22T01:59:00Z,37.00,66.00
2026-04-22T02:03:00Z,37.00,66.00
2026-04-22T02:04:00Z,37.00,66.00
2026-04-22T02:09:00Z,37.00,66.00
2026-04-22T02:13:00Z,36.00,66.00
2026-04-22T02:16:00Z,36.00,66.00
2026-04-22T02:21:00Z,36.00,66.00
2026-04-22T02:22:00Z,36.00,66.00
2026-04-22T02:24:00Z,36.00,66.00
2026-04-22T02:26:00Z,36.00,66.00
2026-04-22T02:28:00Z,36.00,66.00
2026-04-22T02:34:00Z,36.00,66.00
2026-04-22T02:44:00Z,36.00,66.00
2026-04-22T02:45:00Z,36.00,64.18
2026-04-22T02:47:00Z,35.00,64.18
2026-04-22T02:48:00Z,35.00,66.00
2026-04-22T02:49:00Z,35.00,66.00
2026-04-22T02:51:00Z,35.00,66.00
2026-04-22T02:52:00Z,35.00,66.00
2026-04-22T02:53:00Z,35.00,66.00
2026-04-22T02:56:00Z,36.00,66.00
2026-04-22T02:57:00Z,36.00,66.00
2026-04-22T03:00:00Z,36.00,66.00
2026-04-22T03:01:00Z,36.00,66.00
2026-04-22T03:03:00Z,34.00,66.00
2026-04-22T03:04:00Z,36.00,65.64
2026-04-22T03:05:00Z,36.00,66.00
2026-04-22T03:13:00Z,36.00,66.00
2026-04-22T03:14:00Z,36.00,66.00
2026-04-22T03:16:00Z,36.00,65.17
2026-04-22T03:18:00Z,36.00,65.17
2026-04-22T03:20:00Z,36.00,66.00
2026-04-22T03:21:00Z,36.00,64.00
2026-04-22T03:28:00Z,36.00,64.00
2026-04-22T03:33:00Z,36.00,64.00
2026-04-22T03:34:00Z,36.00,64.00
2026-04-22T03:35:00Z,36.55,64.00
2026-04-22T03:37:00Z,36.00,64.00
2026-04-22T03:47:00Z,36.00,64.00
2026-04-22T03:48:00Z,36.00,66.00
2026-04-22T03:50:00Z,36.00,66.00
2026-04-22T04:00:00Z,36.00,66.00
2026-04-22T04:02:00Z,36.00,66.00
2026-04-22T04:08:00Z,36.00,66.00
2026-04-22T04:12:00Z,36.00,66.00
2026-04-22T04:13:00Z,36.00,66.00
2026-04-22T04:17:00Z,36.00,66.00
2026-04-22T04:20:00Z,36.00,66.00
2026-04-22T04:23:00Z,36.00,66.00
2026-04-22T04:26:00Z,36.00,64.97
2026-04-22T04:28:00Z,36.00,66.00
2026-04-22T04:29:00Z,36.00,66.00
2026-04-22T04:30:00Z,36.00,66.00
2026-04-22T04:32:00Z,36.00,66.00
2026-04-22T04:37:00Z,36.00,66.00
2026-04-22T04:41:00Z,36.00,66.00
2026-04-22T04:44:00Z,36.00,66.00
2026-04-22T04:46:00Z,36.00,66.00
2026-04-22T04:49:00Z,36.00,66.00
2026-04-22T04:57:00Z,36.00,66.00
2026-04-22T05:02:00Z,36.00,66.00
2026-04-22T05:08:00Z,36.00,66.00
2026-04-22T05:11:00Z,36.00,66.00
2026-04-22T05:12:00Z,36.00,66.00
2026-04-22T05:15:00Z,36.00,66.00
2026-04-22T05:16:00Z,36.00,66.00
2026-04-22T05:17:00Z,36.00,66.00
2026-04-22T05:19:00Z,36.00,66.00
