# event_ticker=KXATPCHALLENGERMATCH-26MAR21DEJCAR
# final_score=2-6 6-4 6-4
# score_resolution=6-2 4-6 4-6
# match_winner=Roberto Carballes Baena
# fav_player=Jesper De Jong
# dog_player=Roberto Carballes Baena
# kalshi_date=2026-03-21
timestamp,Jesper De Jong,Roberto Carballes Baena
2026-03-20T23:22:00Z,,40.00
2026-03-21T01:57:00Z,63.00,40.00
2026-03-21T02:28:00Z,63.00,40.00
2026-03-21T02:34:00Z,63.00,38.00
2026-03-21T02:37:00Z,63.00,38.00
2026-03-21T02:46:00Z,63.00,38.00
2026-03-21T02:59:00Z,63.00,38.00
2026-03-21T03:02:00Z,63.00,38.00
2026-03-21T03:05:00Z,63.00,38.00
2026-03-21T03:19:00Z,63.00,38.00
2026-03-21T03:20:00Z,63.00,38.00
2026-03-21T04:05:00Z,63.00,38.00
2026-03-21T04:07:00Z,63.00,38.00
2026-03-21T04:17:00Z,63.00,38.00
2026-03-21T04:19:00Z,63.00,38.00
2026-03-21T04:20:00Z,63.00,38.00
2026-03-21T04:22:00Z,64.00,38.00
2026-03-21T04:25:00Z,64.00,38.00
2026-03-21T04:26:00Z,64.00,38.00
2026-03-21T04:28:00Z,64.00,38.00
2026-03-21T04:32:00Z,64.00,38.00
2026-03-21T04:34:00Z,64.00,38.00
2026-03-21T04:35:00Z,64.00,38.00
2026-03-21T04:37:00Z,64.01,38.00
2026-03-21T04:39:00Z,65.00,38.00
2026-03-21T04:40:00Z,64.00,38.00
2026-03-21T04:42:00Z,65.00,38.00
2026-03-21T04:43:00Z,65.00,37.00
2026-03-21T04:45:00Z,64.00,37.00
2026-03-21T04:46:00Z,64.00,37.00
2026-03-21T04:47:00Z,65.00,37.00
2026-03-21T04:48:00Z,65.00,37.00
2026-03-21T04:50:00Z,65.00,37.00
2026-03-21T04:51:00Z,65.00,37.00
2026-03-21T04:52:00Z,65.00,37.00
2026-03-21T04:53:00Z,65.00,37.00
2026-03-21T04:57:00Z,65.00,37.00
2026-03-21T05:00:00Z,65.00,37.00
2026-03-21T05:02:00Z,66.00,37.00
2026-03-21T05:03:00Z,65.50,37.00
2026-03-21T05:04:00Z,65.00,37.00
2026-03-21T05:06:00Z,66.00,37.00
2026-03-21T05:07:00Z,66.00,37.00
2026-03-21T05:15:00Z,66.00,36.00
2026-03-21T05:20:00Z,65.32,36.00
2026-03-21T05:22:00Z,65.00,36.00
2026-03-21T05:23:00Z,65.00,36.00
2026-03-21T05:24:00Z,65.00,36.00
2026-03-21T05:25:00Z,65.00,36.00
2026-03-21T05:26:00Z,65.00,36.00
2026-03-21T05:27:00Z,65.00,36.00
2026-03-21T05:30:00Z,64.75,36.00
2026-03-21T05:31:00Z,64.00,36.00
2026-03-21T05:34:00Z,65.00,36.00
2026-03-21T05:35:00Z,65.00,36.00
2026-03-21T05:37:00Z,65.00,36.00
2026-03-21T05:38:00Z,65.00,36.00
2026-03-21T05:39:00Z,65.00,36.00
2026-03-21T05:40:00Z,65.00,37.00
2026-03-21T05:42:00Z,65.00,37.00
2026-03-21T05:43:00Z,65.00,37.00
2026-03-21T05:44:00Z,65.00,37.00
2026-03-21T05:48:00Z,64.19,37.00
2026-03-21T05:51:00Z,65.00,37.00
2026-03-21T05:52:00Z,65.00,37.00
2026-03-21T05:57:00Z,65.00,37.00
2026-03-21T05:59:00Z,65.00,37.00
2026-03-21T06:00:00Z,65.00,37.00
2026-03-21T06:03:00Z,65.00,37.00
2026-03-21T06:04:00Z,65.19,37.00
2026-03-21T06:07:00Z,65.00,37.00
2026-03-21T06:19:00Z,65.00,37.00
2026-03-21T06:28:00Z,65.00,37.00
2026-03-21T06:31:00Z,65.00,37.00
2026-03-21T06:42:00Z,65.00,37.00
2026-03-21T06:46:00Z,65.00,37.00
2026-03-21T06:53:00Z,65.00,37.00
2026-03-21T06:55:00Z,65.00,37.00
2026-03-21T07:01:00Z,65.00,37.00
2026-03-21T07:02:00Z,65.00,37.00
2026-03-21T07:03:00Z,65.00,37.00
2026-03-21T07:07:00Z,63.00,37.00
2026-03-21T07:09:00Z,65.00,37.00
2026-03-21T07:12:00Z,65.00,37.00
2026-03-21T07:21:00Z,65.00,37.00
2026-03-21T07:26:00Z,65.00,37.00
2026-03-21T07:27:00Z,65.00,37.00
2026-03-21T07:29:00Z,65.00,37.00
2026-03-21T07:44:00Z,65.00,37.00
2026-03-21T07:45:00Z,65.00,37.00
2026-03-21T07:54:00Z,65.00,37.00
2026-03-21T07:55:00Z,65.00,36.00
2026-03-21T07:59:00Z,65.00,36.00
2026-03-21T08:01:00Z,65.00,36.00
2026-03-21T08:05:00Z,65.00,36.00
2026-03-21T08:06:00Z,65.00,36.00
2026-03-21T08:10:00Z,65.00,36.00
2026-03-21T08:11:00Z,65.00,36.00
2026-03-21T08:15:00Z,65.00,36.00
2026-03-21T08:17:00Z,65.00,36.00
2026-03-21T08:18:00Z,65.00,36.00
2026-03-21T08:19:00Z,65.00,36.00
2026-03-21T08:21:00Z,65.00,36.00
2026-03-21T08:28:00Z,65.93,36.00
2026-03-21T08:34:00Z,66.00,36.00
2026-03-21T08:38:00Z,66.00,36.00
2026-03-21T08:41:00Z,66.00,36.00
2026-03-21T08:42:00Z,66.00,36.00
2026-03-21T08:46:00Z,66.00,36.00
2026-03-21T08:50:00Z,66.00,36.00
2026-03-21T08:51:00Z,66.00,36.00
2026-03-21T08:54:00Z,66.00,36.00
