# event_ticker=KXATPMATCH-26MAY17MENSTR
# final_score=7-6(3) 6-2
# score_resolution=7-6 6-2
# match_winner=Jakub Mensik
# fav_player=Jakub Mensik
# dog_player=Jan-Lennard Struff
# kalshi_date=2026-05-17
timestamp,Jakub Mensik,Jan-Lennard Struff
2026-05-18T15:13:00Z,75.00,26.00
2026-05-18T15:22:00Z,75.00,26.00
2026-05-18T15:23:00Z,75.00,26.00
2026-05-18T15:25:00Z,75.00,26.00
2026-05-18T15:26:00Z,74.00,26.00
2026-05-18T15:27:00Z,75.00,26.00
2026-05-18T15:28:00Z,75.00,26.00
2026-05-18T15:29:00Z,74.00,26.00
2026-05-18T15:31:00Z,74.00,26.00
2026-05-18T15:33:00Z,75.00,26.00
2026-05-18T15:34:00Z,75.00,26.00
2026-05-18T15:35:00Z,74.00,26.00
2026-05-18T15:37:00Z,75.00,26.00
2026-05-18T15:39:00Z,75.00,26.00
2026-05-18T15:40:00Z,75.00,26.00
2026-05-18T15:41:00Z,75.00,25.00
2026-05-18T15:42:00Z,75.00,25.00
2026-05-18T15:43:00Z,75.00,25.00
2026-05-18T15:44:00Z,75.00,25.00
2026-05-18T15:48:00Z,75.00,25.00
2026-05-18T15:52:00Z,75.00,25.00
2026-05-18T15:53:00Z,75.00,25.00
2026-05-18T15:54:00Z,75.00,25.00
2026-05-18T15:55:00Z,75.00,25.00
2026-05-18T15:56:00Z,75.00,26.00
2026-05-18T15:57:00Z,75.00,26.00
2026-05-18T15:58:00Z,75.00,26.00
2026-05-18T15:59:00Z,75.00,26.00
2026-05-18T16:00:00Z,75.00,26.00
2026-05-18T16:01:00Z,75.00,26.00
2026-05-18T16:02:00Z,75.00,26.00
2026-05-18T16:06:00Z,75.00,25.00
2026-05-18T16:07:00Z,75.00,26.00
2026-05-18T16:08:00Z,74.46,26.00
2026-05-18T16:09:00Z,75.00,26.00
2026-05-18T16:10:00Z,75.00,26.00
2026-05-18T16:11:00Z,75.00,25.00
2026-05-18T16:13:00Z,75.00,25.00
2026-05-18T16:14:00Z,75.00,25.00
2026-05-18T16:15:00Z,75.00,25.00
2026-05-18T16:16:00Z,75.00,25.00
2026-05-18T16:17:00Z,75.00,25.00
2026-05-18T16:18:00Z,75.00,25.00
2026-05-18T16:19:00Z,75.00,25.00
2026-05-18T16:20:00Z,75.00,25.00
2026-05-18T16:22:00Z,75.00,26.00
2026-05-18T16:23:00Z,75.00,26.00
2026-05-18T16:25:00Z,75.00,26.00
2026-05-18T16:26:00Z,75.00,26.00
2026-05-18T16:27:00Z,75.00,26.00
2026-05-18T16:28:00Z,75.00,26.00
2026-05-18T16:31:00Z,75.00,26.00
2026-05-18T16:32:00Z,75.00,26.00
2026-05-18T16:33:00Z,75.00,26.00
2026-05-18T16:36:00Z,75.00,26.00
2026-05-18T16:37:00Z,75.00,26.00
2026-05-18T16:38:00Z,75.00,26.00
2026-05-18T16:39:00Z,75.00,26.00
2026-05-18T16:42:00Z,75.00,26.00
2026-05-18T16:44:00Z,75.00,26.00
2026-05-18T16:45:00Z,75.00,26.00
2026-05-18T16:48:00Z,74.00,26.00
2026-05-18T16:51:00Z,75.00,26.00
2026-05-18T16:52:00Z,75.00,26.00
2026-05-18T16:56:00Z,75.00,26.00
2026-05-18T16:57:00Z,75.00,26.00
2026-05-18T16:58:00Z,75.00,26.00
2026-05-18T17:00:00Z,74.00,26.00
2026-05-18T17:01:00Z,75.00,26.00
2026-05-18T17:02:00Z,75.00,26.00
2026-05-18T17:04:00Z,75.00,26.00
2026-05-18T17:05:00Z,75.00,26.00
2026-05-18T17:06:00Z,75.00,26.00
2026-05-18T17:08:00Z,75.00,26.00
2026-05-18T17:09:00Z,75.00,26.00
2026-05-18T17:10:00Z,74.00,26.00
2026-05-18T17:12:00Z,74.00,26.00
2026-05-18T17:19:00Z,75.00,26.00
2026-05-18T17:20:00Z,75.00,26.00
2026-05-18T17:21:00Z,75.00,26.00
2026-05-18T17:22:00Z,75.00,26.00
2026-05-18T17:25:00Z,75.00,26.00
2026-05-18T17:26:00Z,74.00,26.00
2026-05-18T17:27:00Z,75.00,26.00
2026-05-18T17:28:00Z,75.00,26.00
2026-05-18T17:29:00Z,75.00,26.00
2026-05-18T17:30:00Z,75.00,26.00
2026-05-18T17:32:00Z,75.00,26.00
2026-05-18T17:33:00Z,75.00,26.00
2026-05-18T17:34:00Z,75.00,26.00
2026-05-18T17:35:00Z,74.50,26.00
2026-05-18T17:36:00Z,75.00,26.00
2026-05-18T17:37:00Z,75.00,26.00
2026-05-18T17:38:00Z,75.00,26.00
2026-05-18T17:39:00Z,75.00,26.00
2026-05-18T17:40:00Z,75.00,26.00
2026-05-18T17:41:00Z,75.00,26.00
2026-05-18T17:42:00Z,75.00,26.00
2026-05-18T17:43:00Z,75.00,26.00
2026-05-18T17:44:00Z,75.00,26.00
2026-05-18T17:45:00Z,75.51,26.00
2026-05-18T17:46:00Z,76.00,25.00
2026-05-18T17:47:00Z,76.00,25.00
2026-05-18T17:48:00Z,76.00,26.00
2026-05-18T17:49:00Z,76.00,26.00
2026-05-18T17:50:00Z,76.00,26.00
2026-05-18T17:51:00Z,76.00,24.99
2026-05-18T17:52:00Z,75.87,24.00
2026-05-18T17:53:00Z,77.45,23.00
2026-05-18T17:54:00Z,78.00,24.00
2026-05-18T17:55:00Z,77.12,24.03
2026-05-18T17:56:00Z,75.12,27.92
2026-05-18T17:57:00Z,75.90,25.15
2026-05-18T17:58:00Z,76.00,25.00
2026-05-18T17:59:00Z,76.29,24.00
2026-05-18T18:00:00Z,77.00,23.93
2026-05-18T18:01:00Z,78.86,22.00
2026-05-18T18:02:00Z,77.25,22.00
2026-05-18T18:03:00Z,78.16,21.84
2026-05-18T18:04:00Z,75.13,26.18
2026-05-18T18:05:00Z,68.21,32.23
2026-05-18T18:06:00Z,71.06,28.37
2026-05-18T18:07:00Z,75.60,25.53
2026-05-18T18:08:00Z,76.00,25.00
2026-05-18T18:09:00Z,76.96,24.79
2026-05-18T18:10:00Z,78.28,21.72
2026-05-18T18:11:00Z,79.80,24.64
2026-05-18T18:12:00Z,80.00,21.04
2026-05-18T18:13:00Z,78.45,25.54
2026-05-18T18:14:00Z,73.27,25.76
2026-05-18T18:15:00Z,73.03,27.10
2026-05-18T18:16:00Z,73.80,28.32
2026-05-18T18:17:00Z,75.36,25.00
2026-05-18T18:18:00Z,76.00,24.99
2026-05-18T18:19:00Z,77.47,23.48
2026-05-18T18:20:00Z,81.53,20.48
2026-05-18T18:21:00Z,81.93,18.59
2026-05-18T18:22:00Z,76.40,21.18
2026-05-18T18:23:00Z,71.55,28.47
2026-05-18T18:24:00Z,68.77,32.44
2026-05-18T18:25:00Z,62.93,42.16
2026-05-18T18:26:00Z,57.82,40.46
2026-05-18T18:27:00Z,70.22,31.78
2026-05-18T18:28:00Z,73.67,25.87
2026-05-18T18:29:00Z,75.98,25.00
2026-05-18T18:30:00Z,75.22,24.59
2026-05-18T18:31:00Z,74.56,26.06
2026-05-18T18:32:00Z,72.83,28.68
2026-05-18T18:33:00Z,75.66,26.11
2026-05-18T18:34:00Z,75.11,24.14
2026-05-18T18:35:00Z,75.99,24.66
2026-05-18T18:36:00Z,73.98,27.82
2026-05-18T18:37:00Z,71.86,28.46
2026-05-18T18:38:00Z,72.34,27.49
2026-05-18T18:39:00Z,73.78,33.02
2026-05-18T18:40:00Z,77.82,22.28
2026-05-18T18:41:00Z,79.84,22.61
2026-05-18T18:42:00Z,84.80,16.96
2026-05-18T18:43:00Z,83.80,16.08
2026-05-18T18:44:00Z,87.77,14.33
2026-05-18T18:45:00Z,88.21,12.44
2026-05-18T18:46:00Z,87.49,13.00
2026-05-18T18:47:00Z,87.08,13.24
2026-05-18T18:48:00Z,86.86,13.55
2026-05-18T18:49:00Z,84.45,15.65
2026-05-18T18:50:00Z,85.45,16.78
2026-05-18T18:51:00Z,86.70,14.31
2026-05-18T18:52:00Z,88.67,12.88
2026-05-18T18:53:00Z,89.78,10.77
2026-05-18T18:54:00Z,95.07,4.91
2026-05-18T18:55:00Z,95.03,4.42
2026-05-18T18:56:00Z,95.91,5.62
2026-05-18T18:57:00Z,96.83,4.17
2026-05-18T18:58:00Z,96.80,3.08
2026-05-18T18:59:00Z,96.93,3.61
2026-05-18T19:00:00Z,97.66,2.68
2026-05-18T19:01:00Z,98.02,2.18
2026-05-18T19:02:00Z,97.94,1.54
2026-05-18T19:03:00Z,98.92,1.27
2026-05-18T19:04:00Z,99.00,1.00
2026-05-18T19:05:00Z,99.00,1.00
2026-05-18T19:06:00Z,99.00,1.00
2026-05-18T19:07:00Z,99.00,1.38
2026-05-18T19:08:00Z,99.00,1.00
2026-05-18T19:09:00Z,99.00,1.00
2026-05-18T19:10:00Z,99.00,1.00
2026-05-18T19:11:00Z,99.00,1.00
2026-05-18T19:12:00Z,99.00,1.00
2026-05-18T19:13:00Z,99.00,1.00
2026-05-18T19:14:00Z,99.00,1.00
2026-05-18T19:15:00Z,99.00,1.00
2026-05-18T19:16:00Z,99.00,1.00
2026-05-18T19:17:00Z,99.00,1.00
2026-05-18T19:18:00Z,99.00,1.00
2026-05-18T19:19:00Z,99.00,1.00
2026-05-18T19:20:00Z,99.00,1.00
2026-05-18T19:21:00Z,99.00,1.00
2026-05-18T19:22:00Z,99.00,1.00
2026-05-18T19:23:00Z,99.00,1.00
