# event_ticker=KXATPCHALLENGERMATCH-26MAR31ZHOTAK
# final_score=6-1 6-3
# match_winner=Yi Zhou
# fav_player=Yi Zhou
# dog_player=Yusuke Takahashi
# kalshi_date=2026-03-31
timestamp,Yi Zhou,Yusuke Takahashi
2026-03-31T04:52:00Z,95.45,
2026-03-31T04:56:00Z,74.00,95.00
2026-03-31T04:57:00Z,96.00,95.00
2026-03-31T05:10:00Z,96.00,17.00
2026-03-31T05:11:00Z,73.00,25.00
2026-03-31T05:26:00Z,73.00,25.00
2026-03-31T05:31:00Z,92.18,17.00
2026-03-31T05:32:00Z,86.00,17.00
2026-03-31T05:36:00Z,84.00,17.00
2026-03-31T05:40:00Z,85.25,17.00
2026-03-31T05:45:00Z,94.00,17.00
2026-03-31T05:49:00Z,94.00,23.00
2026-03-31T05:50:00Z,94.00,22.32
2026-03-31T05:53:00Z,94.00,25.00
2026-03-31T06:03:00Z,83.29,18.86
2026-03-31T06:16:00Z,81.57,21.00
2026-03-31T06:20:00Z,81.57,22.00
2026-03-31T06:23:00Z,81.57,22.00
2026-03-31T06:26:00Z,81.57,22.00
2026-03-31T06:28:00Z,81.57,22.00
2026-03-31T06:35:00Z,81.57,22.00
2026-03-31T06:46:00Z,84.46,18.00
2026-03-31T06:47:00Z,84.46,22.71
2026-03-31T06:49:00Z,84.46,22.63
2026-03-31T06:50:00Z,84.46,23.00
2026-03-31T06:51:00Z,82.00,23.00
2026-03-31T06:52:00Z,83.00,19.00
2026-03-31T06:53:00Z,83.00,22.00
2026-03-31T06:54:00Z,83.00,22.00
2026-03-31T06:55:00Z,83.00,23.00
2026-03-31T06:57:00Z,78.00,24.00
2026-03-31T06:59:00Z,78.00,25.00
2026-03-31T07:00:00Z,77.00,25.00
2026-03-31T07:01:00Z,77.00,25.00
2026-03-31T07:02:00Z,82.00,25.00
2026-03-31T07:04:00Z,77.00,25.00
2026-03-31T07:05:00Z,77.00,25.72
2026-03-31T07:06:00Z,81.15,25.72
2026-03-31T07:10:00Z,76.00,26.00
2026-03-31T07:12:00Z,80.61,19.47
2026-03-31T07:13:00Z,85.22,18.37
2026-03-31T07:16:00Z,84.98,16.00
2026-03-31T07:17:00Z,84.98,13.87
2026-03-31T07:18:00Z,85.00,15.79
2026-03-31T07:19:00Z,84.00,17.99
2026-03-31T07:20:00Z,84.00,15.00
2026-03-31T07:21:00Z,84.00,23.33
2026-03-31T07:23:00Z,88.26,10.61
2026-03-31T07:24:00Z,88.26,10.00
2026-03-31T07:25:00Z,93.25,8.40
2026-03-31T07:26:00Z,94.00,8.00
2026-03-31T07:27:00Z,93.00,8.00
2026-03-31T07:28:00Z,93.00,8.00
2026-03-31T07:29:00Z,93.00,7.99
2026-03-31T07:30:00Z,92.00,9.44
2026-03-31T07:31:00Z,92.00,9.00
2026-03-31T07:32:00Z,92.00,8.00
2026-03-31T07:33:00Z,92.00,8.98
2026-03-31T07:34:00Z,90.97,10.39
2026-03-31T07:35:00Z,93.07,7.58
2026-03-31T07:36:00Z,94.26,6.96
2026-03-31T07:37:00Z,93.00,6.82
2026-03-31T07:38:00Z,93.00,4.65
2026-03-31T07:39:00Z,93.00,7.00
2026-03-31T07:40:00Z,93.00,5.00
2026-03-31T07:41:00Z,93.00,7.00
2026-03-31T07:42:00Z,93.00,6.00
2026-03-31T07:43:00Z,93.00,5.91
2026-03-31T07:44:00Z,95.95,5.67
2026-03-31T07:45:00Z,95.00,5.88
2026-03-31T07:46:00Z,95.76,5.88
2026-03-31T07:47:00Z,96.00,4.50
2026-03-31T07:48:00Z,94.13,6.00
2026-03-31T07:49:00Z,94.00,6.14
2026-03-31T07:50:00Z,94.37,5.75
2026-03-31T07:51:00Z,95.00,7.00
2026-03-31T07:52:00Z,95.00,7.00
2026-03-31T07:53:00Z,93.14,7.67
2026-03-31T07:54:00Z,93.00,7.63
2026-03-31T07:55:00Z,95.96,5.64
2026-03-31T07:56:00Z,93.01,8.33
2026-03-31T07:57:00Z,93.85,8.54
2026-03-31T07:58:00Z,92.03,8.57
2026-03-31T07:59:00Z,95.15,6.22
2026-03-31T08:00:00Z,98.12,3.64
2026-03-31T08:01:00Z,95.99,5.32
2026-03-31T08:02:00Z,94.26,8.07
2026-03-31T08:03:00Z,94.26,8.00
2026-03-31T08:04:00Z,94.12,8.76
2026-03-31T08:05:00Z,91.96,8.38
2026-03-31T08:06:00Z,91.87,8.95
2026-03-31T08:07:00Z,92.27,8.00
2026-03-31T08:08:00Z,93.27,11.25
2026-03-31T08:09:00Z,93.02,7.01
2026-03-31T08:10:00Z,94.68,7.91
2026-03-31T08:11:00Z,92.14,9.62
2026-03-31T08:12:00Z,93.00,8.90
2026-03-31T08:13:00Z,93.79,7.16
2026-03-31T08:14:00Z,94.86,5.25
2026-03-31T08:15:00Z,95.77,3.87
2026-03-31T08:16:00Z,98.34,1.76
2026-03-31T08:17:00Z,97.95,2.51
2026-03-31T08:18:00Z,96.47,4.64
2026-03-31T08:19:00Z,93.97,7.23
2026-03-31T08:20:00Z,93.91,7.30
2026-03-31T08:21:00Z,92.75,9.77
2026-03-31T08:22:00Z,93.78,7.79
2026-03-31T08:23:00Z,94.91,6.87
2026-03-31T08:24:00Z,96.21,6.47
2026-03-31T08:25:00Z,97.17,3.29
2026-03-31T08:26:00Z,98.68,2.21
2026-03-31T08:27:00Z,97.49,1.71
2026-03-31T08:28:00Z,98.41,1.00
2026-03-31T08:29:00Z,99.00,1.29
2026-03-31T08:30:00Z,99.00,1.29
2026-03-31T08:32:00Z,99.00,1.29
