# event_ticker=KXATPMATCH-26FEB16HIJTIA
# final_score=6-4 6-4
# match_winner=Frances Tiafoe
# fav_player=Frances Tiafoe
# dog_player=Rinky Hijikata
# kalshi_date=2026-02-16
timestamp,Frances Tiafoe,Rinky Hijikata
2026-02-16T13:22:00Z,,25.00
2026-02-16T13:55:00Z,75.00,25.00
2026-02-16T14:06:00Z,75.00,25.00
2026-02-16T14:58:00Z,75.00,25.00
2026-02-16T15:03:00Z,75.00,26.00
2026-02-16T15:08:00Z,75.00,26.00
2026-02-16T15:14:00Z,75.00,26.00
2026-02-16T15:15:00Z,74.00,26.00
2026-02-16T15:19:00Z,74.00,26.00
2026-02-16T15:46:00Z,74.00,26.00
2026-02-16T15:57:00Z,74.00,26.00
2026-02-16T16:00:00Z,74.00,26.00
2026-02-16T16:03:00Z,74.00,26.00
2026-02-16T16:15:00Z,74.00,26.00
2026-02-16T16:24:00Z,74.00,26.00
2026-02-16T16:35:00Z,74.00,26.00
2026-02-16T16:37:00Z,74.00,26.00
2026-02-16T16:42:00Z,74.00,26.00
2026-02-16T16:45:00Z,74.00,26.00
2026-02-16T16:49:00Z,74.00,26.00
2026-02-16T16:50:00Z,74.00,26.00
2026-02-16T16:52:00Z,74.00,28.00
2026-02-16T16:55:00Z,74.00,28.00
2026-02-16T16:57:00Z,74.00,28.00
2026-02-16T17:04:00Z,74.00,28.00
2026-02-16T17:06:00Z,74.00,28.00
2026-02-16T17:11:00Z,74.00,28.00
2026-02-16T17:13:00Z,74.00,28.00
2026-02-16T17:15:00Z,74.00,28.00
2026-02-16T17:16:00Z,74.00,28.00
2026-02-16T17:26:00Z,74.00,28.00
2026-02-16T17:27:00Z,74.00,28.00
2026-02-16T17:31:00Z,74.00,28.00
2026-02-16T17:35:00Z,74.00,28.00
2026-02-16T17:39:00Z,74.00,28.00
2026-02-16T17:50:00Z,74.00,28.00
2026-02-16T17:51:00Z,74.00,28.00
2026-02-16T18:00:00Z,74.00,28.00
2026-02-16T18:06:00Z,74.00,28.00
2026-02-16T18:08:00Z,74.00,28.00
2026-02-16T18:13:00Z,74.00,28.00
2026-02-16T18:27:00Z,74.00,28.00
2026-02-16T18:30:00Z,74.00,28.00
2026-02-16T18:33:00Z,74.00,28.00
2026-02-16T18:34:00Z,74.00,28.00
2026-02-16T18:37:00Z,74.00,28.00
2026-02-16T18:38:00Z,74.00,28.00
2026-02-16T18:39:00Z,74.00,28.00
2026-02-16T18:40:00Z,74.00,28.00
2026-02-16T18:42:00Z,74.00,28.00
2026-02-16T18:43:00Z,74.00,28.00
2026-02-16T18:45:00Z,74.00,28.00
2026-02-16T18:46:00Z,74.00,28.00
2026-02-16T18:49:00Z,74.00,28.00
2026-02-16T18:55:00Z,74.00,28.00
2026-02-16T18:56:00Z,74.00,27.00
2026-02-16T19:01:00Z,73.00,27.00
2026-02-16T19:04:00Z,74.00,27.00
2026-02-16T19:08:00Z,74.00,27.00
2026-02-16T19:12:00Z,74.00,27.00
