# event_ticker=KXATPMATCH-26APR12LANMUS
# final_score=7-5 6-2
# match_winner=Lorenzo Musetti
# fav_player=Lorenzo Musetti
# dog_player=Martin Landaluce
# kalshi_date=2026-04-12
timestamp,Lorenzo Musetti,Martin Landaluce
2026-04-14T05:53:00Z,80.00,20.00
2026-04-14T06:02:00Z,80.00,20.00
2026-04-14T06:07:00Z,80.00,21.00
2026-04-14T06:08:00Z,80.00,21.00
2026-04-14T06:14:00Z,80.00,21.00
2026-04-14T06:23:00Z,80.00,21.00
2026-04-14T06:29:00Z,80.00,21.00
2026-04-14T06:32:00Z,80.00,21.45
2026-04-14T06:35:00Z,80.00,21.45
2026-04-14T06:37:00Z,81.00,21.45
2026-04-14T06:38:00Z,81.00,21.45
2026-04-14T06:45:00Z,81.00,21.00
2026-04-14T06:49:00Z,81.00,21.00
2026-04-14T06:50:00Z,81.00,19.00
2026-04-14T06:51:00Z,81.00,19.00
2026-04-14T06:56:00Z,81.00,20.00
2026-04-14T07:02:00Z,81.00,20.00
2026-04-14T07:05:00Z,81.00,21.00
2026-04-14T07:06:00Z,81.00,21.00
2026-04-14T07:16:00Z,81.00,21.00
2026-04-14T07:31:00Z,81.00,20.69
2026-04-14T07:43:00Z,81.00,21.00
2026-04-14T08:00:00Z,81.00,21.49
2026-04-14T08:06:00Z,81.00,22.00
2026-04-14T08:16:00Z,81.00,22.00
2026-04-14T08:20:00Z,81.00,22.00
2026-04-14T08:24:00Z,81.00,22.00
2026-04-14T08:27:00Z,81.00,22.00
2026-04-14T08:30:00Z,81.00,22.00
2026-04-14T08:39:00Z,81.00,22.00
2026-04-14T08:43:00Z,81.00,22.00
2026-04-14T08:47:00Z,81.00,22.00
2026-04-14T08:48:00Z,81.00,22.00
2026-04-14T09:02:00Z,81.00,22.00
2026-04-14T09:03:00Z,81.00,21.00
2026-04-14T09:09:00Z,81.00,21.00
2026-04-14T09:11:00Z,81.00,21.00
2026-04-14T09:15:00Z,81.00,21.00
2026-04-14T09:18:00Z,81.00,21.00
2026-04-14T09:20:00Z,81.00,21.00
2026-04-14T09:21:00Z,81.00,21.00
2026-04-14T09:27:00Z,81.00,21.00
2026-04-14T09:35:00Z,81.00,21.00
2026-04-14T09:43:00Z,81.00,21.00
2026-04-14T09:47:00Z,81.00,21.00
2026-04-14T09:49:00Z,81.00,21.00
2026-04-14T09:53:00Z,81.00,21.00
2026-04-14T10:11:00Z,81.00,21.00
2026-04-14T10:13:00Z,81.00,21.00
2026-04-14T10:14:00Z,81.00,21.00
2026-04-14T10:21:00Z,81.00,21.00
2026-04-14T10:22:00Z,81.00,21.00
2026-04-14T10:26:00Z,81.00,21.00
2026-04-14T10:27:00Z,81.00,21.00
2026-04-14T10:38:00Z,81.00,21.00
2026-04-14T10:43:00Z,81.00,21.00
2026-04-14T10:45:00Z,81.00,21.00
2026-04-14T10:46:00Z,81.00,21.00
2026-04-14T10:49:00Z,81.00,21.00
2026-04-14T10:52:00Z,81.00,21.00
2026-04-14T10:57:00Z,81.00,21.00
2026-04-14T10:58:00Z,81.00,21.00
2026-04-14T10:59:00Z,81.00,21.00
2026-04-14T11:00:00Z,80.12,21.00
2026-04-14T11:01:00Z,81.00,21.00
2026-04-14T11:02:00Z,79.61,21.00
2026-04-14T11:03:00Z,81.00,21.00
2026-04-14T11:04:00Z,81.00,21.00
2026-04-14T11:05:00Z,81.00,21.00
2026-04-14T11:06:00Z,81.00,21.00
2026-04-14T11:07:00Z,82.00,21.00
2026-04-14T11:08:00Z,82.00,21.00
2026-04-14T11:09:00Z,82.00,21.00
2026-04-14T11:11:00Z,82.00,21.00
2026-04-14T11:12:00Z,82.00,21.00
2026-04-14T11:13:00Z,86.00,17.05
2026-04-14T11:14:00Z,84.26,17.62
2026-04-14T11:16:00Z,83.28,19.33
2026-04-14T11:17:00Z,81.35,20.44
2026-04-14T11:18:00Z,79.22,20.61
2026-04-14T11:19:00Z,80.98,22.84
2026-04-14T11:20:00Z,75.79,27.99
2026-04-14T11:21:00Z,73.90,26.56
2026-04-14T11:22:00Z,68.00,32.58
2026-04-14T11:23:00Z,65.04,36.22
2026-04-14T11:24:00Z,62.11,39.17
2026-04-14T11:25:00Z,61.86,38.51
2026-04-14T11:26:00Z,66.33,37.44
2026-04-14T11:27:00Z,68.04,31.71
2026-04-14T11:28:00Z,64.01,37.45
2026-04-14T11:29:00Z,64.00,36.05
2026-04-14T11:30:00Z,66.00,36.39
2026-04-14T11:31:00Z,70.72,33.40
2026-04-14T11:32:00Z,65.00,34.31
2026-04-14T11:33:00Z,63.00,38.48
2026-04-14T11:34:00Z,61.28,40.35
2026-04-14T11:35:00Z,61.93,39.95
2026-04-14T11:36:00Z,60.72,41.37
2026-04-14T11:37:00Z,60.99,39.31
2026-04-14T11:38:00Z,63.21,38.00
2026-04-14T11:39:00Z,62.85,38.04
2026-04-14T11:40:00Z,60.98,40.87
2026-04-14T11:41:00Z,64.47,37.00
2026-04-14T11:42:00Z,71.76,27.93
2026-04-14T11:43:00Z,73.10,28.97
2026-04-14T11:44:00Z,77.00,23.22
2026-04-14T11:45:00Z,75.52,23.80
2026-04-14T11:46:00Z,72.51,26.90
2026-04-14T11:47:00Z,73.00,27.07
2026-04-14T11:48:00Z,75.14,26.84
2026-04-14T11:49:00Z,77.06,25.21
2026-04-14T11:50:00Z,79.20,22.13
2026-04-14T11:51:00Z,75.12,23.19
2026-04-14T11:52:00Z,71.52,27.72
2026-04-14T11:53:00Z,71.00,29.12
2026-04-14T11:54:00Z,70.35,30.54
2026-04-14T11:55:00Z,69.66,29.57
2026-04-14T11:56:00Z,71.51,30.22
2026-04-14T11:57:00Z,74.12,26.93
2026-04-14T11:58:00Z,71.01,29.65
2026-04-14T11:59:00Z,72.63,29.55
2026-04-14T12:00:00Z,78.76,21.82
2026-04-14T12:01:00Z,86.70,14.39
2026-04-14T12:02:00Z,87.72,12.70
2026-04-14T12:03:00Z,88.83,12.45
2026-04-14T12:04:00Z,89.72,11.69
2026-04-14T12:05:00Z,90.82,10.08
2026-04-14T12:06:00Z,90.84,9.85
2026-04-14T12:07:00Z,89.90,10.95
2026-04-14T12:08:00Z,90.93,10.66
2026-04-14T12:09:00Z,89.80,12.59
2026-04-14T12:10:00Z,85.78,14.23
2026-04-14T12:11:00Z,87.26,13.11
2026-04-14T12:12:00Z,89.55,12.36
2026-04-14T12:13:00Z,90.99,11.07
2026-04-14T12:14:00Z,92.00,8.15
2026-04-14T12:15:00Z,90.35,8.52
2026-04-14T12:16:00Z,92.72,8.77
2026-04-14T12:17:00Z,95.85,4.91
2026-04-14T12:18:00Z,95.92,4.23
2026-04-14T12:19:00Z,95.23,3.82
2026-04-14T12:20:00Z,97.51,2.58
2026-04-14T12:21:00Z,98.27,2.43
2026-04-14T12:22:00Z,97.28,2.15
2026-04-14T12:23:00Z,97.34,3.07
2026-04-14T12:24:00Z,97.00,3.57
2026-04-14T12:25:00Z,95.40,3.51
2026-04-14T12:26:00Z,96.96,2.96
2026-04-14T12:27:00Z,98.00,3.84
2026-04-14T12:28:00Z,97.71,4.83
2026-04-14T12:29:00Z,93.21,5.30
2026-04-14T12:30:00Z,96.59,6.09
2026-04-14T12:31:00Z,95.95,3.44
2026-04-14T12:32:00Z,97.85,2.72
2026-04-14T12:33:00Z,98.63,1.58
2026-04-14T12:34:00Z,99.00,1.11
2026-04-14T12:35:00Z,99.00,1.00
2026-04-14T12:36:00Z,99.00,1.00
2026-04-14T12:37:00Z,99.00,1.00
2026-04-14T12:38:00Z,99.00,1.00
2026-04-14T12:39:00Z,99.00,1.00
2026-04-14T12:40:00Z,99.00,1.00
2026-04-14T12:42:00Z,99.00,1.00
