# event_ticker=KXATPMATCH-26MAR20DRAOPE
# final_score=7-6(3) 7-6(0)
# score_resolution=6-7 6-7
# match_winner=Reilly Opelka
# fav_player=Jack Draper
# dog_player=Reilly Opelka
# kalshi_date=2026-03-20
timestamp,Jack Draper,Reilly Opelka
2026-03-20T08:55:00Z,80.00,
2026-03-20T09:13:00Z,79.00,
2026-03-20T09:23:00Z,79.00,22.00
2026-03-20T09:40:00Z,79.00,22.00
2026-03-20T09:49:00Z,79.00,22.00
2026-03-20T09:52:00Z,79.00,22.00
2026-03-20T10:07:00Z,79.00,23.00
2026-03-20T10:37:00Z,79.00,23.00
2026-03-20T11:09:00Z,76.00,23.00
2026-03-20T11:19:00Z,76.00,23.00
2026-03-20T11:46:00Z,76.00,23.00
2026-03-20T11:50:00Z,78.00,23.00
2026-03-20T11:54:00Z,78.00,23.60
2026-03-20T12:09:00Z,78.00,23.60
2026-03-20T12:18:00Z,78.00,24.00
2026-03-20T12:30:00Z,78.00,24.00
2026-03-20T12:43:00Z,77.00,24.00
2026-03-20T12:48:00Z,77.00,24.00
2026-03-20T12:55:00Z,78.00,24.00
2026-03-20T12:56:00Z,78.00,24.00
2026-03-20T13:02:00Z,78.00,24.00
2026-03-20T13:12:00Z,76.00,24.00
2026-03-20T13:13:00Z,76.00,24.00
2026-03-20T13:22:00Z,78.00,24.00
2026-03-20T13:24:00Z,78.00,24.22
2026-03-20T13:27:00Z,78.00,24.22
2026-03-20T13:28:00Z,78.00,24.00
2026-03-20T13:33:00Z,78.00,24.00
2026-03-20T13:34:00Z,78.00,24.00
2026-03-20T13:35:00Z,78.00,24.00
2026-03-20T13:38:00Z,78.00,24.00
2026-03-20T13:42:00Z,78.00,24.00
2026-03-20T13:50:00Z,78.00,24.00
2026-03-20T13:54:00Z,78.00,24.00
2026-03-20T13:55:00Z,78.00,23.00
2026-03-20T13:56:00Z,77.00,23.00
2026-03-20T13:59:00Z,77.00,23.00
2026-03-20T14:00:00Z,77.00,23.00
2026-03-20T14:08:00Z,77.00,25.00
2026-03-20T14:13:00Z,77.00,25.00
2026-03-20T14:14:00Z,77.00,25.00
2026-03-20T14:20:00Z,77.00,25.00
2026-03-20T14:21:00Z,77.00,25.00
2026-03-20T14:24:00Z,77.00,25.00
2026-03-20T14:30:00Z,77.00,25.00
2026-03-20T14:34:00Z,77.00,25.00
2026-03-20T14:40:00Z,77.00,25.00
2026-03-20T14:44:00Z,77.00,25.00
2026-03-20T14:46:00Z,77.00,25.00
2026-03-20T14:47:00Z,78.00,25.00
2026-03-20T14:48:00Z,78.00,25.00
2026-03-20T14:52:00Z,78.00,24.00
2026-03-20T14:53:00Z,78.00,24.00
2026-03-20T14:56:00Z,78.00,24.00
2026-03-20T15:04:00Z,78.00,24.00
2026-03-20T15:05:00Z,78.00,24.00
2026-03-20T15:17:00Z,78.00,24.00
2026-03-20T15:35:00Z,78.00,24.00
2026-03-20T15:38:00Z,78.00,24.00
2026-03-20T15:46:00Z,78.00,24.00
2026-03-20T15:47:00Z,78.00,24.00
2026-03-20T15:48:00Z,78.00,24.00
2026-03-20T15:53:00Z,78.00,24.00
2026-03-20T15:57:00Z,78.00,24.00
2026-03-20T15:59:00Z,78.00,24.00
2026-03-20T16:03:00Z,78.00,24.00
2026-03-20T16:11:00Z,78.00,24.00
2026-03-20T16:37:00Z,78.00,24.00
2026-03-20T16:50:00Z,78.00,24.00
2026-03-20T16:54:00Z,78.00,24.00
2026-03-20T17:04:00Z,77.00,24.00
2026-03-20T17:10:00Z,77.00,24.00
2026-03-20T17:14:00Z,78.00,24.00
2026-03-20T17:19:00Z,78.00,24.00
2026-03-20T17:22:00Z,78.00,24.00
2026-03-20T17:28:00Z,78.00,24.00
2026-03-20T17:29:00Z,78.00,24.00
2026-03-20T17:30:00Z,78.00,24.00
2026-03-20T17:33:00Z,78.00,24.00
2026-03-20T17:36:00Z,78.00,23.00
2026-03-20T17:37:00Z,78.00,24.00
2026-03-20T17:39:00Z,78.00,24.00
2026-03-20T17:44:00Z,78.00,24.00
2026-03-20T17:51:00Z,78.00,24.00
2026-03-20T17:55:00Z,78.00,24.00
2026-03-20T17:56:00Z,78.00,24.00
2026-03-20T18:05:00Z,78.00,24.00
2026-03-20T18:06:00Z,78.00,24.00
2026-03-20T18:08:00Z,77.00,24.00
2026-03-20T18:10:00Z,77.00,24.00
2026-03-20T18:11:00Z,77.00,23.00
2026-03-20T18:12:00Z,77.00,24.00
2026-03-20T18:13:00Z,77.00,24.00
2026-03-20T18:15:00Z,77.00,24.00
2026-03-20T18:16:00Z,77.00,24.00
2026-03-20T18:18:00Z,77.00,24.00
2026-03-20T18:23:00Z,77.00,24.00
2026-03-20T18:24:00Z,77.00,24.00
2026-03-20T18:25:00Z,77.00,24.00
