# event_ticker=KXATPMATCH-25JUL17SCHSHA
# final_score=6-3 6-2
# match_winner=Denis Shapovalov
# fav_player=Denis Shapovalov
# dog_player=Tristan Schoolkate
# kalshi_date=2025-07-17
timestamp,Denis Shapovalov,Tristan Schoolkate
2025-07-17T18:22:00Z,70.00,
2025-07-17T18:26:00Z,70.00,32.00
2025-07-17T18:27:00Z,70.00,32.00
2025-07-17T18:28:00Z,70.00,32.00
2025-07-17T18:29:00Z,70.00,32.00
2025-07-17T18:31:00Z,70.23,32.00
2025-07-17T18:32:00Z,70.00,32.00
2025-07-17T18:34:00Z,69.47,32.00
2025-07-17T18:36:00Z,70.12,32.00
2025-07-17T18:37:00Z,70.00,32.00
2025-07-17T18:39:00Z,70.00,32.00
2025-07-17T18:40:00Z,70.00,32.00
2025-07-17T18:44:00Z,70.67,31.00
2025-07-17T18:45:00Z,70.67,32.00
2025-07-17T18:47:00Z,70.14,32.00
2025-07-17T18:48:00Z,70.00,32.00
2025-07-17T18:49:00Z,70.00,32.00
2025-07-17T18:50:00Z,70.00,32.00
2025-07-17T18:52:00Z,70.00,32.00
2025-07-17T18:54:00Z,70.00,32.00
2025-07-17T18:55:00Z,70.00,32.00
2025-07-17T18:56:00Z,70.00,32.00
2025-07-17T18:57:00Z,70.00,32.00
2025-07-17T18:58:00Z,70.00,31.52
2025-07-17T19:00:00Z,70.00,31.52
2025-07-17T19:01:00Z,70.00,31.52
2025-07-17T19:05:00Z,70.00,31.52
2025-07-17T19:07:00Z,70.00,31.00
2025-07-17T19:10:00Z,69.00,31.00
2025-07-17T19:12:00Z,70.00,31.00
2025-07-17T19:13:00Z,70.00,31.00
2025-07-17T19:16:00Z,70.00,31.00
2025-07-17T19:18:00Z,70.25,31.00
2025-07-17T19:20:00Z,70.25,31.00
2025-07-17T19:26:00Z,70.00,31.00
2025-07-17T19:30:00Z,70.00,31.00
2025-07-17T19:31:00Z,70.00,31.00
2025-07-17T19:32:00Z,70.00,31.00
2025-07-17T19:33:00Z,70.00,31.00
2025-07-17T19:34:00Z,70.00,31.00
2025-07-17T19:35:00Z,70.00,31.00
2025-07-17T19:37:00Z,70.00,31.00
2025-07-17T19:38:00Z,70.00,31.00
2025-07-17T19:41:00Z,70.00,31.00
2025-07-17T19:42:00Z,70.00,31.00
2025-07-17T19:45:00Z,70.00,31.17
2025-07-17T19:48:00Z,70.00,32.00
2025-07-17T19:50:00Z,70.00,32.00
2025-07-17T19:51:00Z,70.00,32.00
2025-07-17T19:55:00Z,70.00,32.00
2025-07-17T19:58:00Z,70.00,32.00
2025-07-17T20:00:00Z,70.00,32.00
2025-07-17T20:02:00Z,70.00,32.00
2025-07-17T20:06:00Z,70.00,32.00
2025-07-17T20:13:00Z,70.00,32.00
2025-07-17T20:15:00Z,70.00,32.00
2025-07-17T20:20:00Z,70.00,32.00
2025-07-17T20:22:00Z,70.00,32.00
2025-07-17T20:24:00Z,70.00,32.00
2025-07-17T20:26:00Z,70.00,32.00
2025-07-17T20:29:00Z,70.00,32.00
2025-07-17T20:30:00Z,70.15,32.00
2025-07-17T20:31:00Z,71.00,32.00
2025-07-17T20:33:00Z,70.27,32.00
2025-07-17T20:34:00Z,70.00,32.00
2025-07-17T20:35:00Z,70.00,32.00
2025-07-17T20:36:00Z,70.00,32.00
2025-07-17T20:39:00Z,70.00,32.00
2025-07-17T20:41:00Z,70.00,32.00
2025-07-17T20:45:00Z,70.49,32.00
2025-07-17T20:47:00Z,70.00,32.00
2025-07-17T20:48:00Z,70.00,32.00
2025-07-17T20:53:00Z,70.00,32.00
2025-07-17T20:55:00Z,70.00,32.00
2025-07-17T20:57:00Z,70.00,32.00
2025-07-17T21:01:00Z,70.00,32.00
2025-07-17T21:03:00Z,70.00,32.00
2025-07-17T21:04:00Z,70.00,32.00
2025-07-17T21:06:00Z,70.00,32.00
2025-07-17T21:07:00Z,70.00,32.00
2025-07-17T21:08:00Z,70.00,32.00
2025-07-17T21:09:00Z,70.15,32.00
2025-07-17T21:10:00Z,71.00,32.00
2025-07-17T21:12:00Z,71.00,32.00
2025-07-17T21:14:00Z,71.24,30.00
2025-07-17T21:17:00Z,70.00,30.00
2025-07-17T21:19:00Z,70.00,30.00
2025-07-17T21:20:00Z,70.00,30.00
2025-07-17T21:21:00Z,68.00,30.00
2025-07-17T21:28:00Z,70.00,30.00
2025-07-17T21:30:00Z,70.00,32.00
2025-07-17T21:32:00Z,70.00,32.00
2025-07-17T21:33:00Z,70.00,32.00
2025-07-17T21:35:00Z,70.00,31.00
2025-07-17T21:37:00Z,70.00,31.00
2025-07-17T21:39:00Z,71.00,31.00
2025-07-17T21:40:00Z,71.00,31.00
2025-07-17T21:41:00Z,71.00,31.00
2025-07-17T21:42:00Z,71.00,31.00
2025-07-17T21:43:00Z,71.00,31.00
2025-07-17T21:44:00Z,71.04,30.05
2025-07-17T21:48:00Z,71.00,30.05
2025-07-17T21:49:00Z,71.00,31.00
2025-07-17T21:50:00Z,71.00,31.00
2025-07-17T21:51:00Z,68.00,31.00
2025-07-17T21:53:00Z,71.00,31.00
2025-07-17T21:54:00Z,71.00,31.00
2025-07-17T21:55:00Z,71.00,31.00
2025-07-17T21:56:00Z,71.00,31.00
2025-07-17T21:59:00Z,71.00,31.00
2025-07-17T22:04:00Z,71.00,31.00
2025-07-17T22:05:00Z,71.00,31.00
2025-07-17T22:07:00Z,71.00,31.00
2025-07-17T22:12:00Z,71.00,31.00
2025-07-17T22:17:00Z,71.00,31.00
2025-07-17T22:18:00Z,71.00,31.00
2025-07-17T22:21:00Z,71.00,31.00
2025-07-17T22:22:00Z,71.00,31.00
2025-07-17T22:24:00Z,71.00,31.00
2025-07-17T22:27:00Z,71.00,31.00
2025-07-17T22:29:00Z,71.00,31.00
2025-07-17T22:34:00Z,71.00,31.00
2025-07-17T22:35:00Z,71.00,31.00
2025-07-17T22:37:00Z,71.00,31.00
2025-07-17T22:38:00Z,71.00,31.00
2025-07-17T22:41:00Z,71.00,31.00
2025-07-17T22:44:00Z,71.00,31.00
2025-07-17T22:46:00Z,71.00,31.00
2025-07-17T22:48:00Z,71.00,31.00
2025-07-17T22:51:00Z,71.00,31.00
2025-07-17T22:54:00Z,71.00,31.00
2025-07-17T22:55:00Z,71.68,30.00
2025-07-17T22:57:00Z,71.00,30.00
2025-07-17T22:58:00Z,71.00,30.00
2025-07-17T23:00:00Z,71.00,31.00
2025-07-17T23:01:00Z,71.00,31.00
2025-07-17T23:02:00Z,71.00,31.00
2025-07-17T23:04:00Z,71.00,31.00
2025-07-17T23:05:00Z,71.00,31.00
2025-07-17T23:06:00Z,71.00,31.00
2025-07-17T23:07:00Z,71.00,31.00
2025-07-17T23:08:00Z,71.00,31.00
2025-07-17T23:10:00Z,71.00,31.00
2025-07-17T23:11:00Z,71.00,31.00
2025-07-17T23:13:00Z,71.00,31.00
2025-07-17T23:14:00Z,71.00,30.00
2025-07-17T23:15:00Z,71.00,30.00
2025-07-17T23:17:00Z,71.00,30.00
2025-07-17T23:18:00Z,71.00,30.42
2025-07-17T23:20:00Z,71.00,31.00
2025-07-17T23:24:00Z,70.35,31.00
2025-07-17T23:25:00Z,71.00,31.00
2025-07-17T23:28:00Z,71.00,31.00
2025-07-17T23:31:00Z,71.00,31.00
2025-07-17T23:32:00Z,71.00,31.00
2025-07-17T23:33:00Z,71.00,31.00
2025-07-17T23:34:00Z,71.00,31.00
2025-07-17T23:35:00Z,71.00,31.00
2025-07-17T23:36:00Z,71.00,31.00
2025-07-17T23:37:00Z,69.36,32.23
2025-07-17T23:39:00Z,68.00,32.24
2025-07-17T23:40:00Z,68.00,32.24
2025-07-17T23:42:00Z,68.00,31.00
2025-07-17T23:43:00Z,68.00,31.00
2025-07-17T23:45:00Z,70.00,31.00
2025-07-17T23:50:00Z,71.24,31.00
2025-07-17T23:53:00Z,71.00,31.00
2025-07-17T23:54:00Z,71.65,31.00
2025-07-17T23:56:00Z,71.00,31.00
2025-07-17T23:57:00Z,70.00,31.00
2025-07-18T00:01:00Z,71.90,31.00
2025-07-18T00:03:00Z,71.90,30.00
2025-07-18T00:05:00Z,71.75,30.00
2025-07-18T00:06:00Z,71.00,30.00
2025-07-18T00:07:00Z,71.00,30.00
2025-07-18T00:09:00Z,71.00,30.00
2025-07-18T00:10:00Z,71.00,30.00
2025-07-18T00:11:00Z,71.96,30.00
2025-07-18T00:14:00Z,71.86,30.00
2025-07-18T00:15:00Z,70.08,31.78
2025-07-18T00:17:00Z,70.08,30.23
2025-07-18T00:18:00Z,71.00,30.23
2025-07-18T00:19:00Z,71.99,30.23
2025-07-18T00:20:00Z,71.91,30.00
2025-07-18T00:21:00Z,71.98,30.00
2025-07-18T00:22:00Z,71.94,30.00
2025-07-18T00:23:00Z,71.92,30.00
2025-07-18T00:24:00Z,72.00,30.00
2025-07-18T00:25:00Z,72.00,30.00
2025-07-18T00:27:00Z,72.00,30.00
2025-07-18T00:30:00Z,71.00,30.00
2025-07-18T00:32:00Z,72.00,30.00
2025-07-18T00:33:00Z,72.00,30.00
2025-07-18T00:34:00Z,72.00,30.00
2025-07-18T00:37:00Z,71.00,30.50
2025-07-18T00:38:00Z,70.00,31.48
2025-07-18T00:39:00Z,70.00,31.17
2025-07-18T00:41:00Z,71.00,30.00
2025-07-18T00:42:00Z,71.95,30.00
2025-07-18T00:44:00Z,71.65,30.00
2025-07-18T00:46:00Z,71.58,30.00
2025-07-18T00:47:00Z,71.11,29.24
2025-07-18T00:48:00Z,71.11,30.00
2025-07-18T00:49:00Z,71.00,30.00
2025-07-18T00:50:00Z,71.62,30.00
2025-07-18T00:51:00Z,71.62,30.00
2025-07-18T00:53:00Z,69.67,30.00
2025-07-18T00:54:00Z,69.67,30.00
2025-07-18T00:55:00Z,71.96,30.00
2025-07-18T00:57:00Z,71.99,30.00
2025-07-18T00:58:00Z,71.95,30.00
2025-07-18T01:00:00Z,72.63,29.00
2025-07-18T01:01:00Z,72.63,29.00
