# event_ticker=KXATPCHALLENGERMATCH-26MAY26SWEAGU
# final_score=6-3 6-4
# score_resolution=3-6 4-6
# match_winner=Enzo Aguiard
# fav_player=Dane Sweeny
# dog_player=Enzo Aguiard
# kalshi_date=2026-05-26
timestamp,Dane Sweeny,Enzo Aguiard
2026-05-26T14:13:00Z,78.00,
2026-05-26T14:23:00Z,78.00,
2026-05-26T14:34:00Z,78.00,
2026-05-26T15:00:00Z,78.00,
2026-05-26T18:27:00Z,79.00,
2026-05-26T19:49:00Z,79.00,23.00
2026-05-26T19:56:00Z,79.00,23.00
2026-05-26T20:05:00Z,78.16,23.00
2026-05-26T20:13:00Z,79.00,23.00
2026-05-26T20:33:00Z,79.00,23.00
2026-05-26T20:43:00Z,78.00,23.00
2026-05-26T21:04:00Z,78.00,23.00
2026-05-26T21:17:00Z,78.00,23.00
2026-05-26T21:19:00Z,78.00,24.00
2026-05-26T21:21:00Z,78.00,24.00
2026-05-26T21:23:00Z,78.00,24.00
2026-05-26T21:25:00Z,77.00,24.00
2026-05-26T21:26:00Z,78.00,24.00
2026-05-26T21:27:00Z,78.00,24.00
2026-05-26T21:29:00Z,78.00,24.00
2026-05-26T21:30:00Z,78.00,24.00
2026-05-26T21:31:00Z,78.00,24.00
2026-05-26T21:33:00Z,78.00,23.00
2026-05-26T21:35:00Z,78.00,23.00
2026-05-26T21:36:00Z,78.00,23.00
2026-05-26T21:37:00Z,78.00,23.00
2026-05-26T21:39:00Z,78.00,23.00
2026-05-26T21:40:00Z,78.00,23.00
2026-05-26T21:41:00Z,78.00,23.00
2026-05-26T21:42:00Z,78.00,23.00
2026-05-26T21:47:00Z,78.00,23.00
2026-05-26T21:52:00Z,78.00,23.00
2026-05-26T21:53:00Z,78.00,23.00
2026-05-26T21:58:00Z,78.00,23.00
2026-05-26T21:59:00Z,78.00,23.00
2026-05-26T22:04:00Z,78.00,23.00
2026-05-26T22:05:00Z,78.00,23.00
2026-05-26T22:06:00Z,78.00,23.00
2026-05-26T22:08:00Z,78.00,23.00
2026-05-26T22:09:00Z,78.00,23.00
2026-05-26T22:10:00Z,78.00,23.00
2026-05-26T22:11:00Z,78.00,23.00
2026-05-26T22:14:00Z,78.00,22.00
2026-05-26T22:15:00Z,78.00,23.00
2026-05-26T22:17:00Z,78.00,23.00
2026-05-26T22:19:00Z,78.00,23.00
2026-05-26T22:20:00Z,78.00,23.00
2026-05-26T22:21:00Z,78.00,24.00
2026-05-26T22:24:00Z,78.00,24.00
2026-05-26T22:33:00Z,78.00,23.00
2026-05-26T22:36:00Z,78.00,23.00
2026-05-26T22:48:00Z,78.00,23.00
2026-05-26T22:55:00Z,78.00,23.00
2026-05-26T23:02:00Z,78.00,23.00
2026-05-26T23:12:00Z,78.00,23.00
2026-05-26T23:15:00Z,78.00,23.00
2026-05-26T23:17:00Z,78.00,23.00
2026-05-26T23:28:00Z,78.00,23.00
2026-05-26T23:29:00Z,78.00,23.00
2026-05-26T23:32:00Z,78.00,23.78
2026-05-26T23:42:00Z,78.00,24.27
2026-05-26T23:50:00Z,78.00,24.27
2026-05-27T00:01:00Z,75.98,24.27
2026-05-27T00:04:00Z,77.00,24.27
2026-05-27T00:05:00Z,77.00,24.00
2026-05-27T00:06:00Z,77.00,24.00
2026-05-27T00:07:00Z,77.00,24.00
2026-05-27T00:08:00Z,77.04,24.00
2026-05-27T00:09:00Z,78.00,24.00
2026-05-27T00:11:00Z,78.00,23.00
2026-05-27T00:14:00Z,78.00,23.00
2026-05-27T00:17:00Z,78.00,23.00
