# event_ticker=KXATPCHALLENGERMATCH-26MAR04KOPCEC
# final_score=6-7(8) 6-4 7-6(4)
# score_resolution=6-7 6-4 7-6
# match_winner=Marco Cecchinato
# fav_player=Marco Cecchinato
# dog_player=Sandro Kopp
# kalshi_date=2026-03-04
timestamp,Marco Cecchinato,Sandro Kopp
2026-03-04T13:44:00Z,96.00,
2026-03-04T13:45:00Z,90.41,
2026-03-04T13:46:00Z,89.51,
2026-03-04T13:47:00Z,94.90,
2026-03-04T13:48:00Z,98.95,12.00
2026-03-04T13:49:00Z,98.91,13.00
2026-03-04T13:50:00Z,99.00,9.01
2026-03-04T13:51:00Z,99.00,1.00
