# event_ticker=KXATPMATCH-26FEB13DEVAN
# final_score=3-6 7-6(4) 7-5
# score_resolution=3-6 7-6 7-5
# match_winner=Alex de Minaur
# fav_player=Alex de Minaur
# dog_player=Botic Van de Zandschulp
# kalshi_date=2026-02-13
timestamp,Alex de Minaur,Botic Van de Zandschulp
2026-02-13T02:13:00Z,87.00,
2026-02-13T02:21:00Z,87.00,13.00
2026-02-13T02:26:00Z,86.00,13.00
2026-02-13T02:30:00Z,86.00,13.00
2026-02-13T02:39:00Z,86.00,14.01
2026-02-13T02:40:00Z,86.00,15.00
2026-02-13T02:42:00Z,86.00,13.00
2026-02-13T03:08:00Z,87.00,13.00
2026-02-13T03:10:00Z,87.00,14.00
2026-02-13T03:13:00Z,87.00,14.00
2026-02-13T03:15:00Z,87.00,14.00
2026-02-13T03:17:00Z,87.00,14.00
2026-02-13T03:22:00Z,87.00,14.00
2026-02-13T03:28:00Z,87.00,14.00
2026-02-13T03:31:00Z,87.00,14.00
2026-02-13T03:32:00Z,87.00,14.00
2026-02-13T03:34:00Z,87.00,14.00
2026-02-13T03:40:00Z,87.00,14.00
2026-02-13T03:41:00Z,87.00,14.00
2026-02-13T03:44:00Z,87.00,14.00
2026-02-13T03:51:00Z,87.00,14.00
2026-02-13T03:56:00Z,86.00,14.00
2026-02-13T04:04:00Z,87.00,14.00
2026-02-13T04:06:00Z,87.00,14.00
2026-02-13T04:18:00Z,87.00,14.00
2026-02-13T04:22:00Z,87.00,14.00
2026-02-13T04:23:00Z,87.00,14.00
2026-02-13T04:31:00Z,87.00,14.00
2026-02-13T04:33:00Z,87.00,14.00
2026-02-13T04:36:00Z,87.00,14.00
2026-02-13T04:39:00Z,87.00,14.00
2026-02-13T04:45:00Z,87.00,14.00
2026-02-13T04:46:00Z,87.00,14.00
2026-02-13T04:47:00Z,87.00,14.00
2026-02-13T04:54:00Z,87.00,14.00
2026-02-13T05:08:00Z,87.00,14.00
2026-02-13T05:09:00Z,87.00,14.00
2026-02-13T05:11:00Z,87.00,14.00
2026-02-13T05:13:00Z,87.00,14.00
2026-02-13T05:14:00Z,87.00,13.00
2026-02-13T05:15:00Z,87.00,14.00
2026-02-13T05:20:00Z,87.00,14.00
2026-02-13T05:26:00Z,87.00,14.00
2026-02-13T05:30:00Z,87.00,14.00
2026-02-13T05:32:00Z,87.00,14.00
2026-02-13T05:37:00Z,87.00,14.00
2026-02-13T05:39:00Z,87.00,14.00
2026-02-13T05:43:00Z,87.00,14.00
2026-02-13T05:46:00Z,87.00,14.00
2026-02-13T05:47:00Z,87.00,14.00
2026-02-13T05:50:00Z,87.00,14.00
2026-02-13T05:53:00Z,87.00,13.00
2026-02-13T05:55:00Z,87.00,13.00
2026-02-13T05:57:00Z,87.00,14.00
2026-02-13T05:59:00Z,87.00,13.00
2026-02-13T06:01:00Z,87.00,13.00
2026-02-13T06:06:00Z,87.00,13.00
2026-02-13T06:11:00Z,87.00,13.00
2026-02-13T06:13:00Z,87.00,13.00
2026-02-13T06:19:00Z,87.00,14.00
2026-02-13T06:20:00Z,87.00,14.00
2026-02-13T06:24:00Z,87.00,13.00
2026-02-13T06:25:00Z,87.00,13.00
2026-02-13T06:29:00Z,87.00,13.00
2026-02-13T06:32:00Z,87.00,13.00
2026-02-13T06:33:00Z,87.00,14.00
2026-02-13T06:34:00Z,87.00,14.00
2026-02-13T06:36:00Z,87.87,14.00
2026-02-13T06:38:00Z,88.00,14.00
2026-02-13T06:39:00Z,88.00,14.00
2026-02-13T06:41:00Z,88.00,13.00
2026-02-13T06:50:00Z,88.00,13.00
2026-02-13T06:54:00Z,87.00,13.00
2026-02-13T06:55:00Z,87.00,13.00
2026-02-13T06:56:00Z,87.00,13.00
2026-02-13T06:57:00Z,87.00,13.00
2026-02-13T06:59:00Z,87.00,13.00
2026-02-13T07:08:00Z,87.00,13.00
2026-02-13T07:10:00Z,87.00,13.00
2026-02-13T07:13:00Z,87.00,13.00
2026-02-13T07:14:00Z,87.00,13.00
2026-02-13T07:18:00Z,88.00,13.00
2026-02-13T07:20:00Z,88.00,13.00
2026-02-13T07:24:00Z,88.00,13.00
2026-02-13T07:25:00Z,88.00,13.00
2026-02-13T07:26:00Z,88.00,13.00
2026-02-13T07:27:00Z,88.00,13.00
2026-02-13T07:28:00Z,88.00,13.95
2026-02-13T07:37:00Z,86.00,14.00
2026-02-13T07:38:00Z,86.00,14.00
2026-02-13T07:43:00Z,87.00,14.00
2026-02-13T07:59:00Z,87.00,14.00
2026-02-13T08:01:00Z,87.00,14.00
2026-02-13T08:04:00Z,87.00,14.00
2026-02-13T08:08:00Z,87.00,14.00
2026-02-13T08:10:00Z,87.00,14.00
2026-02-13T08:13:00Z,87.00,14.00
2026-02-13T08:14:00Z,87.00,14.00
2026-02-13T08:23:00Z,87.00,14.00
2026-02-13T08:34:00Z,87.00,14.00
2026-02-13T08:35:00Z,87.00,14.00
2026-02-13T08:37:00Z,87.00,14.00
2026-02-13T08:39:00Z,87.00,14.00
2026-02-13T08:40:00Z,87.00,14.00
2026-02-13T08:41:00Z,86.00,14.00
2026-02-13T08:49:00Z,86.00,14.52
2026-02-13T08:56:00Z,86.00,15.00
2026-02-13T08:58:00Z,87.00,15.00
2026-02-13T08:59:00Z,88.00,14.00
2026-02-13T09:04:00Z,88.00,14.00
2026-02-13T09:13:00Z,88.00,14.00
2026-02-13T09:31:00Z,88.00,14.00
2026-02-13T09:34:00Z,88.00,14.00
2026-02-13T09:36:00Z,88.00,14.00
2026-02-13T09:42:00Z,88.00,14.00
2026-02-13T09:55:00Z,88.00,14.00
2026-02-13T09:57:00Z,88.00,14.00
2026-02-13T10:20:00Z,87.00,14.00
2026-02-13T10:23:00Z,88.00,14.00
2026-02-13T10:32:00Z,88.00,14.00
2026-02-13T10:34:00Z,88.00,14.00
2026-02-13T10:37:00Z,88.00,14.00
2026-02-13T10:56:00Z,88.00,14.00
2026-02-13T11:02:00Z,88.00,14.00
2026-02-13T11:03:00Z,88.00,14.00
2026-02-13T11:06:00Z,88.00,14.00
2026-02-13T11:09:00Z,88.00,14.00
2026-02-13T11:10:00Z,88.00,14.00
2026-02-13T11:11:00Z,88.00,14.00
2026-02-13T11:12:00Z,88.00,14.00
2026-02-13T11:15:00Z,88.00,14.00
2026-02-13T11:23:00Z,88.00,14.00
2026-02-13T11:31:00Z,88.00,14.00
2026-02-13T11:46:00Z,88.00,14.00
2026-02-13T11:48:00Z,88.00,14.00
2026-02-13T12:01:00Z,87.00,14.00
2026-02-13T12:05:00Z,88.00,14.00
2026-02-13T12:08:00Z,88.00,14.00
2026-02-13T12:10:00Z,88.00,14.00
2026-02-13T12:11:00Z,88.00,14.00
2026-02-13T12:12:00Z,88.00,14.00
2026-02-13T12:16:00Z,87.00,14.00
2026-02-13T12:17:00Z,87.00,14.00
2026-02-13T12:19:00Z,87.00,14.00
2026-02-13T12:20:00Z,87.00,14.00
2026-02-13T12:21:00Z,88.00,14.00
2026-02-13T12:24:00Z,88.00,14.00
2026-02-13T12:28:00Z,88.00,13.19
2026-02-13T12:29:00Z,87.00,13.19
2026-02-13T12:31:00Z,87.00,14.00
2026-02-13T12:32:00Z,87.00,14.00
2026-02-13T12:33:00Z,88.00,14.00
2026-02-13T12:34:00Z,88.00,14.00
2026-02-13T12:35:00Z,88.00,14.00
2026-02-13T12:37:00Z,88.00,14.00
2026-02-13T12:39:00Z,88.00,13.00
2026-02-13T12:45:00Z,88.00,13.00
2026-02-13T12:46:00Z,88.00,13.00
2026-02-13T12:47:00Z,88.00,13.00
2026-02-13T12:48:00Z,88.00,13.00
2026-02-13T12:49:00Z,88.00,14.00
