# event_ticker=KXATPCHALLENGERMATCH-26MAR19ZINTOB
# final_score=7-6(5) 4-6 6-3
# score_resolution=6-7 6-4 3-6
# match_winner=Tyler Zink
# fav_player=Miguel Tobon
# dog_player=Tyler Zink
# kalshi_date=2026-03-19
timestamp,Miguel Tobon,Tyler Zink
2026-03-19T13:22:00Z,,63.00
2026-03-19T15:02:00Z,,63.00
2026-03-19T16:24:00Z,39.00,63.00
2026-03-19T16:37:00Z,39.00,64.00
2026-03-19T16:40:00Z,39.00,64.00
2026-03-19T16:51:00Z,39.00,63.00
2026-03-19T16:58:00Z,39.00,63.00
2026-03-19T17:51:00Z,39.00,62.00
2026-03-19T17:55:00Z,38.00,62.00
2026-03-19T18:03:00Z,38.00,62.94
2026-03-19T18:09:00Z,40.00,62.94
2026-03-19T18:10:00Z,40.00,62.94
2026-03-19T18:12:00Z,40.00,63.00
2026-03-19T18:13:00Z,40.00,63.00
2026-03-19T18:15:00Z,40.77,60.00
2026-03-19T18:16:00Z,40.77,59.00
2026-03-19T18:17:00Z,41.00,59.00
2026-03-19T18:18:00Z,47.00,56.26
2026-03-19T18:19:00Z,46.00,53.00
2026-03-19T18:20:00Z,46.98,54.00
2026-03-19T18:21:00Z,46.98,56.00
2026-03-19T18:22:00Z,46.98,58.00
2026-03-19T18:24:00Z,42.89,59.00
2026-03-19T18:25:00Z,42.89,59.00
2026-03-19T18:26:00Z,38.99,59.00
2026-03-19T18:27:00Z,38.00,59.00
2026-03-19T18:28:00Z,38.00,65.83
2026-03-19T18:29:00Z,37.00,65.83
2026-03-19T18:30:00Z,38.84,62.00
2026-03-19T18:31:00Z,38.00,60.00
2026-03-19T18:32:00Z,41.00,60.00
2026-03-19T18:35:00Z,37.49,60.00
2026-03-19T18:36:00Z,37.49,60.00
2026-03-19T18:38:00Z,37.49,61.00
2026-03-19T18:39:00Z,40.92,64.00
2026-03-19T18:40:00Z,42.00,64.00
2026-03-19T18:41:00Z,42.00,62.00
2026-03-19T18:42:00Z,47.23,61.00
2026-03-19T18:43:00Z,47.23,62.00
2026-03-19T18:44:00Z,47.23,63.00
2026-03-19T18:45:00Z,42.29,63.00
2026-03-19T18:47:00Z,40.00,58.00
2026-03-19T18:48:00Z,45.00,58.00
2026-03-19T18:49:00Z,45.00,61.00
2026-03-19T18:50:00Z,31.98,68.47
2026-03-19T18:52:00Z,42.96,68.47
2026-03-19T18:54:00Z,38.00,68.47
2026-03-19T18:55:00Z,40.92,60.94
2026-03-19T18:56:00Z,46.54,54.85
2026-03-19T18:57:00Z,46.54,55.45
2026-03-19T18:58:00Z,42.89,58.63
2026-03-19T18:59:00Z,42.89,64.00
2026-03-19T19:00:00Z,32.00,68.02
2026-03-19T19:01:00Z,32.00,62.58
2026-03-19T19:02:00Z,25.71,73.97
2026-03-19T19:03:00Z,14.94,86.00
2026-03-19T19:04:00Z,14.75,86.00
2026-03-19T19:05:00Z,17.52,85.01
2026-03-19T19:06:00Z,16.98,81.00
2026-03-19T19:07:00Z,17.31,80.03
2026-03-19T19:08:00Z,16.00,85.00
2026-03-19T19:09:00Z,14.00,87.00
2026-03-19T19:10:00Z,11.79,88.00
2026-03-19T19:11:00Z,10.60,88.33
2026-03-19T19:12:00Z,12.15,90.00
2026-03-19T19:13:00Z,14.00,90.00
2026-03-19T19:14:00Z,14.74,85.99
2026-03-19T19:15:00Z,17.00,85.99
2026-03-19T19:16:00Z,14.00,86.00
2026-03-19T19:17:00Z,15.00,86.00
2026-03-19T19:18:00Z,14.00,86.00
2026-03-19T19:19:00Z,14.00,88.00
2026-03-19T19:20:00Z,13.82,88.00
2026-03-19T19:21:00Z,13.00,88.00
2026-03-19T19:22:00Z,14.00,86.00
2026-03-19T19:23:00Z,17.89,86.00
2026-03-19T19:24:00Z,27.84,86.00
2026-03-19T19:25:00Z,30.77,86.00
2026-03-19T19:26:00Z,32.77,70.00
2026-03-19T19:27:00Z,31.50,67.00
2026-03-19T19:28:00Z,35.04,65.00
2026-03-19T19:29:00Z,32.65,68.00
2026-03-19T19:30:00Z,34.00,67.04
2026-03-19T19:31:00Z,32.46,68.00
2026-03-19T19:32:00Z,31.03,66.00
2026-03-19T19:33:00Z,31.27,68.16
2026-03-19T19:34:00Z,35.29,65.00
2026-03-19T19:35:00Z,35.29,67.00
2026-03-19T19:37:00Z,25.00,68.00
2026-03-19T19:38:00Z,25.35,73.93
2026-03-19T19:39:00Z,35.71,73.93
2026-03-19T19:40:00Z,37.03,61.00
2026-03-19T19:41:00Z,37.00,63.00
2026-03-19T19:42:00Z,37.00,64.49
2026-03-19T19:43:00Z,31.42,64.49
2026-03-19T19:45:00Z,32.17,66.00
2026-03-19T19:46:00Z,32.17,65.70
2026-03-19T19:47:00Z,32.17,62.00
2026-03-19T19:48:00Z,32.17,61.87
2026-03-19T19:49:00Z,38.82,63.64
2026-03-19T19:50:00Z,34.00,63.64
2026-03-19T19:52:00Z,28.16,70.74
2026-03-19T19:53:00Z,36.35,62.61
2026-03-19T19:54:00Z,41.83,60.58
2026-03-19T19:55:00Z,35.00,66.00
2026-03-19T19:56:00Z,34.25,66.97
2026-03-19T19:57:00Z,31.51,67.77
2026-03-19T19:58:00Z,39.91,61.66
2026-03-19T19:59:00Z,35.28,64.76
2026-03-19T20:00:00Z,32.30,67.32
2026-03-19T20:01:00Z,32.88,68.47
2026-03-19T20:02:00Z,15.23,79.84
2026-03-19T20:03:00Z,3.05,94.88
2026-03-19T20:04:00Z,1.93,98.40
2026-03-19T20:05:00Z,1.93,99.00
2026-03-19T20:06:00Z,1.93,99.00
2026-03-19T20:07:00Z,1.93,99.00
2026-03-19T20:08:00Z,1.93,99.00
2026-03-19T20:09:00Z,1.93,99.00
2026-03-19T20:11:00Z,1.93,99.00
2026-03-19T20:12:00Z,1.93,99.00
