# event_ticker=KXATPCHALLENGERMATCH-26APR14JASJON
# final_score=6-4 5-7 6-2
# match_winner=Maximus Jones
# fav_player=Maximus Jones
# dog_player=Omar Jasika
# kalshi_date=2026-04-14
timestamp,Maximus Jones,Omar Jasika
2026-04-14T21:14:00Z,62.00,
2026-04-14T21:16:00Z,62.00,37.00
2026-04-14T21:32:00Z,62.00,37.00
2026-04-14T21:55:00Z,61.00,37.00
2026-04-14T22:29:00Z,61.00,37.00
2026-04-14T22:31:00Z,62.00,37.00
2026-04-14T22:42:00Z,62.60,37.00
2026-04-14T23:56:00Z,62.60,36.27
2026-04-14T23:57:00Z,62.60,35.38
2026-04-15T01:01:00Z,63.00,35.38
2026-04-15T01:17:00Z,63.00,36.00
2026-04-15T01:58:00Z,63.00,36.00
2026-04-15T02:00:00Z,63.00,39.00
2026-04-15T02:12:00Z,61.00,39.00
2026-04-15T02:21:00Z,61.00,39.00
2026-04-15T03:03:00Z,61.00,40.00
2026-04-15T03:10:00Z,61.00,40.00
2026-04-15T03:28:00Z,61.00,40.00
2026-04-15T03:54:00Z,61.00,38.00
2026-04-15T04:12:00Z,61.00,38.00
2026-04-15T04:24:00Z,60.00,40.00
2026-04-15T04:27:00Z,60.00,40.00
2026-04-15T04:31:00Z,61.00,37.79
2026-04-15T04:42:00Z,61.00,39.00
2026-04-15T04:49:00Z,61.00,40.00
2026-04-15T04:50:00Z,62.00,40.00
2026-04-15T04:52:00Z,62.00,40.00
2026-04-15T04:55:00Z,62.00,40.00
2026-04-15T04:57:00Z,63.00,40.00
2026-04-15T04:58:00Z,63.00,40.00
2026-04-15T05:00:00Z,63.00,40.00
2026-04-15T05:03:00Z,63.00,40.00
2026-04-15T05:06:00Z,63.00,40.00
2026-04-15T05:08:00Z,61.00,40.00
2026-04-15T05:13:00Z,63.00,40.00
2026-04-15T05:24:00Z,63.00,40.00
2026-04-15T05:25:00Z,63.00,40.00
2026-04-15T05:26:00Z,63.00,40.00
2026-04-15T05:27:00Z,64.00,40.00
2026-04-15T05:34:00Z,63.00,40.00
2026-04-15T05:39:00Z,64.00,40.00
2026-04-15T05:41:00Z,64.00,40.00
2026-04-15T05:42:00Z,64.00,36.00
2026-04-15T05:48:00Z,64.00,39.00
2026-04-15T05:49:00Z,64.00,39.00
2026-04-15T05:53:00Z,64.00,38.20
2026-04-15T05:55:00Z,63.00,39.93
2026-04-15T05:59:00Z,63.00,40.88
2026-04-15T06:00:00Z,63.00,41.00
2026-04-15T06:02:00Z,63.00,36.00
2026-04-15T06:06:00Z,63.00,36.00
2026-04-15T06:24:00Z,63.00,36.00
2026-04-15T06:40:00Z,63.00,36.57
2026-04-15T06:52:00Z,63.00,41.16
2026-04-15T06:57:00Z,61.00,41.16
2026-04-15T07:02:00Z,61.00,39.00
2026-04-15T07:03:00Z,61.00,37.00
2026-04-15T07:04:00Z,63.00,37.00
2026-04-15T07:21:00Z,62.23,37.00
2026-04-15T07:23:00Z,63.00,37.00
2026-04-15T07:28:00Z,63.00,37.00
2026-04-15T07:31:00Z,63.00,37.00
2026-04-15T07:39:00Z,63.00,37.00
2026-04-15T07:42:00Z,63.00,37.00
2026-04-15T07:47:00Z,63.00,37.00
2026-04-15T07:53:00Z,63.00,37.00
2026-04-15T07:55:00Z,63.00,37.00
2026-04-15T07:58:00Z,63.00,38.35
2026-04-15T08:02:00Z,61.00,39.81
2026-04-15T08:06:00Z,62.00,39.81
2026-04-15T08:20:00Z,62.00,39.81
2026-04-15T08:23:00Z,62.00,39.00
2026-04-15T08:25:00Z,62.00,40.00
2026-04-15T08:26:00Z,62.00,40.00
2026-04-15T08:27:00Z,62.42,40.00
2026-04-15T08:28:00Z,63.16,38.17
2026-04-15T08:30:00Z,63.00,38.45
2026-04-15T08:31:00Z,63.00,38.74
2026-04-15T08:37:00Z,63.00,39.00
2026-04-15T08:39:00Z,62.19,39.00
2026-04-15T08:40:00Z,63.00,38.00
2026-04-15T08:41:00Z,63.00,39.34
2026-04-15T08:42:00Z,63.00,39.34
2026-04-15T08:43:00Z,63.00,38.58
2026-04-15T08:44:00Z,63.00,38.00
2026-04-15T08:45:00Z,64.00,39.00
2026-04-15T08:46:00Z,63.08,39.24
2026-04-15T08:47:00Z,68.24,33.42
2026-04-15T08:48:00Z,67.80,33.51
2026-04-15T08:49:00Z,76.04,24.88
2026-04-15T08:50:00Z,78.87,20.86
2026-04-15T08:51:00Z,79.73,23.42
2026-04-15T08:52:00Z,81.47,13.57
2026-04-15T08:53:00Z,80.51,23.65
2026-04-15T08:54:00Z,78.00,22.87
2026-04-15T08:55:00Z,77.00,24.54
2026-04-15T08:56:00Z,78.00,24.55
2026-04-15T08:57:00Z,79.99,22.00
2026-04-15T08:58:00Z,81.02,20.76
2026-04-15T08:59:00Z,80.72,20.54
2026-04-15T09:00:00Z,80.25,22.33
2026-04-15T09:01:00Z,80.32,21.08
2026-04-15T09:02:00Z,80.00,21.95
2026-04-15T09:03:00Z,79.24,22.08
2026-04-15T09:04:00Z,78.77,22.08
2026-04-15T09:05:00Z,74.99,28.65
2026-04-15T09:06:00Z,73.95,29.65
2026-04-15T09:07:00Z,78.83,21.86
2026-04-15T09:08:00Z,79.83,21.60
2026-04-15T09:09:00Z,79.28,23.49
2026-04-15T09:10:00Z,83.84,19.43
2026-04-15T09:11:00Z,82.04,21.56
2026-04-15T09:12:00Z,80.00,23.00
2026-04-15T09:13:00Z,80.67,21.03
2026-04-15T09:14:00Z,82.08,19.22
2026-04-15T09:15:00Z,84.32,17.65
2026-04-15T09:16:00Z,83.35,18.02
2026-04-15T09:17:00Z,83.35,19.32
2026-04-15T09:18:00Z,81.93,18.73
2026-04-15T09:19:00Z,81.78,24.22
2026-04-15T09:20:00Z,77.58,23.25
2026-04-15T09:21:00Z,79.19,22.28
2026-04-15T09:22:00Z,76.03,23.88
2026-04-15T09:23:00Z,74.25,25.41
2026-04-15T09:24:00Z,80.51,18.92
2026-04-15T09:25:00Z,82.15,17.89
2026-04-15T09:26:00Z,83.45,16.50
2026-04-15T09:27:00Z,88.01,11.61
2026-04-15T09:28:00Z,87.00,13.98
2026-04-15T09:29:00Z,83.29,16.88
2026-04-15T09:30:00Z,83.76,17.72
2026-04-15T09:31:00Z,82.30,18.87
2026-04-15T09:32:00Z,85.80,16.74
2026-04-15T09:33:00Z,84.72,16.40
2026-04-15T09:34:00Z,84.75,16.92
2026-04-15T09:35:00Z,80.94,19.81
2026-04-15T09:36:00Z,81.00,21.43
2026-04-15T09:37:00Z,80.54,18.48
2026-04-15T09:38:00Z,76.50,24.61
2026-04-15T09:39:00Z,78.56,23.27
2026-04-15T09:40:00Z,75.46,26.57
2026-04-15T09:41:00Z,69.26,33.69
2026-04-15T09:42:00Z,60.40,38.23
2026-04-15T09:43:00Z,60.41,38.87
2026-04-15T09:44:00Z,62.00,38.87
2026-04-15T09:45:00Z,61.68,40.53
2026-04-15T09:46:00Z,60.85,40.93
2026-04-15T09:47:00Z,59.77,42.02
2026-04-15T09:48:00Z,58.78,45.11
2026-04-15T09:49:00Z,57.92,42.79
2026-04-15T09:50:00Z,51.61,51.37
2026-04-15T09:51:00Z,53.61,47.68
2026-04-15T09:52:00Z,56.04,43.76
2026-04-15T09:53:00Z,59.21,42.32
2026-04-15T09:54:00Z,60.29,41.87
2026-04-15T09:55:00Z,67.76,30.77
2026-04-15T09:56:00Z,65.00,34.38
2026-04-15T09:57:00Z,69.13,29.23
2026-04-15T09:58:00Z,77.00,21.80
2026-04-15T09:59:00Z,77.43,25.91
2026-04-15T10:00:00Z,73.56,26.90
2026-04-15T10:01:00Z,80.12,21.17
2026-04-15T10:02:00Z,79.32,21.57
2026-04-15T10:03:00Z,78.13,25.51
2026-04-15T10:04:00Z,74.79,24.34
2026-04-15T10:05:00Z,78.86,24.28
2026-04-15T10:06:00Z,75.89,24.79
2026-04-15T10:07:00Z,73.26,26.54
2026-04-15T10:08:00Z,76.68,26.42
2026-04-15T10:09:00Z,79.76,19.65
2026-04-15T10:10:00Z,83.83,18.61
2026-04-15T10:11:00Z,85.01,13.50
2026-04-15T10:12:00Z,75.08,24.06
2026-04-15T10:13:00Z,75.90,24.19
2026-04-15T10:14:00Z,77.53,16.79
2026-04-15T10:15:00Z,72.51,30.51
2026-04-15T10:16:00Z,73.24,25.18
2026-04-15T10:17:00Z,74.38,29.76
2026-04-15T10:18:00Z,66.67,33.19
2026-04-15T10:19:00Z,57.10,40.16
2026-04-15T10:20:00Z,56.28,45.73
2026-04-15T10:21:00Z,57.25,41.75
2026-04-15T10:22:00Z,58.95,42.18
2026-04-15T10:23:00Z,55.39,43.74
2026-04-15T10:24:00Z,60.93,37.81
2026-04-15T10:25:00Z,54.97,46.14
2026-04-15T10:26:00Z,51.74,45.59
2026-04-15T10:27:00Z,51.34,47.47
2026-04-15T10:28:00Z,55.15,43.54
2026-04-15T10:29:00Z,56.46,44.60
2026-04-15T10:30:00Z,56.13,47.60
2026-04-15T10:31:00Z,59.39,47.62
2026-04-15T10:32:00Z,69.68,27.19
2026-04-15T10:33:00Z,80.83,19.86
2026-04-15T10:34:00Z,79.26,21.19
2026-04-15T10:35:00Z,76.65,23.21
2026-04-15T10:36:00Z,80.27,20.36
2026-04-15T10:37:00Z,85.88,11.40
2026-04-15T10:38:00Z,93.85,5.31
2026-04-15T10:39:00Z,97.35,2.55
2026-04-15T10:40:00Z,98.20,1.60
2026-04-15T10:41:00Z,98.50,1.01
2026-04-15T10:42:00Z,98.33,1.21
2026-04-15T10:43:00Z,99.00,1.06
2026-04-15T10:44:00Z,98.12,1.00
2026-04-15T10:45:00Z,98.29,1.00
2026-04-15T10:46:00Z,98.00,1.00
2026-04-15T10:47:00Z,99.00,1.06
2026-04-15T10:48:00Z,98.97,2.00
2026-04-15T10:49:00Z,99.00,1.00
2026-04-15T10:50:00Z,96.12,2.00
2026-04-15T10:51:00Z,99.00,1.00
2026-04-15T10:52:00Z,99.00,1.00
