# event_ticker=KXATPCHALLENGERMATCH-26MAR27ALTDAL
# final_score=6-1 6-3
# match_winner=Daniel Altmaier
# fav_player=Daniel Altmaier
# dog_player=Enrico Dalla Valle
# kalshi_date=2026-03-27
timestamp,Daniel Altmaier,Enrico Dalla Valle
2026-03-27T16:06:00Z,90.38,10.03
2026-03-27T16:07:00Z,90.07,9.99
2026-03-27T16:08:00Z,90.70,10.72
2026-03-27T16:09:00Z,91.98,8.46
2026-03-27T16:10:00Z,91.73,8.68
2026-03-27T16:11:00Z,92.46,8.67
2026-03-27T16:12:00Z,93.04,8.84
2026-03-27T16:13:00Z,92.48,8.65
2026-03-27T16:14:00Z,95.69,5.28
2026-03-27T16:15:00Z,96.86,3.20
2026-03-27T16:16:00Z,96.15,3.97
2026-03-27T16:17:00Z,97.29,3.52
2026-03-27T16:18:00Z,97.30,4.15
2026-03-27T16:19:00Z,97.75,3.42
2026-03-27T16:20:00Z,97.21,3.44
2026-03-27T16:21:00Z,95.80,4.62
2026-03-27T16:22:00Z,95.04,4.70
2026-03-27T16:23:00Z,93.66,6.95
2026-03-27T16:24:00Z,95.04,6.91
2026-03-27T16:25:00Z,95.00,6.86
2026-03-27T16:26:00Z,95.25,4.97
2026-03-27T16:27:00Z,97.98,3.12
2026-03-27T16:28:00Z,97.79,2.94
2026-03-27T16:29:00Z,98.00,2.57
2026-03-27T16:30:00Z,98.26,2.00
2026-03-27T16:31:00Z,98.65,2.03
2026-03-27T16:32:00Z,98.79,2.97
2026-03-27T16:33:00Z,96.96,3.78
2026-03-27T16:34:00Z,97.00,3.83
2026-03-27T16:35:00Z,97.92,2.67
2026-03-27T16:36:00Z,98.33,2.22
2026-03-27T16:37:00Z,98.24,2.00
2026-03-27T16:38:00Z,99.00,1.19
2026-03-27T16:39:00Z,98.00,2.03
2026-03-27T16:40:00Z,97.89,3.00
2026-03-27T16:41:00Z,98.14,2.00
2026-03-27T16:42:00Z,98.99,1.33
2026-03-27T16:43:00Z,99.00,1.62
2026-03-27T16:44:00Z,98.85,1.96
2026-03-27T16:45:00Z,98.26,2.20
2026-03-27T16:46:00Z,97.50,1.26
2026-03-27T16:47:00Z,99.00,1.38
2026-03-27T16:48:00Z,98.90,1.87
2026-03-27T16:49:00Z,98.03,1.28
2026-03-27T16:50:00Z,98.43,1.16
2026-03-27T16:51:00Z,99.00,1.16
2026-03-27T16:52:00Z,99.00,1.16
