# event_ticker=KXATPMATCH-25OCT27DARCAZ
# final_score=7-6(5) 7-6(4)
# score_resolution=7-6 7-6
# match_winner=Arthur Cazaux
# fav_player=Arthur Cazaux
# dog_player=Luciano Darderi
# kalshi_date=2025-10-27
timestamp,Arthur Cazaux,Luciano Darderi
2025-10-27T07:46:00Z,68.00,33.00
2025-10-27T07:47:00Z,68.00,33.00
2025-10-27T08:01:00Z,68.00,33.00
2025-10-27T08:02:00Z,68.00,33.00
2025-10-27T08:09:00Z,68.00,33.00
2025-10-27T08:17:00Z,68.00,33.00
2025-10-27T08:19:00Z,68.00,33.00
2025-10-27T08:20:00Z,68.00,33.00
2025-10-27T08:22:00Z,68.00,31.73
2025-10-27T08:23:00Z,69.00,31.73
2025-10-27T08:30:00Z,69.00,31.73
2025-10-27T08:43:00Z,69.00,31.73
2025-10-27T08:57:00Z,69.00,31.73
2025-10-27T09:01:00Z,69.00,33.00
2025-10-27T09:02:00Z,69.00,33.00
2025-10-27T09:14:00Z,69.12,33.00
2025-10-27T09:15:00Z,69.12,33.00
2025-10-27T09:16:00Z,70.00,33.00
2025-10-27T09:19:00Z,70.00,33.00
2025-10-27T09:20:00Z,70.00,33.00
2025-10-27T09:21:00Z,70.00,33.00
2025-10-27T09:27:00Z,70.00,33.00
2025-10-27T09:29:00Z,70.00,33.00
2025-10-27T09:30:00Z,70.00,33.00
2025-10-27T09:33:00Z,70.00,33.00
2025-10-27T09:34:00Z,70.00,33.00
2025-10-27T09:39:00Z,70.00,33.00
2025-10-27T09:47:00Z,70.00,33.00
2025-10-27T09:48:00Z,70.00,33.00
2025-10-27T09:51:00Z,70.00,31.00
2025-10-27T09:59:00Z,70.00,30.97
2025-10-27T10:02:00Z,70.00,30.00
2025-10-27T10:03:00Z,72.00,30.00
2025-10-27T10:04:00Z,72.00,30.40
2025-10-27T10:05:00Z,71.00,31.00
2025-10-27T10:09:00Z,71.00,30.00
2025-10-27T10:10:00Z,71.00,31.00
2025-10-27T10:12:00Z,71.27,31.00
2025-10-27T10:15:00Z,75.00,31.00
2025-10-27T10:16:00Z,75.00,31.00
2025-10-27T10:17:00Z,75.00,31.00
2025-10-27T10:18:00Z,75.00,32.72
2025-10-27T10:19:00Z,71.00,29.71
2025-10-27T10:20:00Z,72.00,28.00
2025-10-27T10:21:00Z,73.00,28.00
2025-10-27T10:22:00Z,73.00,28.00
2025-10-27T10:23:00Z,73.00,31.00
2025-10-27T10:24:00Z,68.00,32.00
2025-10-27T10:26:00Z,69.00,32.00
2025-10-27T10:27:00Z,71.00,33.00
2025-10-27T10:28:00Z,71.00,31.00
2025-10-27T10:29:00Z,72.00,31.00
2025-10-27T10:30:00Z,69.00,32.79
2025-10-27T10:31:00Z,69.00,33.52
2025-10-27T10:32:00Z,68.64,34.00
2025-10-27T10:33:00Z,67.07,34.00
2025-10-27T10:34:00Z,71.00,30.00
2025-10-27T10:36:00Z,71.00,28.10
2025-10-27T10:37:00Z,71.00,29.00
2025-10-27T10:38:00Z,71.00,31.18
2025-10-27T10:39:00Z,68.00,32.33
2025-10-27T10:41:00Z,68.00,28.09
2025-10-27T10:43:00Z,72.00,28.09
2025-10-27T10:44:00Z,72.00,29.00
2025-10-27T10:45:00Z,77.45,23.35
2025-10-27T10:46:00Z,73.87,26.00
2025-10-27T10:47:00Z,73.87,30.27
2025-10-27T10:48:00Z,73.87,31.71
2025-10-27T10:49:00Z,73.87,31.00
2025-10-27T10:50:00Z,70.59,30.00
2025-10-27T10:51:00Z,70.59,28.83
2025-10-27T10:52:00Z,71.00,29.00
2025-10-27T10:53:00Z,77.17,21.62
2025-10-27T10:54:00Z,76.00,24.54
2025-10-27T10:55:00Z,76.00,30.48
2025-10-27T10:56:00Z,70.10,30.00
2025-10-27T10:57:00Z,73.02,27.35
2025-10-27T10:58:00Z,76.00,25.39
2025-10-27T10:59:00Z,78.17,20.93
2025-10-27T11:01:00Z,77.80,22.22
2025-10-27T11:02:00Z,83.98,17.33
2025-10-27T11:03:00Z,85.00,16.00
2025-10-27T11:04:00Z,83.04,15.98
2025-10-27T11:05:00Z,85.02,14.06
2025-10-27T11:06:00Z,87.00,15.00
2025-10-27T11:07:00Z,86.05,14.62
2025-10-27T11:08:00Z,83.00,15.92
2025-10-27T11:09:00Z,83.00,16.19
2025-10-27T11:10:00Z,83.00,17.00
2025-10-27T11:11:00Z,85.00,17.00
2025-10-27T11:12:00Z,85.00,16.00
2025-10-27T11:13:00Z,82.00,16.00
2025-10-27T11:14:00Z,85.00,17.07
2025-10-27T11:15:00Z,85.00,15.00
2025-10-27T11:16:00Z,85.00,16.73
2025-10-27T11:17:00Z,83.00,18.67
2025-10-27T11:18:00Z,83.00,18.00
2025-10-27T11:19:00Z,81.98,21.02
2025-10-27T11:20:00Z,72.29,26.63
2025-10-27T11:21:00Z,66.72,26.63
2025-10-27T11:22:00Z,66.00,35.50
2025-10-27T11:23:00Z,67.00,35.16
2025-10-27T11:24:00Z,70.37,30.00
2025-10-27T11:25:00Z,75.83,25.40
2025-10-27T11:26:00Z,81.00,19.81
2025-10-27T11:27:00Z,79.00,20.00
2025-10-27T11:28:00Z,82.00,20.00
2025-10-27T11:29:00Z,82.00,19.81
2025-10-27T11:30:00Z,75.33,24.72
2025-10-27T11:31:00Z,71.30,26.10
2025-10-27T11:32:00Z,77.42,22.98
2025-10-27T11:33:00Z,77.00,21.34
2025-10-27T11:34:00Z,77.68,25.00
2025-10-27T11:35:00Z,74.27,27.44
2025-10-27T11:36:00Z,64.00,40.00
2025-10-27T11:37:00Z,59.00,40.00
2025-10-27T11:38:00Z,60.53,39.81
2025-10-27T11:39:00Z,57.48,42.00
2025-10-27T11:40:00Z,55.08,45.00
2025-10-27T11:41:00Z,57.00,44.00
2025-10-27T11:42:00Z,57.00,43.99
2025-10-27T11:43:00Z,52.16,48.00
2025-10-27T11:44:00Z,55.00,46.86
2025-10-27T11:45:00Z,57.00,44.00
2025-10-27T11:46:00Z,61.16,42.12
2025-10-27T11:47:00Z,62.10,37.50
2025-10-27T11:48:00Z,72.33,25.55
2025-10-27T11:49:00Z,78.73,25.31
2025-10-27T11:50:00Z,77.50,23.27
2025-10-27T11:51:00Z,77.55,23.26
2025-10-27T11:52:00Z,77.55,22.20
2025-10-27T11:53:00Z,80.94,20.00
2025-10-27T11:54:00Z,75.51,24.56
2025-10-27T11:55:00Z,80.23,21.63
2025-10-27T11:56:00Z,79.28,20.44
2025-10-27T11:57:00Z,81.92,17.50
2025-10-27T11:58:00Z,88.56,11.84
2025-10-27T11:59:00Z,89.43,11.35
2025-10-27T12:00:00Z,80.29,20.43
2025-10-27T12:01:00Z,83.32,13.28
2025-10-27T12:02:00Z,85.18,14.33
2025-10-27T12:03:00Z,76.09,24.20
2025-10-27T12:04:00Z,76.79,24.95
2025-10-27T12:05:00Z,76.00,26.00
2025-10-27T12:06:00Z,65.74,30.89
2025-10-27T12:07:00Z,66.25,34.31
2025-10-27T12:08:00Z,72.47,27.20
2025-10-27T12:09:00Z,73.93,27.83
2025-10-27T12:10:00Z,74.55,26.95
2025-10-27T12:11:00Z,73.74,27.12
2025-10-27T12:12:00Z,77.00,25.43
2025-10-27T12:13:00Z,83.05,19.83
2025-10-27T12:14:00Z,90.40,9.67
2025-10-27T12:15:00Z,87.51,11.66
2025-10-27T12:16:00Z,89.11,13.16
2025-10-27T12:17:00Z,95.97,6.53
2025-10-27T12:18:00Z,94.57,5.48
2025-10-27T12:19:00Z,94.57,2.06
2025-10-27T12:20:00Z,97.50,1.92
2025-10-27T12:21:00Z,99.00,1.92
2025-10-27T12:22:00Z,99.00,1.92
2025-10-27T12:23:00Z,99.00,1.92
2025-10-27T12:25:00Z,99.00,1.00
