# event_ticker=KXATPCHALLENGERMATCH-26MAY16CERHAL
# final_score=6-2 6-4
# match_winner=Juan Manuel Cerundolo
# fav_player=Juan Manuel Cerundolo
# dog_player=Quentin Halys
# kalshi_date=2026-05-16
timestamp,Juan Manuel Cerundolo,Quentin Halys
2026-05-16T00:24:00Z,62.34,
2026-05-16T00:28:00Z,62.00,
2026-05-16T00:38:00Z,62.00,
2026-05-16T00:46:00Z,62.00,41.00
2026-05-16T00:48:00Z,62.00,41.00
2026-05-16T01:01:00Z,62.00,41.00
2026-05-16T02:35:00Z,62.00,41.00
2026-05-16T02:41:00Z,62.00,41.00
2026-05-16T02:42:00Z,62.00,41.00
2026-05-16T02:50:00Z,62.00,41.00
2026-05-16T02:54:00Z,62.00,41.00
2026-05-16T02:55:00Z,62.00,41.00
2026-05-16T03:03:00Z,62.00,41.00
2026-05-16T03:05:00Z,62.00,41.00
2026-05-16T03:13:00Z,62.00,41.00
2026-05-16T03:30:00Z,62.00,41.00
2026-05-16T03:32:00Z,62.00,41.00
2026-05-16T03:48:00Z,62.00,40.13
2026-05-16T03:50:00Z,62.00,40.13
2026-05-16T03:59:00Z,62.00,40.13
2026-05-16T04:01:00Z,62.00,40.13
2026-05-16T04:08:00Z,60.17,40.13
2026-05-16T04:14:00Z,61.73,40.13
2026-05-16T04:24:00Z,61.00,40.13
2026-05-16T04:26:00Z,61.00,40.13
2026-05-16T04:28:00Z,61.38,40.13
2026-05-16T04:30:00Z,61.00,40.13
2026-05-16T04:32:00Z,61.00,40.13
2026-05-16T04:37:00Z,61.00,40.13
2026-05-16T04:38:00Z,61.00,40.13
2026-05-16T04:39:00Z,61.00,41.00
2026-05-16T04:42:00Z,61.00,41.00
2026-05-16T04:47:00Z,61.00,41.00
2026-05-16T04:56:00Z,61.00,41.00
2026-05-16T04:58:00Z,61.00,41.00
2026-05-16T05:03:00Z,61.00,41.00
2026-05-16T05:04:00Z,61.00,41.00
2026-05-16T05:17:00Z,61.00,41.00
2026-05-16T05:32:00Z,60.00,41.00
2026-05-16T05:46:00Z,60.00,41.00
2026-05-16T05:55:00Z,60.00,40.00
2026-05-16T05:59:00Z,60.00,40.00
2026-05-16T06:07:00Z,60.00,40.00
2026-05-16T06:18:00Z,60.00,41.00
2026-05-16T06:19:00Z,60.00,41.00
2026-05-16T06:26:00Z,60.00,41.00
2026-05-16T06:29:00Z,60.98,41.00
2026-05-16T06:30:00Z,61.00,41.00
2026-05-16T06:35:00Z,61.00,41.00
2026-05-16T06:48:00Z,61.00,41.00
2026-05-16T07:18:00Z,61.92,41.00
2026-05-16T07:42:00Z,61.00,41.00
2026-05-16T08:02:00Z,61.00,41.00
2026-05-16T08:03:00Z,61.00,41.00
2026-05-16T08:12:00Z,61.00,41.00
2026-05-16T08:24:00Z,61.00,41.00
2026-05-16T08:35:00Z,61.00,41.00
2026-05-16T08:46:00Z,61.00,41.00
2026-05-16T08:47:00Z,61.00,41.00
2026-05-16T08:48:00Z,61.00,41.00
2026-05-16T08:49:00Z,61.00,41.00
2026-05-16T08:50:00Z,62.00,40.00
2026-05-16T08:53:00Z,63.06,40.00
2026-05-16T09:18:00Z,63.00,39.00
2026-05-16T09:59:00Z,63.00,39.00
2026-05-16T10:06:00Z,63.00,39.00
2026-05-16T10:32:00Z,63.00,39.00
2026-05-16T10:53:00Z,62.00,39.00
2026-05-16T10:57:00Z,63.00,39.00
2026-05-16T11:06:00Z,62.00,39.00
2026-05-16T11:08:00Z,63.00,39.56
2026-05-16T11:11:00Z,63.00,39.56
2026-05-16T11:31:00Z,62.55,39.56
2026-05-16T11:34:00Z,62.55,40.00
2026-05-16T11:35:00Z,62.55,39.00
2026-05-16T11:37:00Z,63.53,39.00
2026-05-16T11:40:00Z,63.00,39.00
2026-05-16T11:41:00Z,64.00,39.00
2026-05-16T11:42:00Z,64.00,39.00
2026-05-16T11:48:00Z,64.00,38.00
2026-05-16T11:49:00Z,64.00,38.00
2026-05-16T11:51:00Z,64.00,38.00
2026-05-16T11:56:00Z,64.00,38.00
2026-05-16T11:57:00Z,64.00,38.00
2026-05-16T11:58:00Z,64.00,38.00
2026-05-16T12:00:00Z,64.00,38.00
2026-05-16T12:02:00Z,64.00,37.00
2026-05-16T12:04:00Z,64.00,37.00
2026-05-16T12:05:00Z,64.00,37.00
2026-05-16T12:08:00Z,64.00,37.00
2026-05-16T12:09:00Z,64.00,37.00
2026-05-16T12:10:00Z,64.00,37.00
2026-05-16T12:11:00Z,63.86,37.69
2026-05-16T12:12:00Z,66.54,37.32
2026-05-16T12:13:00Z,64.11,37.54
2026-05-16T12:14:00Z,72.29,27.00
2026-05-16T12:15:00Z,74.00,24.01
2026-05-16T12:16:00Z,77.00,24.00
2026-05-16T12:17:00Z,78.87,23.00
2026-05-16T12:18:00Z,76.44,25.02
2026-05-16T12:19:00Z,74.54,24.50
2026-05-16T12:20:00Z,76.00,25.00
2026-05-16T12:21:00Z,76.00,25.84
2026-05-16T12:22:00Z,77.18,25.05
2026-05-16T12:23:00Z,77.18,22.00
2026-05-16T12:24:00Z,79.00,22.00
2026-05-16T12:25:00Z,80.99,21.99
2026-05-16T12:26:00Z,81.04,18.00
2026-05-16T12:27:00Z,78.00,22.79
2026-05-16T12:28:00Z,77.00,22.79
2026-05-16T12:29:00Z,76.87,25.00
2026-05-16T12:30:00Z,74.00,28.36
2026-05-16T12:31:00Z,76.54,22.71
2026-05-16T12:32:00Z,79.27,21.00
2026-05-16T12:33:00Z,81.54,21.00
2026-05-16T12:34:00Z,83.91,16.73
2026-05-16T12:35:00Z,86.13,14.00
2026-05-16T12:36:00Z,87.00,14.26
2026-05-16T12:37:00Z,87.00,12.00
2026-05-16T12:38:00Z,87.96,13.00
2026-05-16T12:39:00Z,88.00,13.00
2026-05-16T12:40:00Z,87.00,14.00
2026-05-16T12:41:00Z,86.21,15.00
2026-05-16T12:42:00Z,84.60,15.31
2026-05-16T12:43:00Z,85.24,15.96
2026-05-16T12:44:00Z,83.66,16.99
2026-05-16T12:45:00Z,84.91,16.99
2026-05-16T12:46:00Z,84.52,17.00
2026-05-16T12:47:00Z,85.00,16.18
2026-05-16T12:48:00Z,85.00,16.00
2026-05-16T12:49:00Z,87.20,15.73
2026-05-16T12:50:00Z,89.37,10.76
2026-05-16T12:51:00Z,92.33,6.25
2026-05-16T12:52:00Z,95.00,5.94
2026-05-16T12:53:00Z,94.97,5.38
2026-05-16T12:54:00Z,96.00,4.76
2026-05-16T12:55:00Z,96.19,4.12
2026-05-16T12:56:00Z,97.42,3.54
2026-05-16T12:57:00Z,96.20,4.01
2026-05-16T12:58:00Z,94.99,5.76
2026-05-16T12:59:00Z,94.62,6.00
2026-05-16T13:00:00Z,93.07,6.00
2026-05-16T13:01:00Z,95.91,7.66
2026-05-16T13:02:00Z,94.94,4.92
2026-05-16T13:03:00Z,96.29,4.00
2026-05-16T13:04:00Z,95.21,5.00
2026-05-16T13:05:00Z,95.20,5.00
2026-05-16T13:06:00Z,95.36,3.72
2026-05-16T13:07:00Z,95.44,3.46
2026-05-16T13:08:00Z,96.52,3.88
2026-05-16T13:09:00Z,94.17,6.64
2026-05-16T13:10:00Z,95.30,3.69
2026-05-16T13:11:00Z,97.21,3.01
2026-05-16T13:12:00Z,97.00,3.07
2026-05-16T13:13:00Z,96.32,4.00
2026-05-16T13:14:00Z,96.67,3.88
2026-05-16T13:15:00Z,94.41,6.88
2026-05-16T13:16:00Z,96.57,3.89
2026-05-16T13:17:00Z,96.83,2.28
2026-05-16T13:18:00Z,99.00,1.07
2026-05-16T13:19:00Z,99.00,1.00
2026-05-16T13:20:00Z,99.00,1.00
