# event_ticker=KXATPCHALLENGERMATCH-26APR21DOSGOM
# final_score=6-0 2-0 RET
# match_winner=Stefan Dostanic
# fav_player=Federico Agustin Gomez
# dog_player=Stefan Dostanic
# kalshi_date=2026-04-21
timestamp,Stefan Dostanic,Federico Agustin Gomez
2026-04-21T20:09:00Z,56.00,46.00
2026-04-21T20:10:00Z,56.00,46.00
2026-04-21T20:14:00Z,56.00,46.00
2026-04-21T20:16:00Z,56.00,45.00
2026-04-21T20:19:00Z,57.00,45.00
2026-04-21T20:20:00Z,57.00,45.00
2026-04-21T20:21:00Z,57.00,45.00
2026-04-21T20:22:00Z,57.00,45.00
2026-04-21T20:23:00Z,57.00,46.00
2026-04-21T20:25:00Z,57.00,45.00
2026-04-21T20:26:00Z,57.64,45.00
2026-04-21T20:28:00Z,58.00,45.00
2026-04-21T20:30:00Z,58.00,45.00
2026-04-21T20:31:00Z,58.00,45.00
2026-04-21T20:34:00Z,58.00,45.00
2026-04-21T20:35:00Z,59.00,45.00
2026-04-21T20:36:00Z,59.00,45.00
2026-04-21T20:37:00Z,59.00,45.00
2026-04-21T20:38:00Z,59.00,45.00
2026-04-21T20:39:00Z,59.00,45.00
2026-04-21T20:40:00Z,59.00,45.00
2026-04-21T20:42:00Z,59.00,45.00
2026-04-21T20:43:00Z,59.00,45.00
2026-04-21T20:44:00Z,59.00,45.00
2026-04-21T20:45:00Z,59.00,45.00
2026-04-21T20:46:00Z,59.00,45.00
2026-04-21T20:48:00Z,59.00,42.00
2026-04-21T20:49:00Z,59.00,42.00
2026-04-21T20:52:00Z,59.00,42.18
2026-04-21T20:53:00Z,59.00,42.18
2026-04-21T20:55:00Z,59.00,42.00
2026-04-21T20:56:00Z,58.66,42.00
2026-04-21T20:57:00Z,58.09,42.00
2026-04-21T20:59:00Z,56.21,42.00
2026-04-21T21:00:00Z,58.78,44.00
2026-04-21T21:01:00Z,59.00,44.00
2026-04-21T21:03:00Z,56.33,44.00
2026-04-21T21:04:00Z,56.33,44.00
2026-04-21T21:07:00Z,59.00,44.00
2026-04-21T21:08:00Z,59.00,44.00
2026-04-21T21:10:00Z,59.00,44.00
2026-04-21T21:11:00Z,58.00,44.00
2026-04-21T21:12:00Z,58.81,44.00
2026-04-21T21:13:00Z,59.00,44.00
2026-04-21T21:15:00Z,59.00,44.00
2026-04-21T21:16:00Z,59.00,44.00
2026-04-21T21:17:00Z,59.00,44.00
2026-04-21T21:18:00Z,59.00,44.00
2026-04-21T21:19:00Z,59.00,44.00
2026-04-21T21:20:00Z,59.00,43.85
2026-04-21T21:21:00Z,59.00,43.85
2026-04-21T21:22:00Z,59.00,44.00
2026-04-21T21:23:00Z,59.00,44.00
2026-04-21T21:24:00Z,59.00,44.00
2026-04-21T21:26:00Z,59.00,44.00
2026-04-21T21:27:00Z,59.00,44.00
2026-04-21T21:29:00Z,58.62,43.00
2026-04-21T21:30:00Z,59.00,44.00
2026-04-21T21:31:00Z,59.00,44.51
2026-04-21T21:32:00Z,59.00,44.82
2026-04-21T21:33:00Z,57.00,44.50
2026-04-21T21:34:00Z,58.00,45.00
2026-04-21T21:37:00Z,58.00,44.60
2026-04-21T21:38:00Z,58.83,44.60
2026-04-21T21:39:00Z,58.83,45.00
2026-04-21T21:40:00Z,58.00,45.00
2026-04-21T21:41:00Z,58.06,45.00
2026-04-21T21:42:00Z,58.39,41.46
2026-04-21T21:43:00Z,59.12,44.45
2026-04-21T21:44:00Z,58.99,43.71
2026-04-21T21:45:00Z,58.49,44.90
2026-04-21T21:46:00Z,58.03,44.40
2026-04-21T21:47:00Z,58.01,45.56
2026-04-21T21:48:00Z,60.96,42.50
2026-04-21T21:49:00Z,60.61,40.70
2026-04-21T21:50:00Z,56.14,44.61
2026-04-21T21:51:00Z,62.86,35.55
2026-04-21T21:52:00Z,68.39,33.11
2026-04-21T21:53:00Z,63.49,36.20
2026-04-21T21:54:00Z,65.25,37.03
2026-04-21T21:55:00Z,69.55,31.39
2026-04-21T21:56:00Z,72.42,29.00
2026-04-21T21:57:00Z,71.55,29.48
2026-04-21T21:58:00Z,76.27,24.16
2026-04-21T21:59:00Z,79.56,20.95
2026-04-21T22:00:00Z,79.94,20.28
2026-04-21T22:01:00Z,79.01,21.04
2026-04-21T22:02:00Z,80.14,19.64
2026-04-21T22:03:00Z,80.00,20.85
2026-04-21T22:04:00Z,79.95,21.72
2026-04-21T22:05:00Z,79.00,21.68
2026-04-21T22:06:00Z,79.46,21.00
2026-04-21T22:07:00Z,79.40,19.25
2026-04-21T22:08:00Z,82.38,17.94
2026-04-21T22:09:00Z,83.70,16.94
2026-04-21T22:10:00Z,83.09,17.00
2026-04-21T22:11:00Z,84.74,16.20
2026-04-21T22:12:00Z,84.66,16.00
2026-04-21T22:13:00Z,84.09,16.00
2026-04-21T22:14:00Z,85.19,15.98
2026-04-21T22:15:00Z,84.54,16.60
2026-04-21T22:16:00Z,83.92,17.00
2026-04-21T22:17:00Z,84.76,18.68
2026-04-21T22:18:00Z,88.03,13.19
2026-04-21T22:19:00Z,91.57,8.98
2026-04-21T22:20:00Z,94.04,6.43
2026-04-21T22:21:00Z,95.93,4.97
2026-04-21T22:22:00Z,97.46,2.51
2026-04-21T22:23:00Z,98.99,1.04
2026-04-21T22:24:00Z,99.00,1.00
2026-04-21T22:25:00Z,99.00,1.00
2026-04-21T22:26:00Z,99.00,1.00
2026-04-21T22:27:00Z,99.00,1.00
2026-04-21T22:28:00Z,99.00,1.00
2026-04-21T22:29:00Z,99.00,1.00
2026-04-21T22:30:00Z,99.00,1.00
2026-04-21T22:31:00Z,99.00,1.00
2026-04-21T22:32:00Z,99.00,1.00
