# event_ticker=KXATPCHALLENGERMATCH-26APR11NOGCHI
# final_score=6-2 6-2
# score_resolution=2-6 2-6
# match_winner=Rio Noguchi
# fav_player=Clement Chidekh
# dog_player=Rio Noguchi
# kalshi_date=2026-04-11
timestamp,Clement Chidekh,Rio Noguchi
2026-04-12T17:24:00Z,61.00,
2026-04-12T18:22:00Z,64.00,
2026-04-12T18:30:00Z,64.00,
2026-04-12T18:32:00Z,64.97,
2026-04-12T18:48:00Z,64.00,
2026-04-12T21:18:00Z,65.00,
2026-04-12T21:28:00Z,65.00,38.00
2026-04-12T22:19:00Z,65.00,39.00
2026-04-12T23:55:00Z,63.00,39.00
2026-04-12T23:56:00Z,63.00,39.00
2026-04-13T00:01:00Z,63.00,39.00
2026-04-13T00:48:00Z,63.00,39.00
2026-04-13T01:13:00Z,63.00,39.00
2026-04-13T01:18:00Z,63.00,39.00
2026-04-13T01:23:00Z,63.00,39.00
2026-04-13T01:40:00Z,63.00,39.00
2026-04-13T01:43:00Z,63.00,39.00
2026-04-13T01:53:00Z,63.00,38.79
2026-04-13T01:58:00Z,63.00,39.00
2026-04-13T02:02:00Z,64.00,39.00
2026-04-13T02:05:00Z,64.00,39.00
2026-04-13T02:12:00Z,64.00,39.00
2026-04-13T02:14:00Z,64.00,39.00
2026-04-13T02:25:00Z,64.00,39.00
2026-04-13T02:38:00Z,64.00,39.00
2026-04-13T02:42:00Z,64.00,39.00
2026-04-13T02:50:00Z,64.00,39.00
2026-04-13T02:51:00Z,64.00,39.00
2026-04-13T02:57:00Z,64.00,39.00
2026-04-13T02:58:00Z,64.00,39.00
2026-04-13T03:02:00Z,64.00,39.00
2026-04-13T03:05:00Z,64.00,38.00
2026-04-13T03:06:00Z,64.00,38.00
2026-04-13T03:10:00Z,64.00,38.00
2026-04-13T03:11:00Z,64.00,38.00
2026-04-13T03:13:00Z,64.00,38.00
2026-04-13T03:14:00Z,64.00,38.00
2026-04-13T03:20:00Z,64.00,38.00
2026-04-13T03:21:00Z,64.00,38.00
2026-04-13T03:23:00Z,64.00,38.00
2026-04-13T03:27:00Z,64.00,38.00
2026-04-13T03:29:00Z,64.00,38.00
2026-04-13T03:30:00Z,64.00,38.00
2026-04-13T03:33:00Z,64.00,38.00
2026-04-13T03:37:00Z,63.29,38.00
2026-04-13T03:40:00Z,63.29,38.00
2026-04-13T03:41:00Z,64.00,38.00
2026-04-13T03:43:00Z,64.00,38.00
2026-04-13T03:44:00Z,64.00,38.00
2026-04-13T03:45:00Z,64.00,38.00
2026-04-13T03:46:00Z,63.00,38.00
2026-04-13T03:47:00Z,64.08,38.00
2026-04-13T03:48:00Z,63.96,38.00
2026-04-13T03:49:00Z,63.00,38.00
2026-04-13T03:52:00Z,64.32,38.00
2026-04-13T03:54:00Z,65.00,37.99
2026-04-13T03:57:00Z,65.00,37.99
2026-04-13T03:58:00Z,65.00,37.99
2026-04-13T03:59:00Z,65.00,37.00
2026-04-13T04:00:00Z,65.00,37.00
2026-04-13T04:01:00Z,65.00,37.00
2026-04-13T04:04:00Z,65.00,37.00
2026-04-13T04:06:00Z,65.00,37.00
2026-04-13T04:10:00Z,65.00,37.00
2026-04-13T04:14:00Z,65.00,37.00
2026-04-13T04:15:00Z,65.00,36.00
2026-04-13T04:16:00Z,65.00,37.00
2026-04-13T04:17:00Z,65.00,37.00
2026-04-13T04:18:00Z,64.00,37.00
2026-04-13T04:21:00Z,64.00,37.00
2026-04-13T04:23:00Z,64.00,37.00
2026-04-13T04:25:00Z,64.00,37.00
2026-04-13T04:26:00Z,64.00,38.00
2026-04-13T04:27:00Z,64.00,38.00
2026-04-13T04:30:00Z,64.00,38.00
