# event_ticker=KXATPCHALLENGERMATCH-26MAR25DUCPAC
# final_score=7-6(4) 6-3
# score_resolution=6-7 3-6
# match_winner=Rodrigo Pacheco Mendez
# fav_player=James Duckworth
# dog_player=Rodrigo Pacheco Mendez
# kalshi_date=2026-03-25
timestamp,James Duckworth,Rodrigo Pacheco Mendez
2026-03-25T14:14:00Z,65.00,
2026-03-25T14:22:00Z,65.00,
2026-03-25T14:26:00Z,65.00,
2026-03-25T15:19:00Z,61.00,
2026-03-25T15:34:00Z,60.00,
2026-03-25T15:57:00Z,60.00,
2026-03-25T15:58:00Z,60.00,42.00
2026-03-25T16:36:00Z,60.00,42.00
2026-03-25T16:49:00Z,60.00,42.00
2026-03-25T17:03:00Z,60.00,42.00
2026-03-25T17:04:00Z,60.00,42.00
2026-03-25T17:13:00Z,60.00,42.00
2026-03-25T17:35:00Z,60.00,39.84
2026-03-25T17:50:00Z,60.00,39.84
2026-03-25T17:51:00Z,60.00,39.84
2026-03-25T18:01:00Z,61.39,39.84
2026-03-25T18:04:00Z,62.00,39.84
2026-03-25T18:12:00Z,62.00,39.84
2026-03-25T18:28:00Z,62.00,38.00
2026-03-25T18:33:00Z,62.00,38.00
2026-03-25T19:05:00Z,60.03,38.00
2026-03-25T19:40:00Z,60.03,40.74
2026-03-25T20:19:00Z,61.00,40.74
2026-03-25T20:29:00Z,61.00,40.74
2026-03-25T20:30:00Z,61.00,40.74
2026-03-25T21:10:00Z,61.78,40.74
2026-03-25T21:15:00Z,62.00,40.74
2026-03-25T21:21:00Z,62.00,40.74
2026-03-25T21:27:00Z,62.00,40.74
2026-03-25T21:55:00Z,62.00,40.74
2026-03-25T21:56:00Z,62.00,40.74
2026-03-25T21:57:00Z,62.00,40.74
2026-03-25T21:58:00Z,62.00,40.74
2026-03-25T22:00:00Z,62.00,40.74
2026-03-25T22:02:00Z,62.00,39.00
2026-03-25T22:06:00Z,62.00,39.00
2026-03-25T22:07:00Z,62.00,39.00
2026-03-25T22:14:00Z,62.00,39.00
2026-03-25T22:23:00Z,62.00,39.00
2026-03-25T22:25:00Z,62.00,39.00
2026-03-25T22:26:00Z,62.00,39.00
2026-03-25T22:33:00Z,62.00,39.00
2026-03-25T22:35:00Z,62.00,39.00
2026-03-25T22:42:00Z,62.00,39.00
2026-03-25T22:44:00Z,62.00,39.00
2026-03-25T22:46:00Z,62.00,39.00
2026-03-25T22:48:00Z,62.00,39.00
2026-03-25T22:56:00Z,62.00,39.00
2026-03-25T22:57:00Z,62.00,39.00
2026-03-25T23:01:00Z,62.00,39.00
2026-03-25T23:02:00Z,62.00,39.00
2026-03-25T23:12:00Z,62.00,39.00
2026-03-25T23:19:00Z,62.00,39.00
2026-03-25T23:20:00Z,62.00,39.00
2026-03-25T23:27:00Z,62.00,39.00
2026-03-25T23:36:00Z,62.00,39.00
2026-03-25T23:38:00Z,62.00,39.00
2026-03-25T23:41:00Z,62.00,39.00
2026-03-25T23:47:00Z,62.00,39.00
2026-03-25T23:49:00Z,62.00,39.00
2026-03-25T23:51:00Z,62.00,39.00
2026-03-25T23:52:00Z,62.00,39.00
2026-03-25T23:53:00Z,62.00,39.00
2026-03-25T23:54:00Z,61.00,39.00
2026-03-25T23:55:00Z,61.98,39.00
2026-03-25T23:56:00Z,62.00,39.00
2026-03-25T23:59:00Z,62.62,39.00
2026-03-26T00:01:00Z,63.00,39.00
2026-03-26T00:02:00Z,61.00,39.00
2026-03-26T00:06:00Z,61.00,38.00
2026-03-26T00:07:00Z,64.00,38.94
2026-03-26T00:08:00Z,63.89,38.94
2026-03-26T00:09:00Z,63.97,38.94
2026-03-26T00:10:00Z,66.00,36.00
2026-03-26T00:11:00Z,60.74,38.91
2026-03-26T00:12:00Z,62.60,37.00
2026-03-26T00:13:00Z,62.71,35.67
2026-03-26T00:14:00Z,66.00,35.67
2026-03-26T00:15:00Z,66.00,32.00
2026-03-26T00:16:00Z,66.95,35.91
2026-03-26T00:17:00Z,64.02,36.38
2026-03-26T00:18:00Z,64.00,36.00
2026-03-26T00:19:00Z,66.24,34.00
2026-03-26T00:20:00Z,67.00,34.00
2026-03-26T00:21:00Z,67.00,34.99
2026-03-26T00:22:00Z,64.91,34.99
2026-03-26T00:23:00Z,66.03,37.09
2026-03-26T00:24:00Z,65.18,34.41
2026-03-26T00:25:00Z,69.00,31.00
2026-03-26T00:26:00Z,70.00,31.00
2026-03-26T00:27:00Z,67.09,31.72
2026-03-26T00:28:00Z,67.00,32.00
2026-03-26T00:29:00Z,68.32,33.04
2026-03-26T00:30:00Z,68.33,33.96
2026-03-26T00:31:00Z,70.89,31.00
2026-03-26T00:32:00Z,69.52,31.30
2026-03-26T00:33:00Z,69.01,31.21
2026-03-26T00:34:00Z,66.33,33.76
2026-03-26T00:35:00Z,66.62,33.20
2026-03-26T00:36:00Z,68.57,33.00
2026-03-26T00:37:00Z,67.64,32.00
2026-03-26T00:38:00Z,66.21,31.33
2026-03-26T00:39:00Z,66.14,34.62
2026-03-26T00:40:00Z,69.00,33.00
2026-03-26T00:41:00Z,65.66,35.31
2026-03-26T00:42:00Z,64.28,36.07
2026-03-26T00:43:00Z,63.82,40.00
2026-03-26T00:44:00Z,64.05,35.76
2026-03-26T00:45:00Z,64.75,34.97
2026-03-26T00:46:00Z,66.55,34.08
2026-03-26T00:47:00Z,65.63,36.37
2026-03-26T00:48:00Z,64.65,35.44
2026-03-26T00:49:00Z,63.79,35.30
2026-03-26T00:50:00Z,59.84,40.17
2026-03-26T00:51:00Z,56.60,42.35
2026-03-26T00:52:00Z,50.29,48.58
2026-03-26T00:53:00Z,46.12,51.48
2026-03-26T00:54:00Z,41.44,59.52
2026-03-26T00:55:00Z,34.63,59.57
2026-03-26T00:56:00Z,36.22,64.36
2026-03-26T00:57:00Z,36.27,64.70
2026-03-26T00:58:00Z,33.22,66.32
2026-03-26T00:59:00Z,30.28,69.03
2026-03-26T01:00:00Z,29.63,69.72
2026-03-26T01:01:00Z,31.52,68.78
2026-03-26T01:02:00Z,33.53,67.11
2026-03-26T01:03:00Z,31.23,70.34
2026-03-26T01:04:00Z,29.48,72.41
2026-03-26T01:05:00Z,27.69,72.41
2026-03-26T01:06:00Z,26.96,75.37
2026-03-26T01:07:00Z,25.57,75.48
2026-03-26T01:08:00Z,18.69,85.28
2026-03-26T01:09:00Z,13.70,86.50
2026-03-26T01:10:00Z,10.23,90.73
2026-03-26T01:11:00Z,6.56,93.92
2026-03-26T01:12:00Z,5.52,95.17
2026-03-26T01:13:00Z,4.59,95.38
2026-03-26T01:14:00Z,5.99,94.89
2026-03-26T01:15:00Z,6.40,93.18
2026-03-26T01:16:00Z,4.13,96.91
2026-03-26T01:17:00Z,3.93,97.61
2026-03-26T01:18:00Z,3.07,97.00
2026-03-26T01:19:00Z,2.58,97.04
2026-03-26T01:20:00Z,4.00,96.14
2026-03-26T01:21:00Z,3.49,96.73
2026-03-26T01:22:00Z,2.10,97.76
2026-03-26T01:23:00Z,7.97,94.82
2026-03-26T01:24:00Z,8.04,94.97
2026-03-26T01:25:00Z,2.02,96.60
2026-03-26T01:26:00Z,2.02,99.00
2026-03-26T01:27:00Z,2.02,99.00
2026-03-26T01:29:00Z,2.02,99.00
2026-03-26T01:30:00Z,2.02,99.00
2026-03-26T01:31:00Z,2.02,99.00
2026-03-26T01:32:00Z,2.02,99.00
2026-03-26T01:33:00Z,2.02,99.00
