# event_ticker=KXATPMATCH-26MAR31ROCTRU
# final_score=7-6(5) 6-2
# score_resolution=7-6 6-2
# match_winner=Marco Trungelliti
# fav_player=Marco Trungelliti
# dog_player=Henrique Rocha
# kalshi_date=2026-03-31
timestamp,Marco Trungelliti,Henrique Rocha
2026-03-31T02:24:00Z,45.00,
2026-03-31T02:37:00Z,45.00,57.00
2026-03-31T02:43:00Z,45.00,57.00
2026-03-31T02:51:00Z,45.00,57.00
2026-03-31T03:01:00Z,45.00,57.00
2026-03-31T03:13:00Z,45.00,57.00
2026-03-31T03:28:00Z,45.00,57.00
2026-03-31T03:40:00Z,45.00,57.00
2026-03-31T03:46:00Z,45.00,57.00
2026-03-31T04:06:00Z,45.00,57.00
2026-03-31T04:08:00Z,45.00,57.00
2026-03-31T04:21:00Z,45.00,57.00
2026-03-31T04:24:00Z,45.00,57.00
2026-03-31T05:14:00Z,45.00,57.00
2026-03-31T05:16:00Z,45.00,57.00
2026-03-31T05:24:00Z,44.00,57.00
2026-03-31T05:25:00Z,44.00,56.10
2026-03-31T06:00:00Z,44.00,57.00
2026-03-31T06:13:00Z,44.00,57.00
2026-03-31T06:23:00Z,44.00,57.00
2026-03-31T06:24:00Z,44.00,57.00
2026-03-31T06:26:00Z,44.00,57.80
2026-03-31T06:29:00Z,44.00,58.00
2026-03-31T06:36:00Z,44.00,58.00
2026-03-31T06:49:00Z,42.27,58.00
2026-03-31T06:56:00Z,42.27,58.00
2026-03-31T07:05:00Z,42.27,58.00
2026-03-31T07:11:00Z,42.27,58.00
2026-03-31T07:13:00Z,42.27,58.00
2026-03-31T07:16:00Z,44.00,58.00
2026-03-31T07:26:00Z,44.00,58.00
2026-03-31T07:37:00Z,44.00,57.00
2026-03-31T07:38:00Z,43.00,57.00
2026-03-31T07:42:00Z,43.00,58.00
2026-03-31T07:48:00Z,43.00,58.00
2026-03-31T08:07:00Z,43.00,58.00
2026-03-31T08:44:00Z,43.00,58.00
2026-03-31T08:45:00Z,43.00,58.00
2026-03-31T08:49:00Z,43.00,57.00
2026-03-31T09:01:00Z,43.00,57.00
2026-03-31T09:10:00Z,43.00,58.00
2026-03-31T09:54:00Z,43.00,58.00
2026-03-31T09:57:00Z,43.00,57.89
2026-03-31T09:59:00Z,44.00,57.89
2026-03-31T10:07:00Z,44.00,58.00
2026-03-31T10:22:00Z,44.00,58.00
2026-03-31T10:23:00Z,44.00,58.00
2026-03-31T10:26:00Z,44.00,58.00
2026-03-31T10:29:00Z,44.00,58.00
2026-03-31T10:32:00Z,44.00,58.00
2026-03-31T10:34:00Z,44.00,58.00
2026-03-31T10:45:00Z,44.00,58.79
2026-03-31T10:50:00Z,42.00,59.00
2026-03-31T10:51:00Z,42.00,58.66
2026-03-31T10:55:00Z,42.00,58.00
2026-03-31T10:58:00Z,42.00,58.01
2026-03-31T11:02:00Z,42.00,60.00
2026-03-31T11:03:00Z,42.00,59.00
2026-03-31T11:05:00Z,42.00,59.00
2026-03-31T11:07:00Z,42.00,59.00
2026-03-31T11:08:00Z,40.69,59.00
2026-03-31T11:11:00Z,40.69,61.00
2026-03-31T11:18:00Z,40.00,61.00
2026-03-31T11:19:00Z,40.00,61.00
2026-03-31T11:20:00Z,40.00,61.85
2026-03-31T11:27:00Z,40.00,62.00
2026-03-31T11:29:00Z,40.00,62.00
2026-03-31T11:32:00Z,40.00,62.00
2026-03-31T11:35:00Z,40.00,62.00
2026-03-31T11:38:00Z,40.00,62.00
2026-03-31T11:39:00Z,40.00,62.00
2026-03-31T11:41:00Z,40.00,62.00
2026-03-31T11:42:00Z,40.00,62.00
2026-03-31T11:43:00Z,40.00,62.00
2026-03-31T11:44:00Z,40.00,62.00
2026-03-31T11:46:00Z,40.00,62.00
2026-03-31T11:47:00Z,40.00,62.00
2026-03-31T11:48:00Z,40.00,62.00
2026-03-31T11:49:00Z,40.00,62.00
2026-03-31T11:51:00Z,40.00,62.00
2026-03-31T11:53:00Z,40.97,62.00
2026-03-31T11:54:00Z,41.00,62.00
2026-03-31T11:55:00Z,41.00,62.00
2026-03-31T11:58:00Z,41.00,62.00
2026-03-31T12:01:00Z,41.00,62.00
2026-03-31T12:02:00Z,41.00,62.00
2026-03-31T12:05:00Z,37.66,62.00
2026-03-31T12:06:00Z,37.66,60.00
2026-03-31T12:07:00Z,40.00,60.00
2026-03-31T12:09:00Z,40.00,60.00
2026-03-31T12:10:00Z,40.00,60.00
2026-03-31T12:11:00Z,40.00,60.00
2026-03-31T12:12:00Z,40.00,62.00
2026-03-31T12:13:00Z,40.00,62.00
2026-03-31T12:15:00Z,40.00,62.00
2026-03-31T12:17:00Z,40.00,61.00
2026-03-31T12:18:00Z,41.00,61.00
2026-03-31T12:20:00Z,41.00,61.00
2026-03-31T12:21:00Z,41.00,61.00
2026-03-31T12:22:00Z,41.00,61.00
2026-03-31T12:24:00Z,41.00,61.00
2026-03-31T12:25:00Z,41.00,61.00
2026-03-31T12:27:00Z,41.00,61.00
2026-03-31T12:28:00Z,41.00,61.00
2026-03-31T12:29:00Z,41.00,61.00
2026-03-31T12:30:00Z,39.99,61.00
2026-03-31T12:32:00Z,39.99,62.00
2026-03-31T12:34:00Z,41.00,62.00
2026-03-31T12:35:00Z,41.00,62.00
2026-03-31T12:37:00Z,41.00,62.00
2026-03-31T12:38:00Z,41.00,62.00
2026-03-31T12:39:00Z,41.00,62.00
2026-03-31T12:40:00Z,41.00,62.00
2026-03-31T12:42:00Z,40.97,62.00
2026-03-31T12:43:00Z,41.00,62.00
2026-03-31T12:44:00Z,41.00,62.00
2026-03-31T12:45:00Z,41.00,62.00
2026-03-31T12:46:00Z,41.00,62.00
2026-03-31T12:47:00Z,41.00,62.00
2026-03-31T12:48:00Z,38.00,62.00
2026-03-31T12:49:00Z,41.00,61.00
2026-03-31T12:50:00Z,41.00,61.00
2026-03-31T12:51:00Z,40.74,61.00
2026-03-31T12:52:00Z,40.74,61.00
2026-03-31T12:53:00Z,41.00,61.00
2026-03-31T12:54:00Z,41.00,61.00
2026-03-31T12:55:00Z,41.00,61.01
2026-03-31T12:56:00Z,41.00,62.00
2026-03-31T12:57:00Z,41.00,60.00
2026-03-31T12:58:00Z,40.00,61.00
2026-03-31T12:59:00Z,40.64,61.79
2026-03-31T13:00:00Z,41.00,62.00
2026-03-31T13:01:00Z,39.70,62.00
2026-03-31T13:02:00Z,42.59,61.80
2026-03-31T13:03:00Z,43.56,58.06
2026-03-31T13:04:00Z,43.75,59.00
2026-03-31T13:05:00Z,44.00,59.00
2026-03-31T13:06:00Z,41.03,59.36
2026-03-31T13:07:00Z,42.08,59.50
2026-03-31T13:08:00Z,43.61,58.72
2026-03-31T13:09:00Z,46.99,53.18
2026-03-31T13:10:00Z,47.05,55.04
2026-03-31T13:11:00Z,48.54,55.97
2026-03-31T13:12:00Z,47.96,53.29
2026-03-31T13:13:00Z,48.19,54.33
2026-03-31T13:14:00Z,50.84,52.12
2026-03-31T13:15:00Z,52.96,52.15
2026-03-31T13:16:00Z,58.01,45.07
2026-03-31T13:17:00Z,62.67,38.53
2026-03-31T13:18:00Z,66.31,38.30
2026-03-31T13:19:00Z,64.95,36.06
2026-03-31T13:20:00Z,63.61,37.02
2026-03-31T13:21:00Z,67.15,35.11
2026-03-31T13:22:00Z,68.00,34.97
2026-03-31T13:23:00Z,66.70,34.01
2026-03-31T13:24:00Z,67.61,33.16
2026-03-31T13:25:00Z,67.03,33.92
2026-03-31T13:26:00Z,64.72,36.02
2026-03-31T13:27:00Z,53.38,47.64
2026-03-31T13:28:00Z,50.05,52.40
2026-03-31T13:29:00Z,48.86,52.97
2026-03-31T13:30:00Z,47.29,55.55
2026-03-31T13:31:00Z,45.34,57.64
2026-03-31T13:32:00Z,48.15,54.76
2026-03-31T13:33:00Z,42.02,58.31
2026-03-31T13:34:00Z,45.76,52.88
2026-03-31T13:35:00Z,48.16,53.80
2026-03-31T13:36:00Z,51.68,49.10
2026-03-31T13:37:00Z,50.99,50.06
2026-03-31T13:38:00Z,48.05,53.77
2026-03-31T13:39:00Z,43.88,57.99
2026-03-31T13:40:00Z,43.47,60.84
2026-03-31T13:41:00Z,46.64,56.65
2026-03-31T13:42:00Z,48.22,52.36
2026-03-31T13:43:00Z,48.61,51.25
2026-03-31T13:44:00Z,49.72,51.02
2026-03-31T13:45:00Z,49.07,53.71
2026-03-31T13:46:00Z,44.85,57.25
2026-03-31T13:47:00Z,43.98,57.77
2026-03-31T13:48:00Z,34.40,63.36
2026-03-31T13:49:00Z,36.05,65.39
2026-03-31T13:50:00Z,26.55,73.35
2026-03-31T13:51:00Z,30.80,72.43
2026-03-31T13:52:00Z,27.34,74.57
2026-03-31T13:53:00Z,31.06,69.81
2026-03-31T13:54:00Z,38.63,59.50
2026-03-31T13:55:00Z,48.58,49.47
2026-03-31T13:56:00Z,59.23,41.23
2026-03-31T13:57:00Z,67.72,32.31
2026-03-31T13:58:00Z,67.34,32.72
2026-03-31T13:59:00Z,67.13,33.39
2026-03-31T14:00:00Z,67.13,33.52
2026-03-31T14:01:00Z,64.68,36.53
2026-03-31T14:02:00Z,65.57,36.46
2026-03-31T14:03:00Z,62.85,37.54
2026-03-31T14:04:00Z,64.29,37.19
2026-03-31T14:05:00Z,64.70,36.36
2026-03-31T14:06:00Z,64.42,36.64
2026-03-31T14:07:00Z,66.47,34.16
2026-03-31T14:08:00Z,66.19,34.51
2026-03-31T14:09:00Z,69.57,31.42
2026-03-31T14:10:00Z,71.72,30.78
2026-03-31T14:11:00Z,71.60,28.78
2026-03-31T14:12:00Z,67.70,33.18
2026-03-31T14:13:00Z,65.52,36.47
2026-03-31T14:14:00Z,66.00,34.27
2026-03-31T14:15:00Z,65.98,34.71
2026-03-31T14:16:00Z,66.90,33.39
2026-03-31T14:17:00Z,70.04,31.54
2026-03-31T14:18:00Z,69.48,31.31
2026-03-31T14:19:00Z,74.76,27.91
2026-03-31T14:20:00Z,83.49,18.77
2026-03-31T14:21:00Z,86.39,15.11
2026-03-31T14:22:00Z,86.90,13.27
2026-03-31T14:23:00Z,86.77,13.48
2026-03-31T14:24:00Z,88.17,12.43
2026-03-31T14:25:00Z,87.87,13.48
2026-03-31T14:26:00Z,91.35,8.12
2026-03-31T14:27:00Z,93.62,7.06
2026-03-31T14:28:00Z,95.72,5.52
2026-03-31T14:29:00Z,94.61,6.71
2026-03-31T14:30:00Z,97.37,4.90
2026-03-31T14:31:00Z,98.98,1.26
2026-03-31T14:32:00Z,98.56,1.54
2026-03-31T14:33:00Z,98.13,1.23
2026-03-31T14:34:00Z,97.98,1.73
2026-03-31T14:35:00Z,97.88,2.93
2026-03-31T14:36:00Z,97.10,2.74
2026-03-31T14:37:00Z,98.30,2.04
2026-03-31T14:38:00Z,99.00,1.00
2026-03-31T14:39:00Z,99.00,1.00
2026-03-31T14:40:00Z,99.00,1.00
2026-03-31T14:41:00Z,99.00,1.00
2026-03-31T14:42:00Z,99.00,1.00
2026-03-31T14:43:00Z,99.00,1.00
