# event_ticker=KXATPCHALLENGERMATCH-26MAR12QUIMMO
# final_score=6-1 6-3
# match_winner=Ethan Quinn
# fav_player=Ethan Quinn
# dog_player=Michael Mmoh
# kalshi_date=2026-03-12
timestamp,Ethan Quinn,Michael Mmoh
2026-03-12T12:19:00Z,10.00,84.00
2026-03-12T14:44:00Z,70.99,84.00
2026-03-12T15:05:00Z,71.00,84.00
2026-03-12T16:17:00Z,71.00,36.00
2026-03-12T16:47:00Z,70.00,36.00
2026-03-12T16:56:00Z,70.00,36.00
2026-03-12T17:07:00Z,70.00,36.00
2026-03-12T17:19:00Z,70.00,32.00
2026-03-12T18:32:00Z,69.00,32.00
2026-03-12T20:18:00Z,71.00,32.00
2026-03-12T20:29:00Z,71.00,32.00
2026-03-12T20:56:00Z,71.00,32.00
2026-03-12T21:05:00Z,71.00,32.00
2026-03-12T21:09:00Z,71.00,32.00
2026-03-12T21:15:00Z,70.07,32.00
2026-03-12T21:28:00Z,70.71,32.00
2026-03-12T21:38:00Z,70.03,31.00
2026-03-12T21:39:00Z,70.00,31.00
2026-03-12T21:41:00Z,70.10,31.00
2026-03-12T21:42:00Z,72.19,31.00
2026-03-12T21:43:00Z,72.00,30.00
2026-03-12T21:45:00Z,71.00,30.00
2026-03-12T21:51:00Z,71.00,31.00
2026-03-12T21:52:00Z,71.00,31.00
2026-03-12T21:58:00Z,71.00,31.00
2026-03-12T22:01:00Z,71.00,31.00
2026-03-12T22:02:00Z,71.03,30.00
2026-03-12T22:03:00Z,71.07,30.00
2026-03-12T22:04:00Z,71.07,30.00
2026-03-12T22:05:00Z,70.90,31.00
2026-03-12T22:08:00Z,66.43,34.00
2026-03-12T22:09:00Z,66.95,34.00
2026-03-12T22:11:00Z,67.67,34.00
2026-03-12T22:13:00Z,67.00,34.00
2026-03-12T22:14:00Z,67.00,36.00
2026-03-12T22:17:00Z,65.93,36.00
2026-03-12T22:18:00Z,65.00,36.00
2026-03-12T22:21:00Z,66.93,36.00
2026-03-12T22:23:00Z,66.93,36.00
2026-03-12T22:24:00Z,65.86,36.00
2026-03-12T22:42:00Z,66.00,36.00
2026-03-12T22:47:00Z,66.00,36.00
2026-03-12T22:49:00Z,69.83,33.00
2026-03-12T22:54:00Z,68.00,33.00
2026-03-12T22:55:00Z,66.00,36.47
2026-03-12T22:59:00Z,72.00,36.47
2026-03-12T23:03:00Z,71.97,36.47
2026-03-12T23:04:00Z,68.00,33.00
2026-03-12T23:06:00Z,68.00,38.00
2026-03-12T23:08:00Z,66.67,35.00
2026-03-12T23:09:00Z,68.07,33.40
2026-03-12T23:10:00Z,67.00,34.00
2026-03-12T23:11:00Z,68.00,34.00
2026-03-12T23:12:00Z,68.98,34.00
2026-03-12T23:14:00Z,70.71,29.20
2026-03-12T23:15:00Z,73.00,29.20
2026-03-12T23:17:00Z,79.99,21.18
2026-03-12T23:18:00Z,83.12,18.98
2026-03-12T23:19:00Z,81.00,17.74
2026-03-12T23:20:00Z,82.00,17.74
2026-03-12T23:21:00Z,82.00,18.00
2026-03-12T23:23:00Z,81.38,21.89
2026-03-12T23:24:00Z,81.38,22.00
2026-03-12T23:25:00Z,78.27,22.00
2026-03-12T23:26:00Z,78.27,21.00
2026-03-12T23:27:00Z,81.10,21.00
2026-03-12T23:28:00Z,82.00,21.00
2026-03-12T23:29:00Z,84.00,16.00
2026-03-12T23:30:00Z,84.88,16.00
2026-03-12T23:31:00Z,84.00,16.00
2026-03-12T23:32:00Z,85.78,16.71
2026-03-12T23:33:00Z,87.00,14.00
2026-03-12T23:34:00Z,87.00,13.16
2026-03-12T23:35:00Z,86.00,16.90
2026-03-12T23:36:00Z,85.00,16.00
2026-03-12T23:37:00Z,84.29,16.75
2026-03-12T23:38:00Z,87.00,16.75
2026-03-12T23:39:00Z,86.00,16.75
2026-03-12T23:40:00Z,88.00,12.69
2026-03-12T23:41:00Z,88.00,13.00
2026-03-12T23:42:00Z,87.12,13.29
2026-03-12T23:43:00Z,90.80,10.14
2026-03-12T23:44:00Z,87.18,10.57
2026-03-12T23:45:00Z,88.00,16.00
2026-03-12T23:46:00Z,85.00,15.95
2026-03-12T23:47:00Z,83.95,17.00
2026-03-12T23:48:00Z,87.00,14.00
2026-03-12T23:49:00Z,87.10,14.78
2026-03-12T23:50:00Z,84.00,16.72
2026-03-12T23:51:00Z,84.00,16.24
2026-03-12T23:52:00Z,84.00,18.00
2026-03-12T23:53:00Z,84.00,16.75
2026-03-12T23:54:00Z,85.00,16.75
2026-03-12T23:55:00Z,85.60,18.00
2026-03-12T23:57:00Z,86.00,11.05
2026-03-12T23:58:00Z,93.32,4.93
2026-03-13T00:00:00Z,96.05,3.96
2026-03-13T00:01:00Z,97.91,2.90
2026-03-13T00:02:00Z,97.50,2.00
2026-03-13T00:03:00Z,97.61,3.00
2026-03-13T00:04:00Z,97.00,3.33
2026-03-13T00:05:00Z,95.00,4.00
2026-03-13T00:06:00Z,97.00,3.16
2026-03-13T00:07:00Z,97.00,3.16
2026-03-13T00:08:00Z,98.00,3.04
2026-03-13T00:09:00Z,98.00,2.00
2026-03-13T00:11:00Z,98.00,1.95
2026-03-13T00:12:00Z,98.99,1.00
2026-03-13T00:13:00Z,99.00,1.00
