# event_ticker=KXATPMATCH-25JUL31MUSMIC
# final_score=3-6 7-6(4) 6-4
# score_resolution=3-6 7-6 6-4
# match_winner=Alex Michelsen
# fav_player=Alex Michelsen
# dog_player=Lorenzo Musetti
# kalshi_date=2025-07-31
timestamp,Alex Michelsen,Lorenzo Musetti
2025-07-31T06:44:00Z,,69.00
2025-07-31T12:07:00Z,,65.80
2025-07-31T12:08:00Z,,66.00
2025-07-31T12:13:00Z,,64.00
2025-07-31T12:17:00Z,38.00,64.00
2025-07-31T12:21:00Z,38.00,64.00
2025-07-31T12:23:00Z,38.00,64.00
2025-07-31T12:30:00Z,38.00,64.00
2025-07-31T12:33:00Z,38.00,64.00
2025-07-31T12:37:00Z,38.00,64.00
2025-07-31T12:42:00Z,38.00,64.00
2025-07-31T12:47:00Z,38.00,64.00
2025-07-31T12:52:00Z,37.00,64.00
2025-07-31T12:53:00Z,37.00,64.00
2025-07-31T12:54:00Z,37.00,65.00
2025-07-31T12:55:00Z,37.00,65.00
2025-07-31T12:57:00Z,37.00,65.00
2025-07-31T12:59:00Z,37.00,64.57
2025-07-31T13:03:00Z,37.00,64.00
2025-07-31T13:05:00Z,38.00,64.00
2025-07-31T13:07:00Z,38.00,63.00
2025-07-31T13:08:00Z,38.00,64.00
2025-07-31T13:13:00Z,38.00,64.00
2025-07-31T13:24:00Z,38.00,64.00
2025-07-31T13:25:00Z,38.00,64.00
2025-07-31T13:33:00Z,38.00,64.00
2025-07-31T13:40:00Z,38.00,64.00
2025-07-31T13:50:00Z,38.00,64.00
2025-07-31T13:56:00Z,38.00,63.01
2025-07-31T13:58:00Z,38.00,64.00
2025-07-31T13:59:00Z,38.00,64.00
2025-07-31T14:09:00Z,38.00,64.00
2025-07-31T14:17:00Z,38.10,64.00
2025-07-31T14:19:00Z,39.00,64.00
2025-07-31T14:26:00Z,39.00,64.00
2025-07-31T14:33:00Z,39.00,64.00
2025-07-31T14:35:00Z,39.00,64.00
2025-07-31T14:36:00Z,38.00,64.00
2025-07-31T14:38:00Z,38.00,64.00
2025-07-31T14:39:00Z,38.00,64.00
2025-07-31T14:41:00Z,38.00,64.00
2025-07-31T14:44:00Z,38.00,64.00
2025-07-31T14:45:00Z,38.00,64.00
2025-07-31T14:49:00Z,38.00,64.00
2025-07-31T14:52:00Z,38.00,64.00
2025-07-31T14:53:00Z,38.00,64.00
2025-07-31T14:54:00Z,38.00,64.00
2025-07-31T14:57:00Z,38.00,63.00
2025-07-31T15:00:00Z,38.00,63.00
2025-07-31T15:02:00Z,38.00,63.00
2025-07-31T15:03:00Z,38.00,62.00
2025-07-31T15:05:00Z,38.00,63.00
2025-07-31T15:06:00Z,38.00,63.00
2025-07-31T15:12:00Z,38.70,63.00
2025-07-31T15:13:00Z,38.70,63.00
2025-07-31T15:21:00Z,38.70,63.56
2025-07-31T15:27:00Z,38.70,64.00
2025-07-31T15:34:00Z,38.70,63.46
2025-07-31T15:35:00Z,38.70,64.00
2025-07-31T15:38:00Z,38.00,64.00
2025-07-31T15:39:00Z,38.00,63.40
2025-07-31T15:40:00Z,38.00,64.00
2025-07-31T15:42:00Z,38.00,64.00
2025-07-31T15:44:00Z,38.00,63.10
2025-07-31T15:48:00Z,38.00,63.10
2025-07-31T15:50:00Z,38.00,64.00
2025-07-31T15:56:00Z,38.00,64.00
2025-07-31T16:00:00Z,38.00,64.00
2025-07-31T16:01:00Z,38.00,64.00
2025-07-31T16:02:00Z,38.00,64.00
2025-07-31T16:05:00Z,38.00,64.00
2025-07-31T16:07:00Z,38.00,64.00
2025-07-31T16:17:00Z,38.00,63.00
2025-07-31T16:20:00Z,38.00,63.00
2025-07-31T16:21:00Z,38.00,64.00
2025-07-31T16:22:00Z,38.00,64.00
2025-07-31T16:24:00Z,38.00,64.00
2025-07-31T16:25:00Z,38.00,64.00
2025-07-31T16:28:00Z,38.00,64.00
2025-07-31T16:29:00Z,38.00,64.00
2025-07-31T16:32:00Z,38.00,65.00
2025-07-31T16:34:00Z,38.00,65.00
2025-07-31T16:35:00Z,37.80,65.00
2025-07-31T16:36:00Z,36.00,65.00
2025-07-31T16:37:00Z,36.00,65.00
