# event_ticker=KXATPCHALLENGERMATCH-26FEB22SAKCRA
# final_score=7-5 4-6 7-6(6)
# score_resolution=5-7 6-4 6-7
# match_winner=Stefanos Sakellaridis
# fav_player=Oliver Crawford
# dog_player=Stefanos Sakellaridis
# kalshi_date=2026-02-22
timestamp,Oliver Crawford,Stefanos Sakellaridis
2026-02-22T08:04:00Z,46.00,54.00
2026-02-22T08:05:00Z,46.00,54.00
2026-02-22T08:06:00Z,47.33,54.00
2026-02-22T08:09:00Z,47.00,53.00
2026-02-22T08:10:00Z,47.00,53.00
2026-02-22T08:11:00Z,48.00,53.00
2026-02-22T08:15:00Z,47.00,52.00
2026-02-22T08:16:00Z,47.00,53.16
2026-02-22T08:17:00Z,48.00,52.00
2026-02-22T08:18:00Z,49.00,52.00
2026-02-22T08:19:00Z,49.00,52.00
2026-02-22T08:20:00Z,48.00,52.00
2026-02-22T08:22:00Z,48.01,52.00
2026-02-22T08:24:00Z,48.00,52.00
2026-02-22T08:25:00Z,49.00,52.00
2026-02-22T08:26:00Z,48.59,51.49
2026-02-22T08:27:00Z,48.59,52.00
2026-02-22T08:31:00Z,49.00,54.00
2026-02-22T08:32:00Z,49.00,54.00
2026-02-22T08:33:00Z,46.00,54.00
2026-02-22T08:34:00Z,46.00,51.01
2026-02-22T08:35:00Z,48.00,52.00
2026-02-22T08:36:00Z,50.25,51.00
2026-02-22T08:37:00Z,50.03,50.00
2026-02-22T08:38:00Z,50.00,50.00
2026-02-22T08:39:00Z,49.24,51.20
2026-02-22T08:40:00Z,49.79,57.98
2026-02-22T08:41:00Z,47.22,54.12
2026-02-22T08:42:00Z,46.64,58.68
2026-02-22T08:43:00Z,51.80,54.00
2026-02-22T08:44:00Z,50.00,52.00
2026-02-22T08:45:00Z,51.69,51.10
2026-02-22T08:46:00Z,48.83,53.00
2026-02-22T08:47:00Z,47.73,52.00
2026-02-22T08:48:00Z,52.88,49.29
2026-02-22T08:49:00Z,49.14,50.61
2026-02-22T08:50:00Z,49.72,53.79
2026-02-22T08:51:00Z,48.90,55.00
2026-02-22T08:52:00Z,51.13,51.26
2026-02-22T08:53:00Z,47.97,54.45
2026-02-22T08:54:00Z,43.60,58.17
2026-02-22T08:55:00Z,40.85,60.25
2026-02-22T08:56:00Z,48.69,54.25
2026-02-22T08:57:00Z,47.00,54.25
2026-02-22T08:58:00Z,50.42,49.80
2026-02-22T08:59:00Z,56.72,43.91
2026-02-22T09:00:00Z,52.96,48.00
2026-02-22T09:01:00Z,48.45,51.07
2026-02-22T09:02:00Z,48.17,55.66
2026-02-22T09:03:00Z,47.04,52.26
2026-02-22T09:04:00Z,51.94,49.30
2026-02-22T09:05:00Z,51.34,50.62
2026-02-22T09:06:00Z,51.14,51.07
2026-02-22T09:07:00Z,52.11,49.00
2026-02-22T09:08:00Z,57.41,44.12
2026-02-22T09:09:00Z,52.08,46.33
2026-02-22T09:10:00Z,55.72,46.89
2026-02-22T09:11:00Z,68.13,31.95
2026-02-22T09:12:00Z,66.04,34.89
2026-02-22T09:13:00Z,62.78,36.05
2026-02-22T09:14:00Z,58.90,42.73
2026-02-22T09:15:00Z,53.04,44.63
2026-02-22T09:16:00Z,52.79,50.00
2026-02-22T09:17:00Z,51.25,51.04
2026-02-22T09:18:00Z,47.34,53.84
2026-02-22T09:19:00Z,46.80,55.25
2026-02-22T09:20:00Z,39.54,62.39
2026-02-22T09:21:00Z,28.47,77.63
2026-02-22T09:22:00Z,23.48,76.98
2026-02-22T09:23:00Z,25.48,79.85
2026-02-22T09:24:00Z,30.21,70.52
2026-02-22T09:25:00Z,27.37,76.47
2026-02-22T09:26:00Z,32.56,68.65
2026-02-22T09:27:00Z,44.04,57.47
2026-02-22T09:28:00Z,46.31,54.40
2026-02-22T09:29:00Z,46.05,54.56
2026-02-22T09:30:00Z,44.89,53.70
2026-02-22T09:31:00Z,46.93,59.00
2026-02-22T09:32:00Z,35.05,68.94
2026-02-22T09:33:00Z,24.54,73.91
2026-02-22T09:34:00Z,24.00,75.36
2026-02-22T09:35:00Z,24.66,76.49
2026-02-22T09:36:00Z,19.62,78.82
2026-02-22T09:37:00Z,19.09,80.89
2026-02-22T09:38:00Z,18.95,81.06
2026-02-22T09:39:00Z,19.00,82.00
2026-02-22T09:40:00Z,18.99,81.00
2026-02-22T09:41:00Z,19.02,82.98
2026-02-22T09:42:00Z,19.97,82.00
2026-02-22T09:43:00Z,19.88,82.00
2026-02-22T09:44:00Z,20.47,80.56
2026-02-22T09:45:00Z,19.97,82.00
2026-02-22T09:46:00Z,20.00,82.00
2026-02-22T09:47:00Z,20.94,79.12
2026-02-22T09:48:00Z,22.97,78.31
2026-02-22T09:49:00Z,20.65,80.24
2026-02-22T09:50:00Z,17.42,82.84
2026-02-22T09:51:00Z,8.45,92.89
2026-02-22T09:52:00Z,8.01,92.95
2026-02-22T09:53:00Z,6.52,94.00
2026-02-22T09:54:00Z,7.28,91.86
2026-02-22T09:55:00Z,6.32,94.45
2026-02-22T09:56:00Z,6.00,94.37
2026-02-22T09:57:00Z,5.73,94.86
2026-02-22T09:58:00Z,5.46,95.15
2026-02-22T09:59:00Z,5.12,94.05
2026-02-22T10:00:00Z,5.72,94.05
2026-02-22T10:01:00Z,5.86,94.00
2026-02-22T10:02:00Z,5.09,94.00
2026-02-22T10:03:00Z,5.42,95.94
2026-02-22T10:04:00Z,5.88,96.00
2026-02-22T10:05:00Z,5.74,95.29
2026-02-22T10:06:00Z,6.54,95.80
2026-02-22T10:07:00Z,5.57,93.95
2026-02-22T10:08:00Z,7.27,94.57
2026-02-22T10:09:00Z,7.70,93.44
2026-02-22T10:10:00Z,6.56,93.60
2026-02-22T10:11:00Z,11.65,90.96
2026-02-22T10:12:00Z,15.21,84.74
2026-02-22T10:13:00Z,25.49,73.00
2026-02-22T10:14:00Z,28.64,70.07
2026-02-22T10:15:00Z,29.33,70.91
2026-02-22T10:16:00Z,28.56,73.70
2026-02-22T10:17:00Z,24.00,75.72
2026-02-22T10:18:00Z,23.01,77.93
2026-02-22T10:19:00Z,21.90,78.09
2026-02-22T10:20:00Z,24.33,76.68
2026-02-22T10:21:00Z,28.54,73.97
2026-02-22T10:22:00Z,26.75,73.24
2026-02-22T10:23:00Z,25.99,77.04
2026-02-22T10:24:00Z,27.52,74.82
2026-02-22T10:25:00Z,25.62,74.98
2026-02-22T10:26:00Z,22.02,79.38
2026-02-22T10:27:00Z,20.41,81.13
2026-02-22T10:28:00Z,20.74,79.22
2026-02-22T10:29:00Z,15.57,83.52
2026-02-22T10:30:00Z,19.29,82.94
2026-02-22T10:31:00Z,17.79,81.60
2026-02-22T10:32:00Z,25.25,78.00
2026-02-22T10:33:00Z,24.85,78.00
2026-02-22T10:34:00Z,22.56,77.99
2026-02-22T10:35:00Z,31.02,71.00
2026-02-22T10:36:00Z,38.57,63.37
2026-02-22T10:37:00Z,40.35,51.63
2026-02-22T10:38:00Z,44.81,52.76
2026-02-22T10:39:00Z,43.92,56.24
2026-02-22T10:40:00Z,41.70,57.71
2026-02-22T10:41:00Z,41.90,59.71
2026-02-22T10:42:00Z,42.66,59.00
2026-02-22T10:43:00Z,43.75,58.86
2026-02-22T10:44:00Z,41.07,64.36
2026-02-22T10:45:00Z,30.92,72.18
2026-02-22T10:46:00Z,24.27,75.37
2026-02-22T10:47:00Z,20.70,80.79
2026-02-22T10:48:00Z,28.81,73.96
2026-02-22T10:49:00Z,37.57,62.51
2026-02-22T10:50:00Z,44.48,65.21
2026-02-22T10:51:00Z,44.26,60.11
2026-02-22T10:52:00Z,35.13,69.04
2026-02-22T10:53:00Z,43.51,55.61
2026-02-22T10:54:00Z,50.85,47.31
2026-02-22T10:55:00Z,52.06,48.00
2026-02-22T10:56:00Z,54.01,44.90
2026-02-22T10:57:00Z,57.20,42.54
2026-02-22T10:58:00Z,70.42,32.66
2026-02-22T10:59:00Z,79.17,20.89
2026-02-22T11:00:00Z,83.16,16.79
2026-02-22T11:01:00Z,87.33,13.18
2026-02-22T11:02:00Z,87.99,12.25
2026-02-22T11:03:00Z,83.58,17.62
2026-02-22T11:04:00Z,88.36,12.35
2026-02-22T11:05:00Z,87.30,12.79
2026-02-22T11:06:00Z,86.99,13.10
2026-02-22T11:07:00Z,83.82,16.21
2026-02-22T11:08:00Z,85.86,12.35
2026-02-22T11:09:00Z,86.64,15.10
2026-02-22T11:10:00Z,86.82,13.85
2026-02-22T11:11:00Z,84.13,16.88
2026-02-22T11:12:00Z,88.26,13.15
2026-02-22T11:13:00Z,91.33,8.03
2026-02-22T11:14:00Z,92.02,9.79
2026-02-22T11:15:00Z,93.54,6.98
2026-02-22T11:16:00Z,93.74,7.78
2026-02-22T11:17:00Z,92.72,7.00
2026-02-22T11:18:00Z,92.77,6.62
2026-02-22T11:19:00Z,92.66,8.56
2026-02-22T11:20:00Z,91.00,11.27
2026-02-22T11:21:00Z,74.47,22.79
2026-02-22T11:22:00Z,62.14,35.80
2026-02-22T11:23:00Z,72.77,28.57
2026-02-22T11:24:00Z,64.34,36.33
2026-02-22T11:25:00Z,58.30,42.90
2026-02-22T11:26:00Z,64.37,36.82
2026-02-22T11:27:00Z,58.77,40.33
2026-02-22T11:28:00Z,45.96,53.85
2026-02-22T11:29:00Z,46.53,52.99
2026-02-22T11:30:00Z,51.08,51.43
2026-02-22T11:31:00Z,47.85,52.53
2026-02-22T11:32:00Z,49.58,54.25
2026-02-22T11:33:00Z,56.96,42.62
2026-02-22T11:34:00Z,57.92,42.55
2026-02-22T11:35:00Z,50.54,47.58
2026-02-22T11:36:00Z,45.77,52.60
2026-02-22T11:37:00Z,45.50,55.36
2026-02-22T11:38:00Z,50.38,49.38
2026-02-22T11:39:00Z,40.34,61.23
2026-02-22T11:40:00Z,53.38,53.70
2026-02-22T11:41:00Z,55.64,46.18
2026-02-22T11:42:00Z,46.79,54.00
2026-02-22T11:43:00Z,33.85,66.54
2026-02-22T11:44:00Z,17.70,82.10
2026-02-22T11:45:00Z,29.90,64.76
2026-02-22T11:46:00Z,38.13,65.12
2026-02-22T11:47:00Z,35.60,62.54
2026-02-22T11:48:00Z,17.12,82.11
2026-02-22T11:49:00Z,2.92,98.10
2026-02-22T11:50:00Z,1.00,99.00
2026-02-22T11:51:00Z,1.00,99.00
2026-02-22T11:52:00Z,1.00,99.00
2026-02-22T11:53:00Z,1.00,99.00
