# event_ticker=KXATPCHALLENGERMATCH-26FEB22SAKCRA
# final_score=7-5 4-6 7-6(6)
# score_resolution=5-7 6-4 6-7
# match_winner=Stefanos Sakellaridis
# fav_player=Oliver Crawford
# dog_player=Stefanos Sakellaridis
# kalshi_date=2026-02-22
timestamp,Oliver Crawford,Stefanos Sakellaridis
2026-02-21T20:57:00Z,,59.00
2026-02-21T21:02:00Z,44.00,56.00
2026-02-21T21:04:00Z,44.00,56.00
2026-02-21T21:21:00Z,45.00,55.00
2026-02-21T21:30:00Z,45.00,55.00
2026-02-21T21:34:00Z,45.00,55.00
2026-02-21T21:38:00Z,45.00,55.00
2026-02-21T21:50:00Z,45.00,56.00
2026-02-21T21:51:00Z,45.00,55.00
2026-02-21T22:02:00Z,45.00,55.00
2026-02-21T22:03:00Z,45.00,55.00
2026-02-21T22:10:00Z,45.00,55.00
2026-02-21T22:16:00Z,45.00,55.00
2026-02-21T22:31:00Z,45.00,55.00
2026-02-21T22:32:00Z,45.00,55.00
2026-02-21T22:34:00Z,45.00,55.00
2026-02-21T22:46:00Z,45.00,55.00
2026-02-21T22:53:00Z,46.00,55.00
2026-02-21T23:11:00Z,46.00,55.00
2026-02-21T23:17:00Z,45.00,55.00
2026-02-21T23:22:00Z,45.00,55.00
2026-02-21T23:30:00Z,46.00,55.00
2026-02-22T00:05:00Z,46.00,55.00
2026-02-22T00:34:00Z,46.00,55.00
2026-02-22T00:36:00Z,46.00,55.00
2026-02-22T00:39:00Z,46.00,55.00
2026-02-22T00:41:00Z,46.00,55.00
2026-02-22T00:49:00Z,46.00,55.00
2026-02-22T00:51:00Z,46.00,55.00
2026-02-22T01:03:00Z,46.00,55.00
2026-02-22T01:25:00Z,46.00,55.00
2026-02-22T01:33:00Z,46.00,55.00
2026-02-22T01:49:00Z,45.00,55.00
2026-02-22T01:54:00Z,46.00,55.00
2026-02-22T02:05:00Z,46.00,55.00
2026-02-22T02:09:00Z,46.00,55.00
2026-02-22T02:12:00Z,46.00,55.00
2026-02-22T02:13:00Z,44.00,55.00
2026-02-22T02:14:00Z,44.24,55.00
2026-02-22T02:15:00Z,45.00,55.00
2026-02-22T02:16:00Z,45.00,55.00
2026-02-22T02:17:00Z,45.00,55.00
2026-02-22T02:18:00Z,45.00,55.00
2026-02-22T02:19:00Z,45.00,55.00
2026-02-22T02:29:00Z,45.00,56.00
2026-02-22T02:30:00Z,45.00,56.00
2026-02-22T02:43:00Z,46.00,56.00
2026-02-22T02:44:00Z,46.00,56.00
2026-02-22T02:45:00Z,46.00,56.00
2026-02-22T02:46:00Z,45.00,56.00
2026-02-22T03:04:00Z,46.00,56.00
2026-02-22T03:05:00Z,46.00,56.00
2026-02-22T03:11:00Z,46.00,55.00
2026-02-22T03:17:00Z,46.00,55.00
2026-02-22T03:25:00Z,46.00,57.00
2026-02-22T03:36:00Z,43.00,57.00
2026-02-22T03:39:00Z,44.00,57.00
2026-02-22T03:48:00Z,44.00,57.00
2026-02-22T03:49:00Z,43.89,57.00
2026-02-22T03:51:00Z,44.00,57.00
2026-02-22T03:55:00Z,43.00,57.00
2026-02-22T04:01:00Z,42.00,57.00
2026-02-22T04:04:00Z,42.00,57.00
2026-02-22T04:06:00Z,42.00,57.00
2026-02-22T04:08:00Z,42.00,57.00
2026-02-22T04:13:00Z,42.00,57.00
2026-02-22T04:23:00Z,42.00,57.00
2026-02-22T04:24:00Z,45.00,57.00
2026-02-22T04:25:00Z,45.00,57.00
2026-02-22T04:26:00Z,45.00,57.00
2026-02-22T04:27:00Z,45.00,57.00
2026-02-22T04:30:00Z,45.00,57.00
2026-02-22T04:34:00Z,45.00,57.00
2026-02-22T04:40:00Z,45.00,57.00
2026-02-22T04:46:00Z,45.00,57.00
2026-02-22T04:48:00Z,45.00,57.00
2026-02-22T04:55:00Z,45.00,57.00
2026-02-22T04:58:00Z,45.00,57.00
2026-02-22T05:02:00Z,45.00,57.00
2026-02-22T05:13:00Z,45.00,57.00
2026-02-22T05:18:00Z,45.00,57.00
2026-02-22T05:31:00Z,44.13,57.00
2026-02-22T05:32:00Z,44.13,57.00
2026-02-22T05:34:00Z,44.60,55.33
2026-02-22T05:35:00Z,44.60,57.00
2026-02-22T05:37:00Z,44.60,59.35
2026-02-22T05:38:00Z,44.00,59.35
2026-02-22T05:39:00Z,44.00,59.35
2026-02-22T05:40:00Z,44.00,58.00
2026-02-22T05:41:00Z,44.00,59.00
2026-02-22T05:46:00Z,42.00,58.00
2026-02-22T05:47:00Z,42.00,58.00
2026-02-22T05:48:00Z,42.00,58.00
2026-02-22T05:50:00Z,42.00,59.00
2026-02-22T05:51:00Z,42.00,59.00
2026-02-22T05:52:00Z,44.00,59.00
2026-02-22T05:53:00Z,44.00,59.00
2026-02-22T05:55:00Z,43.00,59.00
2026-02-22T05:57:00Z,43.50,56.35
2026-02-22T05:58:00Z,44.00,56.00
2026-02-22T06:01:00Z,45.00,56.00
2026-02-22T06:02:00Z,45.00,55.00
2026-02-22T06:04:00Z,45.00,55.00
2026-02-22T06:05:00Z,45.11,55.00
2026-02-22T06:06:00Z,44.00,55.00
2026-02-22T06:07:00Z,45.00,55.00
2026-02-22T06:10:00Z,45.00,55.00
2026-02-22T06:11:00Z,45.00,55.00
2026-02-22T06:14:00Z,46.00,55.00
2026-02-22T06:20:00Z,46.00,55.00
2026-02-22T06:22:00Z,46.00,55.00
2026-02-22T06:29:00Z,46.00,55.00
2026-02-22T06:30:00Z,46.00,55.00
2026-02-22T06:31:00Z,46.00,55.00
2026-02-22T06:34:00Z,46.00,55.00
2026-02-22T06:39:00Z,45.00,55.00
2026-02-22T06:44:00Z,45.00,55.00
2026-02-22T06:45:00Z,45.00,55.00
2026-02-22T06:46:00Z,45.00,55.00
2026-02-22T06:47:00Z,45.00,55.00
2026-02-22T06:49:00Z,45.00,57.00
2026-02-22T06:58:00Z,45.00,57.00
2026-02-22T06:59:00Z,45.00,57.00
2026-02-22T07:16:00Z,45.00,57.00
2026-02-22T07:22:00Z,45.00,57.00
2026-02-22T07:23:00Z,45.00,57.00
2026-02-22T07:25:00Z,45.00,57.00
2026-02-22T07:26:00Z,45.00,57.00
2026-02-22T07:29:00Z,45.00,57.00
2026-02-22T07:32:00Z,45.00,57.00
2026-02-22T07:34:00Z,45.00,55.00
2026-02-22T07:35:00Z,46.00,55.00
2026-02-22T07:37:00Z,46.00,55.00
2026-02-22T07:39:00Z,46.00,55.00
2026-02-22T07:40:00Z,46.00,55.00
2026-02-22T07:42:00Z,46.00,55.00
2026-02-22T07:43:00Z,46.00,55.00
2026-02-22T07:45:00Z,45.00,56.00
2026-02-22T07:48:00Z,46.00,54.00
2026-02-22T07:50:00Z,46.00,54.00
2026-02-22T07:51:00Z,46.00,54.00
2026-02-22T07:52:00Z,46.00,54.00
2026-02-22T07:55:00Z,46.00,54.00
2026-02-22T07:56:00Z,46.00,54.00
2026-02-22T07:58:00Z,46.00,56.00
2026-02-22T07:59:00Z,46.00,56.00
2026-02-22T08:00:00Z,46.00,56.00
2026-02-22T08:02:00Z,46.00,54.00
2026-02-22T08:03:00Z,46.00,54.00
