# event_ticker=KXATPCHALLENGERMATCH-26MAR19BUEMID
# final_score=4-6 6-4 6-3
# score_resolution=6-4 4-6 3-6
# match_winner=Lautaro Midon
# fav_player=Gonzalo Bueno
# dog_player=Lautaro Midon
# kalshi_date=2026-03-19
timestamp,Gonzalo Bueno,Lautaro Midon
2026-03-19T16:29:00Z,57.00,
2026-03-19T18:32:00Z,57.00,
2026-03-19T19:09:00Z,57.00,44.00
2026-03-19T19:55:00Z,59.00,44.00
2026-03-19T20:26:00Z,58.87,44.00
2026-03-19T20:27:00Z,58.00,44.00
2026-03-19T20:28:00Z,58.00,44.00
2026-03-19T20:29:00Z,58.73,44.00
2026-03-19T20:30:00Z,58.00,42.00
2026-03-19T20:31:00Z,58.00,42.00
2026-03-19T20:32:00Z,58.00,42.00
2026-03-19T20:33:00Z,58.00,42.00
2026-03-19T20:48:00Z,62.00,42.00
2026-03-19T20:49:00Z,62.00,42.00
2026-03-19T20:50:00Z,62.00,42.00
2026-03-19T20:51:00Z,62.00,42.00
2026-03-19T20:53:00Z,64.02,37.00
2026-03-19T20:54:00Z,64.46,37.00
2026-03-19T20:55:00Z,64.00,35.02
2026-03-19T20:57:00Z,61.00,35.02
2026-03-19T20:58:00Z,64.18,35.02
2026-03-19T20:59:00Z,68.00,33.00
2026-03-19T21:00:00Z,66.55,31.37
2026-03-19T21:01:00Z,68.96,32.00
2026-03-19T21:02:00Z,74.00,32.00
2026-03-19T21:03:00Z,76.00,27.68
2026-03-19T21:04:00Z,73.00,30.00
2026-03-19T21:05:00Z,64.08,36.00
2026-03-19T21:08:00Z,66.64,33.31
2026-03-19T21:09:00Z,65.64,34.92
2026-03-19T21:10:00Z,64.00,36.71
2026-03-19T21:11:00Z,61.50,38.00
2026-03-19T21:12:00Z,64.18,37.63
2026-03-19T21:13:00Z,72.07,29.00
2026-03-19T21:14:00Z,72.00,26.01
2026-03-19T21:15:00Z,75.85,27.06
2026-03-19T21:16:00Z,75.85,29.00
2026-03-19T21:17:00Z,72.00,30.28
2026-03-19T21:18:00Z,68.00,33.97
2026-03-19T21:19:00Z,63.00,37.15
2026-03-19T21:20:00Z,63.83,34.66
2026-03-19T21:21:00Z,59.87,40.31
2026-03-19T21:22:00Z,57.39,44.38
2026-03-19T21:23:00Z,54.00,47.71
2026-03-19T21:24:00Z,51.36,49.41
2026-03-19T21:25:00Z,54.65,44.84
2026-03-19T21:26:00Z,60.95,38.74
2026-03-19T21:27:00Z,63.00,38.49
2026-03-19T21:28:00Z,62.14,41.77
2026-03-19T21:29:00Z,61.34,39.49
2026-03-19T21:30:00Z,55.83,42.00
2026-03-19T21:31:00Z,55.05,43.97
2026-03-19T21:32:00Z,59.00,45.00
2026-03-19T21:33:00Z,57.04,39.94
2026-03-19T21:34:00Z,59.00,42.00
2026-03-19T21:35:00Z,63.03,39.69
2026-03-19T21:36:00Z,64.00,38.06
2026-03-19T21:37:00Z,64.23,36.64
2026-03-19T21:38:00Z,70.75,31.81
2026-03-19T21:39:00Z,66.51,31.00
2026-03-19T21:40:00Z,70.16,29.00
2026-03-19T21:41:00Z,79.88,18.76
2026-03-19T21:42:00Z,80.03,19.48
2026-03-19T21:43:00Z,80.00,20.00
2026-03-19T21:44:00Z,81.00,19.85
2026-03-19T21:45:00Z,81.00,19.85
2026-03-19T21:46:00Z,81.00,18.89
2026-03-19T21:47:00Z,81.00,20.71
2026-03-19T21:48:00Z,80.28,20.71
2026-03-19T21:49:00Z,81.00,21.00
2026-03-19T21:50:00Z,80.00,21.00
2026-03-19T21:51:00Z,79.37,21.00
2026-03-19T21:52:00Z,74.22,25.36
2026-03-19T21:53:00Z,73.28,28.88
2026-03-19T21:54:00Z,73.94,30.57
2026-03-19T21:55:00Z,72.00,28.77
2026-03-19T21:56:00Z,74.56,26.69
2026-03-19T21:57:00Z,69.11,31.09
2026-03-19T21:58:00Z,66.84,33.86
2026-03-19T21:59:00Z,63.77,35.19
2026-03-19T22:00:00Z,64.51,35.38
2026-03-19T22:01:00Z,59.99,37.88
2026-03-19T22:02:00Z,64.78,35.96
2026-03-19T22:03:00Z,64.75,36.32
2026-03-19T22:04:00Z,67.76,34.87
2026-03-19T22:05:00Z,65.69,35.85
2026-03-19T22:06:00Z,60.64,41.82
2026-03-19T22:07:00Z,63.25,37.54
2026-03-19T22:08:00Z,64.68,38.77
