# event_ticker=KXATPCHALLENGERMATCH-26MAR19BUEMID
# final_score=4-6 6-4 6-3
# score_resolution=6-4 4-6 3-6
# match_winner=Lautaro Midon
# fav_player=Gonzalo Bueno
# dog_player=Lautaro Midon
# kalshi_date=2026-03-19
timestamp,Gonzalo Bueno,Lautaro Midon
2026-03-19T22:09:00Z,65.75,34.96
2026-03-19T22:10:00Z,64.61,35.05
2026-03-19T22:11:00Z,68.90,32.67
2026-03-19T22:12:00Z,69.00,32.00
2026-03-19T22:13:00Z,67.00,33.98
2026-03-19T22:14:00Z,69.26,33.98
2026-03-19T22:15:00Z,75.09,22.17
2026-03-19T22:16:00Z,78.81,19.84
2026-03-19T22:17:00Z,79.66,22.47
2026-03-19T22:18:00Z,75.34,28.72
2026-03-19T22:19:00Z,72.28,27.33
2026-03-19T22:20:00Z,78.48,28.06
2026-03-19T22:21:00Z,82.03,23.30
2026-03-19T22:22:00Z,73.81,26.29
2026-03-19T22:23:00Z,69.35,32.00
2026-03-19T22:24:00Z,66.57,32.56
2026-03-19T22:25:00Z,68.54,34.48
2026-03-19T22:26:00Z,73.68,30.01
2026-03-19T22:27:00Z,69.40,33.87
2026-03-19T22:28:00Z,69.62,31.15
2026-03-19T22:29:00Z,66.25,35.17
2026-03-19T22:30:00Z,73.12,27.19
2026-03-19T22:31:00Z,70.69,33.06
2026-03-19T22:32:00Z,64.65,37.23
2026-03-19T22:33:00Z,61.90,37.89
2026-03-19T22:34:00Z,66.05,34.18
2026-03-19T22:35:00Z,68.02,32.03
2026-03-19T22:36:00Z,68.99,32.91
2026-03-19T22:37:00Z,69.22,32.00
2026-03-19T22:38:00Z,68.74,31.58
2026-03-19T22:39:00Z,67.25,35.60
2026-03-19T22:40:00Z,75.42,25.71
2026-03-19T22:41:00Z,66.67,35.67
2026-03-19T22:42:00Z,68.71,38.33
2026-03-19T22:43:00Z,74.86,24.80
2026-03-19T22:44:00Z,81.68,19.91
2026-03-19T22:45:00Z,78.36,23.33
2026-03-19T22:46:00Z,80.08,16.57
2026-03-19T22:47:00Z,77.37,21.31
2026-03-19T22:48:00Z,78.89,22.60
2026-03-19T22:49:00Z,81.61,25.73
2026-03-19T22:50:00Z,65.11,35.37
2026-03-19T22:51:00Z,65.60,33.84
2026-03-19T22:52:00Z,65.07,34.00
2026-03-19T22:53:00Z,63.21,35.86
2026-03-19T22:54:00Z,68.43,37.10
2026-03-19T22:55:00Z,56.86,42.82
2026-03-19T22:56:00Z,55.96,43.74
2026-03-19T22:57:00Z,56.00,44.69
2026-03-19T22:58:00Z,56.00,44.73
2026-03-19T22:59:00Z,56.00,44.65
2026-03-19T23:00:00Z,55.94,44.49
2026-03-19T23:01:00Z,56.00,43.12
2026-03-19T23:02:00Z,55.88,43.12
2026-03-19T23:03:00Z,56.00,43.00
2026-03-19T23:04:00Z,56.16,42.54
2026-03-19T23:05:00Z,55.42,44.09
2026-03-19T23:06:00Z,56.53,41.76
2026-03-19T23:07:00Z,62.82,38.00
2026-03-19T23:08:00Z,61.27,41.05
2026-03-19T23:09:00Z,57.19,44.84
2026-03-19T23:10:00Z,63.94,37.39
2026-03-19T23:11:00Z,66.24,35.41
2026-03-19T23:12:00Z,64.10,38.73
2026-03-19T23:13:00Z,57.34,45.54
2026-03-19T23:14:00Z,54.48,47.05
2026-03-19T23:15:00Z,57.82,47.38
2026-03-19T23:16:00Z,60.40,43.52
2026-03-19T23:17:00Z,64.06,35.99
2026-03-19T23:18:00Z,64.92,40.00
2026-03-19T23:19:00Z,71.45,34.57
2026-03-19T23:20:00Z,80.49,12.65
2026-03-19T23:21:00Z,84.91,17.85
2026-03-19T23:22:00Z,68.11,43.14
2026-03-19T23:23:00Z,52.94,45.79
2026-03-19T23:24:00Z,56.04,47.73
2026-03-19T23:25:00Z,43.94,59.91
2026-03-19T23:26:00Z,46.54,56.05
2026-03-19T23:27:00Z,47.17,52.59
2026-03-19T23:28:00Z,39.43,59.11
2026-03-19T23:29:00Z,29.51,71.00
2026-03-19T23:30:00Z,22.24,75.28
2026-03-19T23:31:00Z,15.62,81.82
2026-03-19T23:32:00Z,18.67,82.69
2026-03-19T23:33:00Z,29.96,70.61
2026-03-19T23:34:00Z,31.47,68.40
2026-03-19T23:35:00Z,22.89,79.58
2026-03-19T23:36:00Z,9.57,90.92
2026-03-19T23:37:00Z,1.68,98.80
2026-03-19T23:38:00Z,1.00,99.00
2026-03-19T23:39:00Z,1.00,99.00
2026-03-19T23:40:00Z,1.00,99.00
2026-03-19T23:41:00Z,1.00,99.00
