# event_ticker=KXATPCHALLENGERMATCH-26JUN06MAYHEN
# final_score=6-1 6-4
# match_winner=Philip Henning
# fav_player=Philip Henning
# dog_player=Harold Mayot
# kalshi_date=2026-06-06
timestamp,Harold Mayot,Philip Henning
2026-06-06T02:05:00Z,57.00,
2026-06-06T02:28:00Z,57.00,46.00
2026-06-06T02:40:00Z,57.00,46.00
2026-06-06T03:24:00Z,57.00,46.00
2026-06-06T04:01:00Z,57.00,45.00
2026-06-06T04:19:00Z,57.00,45.00
2026-06-06T04:32:00Z,57.00,45.00
2026-06-06T04:36:00Z,57.00,45.00
2026-06-06T05:01:00Z,57.00,45.00
2026-06-06T05:02:00Z,57.00,45.00
2026-06-06T05:05:00Z,57.00,45.00
2026-06-06T05:11:00Z,57.00,45.00
2026-06-06T05:18:00Z,57.00,45.00
2026-06-06T05:28:00Z,57.00,45.00
2026-06-06T05:38:00Z,57.00,45.00
2026-06-06T05:43:00Z,57.00,45.00
2026-06-06T05:45:00Z,57.00,45.00
2026-06-06T05:50:00Z,57.00,44.00
2026-06-06T05:51:00Z,57.00,44.00
2026-06-06T05:56:00Z,57.00,44.00
2026-06-06T05:59:00Z,56.00,44.00
2026-06-06T06:06:00Z,56.00,45.00
2026-06-06T06:17:00Z,57.00,45.00
2026-06-06T06:28:00Z,57.00,45.00
2026-06-06T06:33:00Z,57.00,45.00
2026-06-06T06:42:00Z,57.00,45.00
2026-06-06T06:44:00Z,56.90,45.00
2026-06-06T06:47:00Z,57.00,45.00
2026-06-06T06:49:00Z,57.00,45.00
2026-06-06T06:50:00Z,57.00,45.00
2026-06-06T07:03:00Z,58.00,45.00
2026-06-06T07:10:00Z,58.00,45.00
2026-06-06T07:23:00Z,58.00,45.00
2026-06-06T07:24:00Z,58.00,45.00
2026-06-06T07:26:00Z,57.00,45.00
2026-06-06T07:56:00Z,58.00,45.00
2026-06-06T08:05:00Z,55.37,45.00
2026-06-06T08:07:00Z,55.37,44.80
2026-06-06T08:09:00Z,56.00,44.80
2026-06-06T08:17:00Z,56.00,44.00
2026-06-06T08:24:00Z,56.00,44.00
2026-06-06T08:31:00Z,56.89,44.00
2026-06-06T08:44:00Z,57.00,44.00
2026-06-06T08:48:00Z,57.00,44.00
2026-06-06T09:00:00Z,56.00,44.00
2026-06-06T09:07:00Z,56.00,44.00
2026-06-06T09:14:00Z,56.00,44.00
2026-06-06T09:15:00Z,56.00,44.00
2026-06-06T09:28:00Z,56.00,44.00
2026-06-06T09:36:00Z,56.00,44.00
2026-06-06T09:37:00Z,56.00,44.00
2026-06-06T09:56:00Z,56.00,44.00
2026-06-06T10:09:00Z,55.00,44.00
2026-06-06T10:10:00Z,55.00,44.00
2026-06-06T10:45:00Z,55.00,46.00
2026-06-06T10:57:00Z,53.57,46.00
2026-06-06T10:58:00Z,55.00,46.00
2026-06-06T11:14:00Z,55.00,46.00
2026-06-06T11:19:00Z,55.00,46.00
2026-06-06T11:20:00Z,55.93,46.00
2026-06-06T11:22:00Z,56.00,46.00
2026-06-06T11:23:00Z,56.00,46.98
2026-06-06T11:26:00Z,56.00,46.56
2026-06-06T11:27:00Z,56.00,47.82
2026-06-06T11:28:00Z,55.00,47.82
2026-06-06T11:29:00Z,55.00,48.13
2026-06-06T11:31:00Z,55.00,48.13
2026-06-06T11:35:00Z,55.00,48.13
2026-06-06T11:37:00Z,55.00,48.13
2026-06-06T11:38:00Z,55.00,48.13
2026-06-06T11:48:00Z,55.00,48.00
2026-06-06T11:57:00Z,55.00,48.00
2026-06-06T11:59:00Z,55.00,48.00
2026-06-06T12:07:00Z,55.00,48.00
2026-06-06T12:11:00Z,55.00,48.00
2026-06-06T12:14:00Z,55.00,48.00
2026-06-06T12:18:00Z,55.00,47.00
2026-06-06T12:22:00Z,55.00,47.00
2026-06-06T12:26:00Z,54.00,47.00
2026-06-06T12:27:00Z,54.00,47.00
2026-06-06T12:29:00Z,54.00,47.00
2026-06-06T12:30:00Z,54.00,47.00
2026-06-06T12:31:00Z,55.00,47.00
2026-06-06T12:32:00Z,55.00,47.00
2026-06-06T12:40:00Z,55.00,45.00
2026-06-06T12:42:00Z,52.64,45.00
2026-06-06T12:43:00Z,55.00,45.00
2026-06-06T12:46:00Z,52.00,45.00
2026-06-06T12:49:00Z,55.00,48.00
2026-06-06T12:51:00Z,55.00,48.00
2026-06-06T12:56:00Z,55.00,48.00
2026-06-06T12:59:00Z,55.00,48.00
2026-06-06T13:00:00Z,55.00,48.76
2026-06-06T13:01:00Z,54.00,48.76
2026-06-06T13:02:00Z,54.00,48.76
2026-06-06T13:05:00Z,55.00,48.76
2026-06-06T13:08:00Z,55.00,49.00
2026-06-06T13:09:00Z,55.00,49.00
2026-06-06T13:13:00Z,54.00,49.00
2026-06-06T13:14:00Z,54.70,49.00
2026-06-06T13:16:00Z,55.00,49.00
2026-06-06T13:17:00Z,54.39,49.00
2026-06-06T13:23:00Z,55.00,49.00
2026-06-06T13:28:00Z,55.06,49.00
2026-06-06T13:29:00Z,55.00,49.00
2026-06-06T13:30:00Z,55.00,49.00
2026-06-06T13:31:00Z,52.00,49.00
2026-06-06T13:32:00Z,52.00,46.00
2026-06-06T13:35:00Z,52.00,46.00
2026-06-06T13:36:00Z,55.00,46.00
2026-06-06T13:37:00Z,55.00,46.00
2026-06-06T13:38:00Z,55.00,47.00
2026-06-06T13:41:00Z,55.21,47.00
2026-06-06T13:42:00Z,55.00,47.00
2026-06-06T13:44:00Z,55.00,47.00
