# event_ticker=KXATPMATCH-25SEP21DANSHE
# final_score=7-6(2) 3-6 6-2
# score_resolution=7-6 3-6 6-2
# match_winner=Alexander Shevchenko
# fav_player=Alexander Shevchenko
# dog_player=Taro Daniel
# kalshi_date=2025-09-21
timestamp,Alexander Shevchenko,Taro Daniel
2025-09-21T10:05:00Z,54.00,48.00
2025-09-21T10:08:00Z,53.00,48.00
2025-09-21T10:09:00Z,52.00,48.00
2025-09-21T10:10:00Z,53.00,48.00
2025-09-21T10:20:00Z,52.00,48.00
2025-09-21T10:25:00Z,51.00,49.00
2025-09-21T10:40:00Z,56.00,49.00
2025-09-21T10:44:00Z,56.00,49.00
2025-09-21T10:51:00Z,56.00,45.38
2025-09-21T10:52:00Z,56.00,45.00
2025-09-21T10:54:00Z,56.00,46.00
2025-09-21T11:01:00Z,56.00,46.00
2025-09-21T11:03:00Z,56.00,46.00
2025-09-21T11:05:00Z,56.00,44.00
2025-09-21T11:12:00Z,56.00,46.75
2025-09-21T11:13:00Z,54.00,46.75
2025-09-21T11:15:00Z,54.00,46.75
2025-09-21T11:16:00Z,54.54,46.75
2025-09-21T11:17:00Z,55.00,46.75
2025-09-21T11:18:00Z,55.00,46.75
2025-09-21T11:20:00Z,55.00,47.00
2025-09-21T11:21:00Z,55.00,47.00
2025-09-21T11:22:00Z,55.00,45.00
2025-09-21T11:24:00Z,55.00,45.00
2025-09-21T11:25:00Z,55.00,45.00
2025-09-21T11:26:00Z,56.00,45.00
2025-09-21T11:29:00Z,56.00,46.00
2025-09-21T11:34:00Z,55.00,46.00
2025-09-21T11:36:00Z,55.00,47.00
2025-09-21T11:39:00Z,55.00,46.00
2025-09-21T11:40:00Z,55.00,46.00
2025-09-21T11:41:00Z,55.00,46.00
2025-09-21T11:43:00Z,56.00,46.00
2025-09-21T11:46:00Z,56.00,46.00
2025-09-21T11:47:00Z,56.00,46.00
2025-09-21T11:48:00Z,56.00,46.00
2025-09-21T11:49:00Z,56.00,46.00
2025-09-21T11:52:00Z,56.00,46.00
2025-09-21T11:53:00Z,56.70,46.00
2025-09-21T11:54:00Z,56.70,46.00
2025-09-21T11:55:00Z,57.00,46.00
2025-09-21T11:57:00Z,57.00,46.00
2025-09-21T11:59:00Z,57.00,45.02
2025-09-21T12:01:00Z,57.00,45.02
2025-09-21T12:02:00Z,59.00,40.96
2025-09-21T12:03:00Z,59.13,40.41
2025-09-21T12:04:00Z,60.00,40.41
2025-09-21T12:05:00Z,57.17,43.00
2025-09-21T12:06:00Z,56.00,46.00
2025-09-21T12:07:00Z,55.00,46.00
2025-09-21T12:08:00Z,56.89,40.00
2025-09-21T12:09:00Z,62.00,39.00
2025-09-21T12:10:00Z,62.00,40.00
2025-09-21T12:11:00Z,59.00,42.05
2025-09-21T12:12:00Z,60.70,43.29
2025-09-21T12:13:00Z,60.70,44.00
2025-09-21T12:14:00Z,61.15,43.67
2025-09-21T12:15:00Z,62.79,38.00
2025-09-21T12:17:00Z,60.00,38.00
2025-09-21T12:19:00Z,57.34,43.00
2025-09-21T12:20:00Z,58.36,43.00
2025-09-21T12:21:00Z,61.00,43.00
2025-09-21T12:22:00Z,61.00,40.00
2025-09-21T12:23:00Z,61.00,40.00
2025-09-21T12:24:00Z,56.89,43.10
2025-09-21T12:25:00Z,55.25,45.00
2025-09-21T12:26:00Z,59.46,42.00
2025-09-21T12:28:00Z,59.46,41.00
2025-09-21T12:29:00Z,54.00,42.00
2025-09-21T12:30:00Z,54.00,47.78
2025-09-21T12:31:00Z,54.27,48.00
2025-09-21T12:32:00Z,55.70,48.00
2025-09-21T12:33:00Z,58.00,48.00
2025-09-21T12:34:00Z,58.00,43.80
2025-09-21T12:35:00Z,56.00,45.71
2025-09-21T12:36:00Z,57.00,47.01
2025-09-21T12:37:00Z,57.00,42.00
2025-09-21T12:38:00Z,57.00,40.00
2025-09-21T12:39:00Z,59.00,40.00
2025-09-21T12:40:00Z,57.72,46.00
2025-09-21T12:41:00Z,59.42,46.00
2025-09-21T12:42:00Z,73.51,46.00
2025-09-21T12:43:00Z,76.08,23.33
2025-09-21T12:45:00Z,77.71,22.54
2025-09-21T12:46:00Z,77.68,20.36
2025-09-21T12:47:00Z,77.81,21.00
2025-09-21T12:48:00Z,78.00,21.31
2025-09-21T12:50:00Z,78.00,32.36
2025-09-21T12:51:00Z,80.00,21.28
2025-09-21T12:52:00Z,80.13,19.00
2025-09-21T12:53:00Z,80.58,28.74
2025-09-21T12:54:00Z,82.33,19.51
2025-09-21T12:55:00Z,84.00,15.00
2025-09-21T12:56:00Z,82.31,16.79
2025-09-21T12:57:00Z,80.45,19.62
2025-09-21T12:58:00Z,79.32,22.31
2025-09-21T12:59:00Z,78.49,21.05
2025-09-21T13:00:00Z,78.49,20.00
2025-09-21T13:01:00Z,81.84,20.91
2025-09-21T13:02:00Z,81.84,18.74
2025-09-21T13:03:00Z,81.42,20.56
2025-09-21T13:05:00Z,82.00,19.77
2025-09-21T13:06:00Z,74.09,25.00
2025-09-21T13:07:00Z,74.09,27.00
2025-09-21T13:08:00Z,74.09,27.00
2025-09-21T13:09:00Z,72.64,25.00
2025-09-21T13:10:00Z,77.00,24.00
2025-09-21T13:12:00Z,77.00,24.00
2025-09-21T13:13:00Z,73.00,24.00
2025-09-21T13:14:00Z,73.00,24.00
2025-09-21T13:17:00Z,73.00,20.57
2025-09-21T13:18:00Z,73.00,24.00
2025-09-21T13:19:00Z,77.00,23.59
2025-09-21T13:20:00Z,77.00,24.00
2025-09-21T13:21:00Z,77.00,25.00
2025-09-21T13:23:00Z,77.00,25.00
2025-09-21T13:25:00Z,73.00,22.00
2025-09-21T13:26:00Z,77.00,22.00
2025-09-21T13:27:00Z,77.00,24.00
2025-09-21T13:28:00Z,77.00,24.49
2025-09-21T13:29:00Z,75.23,24.49
2025-09-21T13:30:00Z,75.23,23.60
2025-09-21T13:31:00Z,75.00,25.06
2025-09-21T13:32:00Z,73.14,26.00
2025-09-21T13:33:00Z,75.20,25.00
2025-09-21T13:34:00Z,75.20,24.00
2025-09-21T13:35:00Z,76.00,24.00
2025-09-21T13:36:00Z,76.37,24.00
2025-09-21T13:37:00Z,75.00,23.16
2025-09-21T13:38:00Z,77.00,24.00
2025-09-21T13:39:00Z,75.87,23.00
2025-09-21T13:40:00Z,78.75,22.84
2025-09-21T13:42:00Z,80.00,23.00
2025-09-21T13:43:00Z,80.00,24.25
2025-09-21T13:44:00Z,80.00,23.00
2025-09-21T13:45:00Z,75.44,22.00
2025-09-21T13:46:00Z,80.19,22.01
2025-09-21T13:47:00Z,80.00,21.22
2025-09-21T13:48:00Z,77.18,21.22
2025-09-21T13:49:00Z,77.00,21.22
2025-09-21T13:51:00Z,77.00,20.00
2025-09-21T13:53:00Z,79.00,20.00
2025-09-21T13:54:00Z,79.00,21.76
2025-09-21T13:55:00Z,82.00,19.85
2025-09-21T13:56:00Z,82.00,25.47
2025-09-21T13:57:00Z,82.00,20.99
2025-09-21T13:58:00Z,82.00,22.00
2025-09-21T13:59:00Z,79.00,22.00
2025-09-21T14:00:00Z,76.17,30.00
2025-09-21T14:01:00Z,70.54,29.60
2025-09-21T14:02:00Z,59.76,37.62
2025-09-21T14:03:00Z,60.54,43.64
2025-09-21T14:04:00Z,58.00,43.17
2025-09-21T14:05:00Z,58.00,44.80
2025-09-21T14:06:00Z,56.63,45.75
2025-09-21T14:07:00Z,55.14,44.07
2025-09-21T14:08:00Z,58.88,42.63
2025-09-21T14:09:00Z,57.00,45.68
2025-09-21T14:10:00Z,57.00,47.72
2025-09-21T14:11:00Z,52.23,46.94
2025-09-21T14:12:00Z,53.88,48.00
2025-09-21T14:13:00Z,58.39,43.66
2025-09-21T14:14:00Z,60.00,40.42
2025-09-21T14:15:00Z,64.68,37.66
2025-09-21T14:16:00Z,59.00,39.97
2025-09-21T14:17:00Z,59.17,39.15
2025-09-21T14:18:00Z,59.00,42.00
2025-09-21T14:19:00Z,67.35,34.76
2025-09-21T14:20:00Z,68.90,30.25
2025-09-21T14:21:00Z,72.33,26.54
2025-09-21T14:22:00Z,66.00,35.11
2025-09-21T14:23:00Z,59.40,39.09
2025-09-21T14:24:00Z,63.79,35.69
2025-09-21T14:25:00Z,66.00,35.00
2025-09-21T14:26:00Z,66.61,34.00
2025-09-21T14:27:00Z,68.61,31.11
2025-09-21T14:28:00Z,69.34,30.58
2025-09-21T14:29:00Z,77.00,26.84
2025-09-21T14:30:00Z,77.26,26.36
2025-09-21T14:31:00Z,85.41,17.24
2025-09-21T14:32:00Z,83.58,18.59
2025-09-21T14:33:00Z,76.49,22.22
2025-09-21T14:34:00Z,82.02,20.71
2025-09-21T14:35:00Z,80.26,16.72
2025-09-21T14:36:00Z,80.61,17.72
2025-09-21T14:37:00Z,89.34,9.81
2025-09-21T14:38:00Z,91.05,8.65
2025-09-21T14:39:00Z,90.56,8.00
2025-09-21T14:40:00Z,92.33,8.28
2025-09-21T14:41:00Z,92.57,11.00
2025-09-21T14:42:00Z,89.62,10.00
2025-09-21T14:43:00Z,87.29,13.23
2025-09-21T14:44:00Z,90.00,10.40
2025-09-21T14:45:00Z,91.21,12.00
2025-09-21T14:46:00Z,94.82,6.17
2025-09-21T14:47:00Z,97.29,4.53
2025-09-21T14:48:00Z,94.56,5.00
2025-09-21T14:49:00Z,96.12,4.00
2025-09-21T14:50:00Z,96.12,4.14
2025-09-21T14:51:00Z,98.76,2.09
2025-09-21T14:52:00Z,99.00,1.00
2025-09-21T14:53:00Z,99.00,1.00
2025-09-21T14:54:00Z,99.00,1.00
2025-09-21T14:55:00Z,99.00,1.00
2025-09-21T14:56:00Z,99.00,1.00
