# event_ticker=KXATPMATCH-26JAN14MACMUN
# final_score=6-4 6-4
# score_resolution=4-6 4-6
# match_winner=Tomas Machac
# fav_player=Jaume Munar
# dog_player=Tomas Machac
# kalshi_date=2026-01-14
timestamp,Jaume Munar,Tomas Machac
2026-01-14T14:37:00Z,,55.00
2026-01-14T14:47:00Z,,56.00
2026-01-14T15:01:00Z,,54.00
2026-01-14T15:08:00Z,,55.00
2026-01-14T15:09:00Z,,55.00
2026-01-14T15:11:00Z,,56.00
2026-01-14T15:46:00Z,,52.04
2026-01-14T16:18:00Z,,55.00
2026-01-14T16:27:00Z,47.00,55.00
2026-01-14T17:01:00Z,46.00,55.00
2026-01-14T17:14:00Z,46.00,56.00
2026-01-14T17:21:00Z,46.00,56.96
2026-01-14T17:25:00Z,46.00,58.00
2026-01-14T17:55:00Z,46.00,56.00
2026-01-14T18:05:00Z,45.00,56.00
2026-01-14T18:07:00Z,45.00,56.00
2026-01-14T18:12:00Z,45.00,56.00
2026-01-14T18:15:00Z,45.00,56.00
2026-01-14T18:26:00Z,45.00,55.00
2026-01-14T19:10:00Z,45.00,55.00
2026-01-14T19:25:00Z,46.00,55.00
2026-01-14T19:43:00Z,46.00,55.00
2026-01-14T20:04:00Z,46.00,55.00
2026-01-14T20:06:00Z,44.00,55.00
2026-01-14T20:07:00Z,44.00,56.00
2026-01-14T20:08:00Z,44.00,56.00
2026-01-14T20:18:00Z,44.00,56.00
2026-01-14T20:20:00Z,44.00,56.00
2026-01-14T20:24:00Z,44.00,56.00
2026-01-14T20:32:00Z,44.00,56.00
2026-01-14T20:34:00Z,44.00,56.00
2026-01-14T20:48:00Z,44.00,56.60
2026-01-14T20:56:00Z,44.00,55.44
2026-01-14T21:00:00Z,44.00,55.44
2026-01-14T21:09:00Z,44.00,55.00
2026-01-14T21:14:00Z,44.00,55.00
2026-01-14T21:17:00Z,45.23,55.00
2026-01-14T21:20:00Z,46.00,55.00
2026-01-14T21:34:00Z,46.33,55.00
2026-01-14T21:45:00Z,48.00,55.00
2026-01-14T21:56:00Z,48.00,54.00
2026-01-14T22:11:00Z,48.00,55.00
2026-01-14T22:17:00Z,46.00,55.00
2026-01-14T22:23:00Z,46.00,54.00
2026-01-14T22:31:00Z,46.00,54.00
2026-01-14T22:41:00Z,46.00,54.00
2026-01-14T23:04:00Z,46.00,54.53
2026-01-14T23:11:00Z,47.00,54.53
2026-01-14T23:19:00Z,47.00,55.00
2026-01-14T23:21:00Z,47.00,55.00
2026-01-14T23:28:00Z,47.00,55.00
2026-01-14T23:29:00Z,47.00,55.00
2026-01-14T23:31:00Z,47.00,55.00
2026-01-14T23:35:00Z,47.00,55.00
2026-01-14T23:39:00Z,47.00,55.00
2026-01-14T23:42:00Z,47.00,55.00
2026-01-14T23:43:00Z,47.00,55.00
2026-01-14T23:48:00Z,47.00,55.00
2026-01-14T23:49:00Z,47.00,55.00
2026-01-14T23:51:00Z,47.00,55.00
2026-01-14T23:55:00Z,47.00,55.00
2026-01-15T00:05:00Z,47.00,53.00
2026-01-15T00:14:00Z,47.00,53.00
2026-01-15T00:30:00Z,47.00,53.00
2026-01-15T00:31:00Z,47.00,55.00
2026-01-15T00:39:00Z,47.00,55.00
2026-01-15T00:44:00Z,47.00,55.00
2026-01-15T00:46:00Z,47.00,55.00
2026-01-15T00:49:00Z,47.00,55.00
2026-01-15T01:03:00Z,47.00,55.00
2026-01-15T01:06:00Z,47.00,55.00
2026-01-15T01:13:00Z,47.00,55.00
2026-01-15T01:14:00Z,47.00,55.00
2026-01-15T01:15:00Z,47.00,55.00
2026-01-15T01:19:00Z,47.00,55.00
2026-01-15T01:26:00Z,47.00,55.00
2026-01-15T01:30:00Z,47.00,55.00
2026-01-15T01:33:00Z,47.00,55.00
2026-01-15T01:34:00Z,47.10,55.00
2026-01-15T01:35:00Z,47.10,54.00
2026-01-15T01:44:00Z,47.00,54.80
2026-01-15T01:46:00Z,47.00,55.57
2026-01-15T02:01:00Z,47.00,54.00
2026-01-15T02:03:00Z,47.00,54.00
2026-01-15T02:04:00Z,51.00,54.00
2026-01-15T02:05:00Z,51.00,53.00
2026-01-15T02:06:00Z,48.00,54.00
2026-01-15T02:07:00Z,48.00,54.00
2026-01-15T02:08:00Z,48.01,54.00
2026-01-15T02:09:00Z,48.01,52.50
2026-01-15T02:10:00Z,48.01,52.76
2026-01-15T02:11:00Z,48.01,51.00
2026-01-15T02:13:00Z,48.01,51.17
2026-01-15T02:14:00Z,48.01,51.00
2026-01-15T02:15:00Z,50.00,51.07
2026-01-15T02:16:00Z,45.54,53.93
2026-01-15T02:17:00Z,38.89,54.36
2026-01-15T02:18:00Z,38.89,68.00
2026-01-15T02:19:00Z,33.00,67.11
2026-01-15T02:20:00Z,33.00,72.00
2026-01-15T02:21:00Z,30.75,68.04
2026-01-15T02:23:00Z,30.75,72.53
2026-01-15T02:25:00Z,30.75,74.00
2026-01-15T02:26:00Z,26.00,74.00
2026-01-15T02:27:00Z,26.00,77.06
2026-01-15T02:28:00Z,23.81,78.83
2026-01-15T02:29:00Z,23.81,75.00
2026-01-15T02:30:00Z,29.78,74.59
2026-01-15T02:32:00Z,29.78,72.37
2026-01-15T02:34:00Z,29.78,76.10
2026-01-15T02:35:00Z,27.00,76.10
2026-01-15T02:36:00Z,26.60,75.00
2026-01-15T02:37:00Z,27.00,75.00
2026-01-15T02:38:00Z,25.82,75.00
2026-01-15T02:39:00Z,22.00,79.00
2026-01-15T02:40:00Z,24.73,78.40
2026-01-15T02:41:00Z,23.02,77.00
2026-01-15T02:43:00Z,25.00,77.56
2026-01-15T02:44:00Z,22.10,78.00
2026-01-15T02:46:00Z,21.19,80.80
2026-01-15T02:47:00Z,21.00,80.01
2026-01-15T02:48:00Z,21.00,78.59
2026-01-15T02:49:00Z,20.00,78.59
2026-01-15T02:50:00Z,21.00,78.59
2026-01-15T02:51:00Z,16.86,81.98
2026-01-15T02:52:00Z,24.75,78.01
2026-01-15T02:53:00Z,25.87,75.04
2026-01-15T02:54:00Z,26.00,75.00
2026-01-15T02:55:00Z,20.86,78.05
2026-01-15T02:56:00Z,22.00,81.00
2026-01-15T02:57:00Z,20.63,80.83
2026-01-15T02:58:00Z,22.00,84.30
2026-01-15T02:59:00Z,19.11,81.85
2026-01-15T03:00:00Z,20.73,80.00
2026-01-15T03:01:00Z,24.88,78.39
2026-01-15T03:02:00Z,28.00,76.12
2026-01-15T03:03:00Z,26.08,74.93
2026-01-15T03:04:00Z,26.08,72.52
2026-01-15T03:05:00Z,23.00,79.00
2026-01-15T03:06:00Z,24.00,77.00
2026-01-15T03:07:00Z,26.08,75.00
2026-01-15T03:08:00Z,27.30,73.33
2026-01-15T03:09:00Z,28.00,74.00
2026-01-15T03:10:00Z,28.00,75.81
2026-01-15T03:11:00Z,22.05,78.26
2026-01-15T03:12:00Z,22.07,79.00
2026-01-15T03:13:00Z,20.03,82.34
2026-01-15T03:14:00Z,22.81,76.99
2026-01-15T03:15:00Z,22.81,77.23
2026-01-15T03:16:00Z,23.39,76.99
2026-01-15T03:17:00Z,26.00,74.40
2026-01-15T03:18:00Z,26.00,73.00
2026-01-15T03:19:00Z,26.00,73.00
2026-01-15T03:20:00Z,35.05,69.13
2026-01-15T03:21:00Z,36.12,64.89
2026-01-15T03:22:00Z,36.12,73.00
2026-01-15T03:23:00Z,31.01,66.05
2026-01-15T03:24:00Z,26.67,79.22
