# event_ticker=KXATPCHALLENGERMATCH-26APR13TUNDAN
# final_score=6-4 6-4
# match_winner=Tung-Lin Wu
# fav_player=Tung-Lin Wu
# dog_player=Taro Daniel
# kalshi_date=2026-04-13
timestamp,Tung-Lin Wu,Taro Daniel
2026-04-13T17:26:00Z,54.00,
2026-04-13T18:35:00Z,54.00,
2026-04-13T18:36:00Z,55.00,
2026-04-13T18:40:00Z,55.00,
2026-04-13T19:22:00Z,55.00,
2026-04-13T19:28:00Z,55.00,47.00
2026-04-13T19:33:00Z,55.00,47.00
2026-04-13T19:42:00Z,56.00,47.00
2026-04-13T19:48:00Z,56.00,47.00
2026-04-13T19:56:00Z,56.00,47.00
2026-04-13T20:08:00Z,56.00,47.00
2026-04-13T20:25:00Z,56.00,47.00
2026-04-13T20:46:00Z,56.00,46.00
2026-04-13T20:48:00Z,56.00,45.00
2026-04-13T20:50:00Z,56.00,45.00
2026-04-13T21:04:00Z,56.00,46.00
2026-04-13T21:33:00Z,55.00,46.00
2026-04-13T21:34:00Z,56.00,46.00
2026-04-13T21:50:00Z,56.00,46.00
2026-04-13T22:21:00Z,56.00,47.00
2026-04-13T23:14:00Z,56.00,47.00
2026-04-13T23:50:00Z,56.00,46.00
2026-04-14T00:05:00Z,56.00,47.53
2026-04-14T00:24:00Z,56.00,47.75
2026-04-14T00:28:00Z,55.00,47.75
2026-04-14T00:29:00Z,55.00,46.00
2026-04-14T00:47:00Z,54.00,46.00
2026-04-14T00:59:00Z,54.00,48.00
2026-04-14T01:06:00Z,54.00,48.00
2026-04-14T01:07:00Z,54.00,48.81
2026-04-14T01:17:00Z,54.00,48.00
2026-04-14T01:18:00Z,54.00,46.00
2026-04-14T01:22:00Z,54.00,47.00
2026-04-14T01:23:00Z,54.00,47.00
2026-04-14T01:25:00Z,54.00,48.93
2026-04-14T01:28:00Z,54.00,48.00
2026-04-14T01:30:00Z,54.00,48.00
2026-04-14T01:31:00Z,54.00,48.00
2026-04-14T01:37:00Z,54.35,49.00
2026-04-14T01:38:00Z,54.35,49.00
2026-04-14T01:43:00Z,54.35,49.00
2026-04-14T01:46:00Z,54.00,49.00
2026-04-14T01:47:00Z,54.00,49.00
2026-04-14T01:52:00Z,54.00,49.00
2026-04-14T01:55:00Z,54.03,49.00
2026-04-14T01:56:00Z,54.03,47.98
2026-04-14T01:58:00Z,54.03,48.00
2026-04-14T01:59:00Z,54.00,48.00
2026-04-14T02:00:00Z,54.00,48.00
2026-04-14T02:01:00Z,54.00,48.00
2026-04-14T02:02:00Z,54.00,48.00
2026-04-14T02:03:00Z,54.00,48.00
2026-04-14T02:04:00Z,54.00,48.00
2026-04-14T02:05:00Z,54.88,48.32
2026-04-14T02:06:00Z,55.00,48.44
2026-04-14T02:07:00Z,54.36,48.90
2026-04-14T02:08:00Z,53.27,49.32
2026-04-14T02:09:00Z,51.63,50.84
2026-04-14T02:10:00Z,48.10,53.52
2026-04-14T02:11:00Z,49.43,51.55
2026-04-14T02:12:00Z,53.79,47.00
2026-04-14T02:13:00Z,55.00,47.03
2026-04-14T02:14:00Z,53.00,47.22
2026-04-14T02:15:00Z,57.83,46.85
2026-04-14T02:16:00Z,56.03,45.49
2026-04-14T02:17:00Z,52.59,49.66
2026-04-14T02:18:00Z,50.21,51.65
2026-04-14T02:19:00Z,43.69,55.75
2026-04-14T02:20:00Z,41.20,56.27
2026-04-14T02:21:00Z,52.26,50.29
2026-04-14T02:22:00Z,57.18,45.59
2026-04-14T02:23:00Z,59.60,38.87
2026-04-14T02:24:00Z,59.14,47.84
2026-04-14T02:25:00Z,57.43,42.50
2026-04-14T02:26:00Z,55.91,44.71
2026-04-14T02:27:00Z,51.17,49.56
2026-04-14T02:28:00Z,51.99,51.61
2026-04-14T02:29:00Z,53.04,52.45
2026-04-14T02:30:00Z,55.93,46.22
2026-04-14T02:31:00Z,54.88,47.33
2026-04-14T02:32:00Z,51.00,50.10
2026-04-14T02:33:00Z,51.00,46.00
2026-04-14T02:34:00Z,58.08,45.78
2026-04-14T02:35:00Z,55.76,43.30
2026-04-14T02:36:00Z,54.22,47.11
2026-04-14T02:37:00Z,52.50,47.11
2026-04-14T02:38:00Z,55.61,48.61
2026-04-14T02:39:00Z,58.93,43.97
2026-04-14T02:40:00Z,57.78,44.07
2026-04-14T02:41:00Z,57.15,44.68
2026-04-14T02:42:00Z,58.74,43.04
2026-04-14T02:43:00Z,57.50,44.63
2026-04-14T02:44:00Z,62.21,37.01
2026-04-14T02:45:00Z,74.18,28.03
2026-04-14T02:46:00Z,76.61,24.00
2026-04-14T02:47:00Z,77.81,22.15
2026-04-14T02:48:00Z,76.82,27.86
2026-04-14T02:49:00Z,82.02,24.78
2026-04-14T02:50:00Z,81.32,20.77
2026-04-14T02:51:00Z,79.72,20.63
2026-04-14T02:52:00Z,79.99,20.99
2026-04-14T02:53:00Z,79.99,21.10
2026-04-14T02:54:00Z,79.73,19.81
2026-04-14T02:55:00Z,81.10,20.15
2026-04-14T02:56:00Z,85.79,18.85
2026-04-14T02:57:00Z,83.01,18.51
2026-04-14T02:58:00Z,80.32,18.06
2026-04-14T02:59:00Z,84.66,17.99
2026-04-14T03:00:00Z,88.66,10.59
2026-04-14T03:01:00Z,90.69,8.76
2026-04-14T03:02:00Z,93.00,7.87
2026-04-14T03:03:00Z,96.08,6.59
2026-04-14T03:04:00Z,93.74,5.92
2026-04-14T03:05:00Z,95.73,5.17
2026-04-14T03:06:00Z,96.96,5.72
2026-04-14T03:07:00Z,94.98,5.20
2026-04-14T03:08:00Z,93.75,7.01
2026-04-14T03:09:00Z,94.12,7.13
2026-04-14T03:10:00Z,93.00,8.05
2026-04-14T03:11:00Z,93.00,8.11
2026-04-14T03:12:00Z,93.04,6.37
2026-04-14T03:13:00Z,95.62,7.19
2026-04-14T03:14:00Z,95.97,5.74
2026-04-14T03:15:00Z,97.41,2.76
2026-04-14T03:16:00Z,96.03,3.96
2026-04-14T03:17:00Z,95.31,4.38
2026-04-14T03:18:00Z,94.07,6.97
2026-04-14T03:19:00Z,94.00,6.64
2026-04-14T03:20:00Z,95.03,6.67
2026-04-14T03:21:00Z,96.10,4.81
2026-04-14T03:22:00Z,95.14,5.19
2026-04-14T03:23:00Z,94.26,6.01
2026-04-14T03:24:00Z,95.25,6.05
2026-04-14T03:25:00Z,94.30,5.52
2026-04-14T03:26:00Z,97.64,2.23
2026-04-14T03:27:00Z,97.96,2.95
2026-04-14T03:28:00Z,97.70,2.86
2026-04-14T03:29:00Z,95.89,3.68
2026-04-14T03:30:00Z,97.25,3.38
2026-04-14T03:31:00Z,94.63,3.88
2026-04-14T03:32:00Z,96.79,3.93
2026-04-14T03:33:00Z,98.95,2.74
2026-04-14T03:34:00Z,98.76,1.03
2026-04-14T03:35:00Z,96.32,3.86
2026-04-14T03:36:00Z,98.42,2.46
2026-04-14T03:37:00Z,99.00,1.00
2026-04-14T03:38:00Z,99.00,1.00
2026-04-14T03:39:00Z,99.00,1.00
2026-04-14T03:40:00Z,99.00,1.00
2026-04-14T03:43:00Z,99.00,1.00
