# event_ticker=KXATPCHALLENGERMATCH-26MAR20MMOPAC
# final_score=6-7(7) 6-2 6-2
# score_resolution=6-7 6-2 6-2
# match_winner=Michael Mmoh
# fav_player=Michael Mmoh
# dog_player=Rodrigo Pacheco Mendez
# kalshi_date=2026-03-20
timestamp,Michael Mmoh,Rodrigo Pacheco Mendez
2026-03-20T20:37:00Z,54.00,47.47
2026-03-20T20:38:00Z,54.00,47.47
2026-03-20T20:39:00Z,54.00,50.00
2026-03-20T20:40:00Z,49.94,51.00
2026-03-20T20:41:00Z,49.00,50.00
2026-03-20T20:43:00Z,49.00,65.00
2026-03-20T20:44:00Z,35.00,66.00
2026-03-20T20:45:00Z,33.97,66.13
2026-03-20T20:46:00Z,29.85,71.92
2026-03-20T20:48:00Z,31.62,69.00
2026-03-20T20:49:00Z,31.62,70.00
2026-03-20T20:50:00Z,30.07,73.99
2026-03-20T20:51:00Z,35.00,73.99
2026-03-20T20:53:00Z,35.00,64.58
2026-03-20T20:55:00Z,38.96,66.00
2026-03-20T20:57:00Z,39.00,60.00
2026-03-20T20:58:00Z,44.04,56.85
2026-03-20T20:59:00Z,38.50,65.00
2026-03-20T21:00:00Z,44.68,58.00
2026-03-20T21:01:00Z,50.11,58.00
2026-03-20T21:02:00Z,55.00,43.00
2026-03-20T21:03:00Z,55.00,45.00
2026-03-20T21:04:00Z,56.08,43.00
2026-03-20T21:05:00Z,59.00,43.00
2026-03-20T21:06:00Z,59.02,43.00
2026-03-20T21:07:00Z,59.02,44.67
2026-03-20T21:08:00Z,56.01,44.67
2026-03-20T21:09:00Z,63.54,44.67
2026-03-20T21:10:00Z,62.00,37.00
2026-03-20T21:11:00Z,65.99,33.00
2026-03-20T21:12:00Z,66.00,33.00
2026-03-20T21:13:00Z,66.00,43.00
2026-03-20T21:14:00Z,54.94,43.00
2026-03-20T21:15:00Z,54.27,46.00
2026-03-20T21:16:00Z,47.51,51.01
2026-03-20T21:17:00Z,46.56,50.88
2026-03-20T21:19:00Z,34.63,50.88
2026-03-20T21:20:00Z,35.00,65.00
2026-03-20T21:22:00Z,41.00,65.00
2026-03-20T21:23:00Z,46.45,65.00
2026-03-20T21:26:00Z,46.45,39.00
2026-03-20T21:27:00Z,63.00,38.00
2026-03-20T21:28:00Z,67.42,38.00
2026-03-20T21:29:00Z,68.18,38.00
2026-03-20T21:30:00Z,59.00,40.00
2026-03-20T21:31:00Z,52.00,49.27
2026-03-20T21:32:00Z,52.00,48.00
2026-03-20T21:33:00Z,62.00,40.00
2026-03-20T21:34:00Z,60.77,40.00
2026-03-20T21:35:00Z,62.00,40.00
2026-03-20T21:36:00Z,59.00,40.00
2026-03-20T21:37:00Z,55.00,44.00
2026-03-20T21:38:00Z,53.00,45.42
2026-03-20T21:39:00Z,47.18,54.98
2026-03-20T21:40:00Z,39.52,57.05
2026-03-20T21:42:00Z,39.75,57.05
2026-03-20T21:43:00Z,51.00,48.00
2026-03-20T21:44:00Z,49.05,47.00
2026-03-20T21:45:00Z,37.02,60.48
2026-03-20T21:46:00Z,36.00,59.50
2026-03-20T21:47:00Z,36.32,63.65
2026-03-20T21:48:00Z,39.02,60.24
2026-03-20T21:49:00Z,50.00,57.17
2026-03-20T21:50:00Z,53.39,57.17
2026-03-20T21:51:00Z,57.69,42.23
2026-03-20T21:52:00Z,58.07,40.98
2026-03-20T21:53:00Z,48.36,53.19
2026-03-20T21:54:00Z,43.00,57.15
2026-03-20T21:55:00Z,30.37,70.21
2026-03-20T21:56:00Z,27.38,72.04
2026-03-20T21:57:00Z,27.38,72.00
2026-03-20T21:58:00Z,26.00,71.31
2026-03-20T21:59:00Z,25.92,74.52
2026-03-20T22:00:00Z,23.00,76.11
2026-03-20T22:01:00Z,23.00,78.00
2026-03-20T22:02:00Z,23.85,78.00
2026-03-20T22:03:00Z,27.69,78.00
2026-03-20T22:04:00Z,27.69,73.00
2026-03-20T22:05:00Z,29.66,74.00
2026-03-20T22:06:00Z,28.00,73.09
2026-03-20T22:07:00Z,26.02,73.09
2026-03-20T22:08:00Z,34.00,73.09
2026-03-20T22:09:00Z,39.00,61.50
2026-03-20T22:10:00Z,41.94,61.50
2026-03-20T22:11:00Z,42.00,58.92
2026-03-20T22:12:00Z,41.00,58.92
2026-03-20T22:13:00Z,42.00,59.00
2026-03-20T22:14:00Z,42.00,64.29
2026-03-20T22:15:00Z,32.99,70.28
2026-03-20T22:16:00Z,38.14,61.00
2026-03-20T22:17:00Z,34.83,61.00
2026-03-20T22:18:00Z,34.83,65.00
2026-03-20T22:19:00Z,43.84,55.00
2026-03-20T22:20:00Z,44.34,56.00
2026-03-20T22:21:00Z,45.43,55.00
2026-03-20T22:22:00Z,45.27,55.00
2026-03-20T22:23:00Z,43.03,57.08
2026-03-20T22:24:00Z,43.00,58.00
2026-03-20T22:25:00Z,46.94,58.00
2026-03-20T22:26:00Z,45.77,57.00
2026-03-20T22:27:00Z,47.61,52.07
2026-03-20T22:28:00Z,48.33,52.00
2026-03-20T22:29:00Z,48.00,51.37
2026-03-20T22:30:00Z,53.95,47.20
2026-03-20T22:31:00Z,54.80,43.66
2026-03-20T22:32:00Z,57.87,43.66
2026-03-20T22:33:00Z,58.60,43.00
2026-03-20T22:34:00Z,60.51,39.65
2026-03-20T22:35:00Z,60.62,39.32
2026-03-20T22:36:00Z,60.98,40.44
2026-03-20T22:37:00Z,58.88,42.40
2026-03-20T22:38:00Z,56.78,45.20
2026-03-20T22:39:00Z,63.42,38.36
2026-03-20T22:40:00Z,62.53,40.00
2026-03-20T22:41:00Z,61.59,43.67
2026-03-20T22:42:00Z,64.15,42.00
2026-03-20T22:43:00Z,59.09,36.35
2026-03-20T22:44:00Z,67.70,34.00
2026-03-20T22:45:00Z,75.00,18.45
2026-03-20T22:46:00Z,81.09,19.00
2026-03-20T22:47:00Z,76.58,24.25
2026-03-20T22:48:00Z,80.01,18.20
2026-03-20T22:49:00Z,85.19,14.32
2026-03-20T22:50:00Z,86.03,15.53
2026-03-20T22:51:00Z,88.26,10.00
2026-03-20T22:52:00Z,93.78,5.44
2026-03-20T22:53:00Z,95.99,3.68
2026-03-20T22:54:00Z,96.00,4.00
2026-03-20T22:55:00Z,97.95,3.47
2026-03-20T22:56:00Z,96.37,4.23
2026-03-20T22:57:00Z,94.19,5.99
2026-03-20T22:58:00Z,95.00,4.99
2026-03-20T22:59:00Z,92.95,7.00
2026-03-20T23:00:00Z,94.60,5.16
2026-03-20T23:01:00Z,96.44,3.00
2026-03-20T23:02:00Z,98.28,1.03
2026-03-20T23:03:00Z,98.98,1.03
2026-03-20T23:04:00Z,98.69,1.70
2026-03-20T23:05:00Z,97.99,2.15
2026-03-20T23:06:00Z,97.99,2.83
2026-03-20T23:07:00Z,98.00,2.00
2026-03-20T23:08:00Z,98.96,2.42
2026-03-20T23:09:00Z,97.13,2.30
2026-03-20T23:10:00Z,96.76,6.39
2026-03-20T23:11:00Z,97.17,3.00
2026-03-20T23:12:00Z,97.00,2.95
2026-03-20T23:13:00Z,96.27,3.00
2026-03-20T23:14:00Z,93.00,5.75
2026-03-20T23:15:00Z,95.43,5.00
2026-03-20T23:16:00Z,94.33,4.42
2026-03-20T23:17:00Z,97.00,3.00
2026-03-20T23:18:00Z,99.00,1.00
2026-03-20T23:19:00Z,98.00,2.00
2026-03-20T23:20:00Z,99.00,2.00
2026-03-20T23:21:00Z,99.00,2.00
2026-03-20T23:22:00Z,97.00,1.66
2026-03-20T23:23:00Z,97.00,2.00
2026-03-20T23:24:00Z,97.00,1.00
2026-03-20T23:25:00Z,99.00,1.00
2026-03-20T23:26:00Z,98.99,1.00
2026-03-20T23:27:00Z,97.97,2.47
2026-03-20T23:28:00Z,96.07,6.40
2026-03-20T23:29:00Z,97.04,5.00
2026-03-20T23:30:00Z,98.18,2.14
2026-03-20T23:31:00Z,98.00,2.74
2026-03-20T23:32:00Z,99.00,1.08
2026-03-20T23:33:00Z,99.00,1.08
2026-03-20T23:36:00Z,99.00,1.08
2026-03-20T23:39:00Z,99.00,1.08
