# event_ticker=KXATPMATCH-25JUL19CERDAR
# final_score=6-2 3-6 7-6(3)
# score_resolution=6-2 3-6 7-6
# match_winner=Luciano Darderi
# fav_player=Luciano Darderi
# dog_player=Francisco Cerundolo
# kalshi_date=2025-07-19
timestamp,Luciano Darderi,Francisco Cerundolo
2025-07-19T02:43:00Z,,62.00
2025-07-19T02:50:00Z,,62.00
2025-07-19T03:14:00Z,,61.00
2025-07-19T03:23:00Z,41.00,61.00
2025-07-19T03:42:00Z,41.00,61.00
2025-07-19T03:45:00Z,41.00,61.00
2025-07-19T03:59:00Z,41.00,61.00
2025-07-19T04:00:00Z,41.00,61.00
2025-07-19T04:28:00Z,41.00,62.00
2025-07-19T04:39:00Z,41.00,62.00
2025-07-19T04:45:00Z,41.00,62.00
2025-07-19T05:05:00Z,41.00,62.00
2025-07-19T05:08:00Z,41.00,62.00
2025-07-19T05:10:00Z,41.00,59.00
2025-07-19T05:14:00Z,41.00,59.00
2025-07-19T05:20:00Z,41.00,59.00
2025-07-19T05:33:00Z,41.00,59.00
2025-07-19T05:48:00Z,41.00,61.79
2025-07-19T05:49:00Z,41.00,62.00
2025-07-19T06:46:00Z,41.00,62.00
2025-07-19T12:03:00Z,42.00,62.00
2025-07-19T12:05:00Z,42.00,60.00
2025-07-19T12:06:00Z,42.00,60.00
2025-07-19T12:08:00Z,42.00,60.00
2025-07-19T12:09:00Z,42.00,60.00
2025-07-19T12:10:00Z,42.00,60.00
2025-07-19T12:11:00Z,42.00,61.00
2025-07-19T12:14:00Z,42.00,61.00
2025-07-19T12:15:00Z,42.00,60.00
2025-07-19T12:16:00Z,41.00,60.00
2025-07-19T12:18:00Z,42.00,60.00
2025-07-19T12:19:00Z,42.00,60.00
2025-07-19T12:20:00Z,42.00,60.00
2025-07-19T12:21:00Z,42.00,60.00
2025-07-19T12:24:00Z,42.00,60.00
2025-07-19T12:27:00Z,42.00,60.00
2025-07-19T12:35:00Z,42.04,59.81
2025-07-19T12:40:00Z,42.04,61.00
2025-07-19T12:42:00Z,42.04,61.00
2025-07-19T12:48:00Z,42.04,61.00
2025-07-19T12:50:00Z,41.00,61.00
2025-07-19T12:51:00Z,41.00,61.00
2025-07-19T12:52:00Z,41.00,61.00
2025-07-19T13:00:00Z,41.00,61.58
2025-07-19T13:01:00Z,41.00,62.00
2025-07-19T13:05:00Z,40.00,62.00
2025-07-19T13:06:00Z,40.00,62.00
2025-07-19T13:07:00Z,40.15,62.00
2025-07-19T13:09:00Z,41.00,62.00
2025-07-19T13:13:00Z,40.73,62.00
2025-07-19T13:14:00Z,46.00,62.00
2025-07-19T13:15:00Z,46.00,68.64
2025-07-19T13:16:00Z,46.00,65.00
2025-07-19T13:17:00Z,46.00,65.00
2025-07-19T13:19:00Z,44.10,65.00
2025-07-19T13:20:00Z,44.10,63.00
2025-07-19T13:21:00Z,44.10,63.00
2025-07-19T13:22:00Z,40.00,63.00
2025-07-19T13:23:00Z,40.00,63.00
2025-07-19T13:25:00Z,40.00,65.00
2025-07-19T13:26:00Z,41.86,62.13
2025-07-19T13:27:00Z,43.11,57.80
2025-07-19T13:28:00Z,50.28,52.57
2025-07-19T13:29:00Z,52.90,49.92
2025-07-19T13:30:00Z,57.53,44.00
2025-07-19T13:31:00Z,54.00,45.87
2025-07-19T13:33:00Z,54.00,44.00
2025-07-19T13:34:00Z,56.04,47.00
2025-07-19T13:35:00Z,56.04,46.00
2025-07-19T13:36:00Z,53.00,49.00
2025-07-19T13:37:00Z,47.00,50.26
2025-07-19T13:38:00Z,47.00,54.92
2025-07-19T13:39:00Z,52.00,48.00
2025-07-19T13:40:00Z,45.00,57.77
2025-07-19T13:41:00Z,45.00,59.00
2025-07-19T13:42:00Z,49.96,53.00
2025-07-19T13:43:00Z,49.96,58.46
2025-07-19T13:44:00Z,47.00,53.13
2025-07-19T13:45:00Z,48.00,55.12
2025-07-19T13:46:00Z,55.00,46.00
2025-07-19T13:47:00Z,54.00,46.00
2025-07-19T13:48:00Z,53.28,46.00
2025-07-19T13:49:00Z,52.00,47.26
2025-07-19T13:50:00Z,54.25,45.65
2025-07-19T13:51:00Z,60.00,44.00
2025-07-19T13:52:00Z,62.00,40.97
2025-07-19T13:53:00Z,62.33,40.00
2025-07-19T13:54:00Z,66.02,32.57
2025-07-19T13:55:00Z,63.06,35.80
2025-07-19T13:56:00Z,67.39,30.73
2025-07-19T13:57:00Z,67.39,29.24
2025-07-19T13:59:00Z,75.00,28.08
2025-07-19T14:00:00Z,77.00,27.70
2025-07-19T14:01:00Z,77.00,29.68
2025-07-19T14:02:00Z,72.00,29.50
2025-07-19T14:03:00Z,71.00,32.23
2025-07-19T14:04:00Z,72.00,28.97
2025-07-19T14:05:00Z,69.92,30.00
2025-07-19T14:06:00Z,73.20,31.17
2025-07-19T14:07:00Z,70.00,34.24
2025-07-19T14:08:00Z,68.00,42.00
2025-07-19T14:09:00Z,61.67,40.47
2025-07-19T14:10:00Z,61.00,42.82
2025-07-19T14:11:00Z,60.79,43.32
2025-07-19T14:12:00Z,64.97,46.41
2025-07-19T14:13:00Z,63.03,43.01
2025-07-19T14:14:00Z,61.00,49.42
2025-07-19T14:15:00Z,70.75,38.81
2025-07-19T14:16:00Z,70.16,34.05
2025-07-19T14:17:00Z,69.00,34.00
2025-07-19T14:18:00Z,69.00,31.00
2025-07-19T14:19:00Z,76.15,31.00
2025-07-19T14:20:00Z,76.15,30.00
2025-07-19T14:21:00Z,77.53,18.38
2025-07-19T14:22:00Z,77.53,30.62
2025-07-19T14:23:00Z,79.04,24.00
2025-07-19T14:24:00Z,79.00,24.93
2025-07-19T14:25:00Z,80.38,16.32
2025-07-19T14:26:00Z,79.00,28.57
2025-07-19T14:27:00Z,71.00,34.16
2025-07-19T14:28:00Z,69.00,34.08
2025-07-19T14:29:00Z,69.00,39.78
2025-07-19T14:30:00Z,67.39,38.21
2025-07-19T14:31:00Z,66.34,32.29
2025-07-19T14:32:00Z,67.23,35.72
2025-07-19T14:33:00Z,69.37,42.00
2025-07-19T14:34:00Z,72.27,31.00
2025-07-19T14:35:00Z,70.10,30.59
2025-07-19T14:36:00Z,64.92,38.73
2025-07-19T14:37:00Z,66.04,43.02
2025-07-19T14:38:00Z,66.04,31.58
2025-07-19T14:39:00Z,63.38,43.11
2025-07-19T14:40:00Z,60.82,49.97
2025-07-19T14:41:00Z,58.62,46.73
2025-07-19T14:42:00Z,47.75,60.67
2025-07-19T14:43:00Z,25.89,57.64
2025-07-19T14:44:00Z,42.00,64.35
2025-07-19T14:45:00Z,42.50,63.99
2025-07-19T14:46:00Z,41.71,63.99
2025-07-19T14:47:00Z,50.01,51.27
2025-07-19T14:48:00Z,46.00,65.45
2025-07-19T14:49:00Z,52.22,50.00
2025-07-19T14:50:00Z,47.61,46.22
2025-07-19T14:51:00Z,44.18,64.18
2025-07-19T14:52:00Z,44.78,65.00
2025-07-19T14:53:00Z,45.00,69.92
2025-07-19T14:54:00Z,45.00,66.44
2025-07-19T14:55:00Z,48.43,51.00
2025-07-19T14:56:00Z,16.00,69.77
2025-07-19T14:57:00Z,24.44,67.20
2025-07-19T14:58:00Z,34.98,78.92
2025-07-19T14:59:00Z,36.98,37.85
2025-07-19T15:00:00Z,51.22,67.03
2025-07-19T15:01:00Z,53.00,67.03
2025-07-19T15:02:00Z,64.85,42.70
2025-07-19T15:03:00Z,57.31,48.00
2025-07-19T15:04:00Z,57.31,42.00
2025-07-19T15:05:00Z,57.31,38.12
2025-07-19T15:06:00Z,57.31,41.46
2025-07-19T15:07:00Z,64.00,47.00
2025-07-19T15:08:00Z,64.00,50.44
2025-07-19T15:09:00Z,48.59,53.27
2025-07-19T15:10:00Z,53.00,56.29
