# event_ticker=KXATPMATCH-26JAN10NAVMIC
# final_score=2-6 6-2 7-5
# match_winner=Alex Michelsen
# fav_player=Alex Michelsen
# dog_player=Mariano Navone
# kalshi_date=2026-01-10
timestamp,Alex Michelsen,Mariano Navone
2026-01-12T12:54:00Z,73.00,
2026-01-12T13:30:00Z,74.92,27.00
2026-01-12T13:34:00Z,75.00,27.00
2026-01-12T13:37:00Z,75.00,27.00
2026-01-12T13:40:00Z,75.00,27.00
2026-01-12T13:48:00Z,75.00,27.00
2026-01-12T13:53:00Z,75.00,27.00
2026-01-12T13:57:00Z,75.00,27.00
2026-01-12T14:00:00Z,75.00,27.00
2026-01-12T14:05:00Z,75.00,27.00
2026-01-12T14:30:00Z,75.00,27.00
2026-01-12T14:32:00Z,75.00,27.00
2026-01-12T14:44:00Z,75.00,27.00
2026-01-12T14:47:00Z,75.00,27.00
2026-01-12T14:48:00Z,75.00,27.00
2026-01-12T15:02:00Z,75.00,27.00
2026-01-12T15:10:00Z,75.00,27.00
2026-01-12T15:17:00Z,75.00,27.00
2026-01-12T15:18:00Z,75.00,27.00
2026-01-12T15:23:00Z,75.00,28.00
2026-01-12T15:32:00Z,75.00,28.00
2026-01-12T15:55:00Z,75.00,28.00
2026-01-12T15:59:00Z,75.00,28.67
2026-01-12T16:01:00Z,75.00,28.67
2026-01-12T16:07:00Z,75.00,28.67
2026-01-12T16:12:00Z,75.00,29.00
2026-01-12T16:37:00Z,75.00,29.00
2026-01-12T16:41:00Z,75.00,29.00
2026-01-12T16:49:00Z,75.00,29.00
2026-01-12T17:02:00Z,75.00,29.00
2026-01-12T17:09:00Z,75.00,29.00
2026-01-12T17:13:00Z,75.00,27.00
2026-01-12T17:15:00Z,75.00,28.00
2026-01-12T17:26:00Z,75.00,27.00
2026-01-12T17:27:00Z,75.00,27.00
2026-01-12T17:30:00Z,75.00,27.00
2026-01-12T17:42:00Z,75.00,27.00
2026-01-12T17:48:00Z,75.00,27.00
2026-01-12T17:50:00Z,75.00,27.00
2026-01-12T17:55:00Z,75.00,26.00
2026-01-12T18:03:00Z,75.00,26.00
2026-01-12T18:05:00Z,75.00,26.00
2026-01-12T18:06:00Z,75.00,26.00
2026-01-12T18:11:00Z,75.00,26.00
2026-01-12T18:19:00Z,75.00,26.00
2026-01-12T18:21:00Z,75.00,26.00
2026-01-12T18:29:00Z,75.00,26.00
2026-01-12T18:33:00Z,75.00,26.00
2026-01-12T18:35:00Z,75.00,26.00
2026-01-12T18:50:00Z,75.00,26.00
2026-01-12T18:54:00Z,75.00,26.00
2026-01-12T18:56:00Z,75.00,26.00
2026-01-12T19:09:00Z,75.00,26.00
2026-01-12T19:17:00Z,75.00,26.00
2026-01-12T19:37:00Z,75.00,26.00
2026-01-12T20:06:00Z,75.00,26.00
2026-01-12T20:09:00Z,75.00,26.00
2026-01-12T20:11:00Z,75.00,26.00
2026-01-12T20:12:00Z,75.00,26.00
2026-01-12T20:17:00Z,75.00,26.00
2026-01-12T20:18:00Z,75.00,26.00
2026-01-12T20:24:00Z,75.00,27.00
2026-01-12T20:33:00Z,75.00,27.00
2026-01-12T20:38:00Z,75.00,27.00
2026-01-12T20:41:00Z,75.00,27.00
2026-01-12T20:48:00Z,75.00,27.00
2026-01-12T20:55:00Z,75.00,27.00
2026-01-12T21:02:00Z,75.00,27.00
2026-01-12T21:07:00Z,74.00,27.00
2026-01-12T21:09:00Z,74.00,27.00
2026-01-12T21:10:00Z,75.00,27.00
2026-01-12T21:12:00Z,75.00,27.00
2026-01-12T21:21:00Z,75.00,27.00
2026-01-12T21:22:00Z,75.00,27.00
2026-01-12T21:23:00Z,75.00,27.00
2026-01-12T21:25:00Z,75.00,27.00
2026-01-12T21:26:00Z,74.00,27.00
2026-01-12T21:33:00Z,75.00,27.00
2026-01-12T21:37:00Z,75.00,27.00
2026-01-12T21:38:00Z,75.00,27.00
2026-01-12T21:40:00Z,75.00,27.00
2026-01-12T21:43:00Z,74.00,27.00
2026-01-12T21:50:00Z,75.00,27.00
2026-01-12T21:58:00Z,75.00,27.00
2026-01-12T22:02:00Z,75.00,27.00
2026-01-12T22:06:00Z,75.00,27.00
2026-01-12T22:09:00Z,75.00,27.00
2026-01-12T22:11:00Z,75.00,27.00
2026-01-12T22:13:00Z,75.00,27.00
2026-01-12T22:14:00Z,75.00,27.00
2026-01-12T22:16:00Z,75.00,27.00
2026-01-12T22:18:00Z,75.00,27.00
2026-01-12T22:20:00Z,75.00,27.00
2026-01-12T22:25:00Z,75.00,27.00
2026-01-12T22:26:00Z,75.00,27.00
2026-01-12T22:27:00Z,75.00,27.00
2026-01-12T22:28:00Z,75.00,27.58
2026-01-12T22:29:00Z,75.00,27.58
2026-01-12T22:30:00Z,75.00,27.58
2026-01-12T22:31:00Z,75.00,28.00
2026-01-12T22:32:00Z,75.00,28.00
2026-01-12T22:33:00Z,75.00,28.00
2026-01-12T22:34:00Z,75.00,28.00
2026-01-12T22:35:00Z,75.00,28.00
2026-01-12T22:36:00Z,75.00,28.00
2026-01-12T22:37:00Z,75.00,28.00
2026-01-12T22:38:00Z,75.00,28.00
