# event_ticker=KXATPCHALLENGERMATCH-26APR17SOTPRA
# final_score=6-2 7-5
# score_resolution=2-6 5-7
# match_winner=Juan Carlos Prado Angelo
# fav_player=Matias Soto
# dog_player=Juan Carlos Prado Angelo
# kalshi_date=2026-04-17
timestamp,Matias Soto,Juan Carlos Prado Angelo
2026-04-17T11:08:00Z,,61.00
2026-04-17T11:09:00Z,,61.00
2026-04-17T11:46:00Z,,62.00
2026-04-17T12:31:00Z,,62.00
2026-04-17T12:46:00Z,,62.00
2026-04-17T13:21:00Z,,62.00
2026-04-17T13:25:00Z,,62.00
2026-04-17T13:45:00Z,,62.00
2026-04-17T13:48:00Z,,62.00
2026-04-17T14:17:00Z,,62.00
2026-04-17T14:23:00Z,,62.00
2026-04-17T14:25:00Z,,62.00
2026-04-17T14:32:00Z,,62.00
2026-04-17T14:36:00Z,,60.00
2026-04-17T14:45:00Z,40.00,60.00
2026-04-17T15:09:00Z,40.00,62.00
2026-04-17T15:37:00Z,40.00,63.00
2026-04-17T15:41:00Z,39.00,63.00
2026-04-17T16:26:00Z,39.00,63.00
2026-04-17T16:31:00Z,39.00,61.00
2026-04-17T16:50:00Z,39.00,62.00
2026-04-17T16:52:00Z,39.00,62.00
2026-04-17T16:53:00Z,39.00,62.00
2026-04-17T16:56:00Z,39.00,62.00
2026-04-17T17:07:00Z,39.00,62.00
2026-04-17T17:08:00Z,39.00,62.00
2026-04-17T17:17:00Z,39.00,62.00
2026-04-17T17:52:00Z,37.00,62.00
2026-04-17T17:59:00Z,39.00,62.00
2026-04-17T18:04:00Z,39.00,62.00
2026-04-17T18:08:00Z,39.00,62.00
2026-04-17T18:14:00Z,39.00,62.00
2026-04-17T18:15:00Z,39.00,61.00
2026-04-17T18:18:00Z,39.00,61.00
2026-04-17T18:22:00Z,39.88,61.00
2026-04-17T18:25:00Z,40.00,61.00
2026-04-17T18:28:00Z,40.00,62.00
2026-04-17T18:31:00Z,40.00,63.00
2026-04-17T18:34:00Z,40.00,63.00
2026-04-17T18:38:00Z,40.00,63.00
2026-04-17T18:51:00Z,40.00,63.00
2026-04-17T18:58:00Z,40.00,63.00
2026-04-17T19:04:00Z,39.00,63.00
2026-04-17T19:08:00Z,39.00,63.00
2026-04-17T19:14:00Z,39.00,63.00
2026-04-17T19:19:00Z,39.00,63.00
2026-04-17T19:44:00Z,39.00,63.00
2026-04-17T19:46:00Z,39.00,63.00
2026-04-17T20:03:00Z,38.00,63.00
2026-04-17T20:11:00Z,38.00,63.00
2026-04-17T20:14:00Z,38.00,63.00
2026-04-17T20:19:00Z,38.00,63.00
2026-04-17T20:21:00Z,38.00,63.00
2026-04-17T20:25:00Z,38.00,63.00
2026-04-17T20:27:00Z,38.00,63.00
2026-04-17T20:29:00Z,39.00,63.00
2026-04-17T20:43:00Z,39.00,63.00
2026-04-17T20:45:00Z,39.00,63.00
2026-04-17T20:51:00Z,39.00,63.00
2026-04-17T20:52:00Z,39.00,63.00
2026-04-17T21:02:00Z,39.00,63.00
2026-04-17T21:04:00Z,39.00,62.50
2026-04-17T21:05:00Z,39.00,63.00
2026-04-17T21:06:00Z,39.00,63.00
2026-04-17T21:07:00Z,39.00,63.00
2026-04-17T21:09:00Z,39.00,63.00
2026-04-17T21:10:00Z,39.00,63.00
2026-04-17T21:12:00Z,39.06,63.00
2026-04-17T21:13:00Z,40.00,63.00
2026-04-17T21:14:00Z,37.00,63.00
2026-04-17T21:16:00Z,37.00,63.94
2026-04-17T21:17:00Z,37.00,64.00
2026-04-17T21:18:00Z,37.00,64.00
2026-04-17T21:19:00Z,37.00,64.00
2026-04-17T21:20:00Z,37.00,64.00
2026-04-17T21:21:00Z,37.00,64.00
2026-04-17T21:22:00Z,37.00,64.00
2026-04-17T21:23:00Z,37.00,64.00
2026-04-17T21:24:00Z,37.00,64.00
2026-04-17T21:25:00Z,37.00,64.00
2026-04-17T21:26:00Z,37.00,64.00
2026-04-17T21:27:00Z,37.44,64.00
2026-04-17T21:29:00Z,37.44,64.00
2026-04-17T21:30:00Z,36.00,64.00
2026-04-17T21:31:00Z,36.00,64.00
2026-04-17T21:32:00Z,37.00,64.00
2026-04-17T21:33:00Z,37.00,64.00
2026-04-17T21:34:00Z,37.00,64.00
2026-04-17T21:35:00Z,37.00,64.00
2026-04-17T21:36:00Z,37.00,64.00
2026-04-17T21:37:00Z,37.00,64.00
2026-04-17T21:38:00Z,37.00,64.00
2026-04-17T21:39:00Z,37.00,64.00
2026-04-17T21:40:00Z,37.00,64.00
2026-04-17T21:41:00Z,37.00,64.00
2026-04-17T21:42:00Z,37.00,64.46
2026-04-17T21:43:00Z,37.00,65.00
2026-04-17T21:44:00Z,37.00,65.00
2026-04-17T21:45:00Z,37.00,64.82
2026-04-17T21:46:00Z,37.00,64.00
2026-04-17T21:47:00Z,37.12,64.00
2026-04-17T21:48:00Z,37.00,64.00
2026-04-17T21:49:00Z,37.38,64.00
2026-04-17T21:52:00Z,37.14,64.00
2026-04-17T21:53:00Z,37.14,64.26
2026-04-17T21:54:00Z,37.00,64.96
2026-04-17T21:55:00Z,37.00,65.00
2026-04-17T21:56:00Z,37.00,65.00
2026-04-17T21:57:00Z,37.00,65.00
2026-04-17T21:59:00Z,37.00,65.00
2026-04-17T22:00:00Z,37.00,65.00
2026-04-17T22:01:00Z,37.00,65.00
2026-04-17T22:02:00Z,37.00,65.00
2026-04-17T22:03:00Z,37.00,65.00
2026-04-17T22:04:00Z,37.00,65.00
2026-04-17T22:05:00Z,37.00,65.00
2026-04-17T22:06:00Z,37.00,65.00
2026-04-17T22:07:00Z,37.00,65.00
2026-04-17T22:08:00Z,37.00,63.42
2026-04-17T22:10:00Z,37.00,64.00
2026-04-17T22:11:00Z,38.00,64.00
2026-04-17T22:12:00Z,38.00,64.98
2026-04-17T22:13:00Z,38.00,64.46
2026-04-17T22:14:00Z,37.00,64.46
2026-04-17T22:15:00Z,37.00,65.00
2026-04-17T22:16:00Z,37.00,65.00
2026-04-17T22:17:00Z,37.00,64.00
2026-04-17T22:19:00Z,38.00,65.00
2026-04-17T22:20:00Z,38.00,64.03
2026-04-17T22:21:00Z,38.00,65.00
2026-04-17T22:22:00Z,37.95,64.89
2026-04-17T22:23:00Z,38.00,64.00
2026-04-17T22:24:00Z,38.00,63.45
2026-04-17T22:25:00Z,38.00,64.00
2026-04-17T22:26:00Z,38.00,64.00
2026-04-17T22:27:00Z,38.00,63.88
2026-04-17T22:28:00Z,38.00,65.00
2026-04-17T22:29:00Z,38.00,63.96
2026-04-17T22:30:00Z,38.00,64.00
2026-04-17T22:31:00Z,38.73,63.90
2026-04-17T22:32:00Z,38.32,63.89
2026-04-17T22:33:00Z,38.00,63.78
