# event_ticker=KXATPCHALLENGERMATCH-26MAR31GUIAMB
# final_score=3-6 6-4 7-6(4)
# score_resolution=3-6 6-4 7-6
# match_winner=Alvaro Guillen Meza
# fav_player=Alvaro Guillen Meza
# dog_player=Luciano Emanuel Ambrogi
# kalshi_date=2026-03-31
timestamp,Alvaro Guillen Meza,Luciano Emanuel Ambrogi
2026-03-31T07:10:00Z,71.00,31.00
2026-03-31T07:53:00Z,73.00,30.00
2026-03-31T08:01:00Z,73.00,30.00
2026-03-31T10:22:00Z,71.00,30.00
2026-03-31T11:07:00Z,72.00,30.00
2026-03-31T12:57:00Z,71.00,30.00
2026-03-31T13:00:00Z,70.00,30.00
2026-03-31T13:19:00Z,70.40,30.00
2026-03-31T13:54:00Z,70.00,30.00
2026-03-31T14:51:00Z,69.00,30.00
2026-03-31T15:01:00Z,70.00,30.00
2026-03-31T16:01:00Z,70.00,30.00
2026-03-31T16:16:00Z,70.00,30.00
2026-03-31T16:25:00Z,70.00,32.00
2026-03-31T16:26:00Z,71.00,32.00
2026-03-31T17:01:00Z,71.00,31.95
2026-03-31T17:08:00Z,71.00,31.95
2026-03-31T17:14:00Z,71.00,31.95
2026-03-31T17:22:00Z,71.00,31.95
2026-03-31T17:40:00Z,71.00,31.95
2026-03-31T17:45:00Z,71.99,31.95
2026-03-31T18:19:00Z,71.99,30.00
2026-03-31T18:43:00Z,71.00,30.00
2026-03-31T18:45:00Z,71.00,30.00
2026-03-31T18:49:00Z,71.00,30.00
2026-03-31T18:57:00Z,71.00,30.00
2026-03-31T18:58:00Z,70.00,30.00
2026-03-31T18:59:00Z,70.00,31.60
2026-03-31T19:00:00Z,71.00,31.60
2026-03-31T19:01:00Z,71.00,30.37
2026-03-31T19:02:00Z,69.00,31.02
2026-03-31T19:03:00Z,72.29,32.00
2026-03-31T19:04:00Z,79.62,21.58
2026-03-31T19:05:00Z,75.55,26.56
2026-03-31T19:06:00Z,75.55,19.00
2026-03-31T19:07:00Z,75.55,19.92
2026-03-31T19:08:00Z,75.55,20.00
2026-03-31T19:09:00Z,75.55,19.00
2026-03-31T19:10:00Z,85.00,19.00
2026-03-31T19:11:00Z,84.00,19.00
2026-03-31T19:12:00Z,84.05,15.00
2026-03-31T19:13:00Z,84.05,17.21
2026-03-31T19:14:00Z,84.05,15.00
2026-03-31T19:15:00Z,84.05,18.00
2026-03-31T19:16:00Z,84.05,20.00
2026-03-31T19:17:00Z,82.00,18.00
2026-03-31T19:18:00Z,81.00,18.33
2026-03-31T19:19:00Z,80.56,18.33
2026-03-31T19:20:00Z,80.56,22.00
2026-03-31T19:21:00Z,83.97,22.00
2026-03-31T19:22:00Z,82.03,19.00
2026-03-31T19:23:00Z,82.00,16.36
2026-03-31T19:25:00Z,83.00,14.67
2026-03-31T19:26:00Z,81.51,14.67
2026-03-31T19:27:00Z,79.00,19.62
2026-03-31T19:28:00Z,75.74,23.00
2026-03-31T19:29:00Z,74.22,26.24
2026-03-31T19:30:00Z,68.62,29.31
2026-03-31T19:31:00Z,63.24,35.94
2026-03-31T19:32:00Z,60.30,39.19
2026-03-31T19:33:00Z,60.75,43.24
2026-03-31T19:34:00Z,61.30,42.19
2026-03-31T19:35:00Z,63.41,33.25
2026-03-31T19:36:00Z,60.91,38.28
2026-03-31T19:37:00Z,60.36,37.05
2026-03-31T19:38:00Z,61.00,37.05
2026-03-31T19:39:00Z,57.46,40.00
2026-03-31T19:40:00Z,58.00,42.50
2026-03-31T19:41:00Z,52.85,44.64
2026-03-31T19:42:00Z,55.48,46.36
2026-03-31T19:43:00Z,48.81,53.89
2026-03-31T19:44:00Z,37.74,61.51
2026-03-31T19:45:00Z,39.89,59.97
2026-03-31T19:46:00Z,41.08,60.15
2026-03-31T19:47:00Z,46.42,51.11
2026-03-31T19:48:00Z,49.97,52.25
2026-03-31T19:49:00Z,39.25,59.07
2026-03-31T19:50:00Z,33.44,65.19
2026-03-31T19:51:00Z,35.00,65.45
2026-03-31T19:52:00Z,35.66,66.00
2026-03-31T19:53:00Z,35.72,65.76
2026-03-31T19:54:00Z,34.58,72.37
2026-03-31T19:55:00Z,32.44,71.71
2026-03-31T19:56:00Z,34.11,65.25
2026-03-31T19:57:00Z,35.98,66.86
2026-03-31T19:58:00Z,35.91,67.00
2026-03-31T19:59:00Z,35.40,64.00
2026-03-31T20:00:00Z,38.99,62.00
2026-03-31T20:01:00Z,40.53,60.66
2026-03-31T20:02:00Z,40.93,60.00
2026-03-31T20:03:00Z,40.15,60.91
2026-03-31T20:04:00Z,34.67,66.88
2026-03-31T20:05:00Z,32.53,68.25
2026-03-31T20:06:00Z,37.65,61.00
2026-03-31T20:07:00Z,37.13,65.23
2026-03-31T20:08:00Z,34.73,72.00
2026-03-31T20:09:00Z,27.23,69.99
2026-03-31T20:10:00Z,20.75,79.83
2026-03-31T20:11:00Z,19.91,81.00
2026-03-31T20:12:00Z,18.69,82.78
2026-03-31T20:13:00Z,24.34,79.59
2026-03-31T20:14:00Z,19.65,81.16
2026-03-31T20:15:00Z,17.88,82.89
2026-03-31T20:16:00Z,24.45,77.39
2026-03-31T20:17:00Z,23.64,77.68
2026-03-31T20:18:00Z,18.67,82.75
2026-03-31T20:19:00Z,13.89,86.62
2026-03-31T20:20:00Z,14.56,86.92
2026-03-31T20:21:00Z,17.87,83.45
2026-03-31T20:22:00Z,17.92,83.00
2026-03-31T20:23:00Z,18.99,83.00
2026-03-31T20:24:00Z,20.05,79.91
2026-03-31T20:25:00Z,17.69,84.76
2026-03-31T20:26:00Z,12.43,87.44
2026-03-31T20:27:00Z,11.95,88.95
2026-03-31T20:28:00Z,12.31,87.03
2026-03-31T20:29:00Z,10.92,89.79
2026-03-31T20:30:00Z,11.34,89.18
2026-03-31T20:31:00Z,11.52,87.61
2026-03-31T20:32:00Z,15.89,85.99
2026-03-31T20:33:00Z,17.69,81.97
2026-03-31T20:34:00Z,23.08,75.76
2026-03-31T20:35:00Z,21.65,81.58
2026-03-31T20:36:00Z,14.86,85.82
2026-03-31T20:37:00Z,25.32,77.50
2026-03-31T20:38:00Z,32.35,66.32
2026-03-31T20:39:00Z,36.84,64.37
2026-03-31T20:40:00Z,42.33,59.21
2026-03-31T20:41:00Z,44.04,55.27
2026-03-31T20:42:00Z,44.59,56.00
2026-03-31T20:43:00Z,46.74,56.00
2026-03-31T20:44:00Z,53.67,45.37
2026-03-31T20:45:00Z,43.19,53.98
2026-03-31T20:46:00Z,43.14,55.69
2026-03-31T20:47:00Z,40.13,57.92
2026-03-31T20:48:00Z,47.00,53.37
2026-03-31T20:49:00Z,54.63,45.27
2026-03-31T20:50:00Z,64.04,36.24
2026-03-31T20:51:00Z,63.67,36.68
2026-03-31T20:52:00Z,63.48,36.00
2026-03-31T20:53:00Z,64.20,37.00
2026-03-31T20:54:00Z,64.00,36.94
2026-03-31T20:55:00Z,63.93,36.83
2026-03-31T20:56:00Z,64.00,36.66
2026-03-31T20:57:00Z,63.02,36.86
2026-03-31T20:58:00Z,63.84,34.92
2026-03-31T20:59:00Z,66.38,36.52
2026-03-31T21:00:00Z,63.40,35.86
2026-03-31T21:01:00Z,68.72,33.86
2026-03-31T21:02:00Z,71.00,28.70
2026-03-31T21:03:00Z,72.97,27.38
2026-03-31T21:04:00Z,68.29,32.46
2026-03-31T21:05:00Z,65.27,36.84
2026-03-31T21:06:00Z,65.15,36.72
2026-03-31T21:07:00Z,68.08,33.86
2026-03-31T21:08:00Z,71.13,30.57
2026-03-31T21:09:00Z,71.70,28.90
2026-03-31T21:10:00Z,72.13,29.73
2026-03-31T21:11:00Z,69.46,31.17
2026-03-31T21:12:00Z,67.50,34.48
2026-03-31T21:13:00Z,64.00,37.47
2026-03-31T21:14:00Z,69.52,36.06
2026-03-31T21:15:00Z,67.04,34.19
2026-03-31T21:16:00Z,62.05,39.16
2026-03-31T21:17:00Z,63.96,36.92
2026-03-31T21:18:00Z,65.16,35.22
2026-03-31T21:19:00Z,65.67,35.17
2026-03-31T21:20:00Z,51.37,45.91
2026-03-31T21:21:00Z,58.08,42.09
2026-03-31T21:22:00Z,57.36,43.76
2026-03-31T21:23:00Z,65.40,36.55
2026-03-31T21:24:00Z,62.68,39.28
2026-03-31T21:25:00Z,64.27,39.55
2026-03-31T21:26:00Z,52.11,49.12
2026-03-31T21:27:00Z,37.32,64.43
2026-03-31T21:28:00Z,38.13,63.31
2026-03-31T21:29:00Z,45.94,58.05
2026-03-31T21:30:00Z,37.01,63.45
2026-03-31T21:31:00Z,25.87,75.09
2026-03-31T21:32:00Z,20.78,79.12
2026-03-31T21:33:00Z,21.58,79.85
2026-03-31T21:34:00Z,22.43,80.40
2026-03-31T21:35:00Z,26.68,75.65
2026-03-31T21:36:00Z,27.86,73.91
2026-03-31T21:37:00Z,28.28,72.93
2026-03-31T21:38:00Z,28.90,72.97
2026-03-31T21:39:00Z,28.80,73.63
2026-03-31T21:40:00Z,28.88,74.07
2026-03-31T21:41:00Z,34.30,70.95
2026-03-31T21:42:00Z,32.48,67.27
2026-03-31T21:43:00Z,27.51,75.40
2026-03-31T21:44:00Z,36.50,64.96
2026-03-31T21:45:00Z,44.42,56.62
2026-03-31T21:46:00Z,39.21,64.49
2026-03-31T21:47:00Z,56.98,35.93
2026-03-31T21:48:00Z,71.87,32.55
2026-03-31T21:49:00Z,78.78,21.95
2026-03-31T21:50:00Z,78.38,22.54
2026-03-31T21:51:00Z,71.53,31.31
2026-03-31T21:52:00Z,70.32,30.29
2026-03-31T21:53:00Z,62.96,37.28
2026-03-31T21:54:00Z,53.07,47.87
2026-03-31T21:55:00Z,45.07,55.99
2026-03-31T21:56:00Z,60.80,38.51
2026-03-31T21:57:00Z,63.32,41.17
2026-03-31T21:58:00Z,63.48,37.91
2026-03-31T21:59:00Z,58.06,43.73
2026-03-31T22:00:00Z,50.57,49.50
2026-03-31T22:01:00Z,60.19,38.57
2026-03-31T22:02:00Z,67.59,33.91
2026-03-31T22:03:00Z,70.49,29.33
2026-03-31T22:04:00Z,70.19,29.78
2026-03-31T22:05:00Z,62.50,39.69
2026-03-31T22:06:00Z,53.70,46.02
2026-03-31T22:07:00Z,54.75,44.39
2026-03-31T22:08:00Z,59.84,41.35
2026-03-31T22:09:00Z,63.22,37.50
2026-03-31T22:10:00Z,73.18,30.10
2026-03-31T22:11:00Z,69.61,29.16
2026-03-31T22:12:00Z,58.58,39.99
2026-03-31T22:13:00Z,41.73,57.20
2026-03-31T22:14:00Z,60.97,37.50
2026-03-31T22:15:00Z,47.45,54.53
2026-03-31T22:16:00Z,53.85,46.02
2026-03-31T22:17:00Z,80.60,15.18
2026-03-31T22:18:00Z,96.55,6.46
2026-03-31T22:19:00Z,99.00,1.00
2026-03-31T22:20:00Z,99.00,1.00
2026-03-31T22:21:00Z,98.91,1.00
2026-03-31T22:22:00Z,97.20,1.00
2026-03-31T22:23:00Z,96.00,1.00
