# event_ticker=KXATPCHALLENGERMATCH-26APR06PARSIM
# final_score=6-7(3) 6-3 6-4
# score_resolution=6-7 6-3 6-4
# match_winner=Ilia Simakin
# fav_player=Ilia Simakin
# dog_player=Tom Paris
# kalshi_date=2026-04-06
timestamp,Ilia Simakin,Tom Paris
2026-04-05T19:17:00Z,69.00,
2026-04-05T22:12:00Z,69.00,31.00
2026-04-05T22:36:00Z,69.00,35.00
2026-04-05T22:40:00Z,69.00,35.00
2026-04-05T23:17:00Z,70.00,35.00
2026-04-06T00:08:00Z,70.00,35.00
2026-04-06T00:13:00Z,70.00,35.00
2026-04-06T00:19:00Z,70.00,35.00
2026-04-06T00:21:00Z,70.00,35.00
2026-04-06T00:26:00Z,70.00,35.00
2026-04-06T00:41:00Z,69.00,34.00
2026-04-06T01:49:00Z,70.00,34.00
2026-04-06T01:54:00Z,70.00,34.00
2026-04-06T01:55:00Z,69.00,34.00
2026-04-06T02:06:00Z,69.00,34.00
2026-04-06T02:14:00Z,69.00,34.00
2026-04-06T02:28:00Z,69.00,34.00
2026-04-06T02:31:00Z,69.00,34.00
2026-04-06T02:33:00Z,66.00,34.00
2026-04-06T02:36:00Z,66.00,34.00
2026-04-06T02:41:00Z,67.00,34.00
2026-04-06T02:44:00Z,67.00,34.00
2026-04-06T03:12:00Z,67.00,34.36
2026-04-06T03:14:00Z,67.00,34.36
2026-04-06T03:23:00Z,67.00,36.00
2026-04-06T03:25:00Z,67.13,36.00
2026-04-06T03:28:00Z,67.44,36.00
2026-04-06T03:35:00Z,68.00,36.00
2026-04-06T03:38:00Z,68.00,33.00
2026-04-06T03:39:00Z,68.00,33.00
2026-04-06T03:49:00Z,68.00,33.00
2026-04-06T04:00:00Z,68.00,33.00
2026-04-06T04:08:00Z,68.00,34.00
2026-04-06T04:23:00Z,68.00,34.00
2026-04-06T04:25:00Z,68.00,34.00
2026-04-06T04:27:00Z,68.00,34.00
2026-04-06T04:32:00Z,68.00,34.00
2026-04-06T04:41:00Z,68.00,34.00
2026-04-06T04:43:00Z,68.00,34.00
2026-04-06T04:44:00Z,68.00,34.00
2026-04-06T04:45:00Z,67.00,34.00
2026-04-06T04:46:00Z,67.00,34.05
2026-04-06T04:47:00Z,67.00,34.05
2026-04-06T04:48:00Z,67.00,33.00
2026-04-06T05:00:00Z,67.94,33.00
2026-04-06T05:01:00Z,67.94,33.00
2026-04-06T05:03:00Z,67.94,33.00
2026-04-06T05:05:00Z,67.00,33.00
2026-04-06T05:06:00Z,67.86,33.00
2026-04-06T05:08:00Z,67.00,33.00
2026-04-06T05:09:00Z,67.00,33.00
2026-04-06T05:10:00Z,68.00,33.00
2026-04-06T05:12:00Z,68.00,34.00
2026-04-06T05:13:00Z,67.00,34.00
2026-04-06T05:14:00Z,67.00,34.00
2026-04-06T05:15:00Z,67.00,34.00
2026-04-06T05:17:00Z,67.00,34.00
2026-04-06T05:19:00Z,67.00,34.00
2026-04-06T05:20:00Z,67.00,34.00
2026-04-06T05:22:00Z,67.00,34.39
2026-04-06T05:23:00Z,67.00,34.99
2026-04-06T05:26:00Z,67.00,34.00
2026-04-06T05:32:00Z,67.00,34.00
2026-04-06T05:33:00Z,67.00,34.00
2026-04-06T05:34:00Z,67.00,34.00
2026-04-06T05:35:00Z,67.82,34.00
2026-04-06T05:37:00Z,67.00,34.00
