# event_ticker=KXATPCHALLENGERMATCH-26MAY13TOBCOL
# final_score=4-6 7-6(5) 6-3
# score_resolution=6-4 6-7 3-6
# match_winner=Miguel Tobon
# fav_player=Andrea Collarini
# dog_player=Miguel Tobon
# kalshi_date=2026-05-13
timestamp,Miguel Tobon,Andrea Collarini
2026-05-13T10:18:00Z,40.00,
2026-05-13T12:10:00Z,62.27,
2026-05-13T13:11:00Z,48.00,
2026-05-13T13:56:00Z,48.00,59.00
2026-05-13T14:13:00Z,46.00,59.00
2026-05-13T14:23:00Z,46.00,59.00
2026-05-13T14:39:00Z,46.00,59.00
2026-05-13T15:04:00Z,42.00,59.00
2026-05-13T15:05:00Z,41.00,59.00
2026-05-13T15:06:00Z,41.00,59.00
2026-05-13T15:12:00Z,41.00,59.00
2026-05-13T15:43:00Z,41.00,59.00
2026-05-13T15:47:00Z,43.00,59.00
2026-05-13T16:02:00Z,43.00,59.00
2026-05-13T16:10:00Z,43.00,59.00
2026-05-13T16:29:00Z,43.00,61.26
2026-05-13T16:55:00Z,43.00,60.00
2026-05-13T17:16:00Z,43.00,60.00
2026-05-13T17:23:00Z,43.00,60.00
2026-05-13T17:31:00Z,41.00,60.00
2026-05-13T17:33:00Z,41.00,61.00
2026-05-13T17:44:00Z,41.00,60.00
2026-05-13T17:45:00Z,41.00,60.00
2026-05-13T17:46:00Z,41.00,60.00
2026-05-13T17:47:00Z,41.00,61.00
2026-05-13T17:50:00Z,41.00,60.00
2026-05-13T17:51:00Z,41.88,60.00
2026-05-13T17:52:00Z,42.73,60.00
2026-05-13T17:53:00Z,42.73,60.00
2026-05-13T17:54:00Z,42.73,60.00
2026-05-13T17:55:00Z,42.73,60.00
2026-05-13T17:56:00Z,41.96,61.00
2026-05-13T17:57:00Z,43.00,61.00
2026-05-13T17:58:00Z,43.00,60.06
2026-05-13T17:59:00Z,43.00,60.47
2026-05-13T18:00:00Z,43.00,60.47
2026-05-13T18:02:00Z,40.00,62.06
2026-05-13T18:03:00Z,43.00,59.84
2026-05-13T18:04:00Z,43.00,59.10
2026-05-13T18:07:00Z,37.62,59.10
2026-05-13T18:08:00Z,33.21,64.30
2026-05-13T18:09:00Z,45.00,63.70
2026-05-13T18:10:00Z,46.00,63.07
2026-05-13T18:11:00Z,43.00,63.00
2026-05-13T18:12:00Z,43.06,63.00
2026-05-13T18:13:00Z,34.30,65.02
2026-05-13T18:14:00Z,37.00,63.33
2026-05-13T18:15:00Z,34.32,64.62
2026-05-13T18:16:00Z,37.00,65.03
2026-05-13T18:17:00Z,34.78,67.57
2026-05-13T18:18:00Z,34.75,69.84
2026-05-13T18:19:00Z,34.75,73.13
2026-05-13T18:20:00Z,29.18,72.52
2026-05-13T18:21:00Z,31.29,72.00
2026-05-13T18:22:00Z,28.00,73.00
2026-05-13T18:23:00Z,26.00,75.09
2026-05-13T18:24:00Z,24.00,75.95
2026-05-13T18:25:00Z,24.00,76.85
2026-05-13T18:26:00Z,25.00,78.00
2026-05-13T18:27:00Z,21.71,78.00
2026-05-13T18:28:00Z,27.00,74.00
2026-05-13T18:29:00Z,34.00,69.00
2026-05-13T18:30:00Z,34.00,69.29
2026-05-13T18:31:00Z,35.01,69.81
2026-05-13T18:32:00Z,34.88,62.19
2026-05-13T18:33:00Z,39.84,59.90
2026-05-13T18:34:00Z,44.99,56.13
2026-05-13T18:35:00Z,47.28,54.85
2026-05-13T18:36:00Z,47.82,53.94
2026-05-13T18:37:00Z,50.00,53.08
2026-05-13T18:38:00Z,49.57,53.27
2026-05-13T18:39:00Z,50.49,51.30
2026-05-13T18:40:00Z,52.18,50.34
2026-05-13T18:41:00Z,52.50,50.43
2026-05-13T18:42:00Z,51.39,52.27
2026-05-13T18:43:00Z,49.90,53.79
2026-05-13T18:44:00Z,44.24,57.85
2026-05-13T18:45:00Z,42.52,60.56
2026-05-13T18:46:00Z,43.53,58.09
2026-05-13T18:47:00Z,46.19,55.66
2026-05-13T18:48:00Z,46.19,55.54
2026-05-13T18:49:00Z,42.69,58.80
2026-05-13T18:50:00Z,41.21,59.96
2026-05-13T18:51:00Z,42.57,61.52
2026-05-13T18:52:00Z,36.35,64.85
2026-05-13T18:53:00Z,28.58,72.70
2026-05-13T18:54:00Z,20.35,80.75
2026-05-13T18:55:00Z,21.76,76.91
2026-05-13T18:56:00Z,22.90,76.40
2026-05-13T18:57:00Z,30.01,73.09
2026-05-13T18:58:00Z,24.24,75.22
2026-05-13T18:59:00Z,22.71,78.55
2026-05-13T19:00:00Z,19.21,82.00
2026-05-13T19:01:00Z,18.90,76.89
2026-05-13T19:02:00Z,19.35,81.74
2026-05-13T19:03:00Z,20.19,78.57
2026-05-13T19:04:00Z,19.00,83.00
2026-05-13T19:05:00Z,18.96,83.00
2026-05-13T19:06:00Z,18.98,81.00
2026-05-13T19:07:00Z,18.98,81.00
2026-05-13T19:08:00Z,20.98,80.90
2026-05-13T19:09:00Z,22.79,80.00
2026-05-13T19:10:00Z,25.43,74.50
2026-05-13T19:11:00Z,26.55,75.02
2026-05-13T19:12:00Z,22.89,77.36
2026-05-13T19:13:00Z,20.00,81.04
2026-05-13T19:14:00Z,22.00,80.00
2026-05-13T19:15:00Z,22.15,80.00
2026-05-13T19:16:00Z,21.85,79.00
2026-05-13T19:17:00Z,22.00,79.21
2026-05-13T19:18:00Z,21.73,80.21
2026-05-13T19:19:00Z,15.86,83.73
2026-05-13T19:20:00Z,12.57,86.25
2026-05-13T19:21:00Z,6.31,91.99
2026-05-13T19:22:00Z,5.29,92.69
2026-05-13T19:23:00Z,10.70,89.65
2026-05-13T19:24:00Z,16.87,85.79
2026-05-13T19:25:00Z,18.00,85.36
2026-05-13T19:26:00Z,21.54,80.00
2026-05-13T19:27:00Z,27.00,78.00
2026-05-13T19:28:00Z,24.90,77.00
2026-05-13T19:29:00Z,23.00,77.00
2026-05-13T19:30:00Z,26.75,72.89
2026-05-13T19:31:00Z,27.76,71.07
2026-05-13T19:32:00Z,31.47,69.58
2026-05-13T19:33:00Z,27.76,70.86
2026-05-13T19:34:00Z,23.35,76.27
2026-05-13T19:35:00Z,15.88,80.69
2026-05-13T19:36:00Z,19.46,82.21
2026-05-13T19:37:00Z,13.69,86.59
2026-05-13T19:38:00Z,22.22,79.89
2026-05-13T19:39:00Z,26.00,77.00
2026-05-13T19:40:00Z,23.46,78.00
2026-05-13T19:41:00Z,20.16,80.04
2026-05-13T19:42:00Z,17.00,81.59
2026-05-13T19:43:00Z,18.16,83.66
2026-05-13T19:44:00Z,22.12,80.67
2026-05-13T19:45:00Z,24.27,78.54
2026-05-13T19:46:00Z,19.64,74.20
2026-05-13T19:47:00Z,31.55,66.96
2026-05-13T19:48:00Z,25.47,71.30
2026-05-13T19:49:00Z,20.91,79.23
2026-05-13T19:50:00Z,9.44,86.88
2026-05-13T19:51:00Z,8.60,92.24
2026-05-13T19:52:00Z,12.12,88.56
2026-05-13T19:53:00Z,16.00,84.78
2026-05-13T19:54:00Z,23.55,78.83
2026-05-13T19:55:00Z,24.32,76.65
2026-05-13T19:56:00Z,35.88,62.23
2026-05-13T19:57:00Z,36.31,62.96
2026-05-13T19:58:00Z,37.57,62.93
2026-05-13T19:59:00Z,45.19,59.67
2026-05-13T20:00:00Z,48.21,60.55
2026-05-13T20:01:00Z,43.81,59.02
2026-05-13T20:02:00Z,48.66,59.96
2026-05-13T20:03:00Z,49.68,55.10
2026-05-13T20:04:00Z,48.00,58.21
2026-05-13T20:05:00Z,44.32,59.08
2026-05-13T20:06:00Z,48.09,53.04
2026-05-13T20:07:00Z,46.70,58.44
2026-05-13T20:08:00Z,61.95,42.22
2026-05-13T20:09:00Z,72.32,28.00
2026-05-13T20:10:00Z,75.92,26.15
2026-05-13T20:11:00Z,73.35,28.83
2026-05-13T20:12:00Z,74.53,25.84
2026-05-13T20:13:00Z,72.89,28.33
2026-05-13T20:14:00Z,66.19,37.78
2026-05-13T20:15:00Z,63.73,39.26
2026-05-13T20:16:00Z,53.04,52.51
2026-05-13T20:17:00Z,56.85,52.41
2026-05-13T20:18:00Z,57.79,42.69
2026-05-13T20:19:00Z,67.24,34.20
2026-05-13T20:20:00Z,60.72,39.92
2026-05-13T20:21:00Z,56.21,43.57
2026-05-13T20:22:00Z,55.66,46.96
2026-05-13T20:23:00Z,53.99,53.80
2026-05-13T20:24:00Z,48.97,53.49
2026-05-13T20:25:00Z,61.18,41.20
2026-05-13T20:26:00Z,63.63,38.40
2026-05-13T20:27:00Z,67.51,35.31
2026-05-13T20:28:00Z,64.04,38.53
2026-05-13T20:29:00Z,66.49,38.85
2026-05-13T20:30:00Z,72.66,26.31
2026-05-13T20:31:00Z,80.00,21.78
2026-05-13T20:32:00Z,82.07,20.73
2026-05-13T20:33:00Z,89.13,13.26
2026-05-13T20:34:00Z,85.81,15.32
2026-05-13T20:35:00Z,89.65,8.63
2026-05-13T20:36:00Z,98.21,2.15
2026-05-13T20:37:00Z,99.00,1.00
2026-05-13T20:38:00Z,99.00,1.00
2026-05-13T20:39:00Z,99.00,1.00
2026-05-13T20:40:00Z,99.00,1.00
2026-05-13T20:41:00Z,99.00,1.00
2026-05-13T20:42:00Z,99.00,1.00
