# event_ticker=KXATPCHALLENGERMATCH-26FEB16BICPOL
# final_score=4-6 7-5 6-1
# score_resolution=6-4 5-7 1-6
# match_winner=Karl Poling
# fav_player=Blaise Bicknell
# dog_player=Karl Poling
# kalshi_date=2026-02-16
timestamp,Blaise Bicknell,Karl Poling
2026-02-16T20:52:00Z,69.00,34.00
2026-02-16T20:53:00Z,71.00,30.00
2026-02-16T20:54:00Z,71.00,32.12
2026-02-16T20:55:00Z,68.14,35.45
2026-02-16T20:56:00Z,65.00,38.00
2026-02-16T20:57:00Z,65.00,35.00
2026-02-16T20:58:00Z,69.59,30.03
2026-02-16T20:59:00Z,72.15,29.55
2026-02-16T21:00:00Z,69.00,29.55
2026-02-16T21:01:00Z,70.00,32.00
2026-02-16T21:03:00Z,70.00,37.99
2026-02-16T21:04:00Z,65.59,36.00
2026-02-16T21:05:00Z,58.93,40.93
2026-02-16T21:06:00Z,63.80,48.00
2026-02-16T21:07:00Z,70.00,35.00
2026-02-16T21:09:00Z,70.00,30.79
2026-02-16T21:10:00Z,68.00,32.06
2026-02-16T21:11:00Z,75.11,25.08
2026-02-16T21:12:00Z,75.11,20.26
2026-02-16T21:13:00Z,79.63,22.00
2026-02-16T21:14:00Z,84.00,19.11
2026-02-16T21:16:00Z,85.00,17.00
2026-02-16T21:17:00Z,85.00,17.62
2026-02-16T21:19:00Z,81.00,17.62
2026-02-16T21:20:00Z,81.00,20.94
2026-02-16T21:21:00Z,81.00,17.00
2026-02-16T21:22:00Z,85.00,16.00
2026-02-16T21:23:00Z,80.86,19.66
2026-02-16T21:24:00Z,82.00,20.00
2026-02-16T21:25:00Z,82.79,18.36
2026-02-16T21:26:00Z,82.79,20.42
2026-02-16T21:27:00Z,75.95,26.12
2026-02-16T21:28:00Z,78.78,18.40
2026-02-16T21:29:00Z,73.37,23.73
2026-02-16T21:30:00Z,77.30,23.52
2026-02-16T21:31:00Z,70.43,29.40
2026-02-16T21:32:00Z,80.69,16.50
2026-02-16T21:33:00Z,83.00,19.00
2026-02-16T21:34:00Z,83.00,19.00
2026-02-16T21:35:00Z,82.21,19.00
2026-02-16T21:36:00Z,79.00,22.23
2026-02-16T21:37:00Z,78.99,22.00
2026-02-16T21:38:00Z,79.42,22.64
2026-02-16T21:39:00Z,75.81,26.92
2026-02-16T21:40:00Z,74.07,26.52
2026-02-16T21:41:00Z,76.52,28.75
2026-02-16T21:42:00Z,78.85,25.31
2026-02-16T21:43:00Z,81.00,19.28
2026-02-16T21:44:00Z,82.93,17.98
2026-02-16T21:45:00Z,84.84,17.00
2026-02-16T21:46:00Z,84.05,17.03
2026-02-16T21:47:00Z,83.15,16.86
2026-02-16T21:48:00Z,81.00,19.90
2026-02-16T21:49:00Z,79.95,22.05
2026-02-16T21:50:00Z,79.00,21.94
2026-02-16T21:51:00Z,79.27,21.92
2026-02-16T21:52:00Z,81.49,19.07
2026-02-16T21:53:00Z,82.11,24.38
2026-02-16T21:54:00Z,82.01,18.02
2026-02-16T21:55:00Z,83.73,20.73
2026-02-16T21:56:00Z,80.00,22.00
2026-02-16T21:57:00Z,82.00,18.01
2026-02-16T21:58:00Z,82.00,19.84
2026-02-16T21:59:00Z,79.94,22.83
2026-02-16T22:00:00Z,81.53,18.00
2026-02-16T22:01:00Z,82.25,19.37
2026-02-16T22:02:00Z,79.30,19.98
2026-02-16T22:03:00Z,78.00,22.86
2026-02-16T22:04:00Z,77.94,23.35
2026-02-16T22:05:00Z,78.43,23.04
2026-02-16T22:06:00Z,79.64,23.59
2026-02-16T22:07:00Z,79.97,21.14
2026-02-16T22:08:00Z,81.32,18.55
2026-02-16T22:09:00Z,84.76,13.98
2026-02-16T22:10:00Z,87.22,17.70
2026-02-16T22:11:00Z,76.97,22.91
2026-02-16T22:12:00Z,73.47,27.05
2026-02-16T22:13:00Z,74.41,26.98
2026-02-16T22:14:00Z,76.14,24.26
2026-02-16T22:15:00Z,75.20,24.56
2026-02-16T22:16:00Z,73.75,30.10
2026-02-16T22:17:00Z,79.30,20.39
2026-02-16T22:18:00Z,81.51,20.19
2026-02-16T22:19:00Z,77.25,23.40
2026-02-16T22:20:00Z,74.95,25.48
2026-02-16T22:21:00Z,72.23,26.66
2026-02-16T22:22:00Z,67.79,31.05
2026-02-16T22:23:00Z,58.36,41.39
2026-02-16T22:24:00Z,51.67,48.86
2026-02-16T22:25:00Z,51.49,49.20
2026-02-16T22:26:00Z,61.01,36.80
2026-02-16T22:27:00Z,61.85,44.62
2026-02-16T22:28:00Z,50.39,50.11
2026-02-16T22:29:00Z,48.55,52.14
2026-02-16T22:30:00Z,42.92,57.51
2026-02-16T22:31:00Z,28.79,73.25
2026-02-16T22:32:00Z,19.66,81.06
2026-02-16T22:33:00Z,14.78,84.82
2026-02-16T22:34:00Z,14.40,85.65
2026-02-16T22:35:00Z,15.27,84.47
2026-02-16T22:36:00Z,14.32,84.37
2026-02-16T22:37:00Z,13.48,85.61
2026-02-16T22:38:00Z,16.81,84.31
2026-02-16T22:39:00Z,19.80,78.73
2026-02-16T22:40:00Z,19.12,80.87
2026-02-16T22:41:00Z,17.87,80.91
2026-02-16T22:42:00Z,18.54,80.16
2026-02-16T22:43:00Z,21.74,80.84
2026-02-16T22:44:00Z,13.04,87.84
2026-02-16T22:45:00Z,13.17,87.41
2026-02-16T22:46:00Z,3.53,94.27
2026-02-16T22:47:00Z,1.88,98.29
2026-02-16T22:48:00Z,1.10,98.83
2026-02-16T22:49:00Z,1.00,99.00
2026-02-16T22:50:00Z,1.00,99.00
2026-02-16T22:51:00Z,1.00,99.00
2026-02-16T22:52:00Z,1.00,99.00
