# event_ticker=KXATPMATCH-26MAY19KOVGEA
# final_score=6-2 7-6(3)
# score_resolution=6-2 7-6
# match_winner=Aleksandar Kovacevic
# fav_player=Aleksandar Kovacevic
# dog_player=Arthur Gea
# kalshi_date=2026-05-19
timestamp,Aleksandar Kovacevic,Arthur Gea
2026-05-19T07:43:00Z,45.00,58.00
2026-05-19T07:58:00Z,45.00,58.00
2026-05-19T08:03:00Z,45.00,58.00
2026-05-19T08:12:00Z,45.00,58.00
2026-05-19T08:14:00Z,45.00,58.00
2026-05-19T08:26:00Z,45.00,58.00
2026-05-19T08:31:00Z,45.00,58.00
2026-05-19T09:01:00Z,45.00,58.00
2026-05-19T09:03:00Z,45.00,57.00
2026-05-19T09:10:00Z,45.00,57.00
2026-05-19T09:28:00Z,45.00,57.00
2026-05-19T09:38:00Z,44.00,57.00
2026-05-19T09:43:00Z,44.00,58.00
2026-05-19T09:59:00Z,44.00,58.00
2026-05-19T10:01:00Z,45.00,58.00
2026-05-19T10:10:00Z,45.00,58.00
2026-05-19T10:11:00Z,45.00,58.00
2026-05-19T10:15:00Z,45.00,57.00
2026-05-19T10:17:00Z,44.00,57.00
2026-05-19T10:18:00Z,45.00,56.00
2026-05-19T10:22:00Z,45.00,57.99
2026-05-19T10:27:00Z,45.00,57.99
2026-05-19T10:28:00Z,45.00,58.22
2026-05-19T10:33:00Z,45.00,57.00
2026-05-19T10:34:00Z,45.00,56.00
2026-05-19T10:35:00Z,45.00,56.00
2026-05-19T10:37:00Z,47.05,53.71
2026-05-19T10:38:00Z,47.05,51.00
2026-05-19T10:39:00Z,45.00,56.00
2026-05-19T10:40:00Z,48.00,56.00
2026-05-19T10:41:00Z,48.00,54.00
2026-05-19T10:42:00Z,46.00,53.63
2026-05-19T10:44:00Z,48.00,53.63
2026-05-19T10:45:00Z,48.92,53.63
2026-05-19T10:46:00Z,59.55,46.00
2026-05-19T10:47:00Z,56.00,47.00
2026-05-19T10:48:00Z,54.00,46.20
2026-05-19T10:49:00Z,51.12,48.00
2026-05-19T10:50:00Z,50.00,51.25
2026-05-19T10:51:00Z,46.00,51.25
2026-05-19T10:52:00Z,48.00,54.13
2026-05-19T10:53:00Z,49.68,52.35
2026-05-19T10:54:00Z,49.68,56.64
2026-05-19T10:55:00Z,49.00,52.00
2026-05-19T10:56:00Z,49.00,52.00
2026-05-19T10:57:00Z,52.10,47.49
2026-05-19T10:58:00Z,55.14,47.04
2026-05-19T10:59:00Z,63.64,37.96
2026-05-19T11:00:00Z,65.56,36.46
2026-05-19T11:01:00Z,60.00,38.33
2026-05-19T11:02:00Z,61.94,40.03
2026-05-19T11:03:00Z,65.00,35.78
2026-05-19T11:04:00Z,67.27,34.00
2026-05-19T11:05:00Z,69.35,30.37
2026-05-19T11:06:00Z,70.89,28.00
2026-05-19T11:07:00Z,70.94,30.10
2026-05-19T11:08:00Z,71.00,30.10
2026-05-19T11:09:00Z,74.63,22.90
2026-05-19T11:10:00Z,77.72,22.00
2026-05-19T11:11:00Z,78.00,23.00
2026-05-19T11:12:00Z,77.00,23.72
2026-05-19T11:13:00Z,76.82,24.00
2026-05-19T11:14:00Z,80.05,20.12
2026-05-19T11:15:00Z,81.91,18.59
2026-05-19T11:16:00Z,81.93,16.10
2026-05-19T11:17:00Z,83.70,18.00
2026-05-19T11:18:00Z,83.00,18.00
2026-05-19T11:19:00Z,82.00,20.00
2026-05-19T11:20:00Z,83.29,17.46
2026-05-19T11:21:00Z,89.67,10.96
2026-05-19T11:22:00Z,92.67,8.32
2026-05-19T11:23:00Z,89.50,9.20
2026-05-19T11:24:00Z,87.55,13.97
2026-05-19T11:25:00Z,91.76,8.78
2026-05-19T11:26:00Z,92.94,6.81
2026-05-19T11:27:00Z,94.22,5.98
2026-05-19T11:28:00Z,94.71,5.98
2026-05-19T11:29:00Z,95.00,6.02
2026-05-19T11:30:00Z,91.10,7.32
2026-05-19T11:31:00Z,92.98,8.94
2026-05-19T11:32:00Z,91.04,8.00
2026-05-19T11:33:00Z,89.53,11.37
2026-05-19T11:34:00Z,82.88,18.42
2026-05-19T11:35:00Z,79.07,20.00
2026-05-19T11:36:00Z,80.87,19.10
2026-05-19T11:37:00Z,86.03,18.06
2026-05-19T11:38:00Z,85.70,12.09
2026-05-19T11:39:00Z,91.90,7.97
2026-05-19T11:40:00Z,93.98,8.00
2026-05-19T11:41:00Z,92.43,7.36
2026-05-19T11:42:00Z,95.00,5.63
2026-05-19T11:43:00Z,94.83,6.12
2026-05-19T11:44:00Z,86.33,17.75
2026-05-19T11:45:00Z,78.13,21.66
2026-05-19T11:46:00Z,79.13,22.06
2026-05-19T11:47:00Z,79.40,21.18
2026-05-19T11:48:00Z,80.52,21.34
2026-05-19T11:49:00Z,86.77,19.67
2026-05-19T11:50:00Z,79.95,21.88
2026-05-19T11:51:00Z,75.88,24.01
2026-05-19T11:52:00Z,74.69,25.08
2026-05-19T11:53:00Z,77.11,24.83
2026-05-19T11:54:00Z,81.00,19.67
2026-05-19T11:55:00Z,80.99,19.57
2026-05-19T11:56:00Z,80.03,21.79
2026-05-19T11:57:00Z,78.74,23.41
2026-05-19T11:58:00Z,75.07,25.04
2026-05-19T11:59:00Z,76.42,26.40
2026-05-19T12:00:00Z,80.33,19.12
2026-05-19T12:01:00Z,82.61,19.00
2026-05-19T12:02:00Z,84.30,16.00
2026-05-19T12:03:00Z,82.76,17.64
2026-05-19T12:04:00Z,81.83,19.65
2026-05-19T12:05:00Z,81.60,18.04
2026-05-19T12:06:00Z,78.71,22.00
2026-05-19T12:07:00Z,71.31,29.60
2026-05-19T12:08:00Z,71.74,29.19
2026-05-19T12:09:00Z,81.74,17.41
2026-05-19T12:10:00Z,80.89,24.01
2026-05-19T12:11:00Z,81.15,19.15
2026-05-19T12:12:00Z,76.98,23.75
2026-05-19T12:13:00Z,84.39,17.09
2026-05-19T12:14:00Z,91.43,8.80
2026-05-19T12:15:00Z,95.29,7.31
2026-05-19T12:16:00Z,98.86,1.61
2026-05-19T12:17:00Z,99.00,1.61
