# event_ticker=KXATPCHALLENGERMATCH-26MAR23NAGSQU
# final_score=7-5 3-6 6-4
# match_winner=Sumit Nagal
# fav_player=Sumit Nagal
# dog_player=Henri Squire
# kalshi_date=2026-03-23
timestamp,Sumit Nagal,Henri Squire
2026-03-23T02:44:00Z,57.76,
2026-03-23T03:11:00Z,58.00,
2026-03-23T04:35:00Z,58.00,
2026-03-23T07:03:00Z,58.00,44.00
2026-03-23T07:04:00Z,58.00,44.00
2026-03-23T07:15:00Z,58.00,44.00
2026-03-23T07:25:00Z,58.00,44.00
2026-03-23T07:49:00Z,58.00,44.00
2026-03-23T07:56:00Z,58.00,45.00
2026-03-23T08:10:00Z,57.00,45.00
2026-03-23T08:13:00Z,57.00,45.00
2026-03-23T08:30:00Z,57.00,44.00
2026-03-23T08:53:00Z,57.00,44.00
2026-03-23T09:37:00Z,56.00,44.00
2026-03-23T09:59:00Z,56.00,44.00
2026-03-23T10:50:00Z,56.00,45.98
2026-03-23T11:00:00Z,56.00,45.00
2026-03-23T11:38:00Z,56.00,45.00
2026-03-23T11:42:00Z,56.00,45.00
2026-03-23T12:38:00Z,56.00,45.00
2026-03-23T12:47:00Z,56.00,45.00
2026-03-23T12:48:00Z,57.00,45.00
2026-03-23T12:51:00Z,57.00,45.00
2026-03-23T12:55:00Z,57.00,45.00
2026-03-23T12:58:00Z,57.00,46.00
2026-03-23T13:07:00Z,57.00,46.00
2026-03-23T13:11:00Z,57.74,46.00
2026-03-23T13:21:00Z,57.74,46.00
2026-03-23T13:22:00Z,57.00,46.00
2026-03-23T13:29:00Z,57.00,46.00
2026-03-23T13:30:00Z,57.00,45.00
2026-03-23T13:32:00Z,57.00,46.00
2026-03-23T13:33:00Z,57.00,46.00
2026-03-23T13:35:00Z,57.00,46.00
2026-03-23T13:36:00Z,57.00,46.00
2026-03-23T13:37:00Z,57.00,46.00
2026-03-23T13:38:00Z,57.00,46.00
2026-03-23T13:39:00Z,63.85,42.32
2026-03-23T13:40:00Z,59.00,42.32
2026-03-23T13:42:00Z,58.00,42.32
2026-03-23T13:43:00Z,57.95,42.32
2026-03-23T13:44:00Z,58.00,44.56
2026-03-23T13:45:00Z,58.00,45.00
2026-03-23T13:46:00Z,58.00,45.00
2026-03-23T13:47:00Z,58.00,45.00
2026-03-23T13:48:00Z,58.00,45.00
2026-03-23T13:49:00Z,58.00,45.00
2026-03-23T13:50:00Z,58.00,45.53
2026-03-23T13:51:00Z,57.00,46.00
2026-03-23T13:52:00Z,57.08,46.00
2026-03-23T13:53:00Z,58.00,46.00
2026-03-23T13:54:00Z,57.89,45.45
2026-03-23T13:55:00Z,61.87,43.40
2026-03-23T13:56:00Z,58.00,44.78
2026-03-23T13:57:00Z,57.00,45.55
2026-03-23T13:58:00Z,57.00,46.00
2026-03-23T13:59:00Z,56.93,46.00
2026-03-23T14:00:00Z,57.12,46.00
2026-03-23T14:01:00Z,56.18,46.37
2026-03-23T14:02:00Z,54.33,49.30
2026-03-23T14:03:00Z,46.32,56.28
2026-03-23T14:04:00Z,42.32,59.70
2026-03-23T14:05:00Z,38.96,62.00
2026-03-23T14:06:00Z,34.90,64.82
2026-03-23T14:07:00Z,40.65,63.91
2026-03-23T14:08:00Z,38.52,63.41
2026-03-23T14:09:00Z,36.16,66.00
2026-03-23T14:10:00Z,39.15,61.34
2026-03-23T14:11:00Z,42.53,58.70
2026-03-23T14:12:00Z,42.51,59.00
2026-03-23T14:13:00Z,43.67,59.06
2026-03-23T14:14:00Z,41.49,63.23
2026-03-23T14:15:00Z,37.03,63.42
2026-03-23T14:16:00Z,36.03,65.35
2026-03-23T14:17:00Z,35.66,64.82
2026-03-23T14:18:00Z,40.42,62.45
2026-03-23T14:19:00Z,41.31,59.98
2026-03-23T14:20:00Z,39.43,62.91
2026-03-23T14:21:00Z,45.71,55.90
2026-03-23T14:22:00Z,52.98,46.65
2026-03-23T14:23:00Z,58.68,41.39
2026-03-23T14:24:00Z,61.12,43.31
2026-03-23T14:25:00Z,50.09,50.07
2026-03-23T14:26:00Z,45.77,55.09
2026-03-23T14:27:00Z,52.65,48.56
2026-03-23T14:28:00Z,57.90,43.59
2026-03-23T14:29:00Z,61.14,40.34
2026-03-23T14:30:00Z,60.07,40.45
2026-03-23T14:31:00Z,66.03,35.80
2026-03-23T14:32:00Z,61.91,39.44
2026-03-23T14:33:00Z,56.58,44.48
2026-03-23T14:34:00Z,52.70,47.60
2026-03-23T14:35:00Z,43.58,56.87
2026-03-23T14:36:00Z,45.09,57.39
2026-03-23T14:37:00Z,45.51,57.65
2026-03-23T14:38:00Z,52.15,46.21
2026-03-23T14:39:00Z,59.79,40.49
2026-03-23T14:40:00Z,59.37,39.96
2026-03-23T14:41:00Z,53.81,47.56
2026-03-23T14:42:00Z,53.70,49.41
2026-03-23T14:43:00Z,55.22,45.25
2026-03-23T14:44:00Z,53.79,46.29
2026-03-23T14:45:00Z,57.36,42.35
2026-03-23T14:46:00Z,59.50,40.05
2026-03-23T14:47:00Z,60.92,40.02
2026-03-23T14:48:00Z,61.96,38.77
2026-03-23T14:49:00Z,71.38,30.57
2026-03-23T14:50:00Z,79.69,20.21
2026-03-23T14:51:00Z,79.29,19.38
2026-03-23T14:52:00Z,80.61,19.68
2026-03-23T14:53:00Z,79.96,19.96
2026-03-23T14:54:00Z,80.43,19.48
2026-03-23T14:55:00Z,76.86,21.88
2026-03-23T14:56:00Z,76.87,24.95
2026-03-23T14:57:00Z,78.44,21.43
2026-03-23T14:58:00Z,73.82,28.89
2026-03-23T14:59:00Z,64.90,34.34
2026-03-23T15:00:00Z,67.36,32.92
2026-03-23T15:01:00Z,74.73,25.15
2026-03-23T15:02:00Z,77.28,22.11
2026-03-23T15:03:00Z,80.57,20.80
2026-03-23T15:04:00Z,75.23,21.34
2026-03-23T15:05:00Z,69.87,30.20
2026-03-23T15:06:00Z,64.30,35.40
2026-03-23T15:07:00Z,65.35,36.38
2026-03-23T15:08:00Z,60.31,37.95
2026-03-23T15:09:00Z,60.59,37.59
2026-03-23T15:10:00Z,59.72,41.09
2026-03-23T15:11:00Z,58.30,42.17
2026-03-23T15:12:00Z,55.29,43.95
2026-03-23T15:13:00Z,59.63,39.97
2026-03-23T15:14:00Z,57.97,43.03
2026-03-23T15:15:00Z,58.35,42.03
2026-03-23T15:16:00Z,55.27,45.45
2026-03-23T15:17:00Z,56.30,44.48
2026-03-23T15:18:00Z,58.09,42.00
2026-03-23T15:19:00Z,59.10,42.89
2026-03-23T15:20:00Z,55.60,44.70
2026-03-23T15:21:00Z,57.39,41.61
2026-03-23T15:22:00Z,57.90,42.81
2026-03-23T15:23:00Z,52.33,49.06
2026-03-23T15:24:00Z,46.69,53.92
2026-03-23T15:25:00Z,46.28,52.81
2026-03-23T15:26:00Z,43.98,56.50
2026-03-23T15:27:00Z,43.96,56.70
2026-03-23T15:28:00Z,44.63,55.76
2026-03-23T15:29:00Z,45.69,55.43
2026-03-23T15:30:00Z,46.98,54.98
2026-03-23T15:31:00Z,47.96,54.23
2026-03-23T15:32:00Z,46.91,53.27
2026-03-23T15:33:00Z,47.26,52.30
2026-03-23T15:34:00Z,53.71,46.43
2026-03-23T15:35:00Z,53.54,45.96
2026-03-23T15:36:00Z,52.63,48.70
2026-03-23T15:37:00Z,51.11,53.19
2026-03-23T15:38:00Z,48.14,54.87
2026-03-23T15:39:00Z,45.50,57.04
2026-03-23T15:40:00Z,45.13,57.28
2026-03-23T15:41:00Z,43.20,58.97
2026-03-23T15:42:00Z,41.71,58.84
2026-03-23T15:43:00Z,39.83,62.42
2026-03-23T15:44:00Z,40.20,61.13
2026-03-23T15:45:00Z,40.10,60.40
2026-03-23T15:46:00Z,34.20,65.42
2026-03-23T15:47:00Z,39.40,60.78
2026-03-23T15:48:00Z,52.68,47.18
2026-03-23T15:49:00Z,65.49,34.93
2026-03-23T15:50:00Z,68.16,33.01
2026-03-23T15:51:00Z,71.77,31.04
2026-03-23T15:52:00Z,58.42,43.89
2026-03-23T15:53:00Z,44.03,53.16
2026-03-23T15:54:00Z,44.79,57.56
2026-03-23T15:55:00Z,43.93,56.99
2026-03-23T15:56:00Z,51.45,52.39
2026-03-23T15:57:00Z,50.98,46.64
2026-03-23T15:58:00Z,44.37,57.46
2026-03-23T15:59:00Z,52.91,45.54
2026-03-23T16:00:00Z,54.12,45.84
2026-03-23T16:01:00Z,53.32,45.74
2026-03-23T16:02:00Z,56.97,46.31
2026-03-23T16:03:00Z,52.02,43.73
2026-03-23T16:04:00Z,68.49,32.02
2026-03-23T16:05:00Z,68.88,32.81
2026-03-23T16:06:00Z,61.78,41.24
2026-03-23T16:07:00Z,50.16,51.43
2026-03-23T16:08:00Z,49.26,50.87
2026-03-23T16:09:00Z,60.70,37.50
2026-03-23T16:10:00Z,57.93,41.03
2026-03-23T16:11:00Z,63.51,40.13
2026-03-23T16:12:00Z,58.29,41.33
2026-03-23T16:13:00Z,50.75,45.72
2026-03-23T16:14:00Z,44.17,53.78
2026-03-23T16:15:00Z,44.96,55.40
2026-03-23T16:16:00Z,44.25,58.01
2026-03-23T16:17:00Z,33.63,66.84
2026-03-23T16:18:00Z,34.41,66.18
2026-03-23T16:19:00Z,41.07,62.76
2026-03-23T16:20:00Z,44.70,55.96
2026-03-23T16:21:00Z,46.98,53.30
2026-03-23T16:22:00Z,49.83,51.22
2026-03-23T16:23:00Z,41.88,55.21
2026-03-23T16:24:00Z,36.28,63.14
2026-03-23T16:25:00Z,35.80,65.32
2026-03-23T16:26:00Z,35.09,64.34
2026-03-23T16:27:00Z,35.09,64.29
2026-03-23T16:28:00Z,29.61,70.37
2026-03-23T16:29:00Z,37.47,64.74
2026-03-23T16:30:00Z,47.42,52.71
2026-03-23T16:31:00Z,48.09,53.08
2026-03-23T16:32:00Z,50.27,43.06
2026-03-23T16:33:00Z,58.59,43.33
2026-03-23T16:34:00Z,81.26,18.32
2026-03-23T16:35:00Z,83.87,17.87
2026-03-23T16:36:00Z,87.53,15.24
2026-03-23T16:37:00Z,83.58,16.53
2026-03-23T16:38:00Z,68.17,32.32
2026-03-23T16:39:00Z,79.76,21.26
2026-03-23T16:40:00Z,72.58,28.91
2026-03-23T16:41:00Z,79.99,26.66
2026-03-23T16:42:00Z,88.34,16.65
2026-03-23T16:43:00Z,96.56,4.01
2026-03-23T16:44:00Z,99.00,1.00
2026-03-23T16:45:00Z,99.00,1.00
2026-03-23T16:46:00Z,99.00,1.00
2026-03-23T16:47:00Z,99.00,1.00
2026-03-23T16:48:00Z,99.00,1.00
2026-03-23T16:49:00Z,99.00,1.00
2026-03-23T16:50:00Z,99.00,1.00
2026-03-23T16:51:00Z,99.00,1.00
2026-03-23T16:52:00Z,99.00,1.00
2026-03-23T16:53:00Z,99.00,1.00
