# event_ticker=KXATPCHALLENGERMATCH-26JUN05FERHIJ
# final_score=7-6(7) 6-3
# score_resolution=7-6 6-3
# match_winner=Arthur Fery
# fav_player=Arthur Fery
# dog_player=Rinky Hijikata
# kalshi_date=2026-06-05
timestamp,Arthur Fery,Rinky Hijikata
2026-06-04T23:33:00Z,,48.00
2026-06-04T23:41:00Z,,48.00
2026-06-04T23:46:00Z,,48.00
2026-06-04T23:54:00Z,,48.00
2026-06-05T00:14:00Z,,47.00
2026-06-05T00:17:00Z,,47.00
2026-06-05T00:19:00Z,,47.00
2026-06-05T00:25:00Z,,47.00
2026-06-05T00:49:00Z,53.00,47.00
2026-06-05T01:04:00Z,53.00,47.00
2026-06-05T01:44:00Z,53.00,49.00
2026-06-05T01:46:00Z,53.00,49.00
2026-06-05T01:54:00Z,53.00,49.00
2026-06-05T02:05:00Z,53.00,49.00
2026-06-05T02:08:00Z,53.00,49.00
2026-06-05T02:16:00Z,53.00,49.00
2026-06-05T02:17:00Z,53.00,49.00
2026-06-05T02:18:00Z,53.00,52.00
2026-06-05T02:28:00Z,50.00,52.00
2026-06-05T02:29:00Z,50.00,51.00
2026-06-05T02:45:00Z,50.00,51.00
2026-06-05T03:04:00Z,50.31,51.00
2026-06-05T03:05:00Z,50.31,51.00
2026-06-05T03:09:00Z,50.31,51.50
2026-06-05T03:11:00Z,50.31,52.00
2026-06-05T03:18:00Z,50.31,52.00
2026-06-05T03:21:00Z,50.00,52.00
2026-06-05T03:24:00Z,50.00,52.00
2026-06-05T03:27:00Z,50.00,52.00
2026-06-05T03:30:00Z,50.00,52.00
2026-06-05T03:34:00Z,50.00,52.00
2026-06-05T03:36:00Z,50.00,52.00
2026-06-05T03:37:00Z,50.00,52.00
2026-06-05T03:38:00Z,48.23,52.00
2026-06-05T03:41:00Z,49.00,52.00
2026-06-05T03:43:00Z,49.00,52.00
2026-06-05T03:46:00Z,49.00,52.00
2026-06-05T03:47:00Z,49.00,52.00
2026-06-05T03:48:00Z,50.95,52.00
2026-06-05T03:50:00Z,51.00,51.00
2026-06-05T03:53:00Z,51.00,51.00
2026-06-05T03:56:00Z,51.00,51.00
2026-06-05T04:01:00Z,51.00,52.00
2026-06-05T04:04:00Z,50.00,52.00
2026-06-05T04:05:00Z,50.00,52.00
2026-06-05T04:06:00Z,50.00,52.00
2026-06-05T04:08:00Z,50.00,52.00
2026-06-05T04:09:00Z,50.00,52.00
2026-06-05T04:10:00Z,50.00,52.00
2026-06-05T04:11:00Z,50.00,52.00
2026-06-05T04:15:00Z,50.00,52.00
2026-06-05T04:16:00Z,50.00,52.00
2026-06-05T04:17:00Z,50.00,52.00
2026-06-05T04:20:00Z,50.00,52.00
2026-06-05T04:21:00Z,50.00,52.02
2026-06-05T04:22:00Z,50.00,53.00
2026-06-05T04:24:00Z,49.00,52.00
2026-06-05T04:25:00Z,49.00,52.00
2026-06-05T04:30:00Z,49.00,51.00
2026-06-05T04:31:00Z,49.00,52.00
2026-06-05T04:33:00Z,49.00,52.00
2026-06-05T04:35:00Z,49.00,52.22
2026-06-05T04:36:00Z,49.00,53.00
2026-06-05T04:37:00Z,48.00,53.00
2026-06-05T04:39:00Z,49.00,53.00
2026-06-05T04:41:00Z,49.00,53.00
2026-06-05T04:42:00Z,49.00,53.00
2026-06-05T04:46:00Z,49.00,53.00
2026-06-05T04:50:00Z,49.00,53.00
2026-06-05T04:51:00Z,49.00,53.00
2026-06-05T04:53:00Z,49.00,52.00
2026-06-05T04:54:00Z,49.00,53.00
2026-06-05T05:00:00Z,49.00,53.00
2026-06-05T05:06:00Z,49.00,53.00
2026-06-05T05:07:00Z,49.00,53.00
2026-06-05T05:11:00Z,49.00,53.00
2026-06-05T05:16:00Z,49.00,53.00
2026-06-05T05:18:00Z,49.00,53.00
2026-06-05T05:21:00Z,49.00,53.00
2026-06-05T05:23:00Z,49.00,52.00
2026-06-05T05:26:00Z,49.00,53.00
2026-06-05T05:32:00Z,49.00,53.00
2026-06-05T05:35:00Z,49.00,53.00
2026-06-05T05:36:00Z,49.00,53.00
2026-06-05T05:39:00Z,49.00,53.00
2026-06-05T05:40:00Z,49.00,53.00
2026-06-05T05:41:00Z,49.00,53.00
2026-06-05T05:42:00Z,49.00,53.00
2026-06-05T05:43:00Z,49.00,53.00
2026-06-05T05:45:00Z,49.00,53.00
2026-06-05T05:46:00Z,49.00,53.00
2026-06-05T05:51:00Z,49.00,53.00
2026-06-05T05:52:00Z,49.00,53.00
2026-06-05T05:54:00Z,49.00,53.00
2026-06-05T05:56:00Z,49.00,53.00
2026-06-05T05:58:00Z,49.00,53.89
