# event_ticker=KXATPCHALLENGERMATCH-26FEB12TRABAR
# final_score=6-1 6-3
# match_winner=Stefano Travaglia
# fav_player=Stefano Travaglia
# dog_player=Hynek Barton
# kalshi_date=2026-02-12
timestamp,Stefano Travaglia,Hynek Barton
2026-02-12T11:58:00Z,62.61,39.00
2026-02-12T12:00:00Z,63.00,39.00
2026-02-12T12:01:00Z,63.00,39.00
2026-02-12T12:06:00Z,63.00,39.00
2026-02-12T12:13:00Z,63.00,39.00
2026-02-12T12:15:00Z,63.00,39.00
2026-02-12T12:17:00Z,63.00,39.00
2026-02-12T12:18:00Z,63.00,39.00
2026-02-12T12:22:00Z,63.00,39.00
2026-02-12T12:25:00Z,63.00,38.00
2026-02-12T12:27:00Z,63.28,38.00
2026-02-12T12:29:00Z,63.68,38.00
2026-02-12T12:33:00Z,64.00,38.00
2026-02-12T12:34:00Z,64.00,38.00
2026-02-12T12:35:00Z,60.00,38.00
2026-02-12T12:36:00Z,64.00,38.97
2026-02-12T12:37:00Z,64.00,38.97
2026-02-12T12:39:00Z,64.00,38.94
2026-02-12T12:40:00Z,64.00,39.91
2026-02-12T12:41:00Z,63.73,39.99
2026-02-12T12:42:00Z,63.88,38.00
2026-02-12T12:43:00Z,65.17,38.00
2026-02-12T12:44:00Z,65.88,33.17
2026-02-12T12:45:00Z,71.50,33.76
2026-02-12T12:46:00Z,76.00,25.74
2026-02-12T12:47:00Z,77.97,24.42
2026-02-12T12:48:00Z,74.16,25.43
2026-02-12T12:49:00Z,67.20,33.14
2026-02-12T12:50:00Z,71.62,29.43
2026-02-12T12:51:00Z,74.17,26.48
2026-02-12T12:52:00Z,73.92,28.00
2026-02-12T12:53:00Z,72.00,31.94
2026-02-12T12:54:00Z,75.32,22.96
2026-02-12T12:55:00Z,77.05,24.32
2026-02-12T12:56:00Z,77.05,25.30
2026-02-12T12:57:00Z,73.19,27.28
2026-02-12T12:58:00Z,73.12,30.00
2026-02-12T12:59:00Z,70.91,35.37
2026-02-12T13:00:00Z,65.69,33.01
2026-02-12T13:01:00Z,66.89,34.67
2026-02-12T13:02:00Z,67.10,33.91
2026-02-12T13:03:00Z,69.34,31.00
2026-02-12T13:04:00Z,75.97,24.76
2026-02-12T13:05:00Z,79.24,19.16
2026-02-12T13:06:00Z,83.81,17.54
2026-02-12T13:07:00Z,83.87,16.23
2026-02-12T13:08:00Z,86.00,14.68
2026-02-12T13:09:00Z,86.94,15.48
2026-02-12T13:10:00Z,86.87,12.40
2026-02-12T13:11:00Z,87.04,12.40
2026-02-12T13:12:00Z,87.52,12.90
2026-02-12T13:13:00Z,86.68,14.00
2026-02-12T13:14:00Z,88.48,11.11
2026-02-12T13:15:00Z,89.40,11.00
2026-02-12T13:16:00Z,91.20,9.59
2026-02-12T13:17:00Z,93.20,9.00
2026-02-12T13:18:00Z,93.60,9.00
2026-02-12T13:19:00Z,92.40,9.00
2026-02-12T13:20:00Z,92.46,7.39
2026-02-12T13:21:00Z,89.66,10.96
2026-02-12T13:22:00Z,90.14,8.39
2026-02-12T13:23:00Z,93.93,7.32
2026-02-12T13:24:00Z,91.99,8.67
2026-02-12T13:25:00Z,93.00,9.00
2026-02-12T13:26:00Z,92.00,8.95
2026-02-12T13:27:00Z,94.97,5.01
2026-02-12T13:28:00Z,92.65,8.15
2026-02-12T13:29:00Z,92.07,8.14
2026-02-12T13:30:00Z,94.96,6.00
2026-02-12T13:31:00Z,93.23,9.00
2026-02-12T13:32:00Z,89.82,11.00
2026-02-12T13:33:00Z,91.95,10.52
2026-02-12T13:34:00Z,92.00,9.61
2026-02-12T13:35:00Z,91.10,9.74
2026-02-12T13:36:00Z,91.10,9.97
2026-02-12T13:37:00Z,90.99,10.74
2026-02-12T13:38:00Z,88.92,12.87
2026-02-12T13:39:00Z,89.99,12.09
2026-02-12T13:40:00Z,90.00,11.00
2026-02-12T13:41:00Z,91.00,10.00
2026-02-12T13:42:00Z,92.00,9.09
2026-02-12T13:43:00Z,95.37,6.78
2026-02-12T13:44:00Z,90.21,11.46
2026-02-12T13:45:00Z,92.02,10.00
2026-02-12T13:46:00Z,90.00,12.00
2026-02-12T13:47:00Z,92.92,8.95
2026-02-12T13:48:00Z,97.85,3.32
2026-02-12T13:50:00Z,99.00,4.84
2026-02-12T13:51:00Z,99.00,4.84
2026-02-12T13:52:00Z,99.00,4.84
2026-02-12T13:53:00Z,99.00,4.84
2026-02-12T13:54:00Z,99.00,4.84
2026-02-12T13:55:00Z,99.00,4.84
2026-02-12T13:56:00Z,99.00,4.84
