# event_ticker=KXATPCHALLENGERMATCH-26MAY19BARDUT
# final_score=3-6 6-2 6-2
# match_winner=Hynek Barton
# fav_player=Hynek Barton
# dog_player=Daniel Dutra Da Silva
# kalshi_date=2026-05-19
timestamp,Hynek Barton,Daniel Dutra Da Silva
2026-05-18T22:45:00Z,73.00,
2026-05-19T02:42:00Z,72.00,
2026-05-19T03:24:00Z,72.00,
2026-05-19T03:51:00Z,71.00,
2026-05-19T04:00:00Z,72.00,
2026-05-19T04:11:00Z,72.00,28.93
2026-05-19T04:27:00Z,72.00,28.93
2026-05-19T04:50:00Z,72.00,28.00
2026-05-19T04:52:00Z,72.00,29.00
2026-05-19T05:10:00Z,72.00,29.00
2026-05-19T05:35:00Z,72.00,29.00
2026-05-19T07:24:00Z,72.00,29.00
2026-05-19T07:42:00Z,72.00,29.00
2026-05-19T07:43:00Z,72.00,29.00
2026-05-19T08:08:00Z,72.00,31.00
2026-05-19T08:10:00Z,72.00,32.68
2026-05-19T08:16:00Z,72.00,33.00
2026-05-19T08:19:00Z,72.00,27.00
2026-05-19T08:20:00Z,76.00,27.00
2026-05-19T08:21:00Z,76.00,26.00
2026-05-19T08:22:00Z,76.00,27.50
2026-05-19T08:23:00Z,76.00,29.97
2026-05-19T08:24:00Z,72.00,30.00
2026-05-19T08:25:00Z,72.00,31.00
2026-05-19T08:26:00Z,72.00,29.03
2026-05-19T08:27:00Z,69.00,29.03
2026-05-19T08:29:00Z,68.00,30.93
2026-05-19T08:31:00Z,68.00,25.00
2026-05-19T08:32:00Z,75.03,24.00
2026-05-19T08:33:00Z,75.03,24.00
2026-05-19T08:34:00Z,75.03,28.54
2026-05-19T08:35:00Z,75.03,31.00
2026-05-19T08:36:00Z,75.03,32.69
2026-05-19T08:37:00Z,70.25,32.69
2026-05-19T08:39:00Z,70.33,32.69
2026-05-19T08:41:00Z,72.00,29.99
2026-05-19T08:42:00Z,74.51,25.00
2026-05-19T08:43:00Z,74.51,29.26
2026-05-19T08:44:00Z,74.51,33.00
2026-05-19T08:45:00Z,68.00,33.75
2026-05-19T08:46:00Z,60.07,37.48
2026-05-19T08:47:00Z,60.07,37.88
2026-05-19T08:48:00Z,60.07,36.34
2026-05-19T08:49:00Z,61.23,37.00
2026-05-19T08:50:00Z,52.00,47.55
2026-05-19T08:51:00Z,48.12,47.55
2026-05-19T08:52:00Z,55.96,45.04
2026-05-19T08:53:00Z,52.00,51.57
2026-05-19T08:54:00Z,50.55,51.57
2026-05-19T08:55:00Z,49.00,51.89
2026-05-19T08:56:00Z,50.87,51.89
2026-05-19T08:57:00Z,51.62,54.00
2026-05-19T08:58:00Z,44.92,56.10
2026-05-19T08:59:00Z,44.92,55.00
2026-05-19T09:00:00Z,45.00,56.00
2026-05-19T09:01:00Z,45.00,56.00
2026-05-19T09:02:00Z,45.00,56.57
2026-05-19T09:03:00Z,44.00,56.57
2026-05-19T09:04:00Z,46.83,55.72
2026-05-19T09:05:00Z,47.00,55.72
2026-05-19T09:06:00Z,55.10,52.00
2026-05-19T09:07:00Z,57.00,39.08
2026-05-19T09:08:00Z,61.22,38.00
2026-05-19T09:09:00Z,64.00,36.00
2026-05-19T09:10:00Z,64.96,36.95
2026-05-19T09:11:00Z,65.00,34.00
2026-05-19T09:12:00Z,65.00,33.02
2026-05-19T09:13:00Z,59.00,42.52
2026-05-19T09:14:00Z,59.00,39.00
2026-05-19T09:16:00Z,59.00,33.00
2026-05-19T09:17:00Z,59.00,33.00
2026-05-19T09:18:00Z,67.00,33.00
2026-05-19T09:19:00Z,67.53,33.00
2026-05-19T09:20:00Z,64.00,33.44
2026-05-19T09:21:00Z,65.00,36.36
2026-05-19T09:23:00Z,64.49,36.24
2026-05-19T09:24:00Z,65.01,37.22
2026-05-19T09:25:00Z,65.01,34.00
2026-05-19T09:26:00Z,67.00,34.00
2026-05-19T09:27:00Z,68.81,30.00
2026-05-19T09:28:00Z,71.00,30.00
2026-05-19T09:29:00Z,70.00,30.00
2026-05-19T09:30:00Z,67.02,30.36
2026-05-19T09:32:00Z,73.00,26.78
2026-05-19T09:33:00Z,71.34,26.78
2026-05-19T09:34:00Z,71.41,26.78
2026-05-19T09:35:00Z,71.41,28.02
2026-05-19T09:36:00Z,66.00,33.88
2026-05-19T09:37:00Z,67.00,33.88
2026-05-19T09:38:00Z,67.02,33.88
2026-05-19T09:39:00Z,69.00,31.69
2026-05-19T09:42:00Z,74.00,31.69
2026-05-19T09:43:00Z,74.00,26.00
2026-05-19T09:44:00Z,74.00,26.00
2026-05-19T09:46:00Z,74.00,26.00
2026-05-19T09:47:00Z,76.00,28.85
2026-05-19T09:48:00Z,77.50,28.85
2026-05-19T09:49:00Z,80.00,28.85
2026-05-19T09:50:00Z,79.00,28.85
2026-05-19T09:51:00Z,73.17,24.00
2026-05-19T09:52:00Z,71.17,28.42
2026-05-19T09:53:00Z,71.17,31.00
2026-05-19T09:54:00Z,71.17,36.08
2026-05-19T09:55:00Z,62.27,37.25
2026-05-19T09:56:00Z,66.29,39.57
2026-05-19T09:57:00Z,69.93,39.57
2026-05-19T09:58:00Z,69.93,24.00
2026-05-19T09:59:00Z,80.00,24.00
2026-05-19T10:00:00Z,84.28,16.68
2026-05-19T10:01:00Z,87.89,17.00
2026-05-19T10:02:00Z,92.02,7.17
2026-05-19T10:03:00Z,94.27,4.90
2026-05-19T10:04:00Z,95.06,4.90
2026-05-19T10:05:00Z,96.00,4.00
2026-05-19T10:06:00Z,96.37,4.00
2026-05-19T10:07:00Z,97.85,3.00
2026-05-19T10:08:00Z,98.70,3.76
2026-05-19T10:09:00Z,97.63,3.67
2026-05-19T10:10:00Z,96.00,4.16
2026-05-19T10:11:00Z,95.00,6.00
2026-05-19T10:12:00Z,92.86,6.00
2026-05-19T10:13:00Z,94.44,5.31
2026-05-19T10:14:00Z,93.07,6.05
2026-05-19T10:15:00Z,96.30,4.00
2026-05-19T10:16:00Z,98.00,2.61
2026-05-19T10:17:00Z,97.86,3.00
2026-05-19T10:18:00Z,98.10,1.00
2026-05-19T10:19:00Z,98.10,1.00
2026-05-19T10:21:00Z,99.00,1.00
2026-05-19T10:22:00Z,99.00,1.00
