# event_ticker=KXATPCHALLENGERMATCH-26MAR10PENCUE
# final_score=6-2 7-6(3)
# score_resolution=2-6 6-7
# match_winner=Sean Cuenin
# fav_player=Gabriele Pennaforti
# dog_player=Sean Cuenin
# kalshi_date=2026-03-10
timestamp,Gabriele Pennaforti,Sean Cuenin
2026-03-10T01:42:00Z,37.00,62.00
2026-03-10T01:43:00Z,38.00,62.00
2026-03-10T02:01:00Z,39.00,62.00
2026-03-10T02:07:00Z,39.00,62.00
2026-03-10T02:12:00Z,39.00,62.00
2026-03-10T02:56:00Z,39.00,63.79
2026-03-10T04:07:00Z,39.00,64.00
2026-03-10T04:25:00Z,39.00,63.00
2026-03-10T04:57:00Z,38.00,62.00
2026-03-10T05:08:00Z,38.00,62.00
2026-03-10T05:44:00Z,38.00,64.00
2026-03-10T06:27:00Z,37.00,64.00
2026-03-10T06:30:00Z,37.00,64.00
2026-03-10T06:33:00Z,38.15,64.00
2026-03-10T11:03:00Z,38.15,64.00
2026-03-10T11:38:00Z,38.15,65.00
2026-03-10T12:09:00Z,38.15,64.00
2026-03-10T12:16:00Z,39.62,61.17
2026-03-10T12:20:00Z,39.62,64.00
2026-03-10T12:33:00Z,39.62,64.00
2026-03-10T12:38:00Z,39.62,64.00
2026-03-10T13:02:00Z,39.62,62.00
2026-03-10T13:04:00Z,39.62,64.00
2026-03-10T13:06:00Z,39.62,64.95
2026-03-10T13:08:00Z,39.62,65.00
2026-03-10T13:16:00Z,38.00,66.00
2026-03-10T13:17:00Z,37.00,66.00
2026-03-10T13:20:00Z,32.00,70.00
2026-03-10T13:21:00Z,32.00,72.07
2026-03-10T13:23:00Z,30.00,72.07
2026-03-10T13:24:00Z,27.29,72.07
2026-03-10T13:25:00Z,33.00,72.07
2026-03-10T13:28:00Z,34.55,72.07
2026-03-10T13:29:00Z,32.00,72.07
2026-03-10T13:31:00Z,32.00,71.00
2026-03-10T13:32:00Z,30.00,71.00
2026-03-10T13:33:00Z,30.00,68.00
2026-03-10T13:34:00Z,35.85,68.00
2026-03-10T13:35:00Z,38.00,62.91
2026-03-10T13:36:00Z,38.00,68.00
2026-03-10T13:37:00Z,29.37,68.00
2026-03-10T13:39:00Z,29.37,72.00
2026-03-10T13:40:00Z,27.00,75.18
2026-03-10T13:42:00Z,32.00,75.18
2026-03-10T13:43:00Z,18.50,80.15
2026-03-10T13:44:00Z,18.50,83.00
2026-03-10T13:45:00Z,19.00,85.00
2026-03-10T13:46:00Z,19.00,79.33
2026-03-10T13:48:00Z,19.00,82.00
2026-03-10T13:49:00Z,17.65,82.00
2026-03-10T13:50:00Z,17.65,86.00
2026-03-10T13:51:00Z,13.01,87.00
2026-03-10T13:54:00Z,12.69,87.00
2026-03-10T13:55:00Z,13.29,88.00
2026-03-10T13:56:00Z,13.29,89.00
2026-03-10T13:57:00Z,13.29,88.26
2026-03-10T13:58:00Z,12.00,88.26
2026-03-10T13:59:00Z,9.85,89.57
2026-03-10T14:00:00Z,7.00,91.05
2026-03-10T14:01:00Z,7.00,93.00
2026-03-10T14:02:00Z,9.66,92.17
2026-03-10T14:03:00Z,9.00,90.00
2026-03-10T14:04:00Z,8.00,92.00
2026-03-10T14:05:00Z,6.73,94.00
2026-03-10T14:07:00Z,4.00,95.84
2026-03-10T14:08:00Z,2.00,97.98
2026-03-10T14:09:00Z,3.00,97.98
2026-03-10T14:11:00Z,1.00,97.98
2026-03-10T14:12:00Z,1.00,99.00
2026-03-10T14:13:00Z,3.00,99.00
2026-03-10T14:14:00Z,3.34,97.44
2026-03-10T14:15:00Z,7.68,94.13
2026-03-10T14:16:00Z,4.00,94.13
2026-03-10T14:17:00Z,4.00,97.00
2026-03-10T14:18:00Z,2.00,97.38
2026-03-10T14:19:00Z,2.07,95.83
2026-03-10T14:20:00Z,2.07,99.00
2026-03-10T14:21:00Z,1.30,99.00
2026-03-10T14:22:00Z,1.56,99.00
2026-03-10T14:23:00Z,2.00,99.00
2026-03-10T14:24:00Z,1.00,99.00
2026-03-10T14:25:00Z,1.00,99.00
2026-03-10T14:26:00Z,1.00,98.00
2026-03-10T14:27:00Z,2.66,98.00
2026-03-10T14:29:00Z,1.00,98.00
2026-03-10T14:30:00Z,1.00,98.00
2026-03-10T14:33:00Z,1.00,99.00
2026-03-10T14:34:00Z,1.88,98.26
2026-03-10T14:35:00Z,6.48,96.82
2026-03-10T14:36:00Z,8.11,92.38
2026-03-10T14:37:00Z,9.00,91.54
2026-03-10T14:38:00Z,11.15,90.00
2026-03-10T14:39:00Z,11.36,89.00
2026-03-10T14:40:00Z,13.00,89.56
2026-03-10T14:41:00Z,11.00,89.56
2026-03-10T14:42:00Z,12.53,89.61
2026-03-10T14:43:00Z,8.79,92.00
2026-03-10T14:44:00Z,9.00,92.00
2026-03-10T14:45:00Z,9.17,89.00
2026-03-10T14:46:00Z,14.17,86.50
2026-03-10T14:47:00Z,13.60,86.61
2026-03-10T14:48:00Z,19.00,89.19
2026-03-10T14:49:00Z,20.46,82.13
2026-03-10T14:50:00Z,26.31,82.74
2026-03-10T14:51:00Z,15.48,84.46
2026-03-10T14:52:00Z,20.47,80.80
2026-03-10T14:53:00Z,15.20,86.81
2026-03-10T14:54:00Z,9.78,90.69
2026-03-10T14:55:00Z,5.59,95.01
2026-03-10T14:56:00Z,2.56,98.05
2026-03-10T14:57:00Z,1.00,98.05
2026-03-10T14:58:00Z,1.00,99.00
2026-03-10T15:01:00Z,1.00,99.00
2026-03-10T15:02:00Z,1.00,99.00
