# event_ticker=KXATPCHALLENGERMATCH-26APR08POLSCH
# final_score=7-6(5) 7-5
# score_resolution=6-7 5-7
# match_winner=Tristan Schoolkate
# fav_player=Marc Polmans
# dog_player=Tristan Schoolkate
# kalshi_date=2026-04-08
timestamp,Marc Polmans,Tristan Schoolkate
2026-04-08T18:42:00Z,30.00,72.00
2026-04-08T18:43:00Z,30.00,70.19
2026-04-08T18:44:00Z,30.86,72.35
2026-04-08T18:45:00Z,30.86,72.00
2026-04-08T18:46:00Z,30.86,72.00
2026-04-08T18:47:00Z,30.68,72.00
2026-04-08T18:48:00Z,30.31,72.00
2026-04-08T18:49:00Z,30.44,72.00
2026-04-08T18:50:00Z,30.00,70.63
2026-04-08T18:51:00Z,30.00,71.85
2026-04-08T18:52:00Z,31.00,72.00
2026-04-08T18:54:00Z,31.00,72.00
2026-04-08T18:55:00Z,31.00,72.00
2026-04-08T18:56:00Z,31.00,72.00
2026-04-08T18:58:00Z,30.15,72.00
2026-04-08T18:59:00Z,30.41,72.92
2026-04-08T19:00:00Z,29.75,72.18
2026-04-08T19:01:00Z,29.96,71.79
2026-04-08T19:02:00Z,30.01,71.36
2026-04-08T19:03:00Z,30.00,72.00
2026-04-08T19:04:00Z,30.98,72.00
2026-04-08T19:05:00Z,27.75,72.11
2026-04-08T19:06:00Z,28.69,72.18
2026-04-08T19:07:00Z,26.74,73.69
2026-04-08T19:08:00Z,27.13,73.80
2026-04-08T19:09:00Z,26.69,75.05
2026-04-08T19:10:00Z,24.99,75.95
2026-04-08T19:11:00Z,28.48,75.08
2026-04-08T19:12:00Z,29.20,71.54
2026-04-08T19:13:00Z,32.75,67.97
2026-04-08T19:14:00Z,36.45,66.73
2026-04-08T19:15:00Z,36.15,65.38
2026-04-08T19:16:00Z,29.76,72.31
2026-04-08T19:17:00Z,39.78,65.25
2026-04-08T19:18:00Z,36.85,71.75
2026-04-08T19:19:00Z,29.45,71.07
2026-04-08T19:20:00Z,31.29,70.28
2026-04-08T19:21:00Z,30.45,70.59
2026-04-08T19:22:00Z,29.81,69.72
2026-04-08T19:23:00Z,33.35,69.11
2026-04-08T19:24:00Z,37.16,65.11
2026-04-08T19:25:00Z,43.34,57.24
2026-04-08T19:26:00Z,48.33,50.46
2026-04-08T19:27:00Z,49.80,50.14
2026-04-08T19:28:00Z,50.71,47.68
2026-04-08T19:29:00Z,52.31,50.96
2026-04-08T19:30:00Z,48.41,51.32
2026-04-08T19:31:00Z,54.49,46.37
2026-04-08T19:32:00Z,54.57,46.17
2026-04-08T19:33:00Z,51.81,49.57
2026-04-08T19:34:00Z,50.97,50.48
2026-04-08T19:35:00Z,47.04,52.70
2026-04-08T19:36:00Z,50.59,51.49
2026-04-08T19:37:00Z,54.34,47.53
2026-04-08T19:38:00Z,53.53,47.67
2026-04-08T19:39:00Z,55.00,44.37
2026-04-08T19:40:00Z,52.67,46.88
2026-04-08T19:41:00Z,52.76,47.98
2026-04-08T19:42:00Z,52.96,47.83
2026-04-08T19:43:00Z,46.63,54.62
2026-04-08T19:44:00Z,43.81,56.37
2026-04-08T19:45:00Z,37.36,60.00
2026-04-08T19:46:00Z,32.56,65.55
2026-04-08T19:47:00Z,36.71,64.24
2026-04-08T19:48:00Z,31.27,68.21
2026-04-08T19:49:00Z,34.38,66.46
2026-04-08T19:50:00Z,33.54,64.72
2026-04-08T19:51:00Z,34.36,65.32
2026-04-08T19:52:00Z,30.39,69.16
2026-04-08T19:53:00Z,31.00,69.38
2026-04-08T19:54:00Z,32.69,69.32
2026-04-08T19:55:00Z,27.54,72.36
2026-04-08T19:56:00Z,19.53,79.84
2026-04-08T19:57:00Z,22.71,78.36
2026-04-08T19:58:00Z,27.88,73.62
2026-04-08T19:59:00Z,32.93,66.25
2026-04-08T20:00:00Z,32.37,68.54
2026-04-08T20:01:00Z,28.01,73.88
2026-04-08T20:02:00Z,21.77,78.35
2026-04-08T20:03:00Z,19.66,81.49
2026-04-08T20:04:00Z,23.05,79.53
2026-04-08T20:05:00Z,24.70,74.50
2026-04-08T20:06:00Z,24.18,77.83
2026-04-08T20:07:00Z,19.46,82.55
2026-04-08T20:08:00Z,22.83,77.46
2026-04-08T20:09:00Z,17.27,82.75
2026-04-08T20:10:00Z,16.87,82.78
2026-04-08T20:11:00Z,17.37,82.00
2026-04-08T20:12:00Z,18.22,82.06
2026-04-08T20:13:00Z,19.56,81.17
2026-04-08T20:14:00Z,21.10,79.70
2026-04-08T20:15:00Z,19.90,80.48
2026-04-08T20:16:00Z,21.10,79.81
2026-04-08T20:17:00Z,26.17,75.38
2026-04-08T20:18:00Z,24.14,77.83
2026-04-08T20:19:00Z,20.93,80.47
2026-04-08T20:20:00Z,19.83,80.98
2026-04-08T20:21:00Z,21.17,79.43
2026-04-08T20:22:00Z,22.55,78.12
2026-04-08T20:23:00Z,23.68,78.40
2026-04-08T20:24:00Z,27.52,72.10
2026-04-08T20:25:00Z,28.20,73.96
2026-04-08T20:26:00Z,20.67,79.60
2026-04-08T20:27:00Z,18.66,81.11
2026-04-08T20:28:00Z,18.22,81.88
2026-04-08T20:29:00Z,22.23,77.58
2026-04-08T20:30:00Z,24.24,76.99
2026-04-08T20:31:00Z,22.98,76.98
2026-04-08T20:32:00Z,23.31,76.59
2026-04-08T20:33:00Z,31.34,68.15
2026-04-08T20:34:00Z,29.98,69.84
2026-04-08T20:35:00Z,22.31,77.71
2026-04-08T20:36:00Z,15.67,83.54
2026-04-08T20:37:00Z,10.51,88.59
2026-04-08T20:38:00Z,6.38,93.25
2026-04-08T20:39:00Z,4.51,95.06
2026-04-08T20:40:00Z,9.41,90.96
2026-04-08T20:41:00Z,15.58,84.16
2026-04-08T20:42:00Z,13.14,87.55
2026-04-08T20:43:00Z,17.34,83.18
2026-04-08T20:44:00Z,19.71,80.34
2026-04-08T20:45:00Z,18.68,82.36
2026-04-08T20:46:00Z,20.57,78.54
2026-04-08T20:47:00Z,22.38,76.92
2026-04-08T20:48:00Z,22.83,76.93
2026-04-08T20:49:00Z,26.97,74.32
2026-04-08T20:50:00Z,24.34,76.59
2026-04-08T20:51:00Z,17.24,82.69
2026-04-08T20:52:00Z,16.93,83.54
2026-04-08T20:53:00Z,15.40,86.65
2026-04-08T20:54:00Z,8.68,88.97
2026-04-08T20:55:00Z,7.07,93.84
2026-04-08T20:56:00Z,3.47,95.80
2026-04-08T20:57:00Z,3.79,96.14
2026-04-08T20:58:00Z,3.23,97.93
2026-04-08T20:59:00Z,6.45,93.94
2026-04-08T21:00:00Z,2.06,97.53
2026-04-08T21:01:00Z,1.00,99.00
2026-04-08T21:02:00Z,1.00,99.00
2026-04-08T21:03:00Z,1.00,99.00
2026-04-08T21:04:00Z,1.00,99.00
2026-04-08T21:05:00Z,1.00,99.00
2026-04-08T21:06:00Z,1.00,99.00
2026-04-08T21:07:00Z,1.00,99.00
