# event_ticker=KXATPCHALLENGERMATCH-26APR19ROYSAF
# final_score=6-1 6-2
# match_winner=Roman Safiullin
# fav_player=Roman Safiullin
# dog_player=Valentin Royer
# kalshi_date=2026-04-19
timestamp,Valentin Royer,Roman Safiullin
2026-04-19T00:23:00Z,56.00,
2026-04-19T01:09:00Z,56.00,
2026-04-19T01:10:00Z,56.68,
2026-04-19T01:34:00Z,57.00,
2026-04-19T01:39:00Z,57.00,
2026-04-19T01:42:00Z,57.00,
2026-04-19T02:17:00Z,57.00,
2026-04-19T02:24:00Z,57.00,
2026-04-19T02:42:00Z,57.00,
2026-04-19T02:47:00Z,57.00,
2026-04-19T02:49:00Z,57.00,
2026-04-19T02:53:00Z,57.00,
2026-04-19T02:55:00Z,57.00,44.00
2026-04-19T03:04:00Z,57.00,44.00
2026-04-19T03:05:00Z,57.00,43.00
2026-04-19T03:06:00Z,57.00,43.00
2026-04-19T03:12:00Z,57.00,44.00
2026-04-19T03:15:00Z,57.00,44.00
2026-04-19T03:18:00Z,57.00,44.00
2026-04-19T03:20:00Z,57.00,44.00
2026-04-19T03:26:00Z,57.00,44.00
2026-04-19T03:29:00Z,57.00,44.00
2026-04-19T03:31:00Z,57.00,44.00
2026-04-19T03:39:00Z,57.00,44.00
2026-04-19T03:42:00Z,57.00,44.00
2026-04-19T03:52:00Z,57.35,44.00
2026-04-19T03:53:00Z,58.00,44.00
2026-04-19T03:55:00Z,58.00,44.00
2026-04-19T03:57:00Z,58.00,44.00
2026-04-19T03:59:00Z,58.00,44.00
2026-04-19T04:10:00Z,58.00,44.00
2026-04-19T04:11:00Z,58.00,44.00
2026-04-19T04:18:00Z,58.00,44.00
2026-04-19T04:20:00Z,58.00,44.00
2026-04-19T04:21:00Z,58.00,44.00
2026-04-19T04:26:00Z,58.00,44.00
2026-04-19T04:27:00Z,58.00,44.00
2026-04-19T04:29:00Z,58.00,44.00
2026-04-19T04:32:00Z,58.00,44.00
2026-04-19T04:33:00Z,57.00,44.00
2026-04-19T04:34:00Z,57.00,43.00
2026-04-19T04:35:00Z,57.00,43.00
2026-04-19T04:49:00Z,57.00,44.00
2026-04-19T04:53:00Z,57.00,44.00
2026-04-19T04:55:00Z,57.00,44.00
2026-04-19T04:56:00Z,57.00,44.00
2026-04-19T04:58:00Z,57.00,44.00
2026-04-19T04:59:00Z,57.00,44.00
2026-04-19T05:00:00Z,57.00,44.00
2026-04-19T05:01:00Z,57.00,44.00
2026-04-19T05:02:00Z,57.00,44.00
2026-04-19T05:03:00Z,57.00,44.00
2026-04-19T05:04:00Z,57.00,44.00
2026-04-19T05:05:00Z,57.00,44.00
2026-04-19T05:06:00Z,57.00,44.00
2026-04-19T05:07:00Z,57.00,44.00
2026-04-19T05:11:00Z,57.00,44.00
2026-04-19T05:13:00Z,57.00,43.00
2026-04-19T05:16:00Z,57.00,43.00
2026-04-19T05:17:00Z,57.00,43.00
2026-04-19T05:23:00Z,56.00,43.00
2026-04-19T05:25:00Z,57.00,43.00
2026-04-19T05:27:00Z,57.00,43.00
2026-04-19T05:29:00Z,57.00,43.00
2026-04-19T05:34:00Z,57.00,43.00
2026-04-19T05:39:00Z,57.00,43.00
2026-04-19T05:41:00Z,57.00,43.00
2026-04-19T05:42:00Z,57.00,43.00
2026-04-19T05:48:00Z,57.00,43.00
2026-04-19T05:49:00Z,57.00,43.00
2026-04-19T05:54:00Z,57.00,43.00
2026-04-19T05:56:00Z,57.00,43.00
2026-04-19T05:58:00Z,57.00,43.00
2026-04-19T06:01:00Z,57.00,43.00
2026-04-19T06:04:00Z,57.00,43.00
2026-04-19T06:05:00Z,57.00,43.00
2026-04-19T06:23:00Z,57.00,43.00
2026-04-19T06:24:00Z,57.00,43.00
2026-04-19T06:27:00Z,57.00,43.00
2026-04-19T06:28:00Z,57.00,43.00
2026-04-19T06:30:00Z,57.00,43.00
2026-04-19T06:33:00Z,57.00,43.00
2026-04-19T06:36:00Z,57.00,43.00
2026-04-19T06:37:00Z,57.00,43.00
2026-04-19T07:01:00Z,57.00,43.00
2026-04-19T07:02:00Z,57.00,43.00
2026-04-19T07:06:00Z,57.00,44.00
2026-04-19T07:15:00Z,57.00,44.00
2026-04-19T07:20:00Z,57.00,44.00
2026-04-19T07:22:00Z,57.00,44.00
2026-04-19T07:26:00Z,57.00,44.00
2026-04-19T07:27:00Z,57.00,44.00
2026-04-19T07:36:00Z,57.00,44.00
2026-04-19T07:42:00Z,57.00,44.00
2026-04-19T07:44:00Z,57.00,44.00
2026-04-19T07:46:00Z,57.00,44.00
2026-04-19T07:50:00Z,57.00,44.00
2026-04-19T07:51:00Z,57.00,44.00
2026-04-19T07:55:00Z,57.00,42.59
2026-04-19T08:01:00Z,57.00,42.29
2026-04-19T08:02:00Z,57.00,42.29
2026-04-19T08:21:00Z,57.00,42.29
2026-04-19T08:25:00Z,57.00,41.00
2026-04-19T08:31:00Z,57.00,43.00
2026-04-19T08:33:00Z,57.00,43.00
2026-04-19T08:38:00Z,57.00,43.00
2026-04-19T08:54:00Z,57.11,43.00
2026-04-19T08:55:00Z,58.00,43.00
2026-04-19T08:56:00Z,58.00,43.00
2026-04-19T08:57:00Z,58.00,43.00
2026-04-19T08:58:00Z,58.00,43.00
2026-04-19T09:01:00Z,58.00,43.00
2026-04-19T09:02:00Z,58.00,43.00
2026-04-19T09:03:00Z,58.00,43.00
2026-04-19T09:04:00Z,58.00,43.00
2026-04-19T09:07:00Z,58.00,43.00
2026-04-19T09:09:00Z,56.84,43.00
2026-04-19T09:12:00Z,57.00,43.00
2026-04-19T09:15:00Z,57.86,42.00
2026-04-19T09:19:00Z,57.86,43.93
2026-04-19T09:20:00Z,58.00,43.93
2026-04-19T09:31:00Z,58.00,43.93
2026-04-19T09:36:00Z,58.00,43.93
2026-04-19T09:39:00Z,58.00,43.93
2026-04-19T09:41:00Z,58.00,44.00
2026-04-19T09:42:00Z,58.00,44.00
2026-04-19T09:50:00Z,58.00,44.00
2026-04-19T09:51:00Z,58.00,44.00
2026-04-19T09:55:00Z,58.00,44.00
2026-04-19T09:56:00Z,58.00,44.00
2026-04-19T09:58:00Z,58.00,44.00
2026-04-19T09:59:00Z,58.00,44.00
2026-04-19T10:00:00Z,58.00,44.00
2026-04-19T10:01:00Z,58.00,44.00
2026-04-19T10:06:00Z,58.00,44.00
2026-04-19T10:08:00Z,58.00,44.00
2026-04-19T10:13:00Z,58.00,44.00
2026-04-19T10:14:00Z,58.00,44.00
2026-04-19T10:15:00Z,58.00,44.00
2026-04-19T10:26:00Z,58.00,42.00
2026-04-19T10:27:00Z,58.00,42.00
