# event_ticker=KXATPCHALLENGERMATCH-26MAY28BLAKOP
# final_score=6-3 6-2
# match_winner=Dali Blanch
# fav_player=Dali Blanch
# dog_player=Sandro Kopp
# kalshi_date=2026-05-28
timestamp,Dali Blanch,Sandro Kopp
2026-05-27T22:44:00Z,66.00,
2026-05-28T01:50:00Z,66.00,
2026-05-28T02:51:00Z,66.00,35.00
2026-05-28T02:54:00Z,66.00,35.00
2026-05-28T03:22:00Z,66.00,35.00
2026-05-28T03:53:00Z,66.00,35.00
2026-05-28T04:02:00Z,67.00,35.00
2026-05-28T04:09:00Z,67.00,35.00
2026-05-28T04:35:00Z,67.00,35.00
2026-05-28T05:11:00Z,67.00,35.00
2026-05-28T05:17:00Z,67.00,34.00
2026-05-28T05:29:00Z,67.00,34.00
2026-05-28T06:22:00Z,67.00,34.00
2026-05-28T06:28:00Z,67.00,34.00
2026-05-28T09:10:00Z,65.00,34.00
2026-05-28T09:12:00Z,65.00,34.00
2026-05-28T09:23:00Z,65.00,34.00
2026-05-28T09:47:00Z,67.00,34.00
2026-05-28T10:31:00Z,66.00,34.00
2026-05-28T10:37:00Z,66.00,34.00
2026-05-28T10:39:00Z,66.00,34.00
2026-05-28T10:40:00Z,66.00,34.78
2026-05-28T10:41:00Z,58.49,41.83
2026-05-28T10:42:00Z,62.00,47.00
2026-05-28T10:43:00Z,65.00,47.00
2026-05-28T10:44:00Z,66.95,47.00
2026-05-28T10:45:00Z,69.00,32.67
2026-05-28T10:46:00Z,70.82,28.04
2026-05-28T10:47:00Z,71.00,30.00
2026-05-28T10:48:00Z,71.26,28.00
2026-05-28T10:49:00Z,74.05,28.00
2026-05-28T10:50:00Z,74.90,23.91
2026-05-28T10:51:00Z,73.48,23.91
2026-05-28T10:52:00Z,81.00,23.91
2026-05-28T10:53:00Z,80.00,23.91
2026-05-28T10:54:00Z,81.00,19.01
2026-05-28T10:55:00Z,80.00,19.00
2026-05-28T10:56:00Z,80.00,21.00
2026-05-28T10:57:00Z,81.00,21.00
2026-05-28T10:58:00Z,81.01,19.59
2026-05-28T10:59:00Z,84.87,16.16
2026-05-28T11:00:00Z,85.28,15.00
2026-05-28T11:01:00Z,84.00,17.97
2026-05-28T11:02:00Z,82.00,19.76
2026-05-28T11:03:00Z,80.00,19.76
2026-05-28T11:04:00Z,80.00,19.76
2026-05-28T11:05:00Z,78.66,22.86
2026-05-28T11:06:00Z,75.11,22.86
2026-05-28T11:08:00Z,79.00,22.86
2026-05-28T11:09:00Z,79.00,22.86
2026-05-28T11:10:00Z,79.00,22.86
2026-05-28T11:11:00Z,80.00,22.86
2026-05-28T11:12:00Z,80.00,20.90
2026-05-28T11:13:00Z,79.00,21.00
2026-05-28T11:14:00Z,80.98,19.00
2026-05-28T11:15:00Z,83.00,18.00
2026-05-28T11:16:00Z,80.13,19.73
2026-05-28T11:17:00Z,80.45,22.00
2026-05-28T11:18:00Z,80.39,22.00
2026-05-28T11:19:00Z,82.20,18.00
2026-05-28T11:20:00Z,84.00,18.00
2026-05-28T11:21:00Z,84.00,18.00
2026-05-28T11:22:00Z,84.40,18.00
2026-05-28T11:23:00Z,85.00,18.00
2026-05-28T11:24:00Z,88.24,11.93
2026-05-28T11:25:00Z,90.68,12.04
2026-05-28T11:26:00Z,88.43,13.01
2026-05-28T11:27:00Z,89.09,13.00
2026-05-28T11:28:00Z,88.59,13.00
2026-05-28T11:29:00Z,88.59,15.37
2026-05-28T11:30:00Z,85.00,15.37
2026-05-28T11:31:00Z,85.00,16.00
2026-05-28T11:32:00Z,87.43,16.00
2026-05-28T11:33:00Z,88.85,14.67
2026-05-28T11:34:00Z,84.70,16.56
2026-05-28T11:35:00Z,81.99,18.90
2026-05-28T11:36:00Z,77.65,22.83
2026-05-28T11:37:00Z,73.26,22.83
2026-05-28T11:38:00Z,76.96,25.00
2026-05-28T11:39:00Z,79.50,18.00
2026-05-28T11:40:00Z,84.55,15.00
2026-05-28T11:41:00Z,83.69,16.69
2026-05-28T11:42:00Z,84.96,14.00
2026-05-28T11:43:00Z,84.96,15.53
2026-05-28T11:44:00Z,86.00,16.00
2026-05-28T11:45:00Z,87.30,12.92
2026-05-28T11:46:00Z,87.00,13.32
2026-05-28T11:47:00Z,85.00,15.03
2026-05-28T11:48:00Z,83.00,16.86
2026-05-28T11:49:00Z,81.00,16.86
2026-05-28T11:50:00Z,81.13,16.86
2026-05-28T11:51:00Z,83.75,16.86
2026-05-28T11:52:00Z,85.00,16.86
2026-05-28T11:53:00Z,85.35,13.23
2026-05-28T11:54:00Z,85.35,12.00
2026-05-28T11:55:00Z,93.73,7.00
2026-05-28T11:56:00Z,94.00,7.00
2026-05-28T11:57:00Z,93.17,7.00
2026-05-28T11:58:00Z,93.17,6.00
2026-05-28T11:59:00Z,94.25,8.32
2026-05-28T12:00:00Z,95.86,5.00
2026-05-28T12:01:00Z,96.00,4.00
2026-05-28T12:02:00Z,96.06,4.87
2026-05-28T12:03:00Z,96.06,5.00
2026-05-28T12:04:00Z,96.80,5.00
2026-05-28T12:05:00Z,98.69,1.00
2026-05-28T12:06:00Z,99.00,1.00
2026-05-28T12:07:00Z,99.00,1.00
2026-05-28T12:08:00Z,99.00,1.00
2026-05-28T12:11:00Z,99.00,1.00
