# event_ticker=KXATPCHALLENGERMATCH-26APR09DELFEL
# final_score=6-1 5-7 6-3
# score_resolution=1-6 7-5 3-6
# match_winner=Hugo Dellien
# fav_player=Kilian Feldbausch
# dog_player=Hugo Dellien
# kalshi_date=2026-04-09
timestamp,Kilian Feldbausch,Hugo Dellien
2026-04-09T05:41:00Z,31.00,71.00
2026-04-09T05:44:00Z,31.00,71.00
2026-04-09T05:56:00Z,31.00,71.00
2026-04-09T06:01:00Z,31.00,70.07
2026-04-09T06:02:00Z,31.00,70.07
2026-04-09T06:08:00Z,31.00,71.00
2026-04-09T06:17:00Z,31.87,71.00
2026-04-09T06:37:00Z,31.87,71.00
2026-04-09T06:40:00Z,31.87,71.00
2026-04-09T07:00:00Z,31.87,71.00
2026-04-09T09:09:00Z,31.87,71.00
2026-04-09T09:13:00Z,32.00,74.00
2026-04-09T09:14:00Z,32.75,71.00
2026-04-09T09:32:00Z,32.75,71.00
2026-04-09T09:33:00Z,32.75,70.00
2026-04-09T10:00:00Z,32.75,66.00
2026-04-09T10:02:00Z,32.75,66.00
2026-04-09T10:10:00Z,32.75,65.00
2026-04-09T10:16:00Z,32.75,66.00
2026-04-09T10:35:00Z,36.00,66.00
2026-04-09T11:10:00Z,36.00,64.00
2026-04-09T11:45:00Z,36.00,64.00
2026-04-09T12:13:00Z,36.00,64.00
2026-04-09T12:15:00Z,36.00,64.00
2026-04-09T12:18:00Z,36.00,64.00
2026-04-09T12:25:00Z,36.00,64.00
2026-04-09T12:34:00Z,37.00,64.00
2026-04-09T12:37:00Z,37.00,64.00
2026-04-09T12:52:00Z,37.00,64.00
2026-04-09T12:57:00Z,37.00,64.00
2026-04-09T12:58:00Z,37.00,64.00
2026-04-09T13:13:00Z,37.00,64.46
2026-04-09T13:18:00Z,37.00,64.46
2026-04-09T13:26:00Z,37.00,65.00
2026-04-09T13:30:00Z,37.00,65.00
2026-04-09T13:31:00Z,37.00,65.00
2026-04-09T13:37:00Z,37.00,65.00
2026-04-09T13:52:00Z,37.00,64.00
2026-04-09T13:54:00Z,37.00,64.00
2026-04-09T13:58:00Z,37.00,64.00
2026-04-09T14:09:00Z,38.00,64.00
2026-04-09T14:15:00Z,38.00,64.00
2026-04-09T14:17:00Z,38.00,64.00
2026-04-09T14:35:00Z,38.00,64.03
2026-04-09T14:36:00Z,38.00,65.00
2026-04-09T14:40:00Z,38.00,65.00
2026-04-09T14:46:00Z,38.00,64.72
2026-04-09T14:51:00Z,37.00,65.00
2026-04-09T15:02:00Z,37.00,65.00
2026-04-09T15:05:00Z,37.00,65.00
2026-04-09T15:07:00Z,36.00,65.00
2026-04-09T15:16:00Z,36.00,65.00
2026-04-09T15:18:00Z,36.00,65.00
2026-04-09T15:23:00Z,36.00,65.00
2026-04-09T15:25:00Z,37.00,65.00
2026-04-09T15:34:00Z,37.00,65.00
2026-04-09T15:42:00Z,37.00,65.00
2026-04-09T15:45:00Z,37.00,65.00
2026-04-09T15:46:00Z,37.00,65.00
2026-04-09T15:52:00Z,37.00,65.00
2026-04-09T15:54:00Z,37.00,65.61
