# event_ticker=KXATPCHALLENGERMATCH-26MAY14SURIVA
# final_score=6-3 6-3
# match_winner=Ilya Ivashka
# fav_player=Ilya Ivashka
# dog_player=Manish Sureshkumar
# kalshi_date=2026-05-14
timestamp,Manish Sureshkumar,Ilya Ivashka
2026-05-13T21:00:00Z,17.00,
2026-05-13T21:41:00Z,17.00,84.00
2026-05-13T21:55:00Z,17.00,85.00
2026-05-13T21:56:00Z,17.00,83.00
2026-05-13T22:14:00Z,17.00,85.00
2026-05-13T22:48:00Z,17.00,85.00
2026-05-13T23:02:00Z,17.00,85.00
2026-05-13T23:46:00Z,17.00,85.00
2026-05-14T00:12:00Z,17.00,84.00
2026-05-14T00:21:00Z,17.00,84.00
2026-05-14T00:25:00Z,17.00,84.00
2026-05-14T00:47:00Z,17.00,84.00
2026-05-14T01:02:00Z,17.00,84.00
2026-05-14T01:13:00Z,17.00,84.00
2026-05-14T01:14:00Z,17.00,84.00
2026-05-14T01:18:00Z,17.00,84.00
2026-05-14T01:32:00Z,17.00,84.00
2026-05-14T01:55:00Z,17.00,84.00
2026-05-14T02:20:00Z,17.93,84.00
2026-05-14T02:21:00Z,18.00,84.00
2026-05-14T02:47:00Z,18.00,84.00
2026-05-14T02:55:00Z,18.00,84.00
2026-05-14T03:02:00Z,18.00,84.00
2026-05-14T03:05:00Z,18.00,84.00
2026-05-14T03:11:00Z,18.00,84.00
2026-05-14T03:14:00Z,18.00,84.00
2026-05-14T03:15:00Z,18.00,84.00
2026-05-14T03:21:00Z,18.00,84.00
2026-05-14T03:36:00Z,18.00,84.00
2026-05-14T03:38:00Z,18.00,84.00
2026-05-14T03:39:00Z,18.00,84.00
2026-05-14T03:43:00Z,18.00,84.00
2026-05-14T03:47:00Z,18.00,84.00
2026-05-14T03:49:00Z,18.00,84.00
2026-05-14T03:50:00Z,18.00,84.00
2026-05-14T03:55:00Z,18.00,84.00
2026-05-14T03:58:00Z,18.00,84.00
2026-05-14T04:03:00Z,18.00,83.00
2026-05-14T04:04:00Z,18.00,83.00
2026-05-14T04:05:00Z,18.00,83.00
2026-05-14T04:08:00Z,18.00,83.00
2026-05-14T04:09:00Z,18.00,83.00
2026-05-14T04:12:00Z,18.00,83.00
2026-05-14T04:13:00Z,18.00,83.00
2026-05-14T04:14:00Z,18.00,83.00
2026-05-14T04:15:00Z,18.00,83.00
2026-05-14T04:16:00Z,19.00,83.00
2026-05-14T04:17:00Z,19.00,83.00
2026-05-14T04:19:00Z,19.00,83.00
2026-05-14T04:20:00Z,19.00,83.00
2026-05-14T04:21:00Z,19.00,83.00
2026-05-14T04:22:00Z,19.00,83.00
2026-05-14T04:25:00Z,19.00,83.00
2026-05-14T04:27:00Z,19.00,83.00
2026-05-14T04:28:00Z,19.00,83.00
2026-05-14T04:32:00Z,19.00,83.00
2026-05-14T04:35:00Z,19.00,83.00
2026-05-14T04:39:00Z,19.00,83.00
2026-05-14T04:41:00Z,19.00,83.00
2026-05-14T04:42:00Z,19.00,83.00
2026-05-14T04:46:00Z,19.00,84.00
2026-05-14T04:49:00Z,19.00,84.00
2026-05-14T04:51:00Z,19.00,84.00
2026-05-14T04:55:00Z,19.00,84.00
2026-05-14T04:57:00Z,19.00,84.00
2026-05-14T05:00:00Z,19.00,84.00
2026-05-14T05:01:00Z,19.00,84.00
2026-05-14T05:02:00Z,19.00,84.00
2026-05-14T05:06:00Z,19.00,84.00
2026-05-14T05:08:00Z,19.00,84.00
2026-05-14T05:09:00Z,18.00,84.00
2026-05-14T05:19:00Z,18.00,83.00
2026-05-14T05:22:00Z,18.00,83.00
2026-05-14T05:24:00Z,18.04,83.00
2026-05-14T05:28:00Z,18.00,83.00
2026-05-14T05:30:00Z,18.00,83.00
2026-05-14T05:31:00Z,18.00,83.00
2026-05-14T05:33:00Z,18.00,83.00
2026-05-14T05:36:00Z,18.00,83.00
2026-05-14T05:38:00Z,18.00,83.00
2026-05-14T05:41:00Z,18.00,83.00
2026-05-14T05:45:00Z,18.00,83.00
2026-05-14T05:46:00Z,17.00,83.00
2026-05-14T05:49:00Z,18.00,83.00
2026-05-14T05:53:00Z,18.00,83.00
2026-05-14T06:15:00Z,18.00,83.00
2026-05-14T06:16:00Z,18.00,83.00
2026-05-14T06:18:00Z,18.00,83.00
2026-05-14T06:25:00Z,18.00,84.00
2026-05-14T06:26:00Z,18.00,84.00
2026-05-14T06:29:00Z,18.00,84.00
2026-05-14T06:37:00Z,18.00,84.00
2026-05-14T06:42:00Z,18.00,84.00
2026-05-14T06:48:00Z,18.00,84.00
2026-05-14T06:51:00Z,18.00,82.00
2026-05-14T06:52:00Z,18.00,84.00
2026-05-14T06:56:00Z,18.00,84.00
2026-05-14T09:01:00Z,6.86,90.48
2026-05-14T09:02:00Z,6.82,94.00
2026-05-14T09:03:00Z,5.04,96.00
2026-05-14T09:04:00Z,5.00,96.00
2026-05-14T09:05:00Z,6.17,96.00
2026-05-14T09:06:00Z,6.32,94.80
2026-05-14T09:07:00Z,6.00,96.00
2026-05-14T09:08:00Z,6.00,94.71
2026-05-14T09:09:00Z,7.52,94.71
2026-05-14T09:10:00Z,6.00,95.00
2026-05-14T09:11:00Z,6.00,95.00
2026-05-14T09:12:00Z,5.86,96.00
2026-05-14T09:13:00Z,4.00,96.00
2026-05-14T09:14:00Z,4.23,96.00
2026-05-14T09:15:00Z,5.70,94.57
2026-05-14T09:16:00Z,5.05,95.41
2026-05-14T09:17:00Z,6.00,95.86
2026-05-14T09:18:00Z,4.90,96.00
2026-05-14T09:19:00Z,5.02,95.94
2026-05-14T09:20:00Z,4.00,96.00
2026-05-14T09:21:00Z,4.02,96.00
2026-05-14T09:22:00Z,4.00,96.00
2026-05-14T09:23:00Z,5.40,96.00
2026-05-14T09:24:00Z,6.78,96.00
2026-05-14T09:25:00Z,6.17,96.00
2026-05-14T09:26:00Z,6.00,96.00
2026-05-14T09:28:00Z,6.00,96.00
2026-05-14T09:29:00Z,7.29,93.00
2026-05-14T09:30:00Z,7.00,94.00
2026-05-14T09:31:00Z,6.10,94.07
2026-05-14T09:32:00Z,4.84,97.00
2026-05-14T09:33:00Z,2.01,98.00
2026-05-14T09:34:00Z,3.00,98.00
2026-05-14T09:35:00Z,1.77,99.00
2026-05-14T09:36:00Z,2.00,99.00
2026-05-14T09:37:00Z,1.10,99.00
2026-05-14T09:38:00Z,2.96,97.52
2026-05-14T09:39:00Z,3.00,97.52
2026-05-14T09:40:00Z,1.07,99.00
2026-05-14T09:41:00Z,1.07,99.00
2026-05-14T09:42:00Z,1.07,99.00
2026-05-14T09:43:00Z,1.00,99.00
