# event_ticker=KXATPMATCH-26JAN05SHACOL
# final_score=6-4 6-2
# score_resolution=4-6 2-6
# match_winner=Raphael Collignon
# fav_player=Denis Shapovalov
# dog_player=Raphael Collignon
# kalshi_date=2026-01-05
timestamp,Denis Shapovalov,Raphael Collignon
2026-01-05T21:19:00Z,55.00,48.00
2026-01-05T21:23:00Z,55.00,48.00
2026-01-05T21:38:00Z,55.00,48.00
2026-01-05T22:03:00Z,55.00,48.00
2026-01-05T22:04:00Z,55.00,46.15
2026-01-05T22:06:00Z,55.00,46.15
2026-01-05T22:09:00Z,55.00,46.15
2026-01-05T22:23:00Z,54.00,46.15
2026-01-05T22:41:00Z,55.00,46.15
2026-01-05T22:50:00Z,55.00,46.15
2026-01-05T22:55:00Z,55.00,46.15
2026-01-05T23:23:00Z,55.00,46.15
2026-01-05T23:31:00Z,55.00,48.00
2026-01-05T23:37:00Z,55.00,48.00
2026-01-05T23:43:00Z,55.00,48.00
2026-01-05T23:57:00Z,55.00,48.00
2026-01-05T23:59:00Z,55.00,47.00
2026-01-06T00:11:00Z,55.00,47.00
2026-01-06T00:18:00Z,55.00,47.00
2026-01-06T00:30:00Z,55.00,47.00
2026-01-06T00:31:00Z,53.86,47.00
2026-01-06T00:41:00Z,53.86,48.00
2026-01-06T00:42:00Z,54.00,48.00
2026-01-06T00:45:00Z,54.00,48.00
2026-01-06T00:46:00Z,54.00,48.00
2026-01-06T00:50:00Z,54.00,48.00
2026-01-06T00:57:00Z,54.00,48.03
2026-01-06T00:58:00Z,54.00,49.00
2026-01-06T00:59:00Z,54.00,49.00
2026-01-06T01:00:00Z,52.00,49.00
2026-01-06T01:01:00Z,53.00,49.00
2026-01-06T01:02:00Z,53.14,49.00
2026-01-06T01:05:00Z,54.00,49.00
2026-01-06T01:06:00Z,54.00,49.00
2026-01-06T01:07:00Z,54.00,49.00
2026-01-06T01:08:00Z,53.04,49.00
2026-01-06T01:09:00Z,53.04,49.00
2026-01-06T01:11:00Z,54.07,49.02
2026-01-06T01:12:00Z,50.43,52.00
2026-01-06T01:13:00Z,47.00,56.50
2026-01-06T01:14:00Z,41.78,59.00
2026-01-06T01:15:00Z,36.47,59.00
2026-01-06T01:16:00Z,35.25,63.10
2026-01-06T01:17:00Z,35.25,64.07
2026-01-06T01:18:00Z,32.01,68.71
2026-01-06T01:19:00Z,30.56,70.00
2026-01-06T01:20:00Z,26.68,70.00
2026-01-06T01:21:00Z,34.02,70.00
2026-01-06T01:22:00Z,33.88,70.00
2026-01-06T01:23:00Z,33.88,71.00
2026-01-06T01:24:00Z,35.00,66.00
2026-01-06T01:25:00Z,32.20,68.00
2026-01-06T01:26:00Z,30.98,68.00
2026-01-06T01:27:00Z,30.00,72.00
2026-01-06T01:28:00Z,29.89,75.00
2026-01-06T01:29:00Z,29.89,72.25
2026-01-06T01:30:00Z,31.00,71.00
2026-01-06T01:31:00Z,32.00,71.00
2026-01-06T01:32:00Z,32.00,69.00
2026-01-06T01:34:00Z,33.18,68.00
2026-01-06T01:35:00Z,30.23,69.00
2026-01-06T01:36:00Z,31.00,70.00
2026-01-06T01:37:00Z,32.63,68.01
2026-01-06T01:38:00Z,34.00,68.01
2026-01-06T01:39:00Z,33.05,68.01
2026-01-06T01:40:00Z,30.58,68.01
2026-01-06T01:41:00Z,29.98,68.01
2026-01-06T01:42:00Z,29.01,68.01
2026-01-06T01:43:00Z,26.00,73.88
2026-01-06T01:44:00Z,25.54,73.88
2026-01-06T01:45:00Z,26.08,77.00
2026-01-06T01:46:00Z,27.35,77.00
2026-01-06T01:47:00Z,27.00,75.00
2026-01-06T01:48:00Z,27.85,75.00
2026-01-06T01:49:00Z,27.00,74.00
2026-01-06T01:50:00Z,27.00,70.00
2026-01-06T01:52:00Z,30.00,70.00
2026-01-06T01:53:00Z,28.00,75.00
2026-01-06T01:54:00Z,20.00,75.00
2026-01-06T01:55:00Z,25.00,75.00
2026-01-06T01:56:00Z,24.39,74.46
2026-01-06T01:57:00Z,22.89,79.63
2026-01-06T01:58:00Z,22.89,82.95
2026-01-06T01:59:00Z,16.68,82.95
2026-01-06T02:00:00Z,17.63,81.12
2026-01-06T02:01:00Z,10.55,88.05
2026-01-06T02:02:00Z,11.23,88.05
2026-01-06T02:03:00Z,11.51,89.60
2026-01-06T02:04:00Z,8.09,89.60
2026-01-06T02:05:00Z,5.70,93.92
2026-01-06T02:06:00Z,3.46,96.48
2026-01-06T02:07:00Z,2.00,98.00
2026-01-06T02:08:00Z,2.94,96.85
2026-01-06T02:09:00Z,2.50,96.85
2026-01-06T02:10:00Z,2.93,96.85
2026-01-06T02:11:00Z,4.59,98.01
2026-01-06T02:12:00Z,2.00,98.01
2026-01-06T02:13:00Z,1.04,98.99
2026-01-06T02:14:00Z,1.04,98.00
2026-01-06T02:15:00Z,1.00,98.00
2026-01-06T02:16:00Z,1.00,98.00
2026-01-06T02:18:00Z,1.00,98.00
2026-01-06T02:19:00Z,1.00,98.00
2026-01-06T02:20:00Z,1.00,98.00
2026-01-06T02:21:00Z,2.10,98.00
2026-01-06T02:22:00Z,1.28,98.00
2026-01-06T02:23:00Z,2.00,99.00
2026-01-06T02:25:00Z,1.00,99.00
2026-01-06T02:26:00Z,1.00,99.00
2026-01-06T02:27:00Z,1.00,99.00
