# event_ticker=KXATPCHALLENGERMATCH-26MAR10KNAVIS
# final_score=6-4 6-1
# score_resolution=4-6 1-6
# match_winner=Alex Knaff
# fav_player=Niels Visker
# dog_player=Alex Knaff
# kalshi_date=2026-03-10
timestamp,Niels Visker,Alex Knaff
2026-03-10T04:19:00Z,57.00,
2026-03-10T04:46:00Z,57.00,45.00
2026-03-10T05:00:00Z,57.00,45.00
2026-03-10T05:09:00Z,57.00,43.00
2026-03-10T05:15:00Z,57.00,43.00
2026-03-10T05:44:00Z,57.00,43.00
2026-03-10T06:05:00Z,58.00,43.00
2026-03-10T06:18:00Z,58.00,44.00
2026-03-10T06:22:00Z,58.00,44.00
2026-03-10T06:28:00Z,58.00,44.00
2026-03-10T07:13:00Z,58.00,44.00
2026-03-10T07:21:00Z,58.00,44.00
2026-03-10T07:26:00Z,58.00,44.00
2026-03-10T07:54:00Z,58.00,44.00
2026-03-10T08:57:00Z,58.00,44.00
2026-03-10T08:58:00Z,58.00,45.00
2026-03-10T09:25:00Z,58.00,45.00
2026-03-10T09:43:00Z,58.00,45.00
2026-03-10T09:46:00Z,58.00,44.00
2026-03-10T09:55:00Z,58.00,44.00
2026-03-10T09:57:00Z,58.00,44.00
2026-03-10T10:01:00Z,58.00,44.00
2026-03-10T10:12:00Z,58.00,44.00
2026-03-10T10:21:00Z,58.00,44.00
2026-03-10T10:45:00Z,58.00,44.00
2026-03-10T10:47:00Z,58.00,42.00
2026-03-10T10:48:00Z,58.00,44.00
2026-03-10T10:51:00Z,58.00,44.00
2026-03-10T10:57:00Z,58.00,44.00
2026-03-10T11:00:00Z,58.00,44.00
2026-03-10T11:01:00Z,58.00,44.00
2026-03-10T11:02:00Z,58.00,45.00
2026-03-10T11:05:00Z,58.00,45.90
2026-03-10T11:07:00Z,58.00,45.90
2026-03-10T11:09:00Z,62.07,40.00
2026-03-10T11:11:00Z,62.00,40.00
2026-03-10T11:12:00Z,62.00,40.00
2026-03-10T11:14:00Z,68.00,40.00
2026-03-10T11:15:00Z,63.00,41.00
2026-03-10T11:16:00Z,62.00,41.00
2026-03-10T11:18:00Z,67.00,41.00
2026-03-10T11:19:00Z,70.00,41.00
2026-03-10T11:21:00Z,70.00,25.00
2026-03-10T11:22:00Z,67.00,25.00
2026-03-10T11:23:00Z,69.00,33.00
2026-03-10T11:24:00Z,70.00,33.00
2026-03-10T11:27:00Z,61.94,38.49
2026-03-10T11:28:00Z,62.00,38.49
2026-03-10T11:31:00Z,61.00,38.49
2026-03-10T11:32:00Z,53.86,47.00
2026-03-10T11:33:00Z,63.95,38.86
2026-03-10T11:34:00Z,64.00,38.00
2026-03-10T11:36:00Z,63.00,39.00
2026-03-10T11:37:00Z,68.00,40.10
2026-03-10T11:38:00Z,55.41,42.00
2026-03-10T11:39:00Z,45.30,52.00
2026-03-10T11:40:00Z,37.00,64.73
2026-03-10T11:41:00Z,35.00,67.00
2026-03-10T11:42:00Z,30.00,72.00
2026-03-10T11:43:00Z,29.18,72.00
2026-03-10T11:44:00Z,31.13,72.96
2026-03-10T11:45:00Z,33.00,72.96
2026-03-10T11:46:00Z,42.83,68.02
2026-03-10T11:47:00Z,31.00,71.34
2026-03-10T11:48:00Z,26.67,71.34
2026-03-10T11:49:00Z,28.01,73.66
2026-03-10T11:50:00Z,28.00,73.66
2026-03-10T11:51:00Z,23.99,75.26
2026-03-10T11:52:00Z,15.89,84.79
2026-03-10T11:53:00Z,9.85,87.63
2026-03-10T11:54:00Z,10.63,87.63
2026-03-10T11:55:00Z,10.02,90.00
2026-03-10T11:56:00Z,12.53,89.41
2026-03-10T11:57:00Z,8.68,91.93
2026-03-10T11:58:00Z,9.00,92.00
2026-03-10T11:59:00Z,8.00,94.44
2026-03-10T12:00:00Z,4.01,95.69
2026-03-10T12:01:00Z,6.25,95.53
2026-03-10T12:02:00Z,8.20,94.04
2026-03-10T12:03:00Z,4.61,97.00
2026-03-10T12:04:00Z,4.61,97.98
2026-03-10T12:05:00Z,1.00,99.00
2026-03-10T12:06:00Z,1.00,98.00
2026-03-10T12:07:00Z,1.13,99.00
2026-03-10T12:08:00Z,1.00,99.00
2026-03-10T12:09:00Z,1.00,99.00
2026-03-10T12:10:00Z,1.50,99.00
2026-03-10T12:11:00Z,1.50,99.00
2026-03-10T12:12:00Z,2.28,98.00
2026-03-10T12:13:00Z,3.42,96.05
2026-03-10T12:14:00Z,2.75,97.98
2026-03-10T12:15:00Z,1.00,99.00
2026-03-10T12:16:00Z,1.00,99.00
