# event_ticker=KXATPCHALLENGERMATCH-26APR10GLIAND
# final_score=6-4 6-2
# match_winner=Andy Andrade
# fav_player=Andres Andrade
# dog_player=Daniil Glinka
# kalshi_date=2026-04-10
timestamp,Andres Andrade,Daniil Glinka
2026-04-10T04:23:00Z,,52.00
2026-04-10T04:47:00Z,46.00,54.00
2026-04-10T04:49:00Z,46.00,54.01
2026-04-10T05:02:00Z,46.00,52.00
2026-04-10T05:06:00Z,46.00,55.00
2026-04-10T05:18:00Z,46.00,55.00
2026-04-10T05:28:00Z,46.00,55.00
2026-04-10T05:29:00Z,47.00,55.00
2026-04-10T05:32:00Z,47.00,53.00
2026-04-10T05:40:00Z,47.00,53.00
2026-04-10T05:45:00Z,47.00,53.00
2026-04-10T06:02:00Z,47.00,53.00
2026-04-10T06:13:00Z,47.00,53.00
2026-04-10T06:56:00Z,47.00,54.00
2026-04-10T07:36:00Z,47.00,54.00
2026-04-10T07:41:00Z,47.00,54.00
2026-04-10T07:45:00Z,47.00,54.00
2026-04-10T07:54:00Z,47.00,54.00
2026-04-10T08:20:00Z,47.00,54.00
2026-04-10T09:04:00Z,47.00,54.00
2026-04-10T10:02:00Z,48.00,54.00
2026-04-10T10:34:00Z,48.00,54.00
2026-04-10T11:11:00Z,48.00,54.00
2026-04-10T11:47:00Z,47.00,54.00
2026-04-10T11:48:00Z,47.00,54.00
2026-04-10T12:27:00Z,47.00,54.00
2026-04-10T12:29:00Z,46.00,54.00
2026-04-10T12:35:00Z,47.00,54.00
2026-04-10T12:46:00Z,47.00,54.00
2026-04-10T12:50:00Z,47.00,54.00
2026-04-10T12:58:00Z,47.00,54.00
2026-04-10T12:59:00Z,47.00,55.00
2026-04-10T13:12:00Z,47.00,55.00
2026-04-10T13:14:00Z,46.00,55.00
2026-04-10T13:15:00Z,46.00,55.00
2026-04-10T13:16:00Z,47.00,55.00
2026-04-10T13:22:00Z,47.00,55.00
2026-04-10T13:32:00Z,47.00,55.00
2026-04-10T13:37:00Z,46.00,55.00
2026-04-10T13:43:00Z,46.00,55.00
2026-04-10T13:50:00Z,47.00,55.00
2026-04-10T13:52:00Z,47.00,55.00
2026-04-10T14:00:00Z,47.00,55.00
2026-04-10T14:01:00Z,47.00,55.00
2026-04-10T14:18:00Z,47.00,55.00
2026-04-10T14:21:00Z,47.00,56.00
2026-04-10T14:34:00Z,47.00,56.00
2026-04-10T14:37:00Z,47.00,56.00
2026-04-10T14:38:00Z,47.00,56.00
2026-04-10T14:47:00Z,47.00,56.00
2026-04-10T14:52:00Z,47.00,56.00
2026-04-10T14:53:00Z,47.00,56.00
2026-04-10T15:01:00Z,47.00,56.00
2026-04-10T15:12:00Z,47.00,56.00
2026-04-10T15:16:00Z,47.00,56.00
2026-04-10T15:23:00Z,47.00,56.00
2026-04-10T15:31:00Z,47.00,56.00
2026-04-10T15:36:00Z,47.00,56.00
2026-04-10T15:37:00Z,47.00,56.00
2026-04-10T15:41:00Z,47.00,56.00
2026-04-10T15:45:00Z,47.00,56.00
2026-04-10T15:51:00Z,47.00,56.00
2026-04-10T15:54:00Z,47.00,56.00
2026-04-10T15:55:00Z,47.00,56.00
2026-04-10T15:57:00Z,46.00,56.00
2026-04-10T15:58:00Z,46.00,56.00
2026-04-10T16:01:00Z,46.00,56.00
2026-04-10T16:02:00Z,46.00,57.00
2026-04-10T16:05:00Z,45.00,57.00
2026-04-10T16:06:00Z,45.00,56.00
2026-04-10T16:07:00Z,45.00,56.61
2026-04-10T16:09:00Z,46.00,56.00
2026-04-10T16:10:00Z,44.00,57.00
2026-04-10T16:11:00Z,43.98,57.98
2026-04-10T16:12:00Z,44.50,57.00
2026-04-10T16:13:00Z,45.00,57.35
2026-04-10T16:14:00Z,44.28,57.00
2026-04-10T16:15:00Z,46.15,54.11
2026-04-10T16:16:00Z,47.44,55.80
2026-04-10T16:17:00Z,42.00,55.98
2026-04-10T16:18:00Z,42.00,57.96
2026-04-10T16:19:00Z,41.56,62.83
2026-04-10T16:20:00Z,29.95,69.62
