# event_ticker=KXATPCHALLENGERMATCH-26MAR20OFNCAR
# final_score=7-6(4) 2-6 6-1
# score_resolution=6-7 6-2 1-6
# match_winner=Roberto Carballes Baena
# fav_player=Sebastian Ofner
# dog_player=Roberto Carballes Baena
# kalshi_date=2026-03-20
timestamp,Sebastian Ofner,Roberto Carballes Baena
2026-03-20T10:02:00Z,72.00,29.00
2026-03-20T10:05:00Z,73.00,29.00
2026-03-20T10:06:00Z,73.00,29.78
2026-03-20T10:07:00Z,72.00,30.56
2026-03-20T10:09:00Z,72.00,32.00
2026-03-20T10:10:00Z,75.98,26.00
2026-03-20T10:11:00Z,74.13,25.20
2026-03-20T10:12:00Z,76.00,27.00
2026-03-20T10:13:00Z,72.82,23.77
2026-03-20T10:14:00Z,73.25,28.99
2026-03-20T10:15:00Z,77.00,23.00
2026-03-20T10:16:00Z,85.02,21.39
2026-03-20T10:17:00Z,82.74,17.47
2026-03-20T10:18:00Z,84.97,17.47
2026-03-20T10:19:00Z,86.00,14.23
2026-03-20T10:20:00Z,87.00,13.96
2026-03-20T10:21:00Z,87.00,14.00
2026-03-20T10:22:00Z,87.00,14.50
2026-03-20T10:23:00Z,87.00,15.01
2026-03-20T10:24:00Z,82.00,21.78
2026-03-20T10:25:00Z,77.19,21.75
2026-03-20T10:26:00Z,74.00,27.84
2026-03-20T10:27:00Z,73.09,28.58
2026-03-20T10:28:00Z,76.89,28.00
2026-03-20T10:29:00Z,73.69,30.91
2026-03-20T10:30:00Z,76.00,27.74
2026-03-20T10:31:00Z,74.00,29.85
2026-03-20T10:32:00Z,69.43,33.64
2026-03-20T10:33:00Z,69.08,31.85
2026-03-20T10:34:00Z,70.33,24.00
2026-03-20T10:35:00Z,74.00,27.82
2026-03-20T10:36:00Z,74.00,28.00
2026-03-20T10:37:00Z,75.80,28.00
2026-03-20T10:38:00Z,70.00,31.04
2026-03-20T10:39:00Z,68.62,30.41
2026-03-20T10:40:00Z,67.81,31.60
2026-03-20T10:41:00Z,60.71,37.85
2026-03-20T10:42:00Z,69.00,29.73
2026-03-20T10:43:00Z,69.68,30.36
2026-03-20T10:44:00Z,72.51,28.38
2026-03-20T10:45:00Z,73.51,27.64
2026-03-20T10:46:00Z,66.00,32.25
2026-03-20T10:47:00Z,67.14,33.19
2026-03-20T10:48:00Z,67.37,34.56
2026-03-20T10:49:00Z,71.03,32.10
2026-03-20T10:50:00Z,72.99,29.99
2026-03-20T10:51:00Z,73.00,29.00
2026-03-20T10:52:00Z,71.05,29.00
2026-03-20T10:53:00Z,70.00,31.99
2026-03-20T10:54:00Z,66.40,33.76
2026-03-20T10:55:00Z,66.92,37.69
2026-03-20T10:56:00Z,57.02,42.62
2026-03-20T10:57:00Z,52.41,51.59
2026-03-20T10:58:00Z,46.07,54.11
2026-03-20T10:59:00Z,51.00,51.34
2026-03-20T11:00:00Z,46.10,56.63
2026-03-20T11:01:00Z,48.34,51.18
2026-03-20T11:02:00Z,49.73,54.48
2026-03-20T11:03:00Z,41.03,61.24
2026-03-20T11:04:00Z,40.94,60.66
2026-03-20T11:05:00Z,43.88,59.03
2026-03-20T11:06:00Z,41.39,61.39
2026-03-20T11:07:00Z,39.52,64.20
2026-03-20T11:08:00Z,38.79,61.87
2026-03-20T11:09:00Z,39.37,61.14
2026-03-20T11:10:00Z,46.44,57.93
2026-03-20T11:11:00Z,45.99,56.26
2026-03-20T11:12:00Z,48.89,53.95
2026-03-20T11:13:00Z,49.19,54.26
2026-03-20T11:14:00Z,54.22,43.07
2026-03-20T11:15:00Z,61.38,40.48
2026-03-20T11:16:00Z,61.73,40.48
2026-03-20T11:17:00Z,63.79,34.81
2026-03-20T11:18:00Z,63.75,37.14
2026-03-20T11:19:00Z,64.94,34.57
2026-03-20T11:20:00Z,76.94,21.77
2026-03-20T11:21:00Z,70.68,30.92
2026-03-20T11:22:00Z,68.60,34.44
2026-03-20T11:23:00Z,69.58,32.95
2026-03-20T11:24:00Z,73.32,26.62
2026-03-20T11:25:00Z,73.73,27.80
2026-03-20T11:26:00Z,74.45,22.83
2026-03-20T11:27:00Z,76.01,25.70
2026-03-20T11:28:00Z,76.55,24.24
2026-03-20T11:29:00Z,76.19,25.56
2026-03-20T11:30:00Z,75.25,25.56
2026-03-20T11:31:00Z,74.62,25.27
2026-03-20T11:32:00Z,74.15,26.00
2026-03-20T11:33:00Z,75.55,25.19
2026-03-20T11:34:00Z,76.03,24.26
2026-03-20T11:35:00Z,75.91,26.16
2026-03-20T11:36:00Z,76.78,26.00
2026-03-20T11:37:00Z,74.49,28.80
2026-03-20T11:38:00Z,80.49,23.66
2026-03-20T11:39:00Z,79.49,21.70
2026-03-20T11:40:00Z,80.08,19.82
2026-03-20T11:41:00Z,72.54,28.75
2026-03-20T11:42:00Z,68.31,32.30
2026-03-20T11:43:00Z,70.12,32.77
2026-03-20T11:44:00Z,66.53,33.55
2026-03-20T11:45:00Z,64.86,39.49
2026-03-20T11:46:00Z,59.39,43.59
2026-03-20T11:47:00Z,66.99,34.37
2026-03-20T11:48:00Z,62.59,40.59
2026-03-20T11:49:00Z,55.41,44.27
2026-03-20T11:50:00Z,39.28,60.18
2026-03-20T11:51:00Z,28.57,69.47
2026-03-20T11:52:00Z,27.34,74.76
2026-03-20T11:53:00Z,25.58,74.79
2026-03-20T11:54:00Z,27.00,76.49
2026-03-20T11:55:00Z,19.99,79.94
2026-03-20T11:56:00Z,18.90,82.75
2026-03-20T11:57:00Z,4.73,93.17
2026-03-20T11:58:00Z,4.58,96.13
2026-03-20T11:59:00Z,2.79,96.34
2026-03-20T12:00:00Z,3.38,97.27
2026-03-20T12:01:00Z,1.58,98.52
2026-03-20T12:02:00Z,1.12,98.86
2026-03-20T12:03:00Z,1.15,98.62
2026-03-20T12:04:00Z,1.99,98.54
2026-03-20T12:05:00Z,1.79,98.12
2026-03-20T12:06:00Z,1.02,98.99
2026-03-20T12:07:00Z,1.02,99.00
2026-03-20T12:08:00Z,1.00,99.00
2026-03-20T12:09:00Z,1.00,99.00
2026-03-20T12:10:00Z,1.00,99.00
2026-03-20T12:11:00Z,1.00,99.00
