# event_ticker=KXATPMATCH-26APR22BORNAV
# final_score=6-3 6-4
# score_resolution=3-6 4-6
# match_winner=Mariano Navone
# fav_player=Nuno Borges
# dog_player=Mariano Navone
# kalshi_date=2026-04-22
timestamp,Nuno Borges,Mariano Navone
2026-04-22T23:59:00Z,,61.00
2026-04-23T00:05:00Z,,61.00
2026-04-23T00:08:00Z,40.00,61.00
2026-04-23T00:22:00Z,40.00,61.00
2026-04-23T00:23:00Z,40.00,61.00
2026-04-23T00:41:00Z,40.00,61.00
2026-04-23T01:47:00Z,40.00,61.00
2026-04-23T02:05:00Z,40.00,61.00
2026-04-23T02:07:00Z,39.00,61.00
2026-04-23T02:22:00Z,39.00,61.00
2026-04-23T02:30:00Z,40.00,61.00
2026-04-23T02:34:00Z,40.00,61.00
2026-04-23T02:42:00Z,40.00,61.00
2026-04-23T02:47:00Z,40.00,61.00
2026-04-23T02:53:00Z,40.00,61.00
2026-04-23T02:54:00Z,40.00,61.00
2026-04-23T02:57:00Z,40.00,61.00
2026-04-23T03:03:00Z,40.00,61.00
2026-04-23T03:22:00Z,40.00,61.00
2026-04-23T03:39:00Z,40.00,61.00
2026-04-23T03:41:00Z,40.00,61.00
2026-04-23T03:49:00Z,40.00,61.31
2026-04-23T03:59:00Z,40.00,61.31
2026-04-23T04:02:00Z,40.00,61.00
2026-04-23T04:15:00Z,40.00,62.00
2026-04-23T04:17:00Z,40.00,60.00
2026-04-23T04:20:00Z,40.00,62.00
2026-04-23T04:38:00Z,40.00,62.00
2026-04-23T04:45:00Z,40.00,62.00
2026-04-23T04:52:00Z,40.00,62.00
2026-04-23T04:53:00Z,40.00,62.00
2026-04-23T04:57:00Z,40.00,62.00
2026-04-23T04:59:00Z,38.58,62.00
2026-04-23T05:05:00Z,40.00,62.00
2026-04-23T05:10:00Z,40.00,60.28
2026-04-23T05:12:00Z,40.00,60.28
2026-04-23T05:18:00Z,40.00,60.28
2026-04-23T05:27:00Z,39.00,60.28
2026-04-23T05:32:00Z,38.00,60.28
2026-04-23T05:39:00Z,38.00,62.00
2026-04-23T05:40:00Z,38.00,62.00
2026-04-23T05:42:00Z,37.00,62.00
2026-04-23T05:43:00Z,39.00,62.00
2026-04-23T05:44:00Z,39.00,63.00
2026-04-23T05:48:00Z,39.00,63.00
2026-04-23T05:54:00Z,39.00,62.00
2026-04-23T06:02:00Z,39.00,63.00
2026-04-23T06:07:00Z,39.00,63.00
2026-04-23T06:11:00Z,39.00,63.00
2026-04-23T06:12:00Z,39.00,63.00
2026-04-23T06:26:00Z,39.00,63.00
2026-04-23T06:40:00Z,39.00,63.00
2026-04-23T06:51:00Z,39.00,63.00
2026-04-23T06:59:00Z,39.00,63.00
2026-04-23T07:00:00Z,39.00,63.00
2026-04-23T09:03:00Z,39.00,63.00
2026-04-23T09:20:00Z,39.00,63.00
2026-04-23T09:30:00Z,39.00,63.00
2026-04-23T09:37:00Z,39.00,63.00
2026-04-23T09:49:00Z,38.00,63.00
2026-04-23T09:52:00Z,38.00,63.00
2026-04-23T10:10:00Z,38.00,63.00
2026-04-23T10:18:00Z,37.00,63.00
2026-04-23T10:28:00Z,37.00,64.00
2026-04-23T10:30:00Z,37.00,64.00
2026-04-23T10:31:00Z,36.00,64.00
2026-04-23T10:41:00Z,36.00,65.00
2026-04-23T10:48:00Z,36.00,65.00
2026-04-23T10:56:00Z,35.00,65.00
2026-04-23T11:12:00Z,35.00,65.00
2026-04-23T11:17:00Z,35.00,65.00
2026-04-23T11:19:00Z,36.72,65.00
2026-04-23T11:25:00Z,36.00,65.00
2026-04-23T11:26:00Z,36.00,65.67
2026-04-23T11:29:00Z,36.00,66.00
2026-04-23T11:30:00Z,35.00,66.00
2026-04-23T11:33:00Z,35.00,66.00
2026-04-23T11:34:00Z,35.00,66.00
2026-04-23T11:35:00Z,35.00,66.00
2026-04-23T11:36:00Z,35.00,67.00
2026-04-23T11:38:00Z,35.00,67.00
2026-04-23T11:39:00Z,35.00,67.00
2026-04-23T11:40:00Z,35.00,67.00
2026-04-23T11:41:00Z,35.96,67.00
2026-04-23T11:42:00Z,35.00,67.00
2026-04-23T11:43:00Z,35.00,63.31
2026-04-23T11:44:00Z,35.00,66.00
2026-04-23T11:45:00Z,35.00,66.00
2026-04-23T11:46:00Z,35.84,67.75
2026-04-23T11:47:00Z,34.94,68.51
2026-04-23T11:48:00Z,31.94,73.00
2026-04-23T11:49:00Z,31.94,71.98
2026-04-23T11:50:00Z,29.00,72.23
2026-04-23T11:51:00Z,27.08,76.61
2026-04-23T11:52:00Z,24.05,77.03
2026-04-23T11:53:00Z,20.22,80.71
2026-04-23T11:54:00Z,19.96,80.71
2026-04-23T11:55:00Z,18.00,84.00
2026-04-23T11:56:00Z,18.00,82.82
2026-04-23T11:57:00Z,17.83,84.00
2026-04-23T11:58:00Z,18.00,81.76
2026-04-23T11:59:00Z,17.01,84.01
2026-04-23T12:00:00Z,15.71,84.01
2026-04-23T12:01:00Z,17.44,82.18
2026-04-23T12:02:00Z,18.98,82.00
2026-04-23T12:03:00Z,23.93,76.03
2026-04-23T12:04:00Z,20.31,83.00
2026-04-23T12:05:00Z,20.04,83.00
2026-04-23T12:06:00Z,18.54,83.98
2026-04-23T12:07:00Z,18.69,84.00
2026-04-23T12:08:00Z,20.00,83.52
2026-04-23T12:09:00Z,20.00,84.00
2026-04-23T12:10:00Z,16.00,86.00
2026-04-23T12:11:00Z,16.00,87.73
2026-04-23T12:12:00Z,12.11,89.97
2026-04-23T12:13:00Z,11.65,90.00
2026-04-23T12:14:00Z,11.00,90.00
2026-04-23T12:15:00Z,11.00,88.99
2026-04-23T12:16:00Z,12.94,88.00
2026-04-23T12:17:00Z,12.00,90.00
2026-04-23T12:18:00Z,13.00,87.75
2026-04-23T12:19:00Z,14.01,86.14
2026-04-23T12:20:00Z,15.00,86.00
2026-04-23T12:21:00Z,15.00,84.15
2026-04-23T12:22:00Z,13.99,84.79
2026-04-23T12:23:00Z,11.68,88.16
2026-04-23T12:24:00Z,13.78,89.00
2026-04-23T12:25:00Z,15.45,84.00
2026-04-23T12:26:00Z,16.01,84.91
2026-04-23T12:27:00Z,18.00,83.00
2026-04-23T12:28:00Z,19.00,80.53
2026-04-23T12:29:00Z,17.36,84.00
2026-04-23T12:30:00Z,18.00,83.81
2026-04-23T12:31:00Z,14.94,85.29
2026-04-23T12:32:00Z,15.00,86.00
2026-04-23T12:33:00Z,15.00,85.00
2026-04-23T12:34:00Z,14.23,88.14
2026-04-23T12:35:00Z,10.95,91.00
2026-04-23T12:36:00Z,6.91,93.73
2026-04-23T12:37:00Z,7.86,93.07
2026-04-23T12:38:00Z,8.85,91.54
2026-04-23T12:39:00Z,8.80,93.18
