# event_ticker=KXATPMATCH-25JUL19DODPAS
# final_score=4-6 6-1 6-2
# match_winner=Francesco Passaro
# fav_player=Francesco Passaro
# dog_player=Matej Dodig
# kalshi_date=2025-07-19
timestamp,Francesco Passaro,Matej Dodig
2025-07-20T12:15:00Z,66.00,
2025-07-20T14:54:00Z,66.00,
2025-07-20T15:29:00Z,66.00,
2025-07-20T15:33:00Z,66.00,
2025-07-20T15:46:00Z,61.43,
2025-07-20T16:28:00Z,66.00,
2025-07-20T16:30:00Z,66.00,
2025-07-20T17:00:00Z,66.00,
2025-07-20T17:34:00Z,66.00,
2025-07-20T17:55:00Z,66.00,36.00
2025-07-20T18:03:00Z,65.93,36.00
2025-07-20T18:16:00Z,65.73,36.00
2025-07-20T18:17:00Z,65.73,35.00
2025-07-20T18:20:00Z,66.00,35.00
2025-07-20T18:26:00Z,66.00,36.00
2025-07-20T18:28:00Z,66.00,36.00
2025-07-20T18:31:00Z,63.00,36.00
2025-07-20T18:33:00Z,66.00,36.00
2025-07-20T18:44:00Z,66.00,36.00
2025-07-20T18:45:00Z,63.00,36.00
2025-07-20T18:46:00Z,66.00,35.00
2025-07-20T18:51:00Z,66.00,35.00
2025-07-20T18:58:00Z,66.00,34.66
2025-07-20T18:59:00Z,66.00,34.66
2025-07-20T19:03:00Z,66.80,34.00
2025-07-20T19:04:00Z,66.80,38.43
2025-07-20T19:06:00Z,63.00,38.43
2025-07-20T19:07:00Z,63.00,38.43
2025-07-20T19:09:00Z,67.00,38.43
2025-07-20T19:10:00Z,67.00,38.43
2025-07-20T19:11:00Z,67.00,36.00
2025-07-20T19:12:00Z,75.41,36.00
2025-07-20T19:13:00Z,65.95,39.00
2025-07-20T19:15:00Z,67.27,35.00
2025-07-20T19:16:00Z,69.56,31.23
2025-07-20T19:17:00Z,69.56,33.84
2025-07-20T19:18:00Z,69.00,36.08
2025-07-20T19:19:00Z,60.30,38.69
2025-07-20T19:20:00Z,65.31,39.86
2025-07-20T19:21:00Z,68.61,39.86
2025-07-20T19:22:00Z,66.65,37.00
2025-07-20T19:23:00Z,66.65,40.00
2025-07-20T19:24:00Z,66.33,37.21
2025-07-20T19:26:00Z,66.07,37.00
2025-07-20T19:27:00Z,65.00,24.64
2025-07-20T19:28:00Z,66.00,35.57
2025-07-20T19:29:00Z,64.99,38.00
2025-07-20T19:30:00Z,61.00,38.00
2025-07-20T19:31:00Z,61.00,37.65
2025-07-20T19:32:00Z,68.35,36.00
2025-07-20T19:33:00Z,68.55,34.00
2025-07-20T19:34:00Z,67.00,34.00
2025-07-20T19:35:00Z,66.00,44.00
2025-07-20T19:36:00Z,66.00,44.00
2025-07-20T19:37:00Z,66.00,44.00
2025-07-20T19:38:00Z,66.00,35.90
2025-07-20T19:39:00Z,67.99,37.00
2025-07-20T19:40:00Z,67.57,37.00
2025-07-20T19:42:00Z,67.00,33.00
2025-07-20T19:43:00Z,65.00,37.00
2025-07-20T19:44:00Z,66.00,37.00
2025-07-20T19:45:00Z,61.72,41.00
2025-07-20T19:46:00Z,55.49,44.54
2025-07-20T19:47:00Z,62.03,40.00
2025-07-20T19:48:00Z,62.99,40.00
2025-07-20T19:49:00Z,61.50,41.70
2025-07-20T19:50:00Z,53.00,58.21
2025-07-20T19:51:00Z,40.00,60.08
2025-07-20T19:52:00Z,61.37,61.04
2025-07-20T19:53:00Z,36.71,65.00
2025-07-20T19:54:00Z,32.69,68.71
2025-07-20T19:55:00Z,32.86,64.42
2025-07-20T19:56:00Z,33.99,69.00
2025-07-20T19:57:00Z,30.02,69.31
2025-07-20T19:58:00Z,36.68,69.08
2025-07-20T19:59:00Z,37.00,65.00
2025-07-20T20:00:00Z,31.00,65.00
2025-07-20T20:01:00Z,36.94,68.00
2025-07-20T20:02:00Z,36.94,65.58
2025-07-20T20:03:00Z,33.62,68.00
2025-07-20T20:04:00Z,33.62,70.46
2025-07-20T20:05:00Z,31.33,74.00
2025-07-20T20:06:00Z,30.00,72.10
2025-07-20T20:07:00Z,29.18,75.98
2025-07-20T20:08:00Z,24.25,77.19
2025-07-20T20:09:00Z,26.67,76.24
2025-07-20T20:10:00Z,31.09,71.15
2025-07-20T20:11:00Z,29.01,71.15
2025-07-20T20:12:00Z,25.24,80.00
2025-07-20T20:13:00Z,32.57,80.00
2025-07-20T20:14:00Z,38.39,63.98
2025-07-20T20:15:00Z,42.78,59.91
2025-07-20T20:16:00Z,41.00,59.11
2025-07-20T20:17:00Z,54.36,57.34
2025-07-20T20:18:00Z,53.26,47.81
2025-07-20T20:19:00Z,55.34,45.00
2025-07-20T20:20:00Z,65.00,45.00
2025-07-20T20:21:00Z,65.19,39.25
2025-07-20T20:22:00Z,57.74,40.19
2025-07-20T20:23:00Z,61.99,40.19
2025-07-20T20:24:00Z,64.64,40.00
2025-07-20T20:25:00Z,72.33,34.90
2025-07-20T20:26:00Z,68.45,33.09
2025-07-20T20:27:00Z,69.17,32.73
2025-07-20T20:28:00Z,69.00,33.00
2025-07-20T20:29:00Z,69.00,33.00
2025-07-20T20:30:00Z,69.00,33.39
2025-07-20T20:31:00Z,69.15,33.00
2025-07-20T20:32:00Z,68.04,33.00
2025-07-20T20:33:00Z,70.00,33.00
2025-07-20T20:34:00Z,70.00,30.00
2025-07-20T20:35:00Z,70.19,31.25
2025-07-20T20:36:00Z,66.82,35.48
2025-07-20T20:37:00Z,63.74,38.00
2025-07-20T20:38:00Z,69.49,35.00
2025-07-20T20:39:00Z,64.07,37.71
2025-07-20T20:40:00Z,69.11,30.47
2025-07-20T20:41:00Z,74.08,29.18
2025-07-20T20:42:00Z,74.76,26.90
2025-07-20T20:43:00Z,75.83,28.51
2025-07-20T20:44:00Z,83.94,17.31
2025-07-20T20:45:00Z,80.27,15.60
2025-07-20T20:46:00Z,78.38,25.64
2025-07-20T20:47:00Z,87.32,16.64
2025-07-20T20:48:00Z,83.93,18.35
2025-07-20T20:49:00Z,85.55,12.41
2025-07-20T20:50:00Z,92.18,8.06
2025-07-20T20:51:00Z,92.85,6.00
2025-07-20T20:52:00Z,92.97,5.00
2025-07-20T20:53:00Z,95.37,1.37
2025-07-20T20:54:00Z,97.84,1.58
2025-07-20T20:55:00Z,98.00,2.00
2025-07-20T20:56:00Z,95.27,1.97
2025-07-20T20:57:00Z,96.44,2.00
2025-07-20T20:58:00Z,98.92,1.94
2025-07-20T20:59:00Z,96.55,2.96
2025-07-20T21:00:00Z,97.00,3.00
2025-07-20T21:01:00Z,99.00,1.33
2025-07-20T21:02:00Z,98.98,1.00
2025-07-20T21:03:00Z,98.42,1.15
2025-07-20T21:04:00Z,98.42,2.77
2025-07-20T21:05:00Z,99.00,2.60
2025-07-20T21:06:00Z,99.00,2.60
2025-07-20T21:07:00Z,99.00,1.00
2025-07-20T21:08:00Z,99.00,1.23
2025-07-20T21:09:00Z,98.00,2.00
2025-07-20T21:10:00Z,99.00,2.00
2025-07-20T21:11:00Z,99.00,2.00
