# event_ticker=KXATPMATCH-25OCT02ARNSAK
# final_score=7-6(3) 6-4
# score_resolution=7-6 6-4
# match_winner=Matteo Arnaldi
# fav_player=Matteo Arnaldi
# dog_player=Rei Sakamoto
# kalshi_date=2025-10-02
timestamp,Matteo Arnaldi,Rei Sakamoto
2025-10-02T06:58:00Z,62.00,38.00
2025-10-02T06:59:00Z,62.00,38.00
2025-10-02T09:01:00Z,62.00,38.00
2025-10-02T09:03:00Z,63.00,38.00
2025-10-02T09:26:00Z,63.00,39.00
2025-10-02T09:37:00Z,62.00,39.00
2025-10-02T09:40:00Z,62.00,39.00
2025-10-02T09:50:00Z,62.00,39.00
2025-10-02T10:05:00Z,62.00,39.00
2025-10-02T10:17:00Z,62.00,39.00
2025-10-02T10:23:00Z,62.00,39.00
2025-10-02T10:38:00Z,62.00,39.00
2025-10-02T10:42:00Z,62.00,39.00
2025-10-02T10:49:00Z,62.00,39.00
2025-10-02T10:51:00Z,62.00,39.00
2025-10-02T10:52:00Z,62.00,39.00
2025-10-02T10:58:00Z,62.00,39.00
2025-10-02T11:04:00Z,62.00,39.00
2025-10-02T11:05:00Z,62.00,39.00
2025-10-02T11:08:00Z,62.00,39.00
2025-10-02T11:11:00Z,62.99,39.00
2025-10-02T11:13:00Z,63.00,39.00
2025-10-02T11:14:00Z,63.00,39.00
2025-10-02T11:17:00Z,63.00,39.00
2025-10-02T11:20:00Z,63.00,39.00
2025-10-02T11:24:00Z,63.00,39.00
2025-10-02T11:26:00Z,63.00,39.00
2025-10-02T11:27:00Z,62.40,39.00
2025-10-02T11:31:00Z,63.00,39.00
2025-10-02T11:42:00Z,63.00,39.00
2025-10-02T11:43:00Z,63.00,40.00
2025-10-02T11:46:00Z,63.00,40.00
2025-10-02T11:49:00Z,63.00,40.00
2025-10-02T11:50:00Z,62.00,40.00
2025-10-02T11:51:00Z,62.00,40.00
2025-10-02T11:52:00Z,62.00,40.00
2025-10-02T11:53:00Z,62.00,40.00
2025-10-02T11:54:00Z,66.06,41.00
2025-10-02T11:55:00Z,66.16,38.00
2025-10-02T11:56:00Z,67.27,37.47
2025-10-02T11:57:00Z,67.27,37.00
2025-10-02T11:58:00Z,69.00,34.52
2025-10-02T11:59:00Z,73.11,27.00
2025-10-02T12:00:00Z,68.42,31.49
2025-10-02T12:01:00Z,63.00,37.25
2025-10-02T12:02:00Z,61.00,43.00
2025-10-02T12:03:00Z,59.21,38.34
2025-10-02T12:04:00Z,57.78,40.89
2025-10-02T12:05:00Z,57.75,42.00
2025-10-02T12:06:00Z,59.59,40.00
2025-10-02T12:07:00Z,61.38,39.00
2025-10-02T12:08:00Z,61.64,39.00
2025-10-02T12:09:00Z,63.59,35.00
2025-10-02T12:10:00Z,63.91,34.00
2025-10-02T12:12:00Z,70.54,25.82
2025-10-02T12:13:00Z,75.00,24.00
2025-10-02T12:14:00Z,75.00,25.04
2025-10-02T12:15:00Z,76.43,23.43
2025-10-02T12:16:00Z,78.00,24.00
2025-10-02T12:17:00Z,78.00,23.00
2025-10-02T12:18:00Z,78.00,22.19
2025-10-02T12:19:00Z,79.00,22.19
2025-10-02T12:20:00Z,80.13,22.19
2025-10-02T12:21:00Z,79.21,22.19
2025-10-02T12:22:00Z,80.00,22.00
2025-10-02T12:23:00Z,81.01,22.00
2025-10-02T12:24:00Z,80.54,20.00
2025-10-02T12:25:00Z,82.63,20.00
2025-10-02T12:26:00Z,82.00,19.00
2025-10-02T12:27:00Z,82.00,19.03
2025-10-02T12:28:00Z,81.00,20.00
2025-10-02T12:29:00Z,80.00,20.00
2025-10-02T12:30:00Z,76.20,23.00
2025-10-02T12:31:00Z,71.65,33.52
2025-10-02T12:32:00Z,68.59,32.21
2025-10-02T12:33:00Z,67.80,34.77
2025-10-02T12:34:00Z,64.89,34.20
2025-10-02T12:35:00Z,65.88,36.75
2025-10-02T12:36:00Z,70.59,26.27
2025-10-02T12:37:00Z,77.57,25.84
2025-10-02T12:38:00Z,72.47,32.00
2025-10-02T12:39:00Z,66.76,33.25
2025-10-02T12:40:00Z,60.57,38.00
2025-10-02T12:41:00Z,62.23,39.03
2025-10-02T12:42:00Z,65.48,34.55
2025-10-02T12:43:00Z,65.00,35.28
2025-10-02T12:44:00Z,65.00,35.64
2025-10-02T12:45:00Z,64.16,41.93
2025-10-02T12:46:00Z,62.00,41.63
2025-10-02T12:47:00Z,62.00,43.81
2025-10-02T12:48:00Z,54.00,48.02
2025-10-02T12:49:00Z,57.85,48.29
2025-10-02T12:50:00Z,57.00,48.84
2025-10-02T12:51:00Z,57.00,41.83
2025-10-02T12:52:00Z,64.21,41.83
2025-10-02T12:53:00Z,59.98,44.38
2025-10-02T12:54:00Z,74.88,39.00
2025-10-02T12:55:00Z,78.79,22.00
2025-10-02T12:56:00Z,81.64,19.87
2025-10-02T12:57:00Z,81.00,21.37
2025-10-02T12:58:00Z,79.35,20.00
2025-10-02T12:59:00Z,79.14,21.43
2025-10-02T13:00:00Z,78.14,23.99
2025-10-02T13:01:00Z,76.00,24.34
2025-10-02T13:02:00Z,74.51,24.67
2025-10-02T13:03:00Z,75.95,26.68
2025-10-02T13:04:00Z,75.91,26.11
2025-10-02T13:05:00Z,76.05,23.43
2025-10-02T13:06:00Z,76.01,23.80
2025-10-02T13:07:00Z,76.22,25.00
2025-10-02T13:08:00Z,78.13,24.21
2025-10-02T13:09:00Z,80.73,22.37
2025-10-02T13:10:00Z,88.60,10.12
2025-10-02T13:11:00Z,91.85,7.46
2025-10-02T13:12:00Z,93.00,9.00
2025-10-02T13:13:00Z,90.43,11.03
2025-10-02T13:14:00Z,86.50,17.83
2025-10-02T13:15:00Z,79.70,21.94
2025-10-02T13:16:00Z,83.25,16.24
2025-10-02T13:17:00Z,82.05,19.32
2025-10-02T13:18:00Z,83.18,17.84
2025-10-02T13:19:00Z,89.72,9.74
2025-10-02T13:20:00Z,92.53,7.61
2025-10-02T13:21:00Z,92.19,10.27
2025-10-02T13:22:00Z,89.10,10.17
2025-10-02T13:23:00Z,88.82,11.00
2025-10-02T13:24:00Z,89.27,13.44
2025-10-02T13:25:00Z,94.18,7.35
2025-10-02T13:26:00Z,95.50,6.28
2025-10-02T13:27:00Z,91.59,9.97
2025-10-02T13:28:00Z,92.94,7.00
2025-10-02T13:29:00Z,95.06,13.00
2025-10-02T13:30:00Z,95.55,9.17
2025-10-02T13:31:00Z,90.50,11.12
2025-10-02T13:32:00Z,96.23,8.05
2025-10-02T13:33:00Z,96.62,6.43
2025-10-02T13:34:00Z,96.46,3.01
2025-10-02T13:35:00Z,98.37,3.00
2025-10-02T13:36:00Z,98.67,2.60
2025-10-02T13:37:00Z,98.38,4.00
2025-10-02T13:38:00Z,97.43,4.00
2025-10-02T13:39:00Z,98.45,4.61
2025-10-02T13:40:00Z,96.97,4.86
2025-10-02T13:41:00Z,97.26,5.46
2025-10-02T13:42:00Z,99.00,2.55
2025-10-02T13:43:00Z,99.00,1.00
2025-10-02T13:44:00Z,99.00,1.00
2025-10-02T13:45:00Z,99.00,1.00
2025-10-02T13:46:00Z,99.00,1.00
